experiment_id,strategy_name,signal_month,return_month,ticker,weight,hsi_state,hsi_direction,hsi_intensity,allocation_rule
combo_00_baseline_core,combo_00_baseline_core,2013-12,2014-01,114260,0.3333333333333333,risk_relief,-0.208831,0.279598,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2013-12,2014-01,153130,0.3333333333333333,risk_relief,-0.208831,0.279598,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-01,2014-02,069500,0.2,risk_warning,0.271467,0.271467,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-01,2014-02,114260,0.4,risk_warning,0.271467,0.271467,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-01,2014-02,153130,0.4,risk_warning,0.271467,0.271467,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-02,2014-03,069500,0.3333333333333333,risk_relief,-0.166049,0.166049,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-02,2014-03,114260,0.3333333333333333,risk_relief,-0.166049,0.166049,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-02,2014-03,153130,0.3333333333333333,risk_relief,-0.166049,0.166049,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-03,2014-04,069500,0.3333333333333333,neutral_watch,-0.102422,0.12801,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-03,2014-04,114260,0.3333333333333333,neutral_watch,-0.102422,0.12801,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-03,2014-04,153130,0.3333333333333333,neutral_watch,-0.102422,0.12801,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-04,2014-05,069500,0.3333333333333333,conflict,-0.053346,0.295766,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-04,2014-05,114260,0.3333333333333333,conflict,-0.053346,0.295766,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-04,2014-05,153130,0.3333333333333333,conflict,-0.053346,0.295766,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-05,2014-06,069500,0.3333333333333333,risk_relief,-0.153504,0.153504,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-05,2014-06,114260,0.3333333333333333,risk_relief,-0.153504,0.153504,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-05,2014-06,153130,0.3333333333333333,risk_relief,-0.153504,0.153504,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-06,2014-07,069500,0.3333333333333333,conflict,-0.0338,0.101992,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-06,2014-07,114260,0.3333333333333333,conflict,-0.0338,0.101992,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-06,2014-07,153130,0.3333333333333333,conflict,-0.0338,0.101992,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-07,2014-08,069500,0.3333333333333333,risk_relief,-0.518655,0.518655,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-07,2014-08,114260,0.3333333333333333,risk_relief,-0.518655,0.518655,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-07,2014-08,153130,0.3333333333333333,risk_relief,-0.518655,0.518655,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-08,2014-09,069500,0.3333333333333333,conflict,0.065932,0.203889,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-08,2014-09,114260,0.3333333333333333,conflict,0.065932,0.203889,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-08,2014-09,153130,0.3333333333333333,conflict,0.065932,0.203889,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-09,2014-10,069500,0.2,risk_warning,0.241347,0.566484,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-09,2014-10,114260,0.4,risk_warning,0.241347,0.566484,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-09,2014-10,153130,0.4,risk_warning,0.241347,0.566484,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-10,2014-11,069500,0.1,accident_zone,0.366722,0.366722,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-10,2014-11,114260,0.45,accident_zone,0.366722,0.366722,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-10,2014-11,153130,0.45,accident_zone,0.366722,0.366722,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-11,2014-12,069500,0.3333333333333333,conflict,-0.117383,0.286545,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-11,2014-12,114260,0.3333333333333333,conflict,-0.117383,0.286545,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-11,2014-12,153130,0.3333333333333333,conflict,-0.117383,0.286545,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-12,2015-01,069500,0.2,risk_warning,0.267488,0.267488,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-12,2015-01,114260,0.4,risk_warning,0.267488,0.267488,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2014-12,2015-01,153130,0.4,risk_warning,0.267488,0.267488,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-01,2015-02,069500,0.3333333333333333,conflict,-0.140495,0.314855,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-01,2015-02,114260,0.3333333333333333,conflict,-0.140495,0.314855,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-01,2015-02,153130,0.3333333333333333,conflict,-0.140495,0.314855,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-02,2015-03,069500,0.3333333333333333,risk_relief,-0.254525,0.319233,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-02,2015-03,114260,0.3333333333333333,risk_relief,-0.254525,0.319233,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-02,2015-03,153130,0.3333333333333333,risk_relief,-0.254525,0.319233,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-03,2015-04,069500,0.3333333333333333,risk_relief,-0.203502,0.228892,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-03,2015-04,114260,0.3333333333333333,risk_relief,-0.203502,0.228892,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-03,2015-04,153130,0.3333333333333333,risk_relief,-0.203502,0.228892,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-04,2015-05,069500,0.3333333333333333,risk_relief,-0.5711,0.5711,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-04,2015-05,114260,0.3333333333333333,risk_relief,-0.5711,0.5711,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-04,2015-05,153130,0.3333333333333333,risk_relief,-0.5711,0.5711,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-05,2015-06,069500,0.2,risk_warning,0.242182,0.356798,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-05,2015-06,114260,0.4,risk_warning,0.242182,0.356798,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-05,2015-06,153130,0.4,risk_warning,0.242182,0.356798,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-06,2015-07,069500,0.3333333333333333,conflict,0.117214,0.172874,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-06,2015-07,114260,0.3333333333333333,conflict,0.117214,0.172874,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-06,2015-07,153130,0.3333333333333333,conflict,0.117214,0.172874,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-07,2015-08,069500,0.1,accident_zone,0.566227,0.566227,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-07,2015-08,114260,0.45,accident_zone,0.566227,0.566227,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-07,2015-08,153130,0.45,accident_zone,0.566227,0.566227,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-08,2015-09,069500,0.1,accident_zone,0.675298,0.675298,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-08,2015-09,114260,0.45,accident_zone,0.675298,0.675298,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-08,2015-09,153130,0.45,accident_zone,0.675298,0.675298,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-09,2015-10,069500,0.2,risk_warning,0.202433,0.363101,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-09,2015-10,114260,0.4,risk_warning,0.202433,0.363101,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-09,2015-10,153130,0.4,risk_warning,0.202433,0.363101,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-10,2015-11,069500,0.3333333333333333,risk_relief,-0.389054,0.389054,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-10,2015-11,114260,0.3333333333333333,risk_relief,-0.389054,0.389054,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-10,2015-11,153130,0.3333333333333333,risk_relief,-0.389054,0.389054,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-11,2015-12,069500,0.3333333333333333,neutral_watch,0.126241,0.18315,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-11,2015-12,114260,0.3333333333333333,neutral_watch,0.126241,0.18315,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-11,2015-12,153130,0.3333333333333333,neutral_watch,0.126241,0.18315,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-12,2016-01,069500,0.3333333333333333,neutral_watch,0.073532,0.106681,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-12,2016-01,114260,0.3333333333333333,neutral_watch,0.073532,0.106681,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2015-12,2016-01,153130,0.3333333333333333,neutral_watch,0.073532,0.106681,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-01,2016-02,069500,0.1,accident_zone,0.409822,0.409822,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-01,2016-02,114260,0.45,accident_zone,0.409822,0.409822,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-01,2016-02,153130,0.45,accident_zone,0.409822,0.409822,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-02,2016-03,069500,0.3333333333333333,conflict,-0.087599,0.243786,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-02,2016-03,114260,0.3333333333333333,conflict,-0.087599,0.243786,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-02,2016-03,153130,0.3333333333333333,conflict,-0.087599,0.243786,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-03,2016-04,069500,0.3333333333333333,risk_relief,-0.455626,0.455626,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-03,2016-04,114260,0.3333333333333333,risk_relief,-0.455626,0.455626,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-03,2016-04,153130,0.3333333333333333,risk_relief,-0.455626,0.455626,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-04,2016-05,069500,0.3333333333333333,risk_relief,-0.178352,0.178352,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-04,2016-05,114260,0.3333333333333333,risk_relief,-0.178352,0.178352,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-04,2016-05,153130,0.3333333333333333,risk_relief,-0.178352,0.178352,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-05,2016-06,069500,0.3333333333333333,risk_relief,-0.232504,0.236953,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-05,2016-06,114260,0.3333333333333333,risk_relief,-0.232504,0.236953,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-05,2016-06,153130,0.3333333333333333,risk_relief,-0.232504,0.236953,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-06,2016-07,069500,0.3333333333333333,conflict,0.015039,0.225086,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-06,2016-07,114260,0.3333333333333333,conflict,0.015039,0.225086,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-06,2016-07,153130,0.3333333333333333,conflict,0.015039,0.225086,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-07,2016-08,069500,0.3333333333333333,risk_relief,-0.354979,0.354979,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-07,2016-08,114260,0.3333333333333333,risk_relief,-0.354979,0.354979,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-07,2016-08,153130,0.3333333333333333,risk_relief,-0.354979,0.354979,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-08,2016-09,069500,0.3333333333333333,risk_relief,-0.340344,0.340344,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-08,2016-09,114260,0.3333333333333333,risk_relief,-0.340344,0.340344,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-08,2016-09,153130,0.3333333333333333,risk_relief,-0.340344,0.340344,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-09,2016-10,069500,0.3333333333333333,conflict,-0.049097,0.190211,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-09,2016-10,114260,0.3333333333333333,conflict,-0.049097,0.190211,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-09,2016-10,153130,0.3333333333333333,conflict,-0.049097,0.190211,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-10,2016-11,069500,0.3333333333333333,conflict,0.022535,0.16529,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-10,2016-11,114260,0.3333333333333333,conflict,0.022535,0.16529,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-10,2016-11,153130,0.3333333333333333,conflict,0.022535,0.16529,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-11,2016-12,069500,0.3333333333333333,neutral_watch,0.028318,0.068053,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-11,2016-12,114260,0.3333333333333333,neutral_watch,0.028318,0.068053,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-11,2016-12,153130,0.3333333333333333,neutral_watch,0.028318,0.068053,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-12,2017-01,069500,0.3333333333333333,risk_relief,-0.407481,0.407481,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-12,2017-01,114260,0.3333333333333333,risk_relief,-0.407481,0.407481,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2016-12,2017-01,153130,0.3333333333333333,risk_relief,-0.407481,0.407481,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-01,2017-02,069500,0.3333333333333333,risk_relief,-0.43027,0.43027,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-01,2017-02,114260,0.3333333333333333,risk_relief,-0.43027,0.43027,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-01,2017-02,153130,0.3333333333333333,risk_relief,-0.43027,0.43027,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-02,2017-03,069500,0.3333333333333333,risk_relief,-0.212718,0.295179,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-02,2017-03,114260,0.3333333333333333,risk_relief,-0.212718,0.295179,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-02,2017-03,153130,0.3333333333333333,risk_relief,-0.212718,0.295179,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-03,2017-04,069500,0.3333333333333333,risk_relief,-0.507495,0.507495,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-03,2017-04,114260,0.3333333333333333,risk_relief,-0.507495,0.507495,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-03,2017-04,153130,0.3333333333333333,risk_relief,-0.507495,0.507495,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-04,2017-05,069500,0.3333333333333333,risk_relief,-0.451542,0.451542,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-04,2017-05,114260,0.3333333333333333,risk_relief,-0.451542,0.451542,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-04,2017-05,153130,0.3333333333333333,risk_relief,-0.451542,0.451542,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-05,2017-06,069500,0.3333333333333333,risk_relief,-0.550409,0.705343,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-05,2017-06,114260,0.3333333333333333,risk_relief,-0.550409,0.705343,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-05,2017-06,153130,0.3333333333333333,risk_relief,-0.550409,0.705343,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-06,2017-07,069500,0.3333333333333333,risk_relief,-0.341243,0.341243,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-06,2017-07,114260,0.3333333333333333,risk_relief,-0.341243,0.341243,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-06,2017-07,153130,0.3333333333333333,risk_relief,-0.341243,0.341243,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-07,2017-08,069500,0.3333333333333333,conflict,0.014822,0.169839,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-07,2017-08,114260,0.3333333333333333,conflict,0.014822,0.169839,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-07,2017-08,153130,0.3333333333333333,conflict,0.014822,0.169839,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-08,2017-09,069500,0.1,accident_zone,0.436644,0.436644,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-08,2017-09,114260,0.45,accident_zone,0.436644,0.436644,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-08,2017-09,153130,0.45,accident_zone,0.436644,0.436644,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-09,2017-10,069500,0.3333333333333333,conflict,0.043978,0.12127,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-09,2017-10,114260,0.3333333333333333,conflict,0.043978,0.12127,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-09,2017-10,153130,0.3333333333333333,conflict,0.043978,0.12127,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-10,2017-11,069500,0.3333333333333333,risk_relief,-0.258642,0.26438,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-10,2017-11,114260,0.3333333333333333,risk_relief,-0.258642,0.26438,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-10,2017-11,153130,0.3333333333333333,risk_relief,-0.258642,0.26438,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-11,2017-12,069500,0.1,accident_zone,0.545254,0.545254,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-11,2017-12,114260,0.45,accident_zone,0.545254,0.545254,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-11,2017-12,153130,0.45,accident_zone,0.545254,0.545254,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-12,2018-01,069500,0.1,accident_zone,0.569747,0.569747,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-12,2018-01,114260,0.45,accident_zone,0.569747,0.569747,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2017-12,2018-01,153130,0.45,accident_zone,0.569747,0.569747,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2018-01,2018-02,069500,0.2,risk_warning,0.255661,0.255661,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2018-01,2018-02,114260,0.4,risk_warning,0.255661,0.255661,main_v2b_fixed
combo_00_baseline_core,combo_00_baseline_core,2018-01,2018-02,153130,0.4,risk_warning,0.255661,0.255661,main_v2b_fixed
