Date,Market,Bond,Momentum,Volatility,MacroRisk
2019-10-31,0.010928,-0.004473,0.03973499823461579,0.16625423068055084,1.0
2019-11-30,0.001446,0.003347,0.0732303794222613,0.1644750899503685,1.0
2019-12-31,0.075091,0.000878,0.08841116450157216,0.17586311202233915,0.0
2020-01-31,-0.029096,0.003684,0.04531950174417387,0.15678554270432882,1.0
2020-02-29,-0.058029,0.005856,-0.01676110706172762,0.16799664326597827,1.0
2020-03-31,-0.114196,0.0,-0.18987607158808562,0.20195177474742915,1.0
2020-04-30,0.089907,0.003215,-0.09057976850065064,0.22288695132469777,1.0
2020-05-31,0.036987,0.005456,0.0011528567246932298,0.21214484871341174,1.0
2020-06-30,0.048366,8.6e-05,0.18488358123584847,0.21048568249019606,1.0
2020-07-31,0.068209,0.003015,0.16129477600232356,0.21361134164475612,0.0
2020-08-31,0.02723,-0.004208,0.1503681654185316,0.20860316727722733,1.0
2020-09-30,0.011059,0.003967,0.10943133119530324,0.20352994210725311,0.0
2020-10-31,-0.028852,-0.001804,0.00862473394968255,0.20802116282986904,1.0
2020-11-30,0.150796,-0.001291,0.12995269738068238,0.25014059583580367,1.0
2020-12-31,0.138821,0.000431,0.27273864411846027,0.27176807318607665,0.0
2021-01-31,0.042354,0.00112,0.3660577138103085,0.2645650431344384,1.0
2021-02-28,0.014104,-0.000516,0.20379684305983803,0.2462786956266121,1.0
2021-03-31,0.011509,-0.001808,0.06922101096363109,0.1845398156644103,2.0
2021-04-30,0.018326,0.000949,0.04457368150412511,0.18188667614828943,1.0
2021-05-31,0.010994,-0.001551,0.041370238711790464,0.1849531729905511,2.0
2021-06-30,0.026544,-0.002934,0.056849094104111764,0.18551591751653007,2.0
2021-07-31,-0.030883,0.004327,0.0057785262586780295,0.1957969646667876,1.0
2021-08-31,-0.011769,0.001896,-0.016867044924955388,0.20079837300748862,1.0
2021-09-30,-0.042634,-0.006536,-0.08311960844505906,0.21296367002079783,2.0
2021-10-31,-0.032009,-0.012119,-0.08418491564830788,0.21385515638797975,1.0
2021-11-30,-0.03593,0.010252,-0.10657543795839652,0.17093991861549696,1.0
2021-12-31,0.065188,0.002949,-0.005954752527276397,0.11749527459279527,0.0
2022-01-31,-0.089301,-0.008908,-0.06478881226358302,0.14081519210491975,2.0
2022-02-28,0.009793,0.000785,-0.020434500712687265,0.14014173466238322,2.0
2022-03-31,0.012976,-0.009678,-0.06844956833341631,0.1403759725085717,2.0
2022-04-30,-0.028518,-0.0081,-0.0062748762694194715,0.13851384060643707,2.0
2022-05-31,-0.001971,0.001953,-0.017851686918301413,0.13674825885546038,1.0
2022-06-30,-0.128809,-0.012314,-0.15532177364324717,0.1713479284292635,2.0
2022-07-31,0.048907,0.019912,-0.08800275828766502,0.1868249812055512,1.0
2022-08-31,-0.004786,-0.017325,-0.09057510060980212,0.1872704471030649,2.0
2022-09-30,-0.122712,-0.01056,-0.08421052199089774,0.21360039050185622,2.0
2022-10-31,0.066564,0.002442,-0.06879438422729545,0.23229913513144682,0.0
2022-11-30,0.070416,0.019128,0.0015709087823876366,0.24691901776511857,0.0
2022-12-31,-0.077319,-0.001505,0.053394606658522914,0.2415766887625016,1.0
2023-01-31,0.088956,0.014896,0.07551012155711101,0.251667003417214,0.0
2023-02-28,-0.007775,-0.010397,-0.0030529902748047677,0.2511117780770149,2.0
2023-03-31,0.024604,0.019246,0.10707372748812838,0.25238716356405505,0.0
2023-04-30,0.011698,0.002425,0.02853033176022235,0.2516823927332007,2.0
2023-05-31,0.041226,-0.002074,0.07932426941204795,0.25549433588811526,1.0
2023-06-30,-0.000294,-0.004849,0.053096560307046126,0.21311864461651825,1.0
2023-07-31,0.015312,0.003915,0.056858444751761494,0.20932125135998275,1.0
2023-08-31,-0.026247,0.001993,-0.011627561017145127,0.21192744804746053,2.0
2023-09-30,-0.020849,-0.003633,-0.031949531159659705,0.16264478100114088,2.0
2023-10-31,-0.064364,-0.002865,-0.1079167108594199,0.1703391297126785,2.0
2023-11-30,0.107469,0.018544,0.01458438448069388,0.18896559467773247,0.0
2023-12-31,0.065233,0.014446,0.10378150830007127,0.17200523907322227,1.0
2024-01-31,-0.062085,-0.000506,0.10647007314517776,0.17186328451311628,2.0
2024-02-29,0.059267,-0.000927,0.058311550905960186,0.1785253642412039,2.0
2024-03-31,0.059021,0.003882,0.05213991394556938,0.18427879646266215,1.0
2024-04-30,-0.022506,-0.003698,0.09653908194485683,0.18817148497798003,2.0
2024-05-31,-0.017462,0.005653,0.017110243683543302,0.18758237468739866,0.0
2024-06-30,0.070397,0.009815,0.028036038480949488,0.19735802462714117,1.0
2024-07-31,-0.006985,0.006895,0.04435956307881184,0.19840363898307728,0.0
2024-08-31,-0.047869,0.00429,0.012039346217441071,0.20401862001364657,0.0
2024-09-30,-0.043526,0.005094,-0.09567261340046651,0.20895248309864828,0.0
2024-10-31,-0.014911,-0.002125,-0.10289073081680766,0.1956873604584154,2.0
2024-11-30,-0.042394,0.011714,-0.09773212002818932,0.1720240263937781,1.0
2024-12-31,-0.01777,-0.001619,-0.07343578628931724,0.15687760852651977,1.0
2025-01-31,0.046618,0.005596,-0.015562264703547046,0.15303006595377971,0.0
2025-02-28,0.010016,0.002097,0.03831624243497034,0.14025389001476113,1.0
2025-03-31,0.002516,0.00169,0.059760591817534126,0.12371922036023925,2.0
2025-04-30,0.014797,0.010284,0.027540009148187883,0.12423811941553638,0.0
2025-05-31,0.064977,-0.001034,0.08345459509810715,0.14067175101439,1.0
2025-06-30,0.153846,-0.000239,0.2470022929664668,0.19754826956353083,1.0
2025-07-31,0.057604,0.00215,0.29960436722862527,0.20201868995084224,2.0
2025-08-31,-0.016505,0.002463,0.20017089303103908,0.1935738331640363,1.0
2025-09-30,0.102662,-0.003091,0.1469319452087987,0.19808369958360345,2.0
2025-10-31,0.223621,-0.00167,0.32697116664492154,0.2696262862960846,2.0
2025-11-30,-0.04291,-0.005734,0.2913444744347331,0.26981960313715325,2.0
2025-12-31,0.09425,-0.010412,0.2814930514973826,0.26229443700613175,0.0
2026-01-31,0.270815,-0.002833,0.3309191262969873,0.33595175052419757,1.0
2026-02-28,0.217515,0.006494,0.6930633483303312,0.35376981813911396,0.0
2026-03-31,-0.198576,-0.012016,0.23999232430640838,0.45418568758283306,2.0
2026-04-30,0.330365,0.001877,0.2980979832043964,0.5118613224273649,1.0
2026-05-31,0.349432,0.000326,0.43874609977821644,0.5640904520668648,2.0
2026-06-30,0.027816,0.00505,0.8451734179281469,0.5719395256623012,2.0
