Date,ticker,ret_1m,ret_3m,ma_gap,momentum,volatility,relative_strength,ret_6m,ret_12m,drawdown,shock_count,defensive_rs
2012-04-27,069500,-0.022222,,,-0.022222,0.119731,0.0,,,-0.032127,0,-0.015367
2012-04-30,069500,-0.007808,,,-0.007808,0.120977,0.0,,,-0.027551,0,-0.008361
2012-05-02,069500,0.002254,,,0.002254,0.120423,0.0,,,-0.020047,0,-0.008961
2012-05-03,069500,-0.007878,,,-0.007878,0.107424,0.0,,,-0.021877,0,-0.024965
2012-05-04,069500,-0.0281,,,-0.0281,0.103332,0.0,,,-0.0281,0,-0.020703
2012-05-07,069500,-0.035376,,,-0.035376,0.119029,0.0,,,-0.045671,0,-0.040627
2012-05-08,069500,-0.031381,,,-0.031381,0.122899,0.0,,,-0.039265,0,-0.03298
2012-05-09,069500,-0.037903,,,-0.037903,0.117918,0.0,,,-0.046953,0,-0.028101
2012-05-10,069500,-0.028634,,,-0.028634,0.118173,0.0,,,-0.050247,0,-0.03
2012-05-11,069500,-0.04389,,,-0.04389,0.130807,0.0,,,-0.06672,0,-0.042176
2012-05-14,069500,-0.039063,,,-0.039063,0.124948,0.0,,,-0.066354,0,-0.049985
2012-05-15,069500,-0.051694,,,-0.051694,0.123628,0.0,,,-0.070564,0,-0.047021
2012-05-16,069500,-0.075527,,,-0.075527,0.164299,0.0,,,-0.100947,1,-0.075404
2012-05-17,069500,-0.073146,,,-0.073146,0.157751,0.0,,,-0.101313,1,-0.084426
2012-05-18,069500,-0.111845,,,-0.111845,0.187424,0.0,,,-0.130964,2,-0.113214
2012-05-21,069500,-0.10135,,,-0.10135,0.193365,0.0,,,-0.121996,2,-0.091822
2012-05-22,069500,-0.073086,,,-0.073086,0.20844,0.0,,,-0.106621,2,-0.075173
2012-05-23,069500,-0.083222,,,-0.083222,0.210341,0.0,,,-0.117054,2,-0.081333
2012-05-24,069500,-0.075302,,,-0.075302,0.211551,0.0,,,-0.113942,2,-0.078658
2012-05-25,069500,-0.070893,,,-0.070893,0.212329,0.0,,,-0.10955,2,-0.076971
2012-05-29,069500,-0.059574,,,-0.059574,0.2205,0.0,,,-0.095639,2,-0.068453
2012-05-30,069500,-0.071294,,,-0.071294,0.218612,0.0,,,-0.10113,2,-0.078346
2012-05-31,069500,-0.077546,,,-0.077546,0.214479,0.0,,,-0.10296,2,-0.08759
2012-06-01,069500,-0.087225,,-0.065117,-0.087225,0.214357,0.0,,,-0.105523,2,-0.088347
2012-06-04,069500,-0.108346,,-0.087136,-0.108346,0.226475,0.0,,,-0.127853,2,-0.105516
2012-06-05,069500,-0.093597,,-0.07657,-0.093597,0.227455,0.0,,,-0.119067,2,-0.079838
2012-06-07,069500,-0.053126,,-0.051605,-0.053126,0.248333,0.0,,,-0.096371,2,-0.062418
2012-06-08,069500,-0.064393,-0.058911,-0.055443,-0.061652,0.247783,0.0,,,-0.10113,2,-0.059725
2012-06-11,069500,-0.040522,-0.053379,-0.037988,-0.046951,0.257819,0.0,,,-0.085572,2,-0.039923
2012-06-12,069500,-0.044324,-0.068587,-0.043713,-0.056456,0.252208,0.0,,,-0.092344,2,-0.030185
2012-06-13,069500,-0.023926,-0.059796,-0.038892,-0.041861,0.252752,0.0,,,-0.08905,2,-0.027187
2012-06-14,069500,-0.021172,-0.067567,-0.034558,-0.04437,0.252861,0.0,,,-0.086122,2,-0.019666
2012-06-15,069500,-0.02245,-0.083304,-0.038759,-0.052877,0.224161,0.0,,,-0.091429,2,0.00761
2012-06-18,069500,0.028909,-0.066513,-0.020233,-0.018802,0.232534,0.0,,,-0.074956,2,0.026601
2012-06-19,069500,0.029735,-0.06255,-0.018851,-0.016408,0.193715,0.0,,,-0.074591,2,0.062142
2012-06-20,069500,0.070556,-0.061842,-0.012683,0.004357,0.192093,0.0,,,-0.069648,2,0.056844
2012-06-21,069500,0.051073,-0.066514,-0.019617,-0.00772,0.18782,0.0,,,-0.077153,2,0.030109
2012-06-22,069500,0.004507,-0.086902,-0.045225,-0.041198,0.209983,0.0,,,-0.102594,2,0.013402
2012-06-25,069500,0.00228,-0.100228,-0.056675,-0.048974,0.216083,0.0,,,-0.11504,2,-0.003866
2012-06-26,069500,-0.006197,-0.103541,-0.059532,-0.054869,0.21595,0.0,,,-0.119433,2,-0.013776
2012-06-27,069500,-0.010277,-0.101968,-0.057091,-0.056123,0.207551,0.0,,,-0.118701,2,-0.028126
2012-06-28,069500,-0.024489,-0.110708,-0.054502,-0.067599,0.206876,0.0,,,-0.117786,2,-0.021404
2012-06-29,069500,0.001629,-0.090452,-0.033605,-0.044411,0.220253,0.0,,,-0.099666,2,0.001147
2012-07-02,069500,0.002244,-0.082694,-0.033234,-0.040225,0.220041,0.0,,,-0.093568,2,0.00259
2012-07-03,069500,0.013096,-0.073186,-0.024104,-0.030045,0.199921,0.0,,,-0.086372,2,0.036658
2012-07-04,069500,0.044071,-0.076384,-0.017941,-0.016156,0.19797,0.0,,,-0.080769,2,0.031234
2012-07-05,069500,0.031997,-0.09088,-0.018082,-0.029442,0.176585,0.0,,,-0.072423,2,0.003652
2012-07-06,069500,-0.004456,-0.090693,-0.026993,-0.047574,0.179722,0.0,,,-0.082134,2,-0.001709
2012-07-09,069500,-0.010792,-0.103533,-0.036768,-0.057163,0.172147,0.0,,,-0.092778,2,-0.030146
2012-07-10,069500,-0.031625,-0.106083,-0.03924,-0.068854,0.171002,0.0,,,-0.096513,2,-0.027023
2012-07-11,069500,-0.026417,-0.096212,-0.039551,-0.061314,0.170071,0.0,,,-0.098244,2,-0.03251
2012-07-12,069500,-0.048624,-0.112143,-0.056242,-0.080383,0.180279,0.0,,,-0.115614,2,-0.054739
2012-07-13,069500,-0.039655,-0.096708,-0.042685,-0.068181,0.187683,0.0,,,-0.104408,2,-0.037309
2012-07-16,069500,-0.031225,-0.101929,-0.038172,-0.066577,0.173647,0.0,,,-0.101793,2,-0.051691
2012-07-17,069500,-0.046102,-0.092654,-0.034107,-0.069378,0.174258,0.0,,,-0.099552,2,-0.049842
2012-07-18,069500,-0.05894,-0.101838,-0.04511,-0.080389,0.175771,0.0,,,-0.111319,2,-0.067202
2012-07-19,069500,-0.04997,-0.096693,-0.029455,-0.073332,0.18604,0.0,,,-0.098057,2,-0.045705
2012-07-20,069500,-0.041055,-0.094231,-0.026945,-0.067643,0.159995,0.0,,,-0.096937,2,-0.017181
2012-07-23,069500,-0.032633,-0.099292,-0.043878,-0.065963,0.166562,0.0,,,-0.11412,2,-0.022586
2012-07-24,069500,-0.016339,-0.096145,-0.039651,-0.056242,0.166318,0.0,,,-0.111692,2,-0.014891
2012-07-25,069500,-0.023488,-0.102617,-0.049475,-0.063052,0.171266,0.0,,,-0.122525,2,-0.027907
2012-07-26,069500,-0.018069,-0.097057,-0.041515,-0.057563,0.173222,0.0,,,-0.116922,2,-0.022693
2012-07-27,069500,0.009959,-0.073468,-0.01151,-0.031755,0.190272,0.0,,,-0.089072,2,-0.013826
2012-07-30,069500,-0.000805,-0.07053,-0.000507,-0.035667,0.193563,0.0,,,-0.074381,2,-0.002789
2012-07-31,069500,0.021809,-0.055313,0.021666,-0.016752,0.205978,0.0,,,-0.043794,2,0.010302
2012-08-01,069500,0.014366,-0.061986,0.022943,-0.02381,0.205412,0.0,,,-0.043222,2,0.006115
2012-08-02,069500,0.003437,-0.06585,0.017715,-0.031206,0.206603,0.0,,,-0.041271,2,0.001647
2012-08-03,069500,-0.008446,-0.072496,0.005008,-0.040471,0.208912,0.0,,,-0.050868,2,-0.001362
2012-08-06,069500,0.022814,-0.03584,0.026404,-0.006513,0.216121,0.0,,,-0.014481,2,0.031508
