Date,ticker,ret_1m,ret_3m,ma_gap,momentum,volatility,relative_strength,ret_6m,ret_12m,drawdown,shock_count,defensive_rs
2021-08-23,069500,-0.060966,-0.045608,-0.057531,-0.04448,0.144161,0.0,-0.026867,0.294068,-0.078043,0,-0.062946
2021-08-24,069500,-0.044884,-0.025516,-0.039082,-0.025904,0.161174,0.0,-0.007312,0.34651,-0.060517,0,-0.034703
2021-08-25,069500,-0.031468,-0.020715,-0.035477,-0.011571,0.16168,0.0,0.01747,0.346014,-0.057558,0,-0.032952
2021-08-26,069500,-0.040288,-0.03398,-0.042021,-0.033284,0.161968,0.0,-0.025583,0.389534,-0.064614,0,-0.043238
2021-08-27,069500,-0.043772,-0.038293,-0.041769,-0.026857,0.161541,0.0,0.001494,0.368049,-0.065183,0,-0.045106
2021-08-30,069500,-0.042781,-0.041443,-0.038695,-0.030454,0.157898,0.0,-0.007137,0.356318,-0.062907,0,-0.031001
2021-08-31,069500,-0.011769,-0.021672,-0.019162,-0.010694,0.174053,0.0,0.001357,0.365304,-0.044356,0,-0.016545
2021-09-01,069500,-0.014994,-0.02931,-0.017311,-0.009511,0.170622,0.0,0.015771,0.367038,-0.042991,0,-0.023669
2021-09-02,069500,-0.032513,-0.034525,-0.025903,-0.018387,0.162937,0.0,0.011878,0.366721,-0.051754,0,-0.046112
2021-09-03,069500,-0.039734,-0.031742,-0.019229,-0.014447,0.165897,0.0,0.028135,0.368315,-0.045608,0,-0.038264
2021-09-06,069500,-0.034645,-0.026485,-0.015409,-0.007644,0.166584,0.0,0.038199,0.3956,-0.042308,0,-0.030472
2021-09-07,069500,-0.035846,-0.021186,-0.020745,-0.006361,0.166983,0.0,0.037949,0.376562,-0.047998,0,-0.031769
2021-09-08,069500,-0.039833,-0.033005,-0.028605,-0.021498,0.16805,0.0,0.008345,0.357539,-0.056306,0,-0.033955
2021-09-09,069500,-0.050699,-0.057067,-0.044778,-0.041995,0.175802,0.0,-0.018218,0.313648,-0.073036,0,-0.042638
2021-09-10,069500,-0.037634,-0.052229,-0.039432,-0.032895,0.177239,0.0,-0.008822,0.338404,-0.068711,0,-0.034159
2021-09-13,069500,-0.031645,-0.052337,-0.036411,-0.032945,0.168208,0.0,-0.014854,0.335352,-0.066663,0,-0.015451
2021-09-14,069500,-0.008768,-0.052126,-0.029643,-0.020531,0.165103,0.0,-0.0007,0.32687,-0.060745,0,0.002308
2021-09-15,069500,0.004009,-0.045272,-0.027484,-0.015909,0.164215,0.0,-0.006462,0.345343,-0.059379,0,-0.001307
2021-09-16,069500,-0.00967,-0.056419,-0.034991,-0.023579,0.150376,0.0,-0.004646,0.320972,-0.067573,0,0.009997
2021-09-17,069500,0.013073,-0.044772,-0.031525,-0.01182,0.145452,0.0,-0.003762,0.325196,-0.065183,0,0.022507
2021-09-23,069500,0.021422,-0.052774,-0.031957,-0.009076,0.142755,0.0,0.004123,0.305543,-0.066663,0,0.011858
2021-09-24,069500,0.011357,-0.058585,-0.031801,-0.013158,0.125217,0.0,0.007753,0.294168,-0.067573,0,-0.008094
2021-09-27,069500,-0.00424,-0.059046,-0.02762,-0.018865,0.125272,0.0,0.006691,0.302063,-0.0645,0,-0.008193
2021-09-28,069500,-0.020287,-0.075943,-0.039037,-0.037257,0.13087,0.0,-0.015541,0.304362,-0.076678,0,-0.013675
2021-09-29,069500,-0.025916,-0.087195,-0.050379,-0.046631,0.138269,0.0,-0.026783,0.282911,-0.088855,0,-0.0261
2021-09-30,069500,-0.021305,-0.07987,-0.045206,-0.044935,0.138993,0.0,-0.03363,0.299224,-0.085099,0,-0.02446
2021-10-01,069500,-0.0419,-0.100228,-0.061428,-0.063734,0.128739,0.0,-0.049076,0.305392,-0.102171,0,-0.061276
2021-10-05,069500,-0.074432,-0.108392,-0.073483,-0.084825,0.134009,0.0,-0.071652,0.281251,-0.110042,0,-0.076482
2021-10-06,069500,-0.090023,-0.121051,-0.085827,-0.102382,0.139042,0.0,-0.096071,0.291319,-0.123783,0,-0.082294
2021-10-07,069500,-0.066251,-0.110532,-0.068939,-0.086515,0.153498,0.0,-0.082762,0.30708,-0.109126,0,-0.072895
2021-10-08,069500,-0.07429,-0.116511,-0.069515,-0.09228,0.1513,0.0,-0.086038,0.285377,-0.111073,0,-0.078112
2021-10-12,069500,-0.093286,-0.126184,-0.083633,-0.107781,0.158277,0.0,-0.103875,0.25157,-0.126302,0,-0.088352
2021-10-13,069500,-0.078661,-0.108083,-0.072544,-0.09358,0.165601,0.0,-0.093995,0.250522,-0.117486,0,-0.071133
2021-10-14,069500,-0.058852,-0.08715,-0.059239,-0.074742,0.166258,0.0,-0.078223,0.263447,-0.106378,0,-0.042498
2021-10-15,069500,-0.032044,-0.086014,-0.047981,-0.062277,0.170396,0.0,-0.068773,0.264156,-0.097217,0,-0.037219
2021-10-18,069500,-0.039594,-0.096548,-0.049409,-0.072772,0.169787,0.0,-0.082174,0.259752,-0.10008,0,-0.042382
2021-10-19,069500,-0.033654,-0.085812,-0.040133,-0.066755,0.17129,0.0,-0.080799,0.26516,-0.092523,0,-0.040472
2021-10-20,069500,-0.043984,-0.095995,-0.043068,-0.075224,0.171001,0.0,-0.085693,0.258588,-0.09653,0,-0.046052
2021-10-21,069500,-0.047066,-0.093762,-0.043519,-0.075874,0.169296,0.0,-0.086795,0.268859,-0.098133,0,-0.039274
2021-10-22,069500,-0.037837,-0.082625,-0.041225,-0.06878,0.168812,0.0,-0.085879,0.279487,-0.097332,0,-0.040928
2021-10-25,069500,-0.035305,-0.074843,-0.034832,-0.065666,0.170741,0.0,-0.086851,0.29376,-0.092637,0,-0.034408
2021-10-26,069500,-0.024753,-0.061388,-0.024726,-0.049221,0.175159,0.0,-0.061521,0.302922,-0.084164,0,-0.024287
2021-10-27,069500,-0.031978,-0.080672,-0.03165,-0.061142,0.176131,0.0,-0.070777,0.282989,-0.091836,0,-0.035596
2021-10-28,069500,-0.03784,-0.084923,-0.033001,-0.065552,0.171106,0.0,-0.073893,0.275376,-0.09436,0,-0.025296
2021-10-29,069500,-0.040838,-0.089868,-0.046969,-0.075905,0.174085,0.0,-0.09701,0.263443,-0.108934,0,-0.02797
2021-11-01,069500,-0.024013,-0.087609,-0.041705,-0.068648,0.174085,0.0,-0.094323,0.264021,-0.105262,0,-0.027923
2021-11-02,069500,-0.015055,-0.078234,-0.027693,-0.055233,0.168894,0.0,-0.07241,0.283325,-0.093327,0,0.003867
2021-11-03,069500,-0.010555,-0.092568,-0.039892,-0.061856,0.168133,0.0,-0.082446,0.276084,-0.10618,0,0.004292
2021-11-04,069500,0.010014,-0.076165,-0.032717,-0.045659,0.15838,0.0,-0.070826,0.27654,-0.099481,0,0.025902
2021-11-05,069500,0.0214,-0.084485,-0.035129,-0.044,0.148556,0.0,-0.068916,0.284333,-0.099153,0,0.004644
2021-11-08,069500,0.003307,-0.093622,-0.034638,-0.056071,0.148392,0.0,-0.077899,0.318434,-0.096141,0,0.005602
2021-11-09,069500,0.008086,-0.103885,-0.03054,-0.058917,0.133387,0.0,-0.080953,0.301949,-0.087905,0,0.025513
2021-11-10,069500,0.014757,-0.111782,-0.039183,-0.064525,0.135537,0.0,-0.096549,0.262935,-0.089428,0,0.00457
2021-11-11,069500,0.004489,-0.1077,-0.037792,-0.071596,0.127481,0.0,-0.111575,0.254931,-0.08589,0,-0.008045
2021-11-12,069500,0.002533,-0.094051,-0.026277,-0.059212,0.12789,0.0,-0.086119,0.240986,-0.070259,0,-0.007736
2021-11-15,069500,0.0038,-0.077626,-0.014209,-0.044613,0.134086,0.0,-0.060012,0.252171,-0.059541,0,0.0068
2021-11-16,069500,0.005209,-0.070924,-0.015278,-0.038824,0.130843,0.0,-0.050756,0.234413,-0.061208,0,-0.003405
2021-11-17,069500,-0.015682,-0.078909,-0.02669,-0.05532,0.137412,0.0,-0.071369,0.219098,-0.072998,0,-0.011558
2021-11-18,069500,-0.01538,-0.06694,-0.030006,-0.051177,0.137941,0.0,-0.071212,0.194829,-0.076809,0,-0.013872
2021-11-19,069500,-0.006377,-0.049347,-0.022461,-0.043679,0.140776,0.0,-0.075313,0.209461,-0.070021,0,-0.007454
2021-11-22,069500,0.015751,-0.032133,0.000393,-0.022413,0.162869,0.0,-0.050856,0.224668,-0.048465,0,0.010301
2021-11-23,069500,0.001642,-0.021089,-0.007715,-0.026058,0.16262,0.0,-0.058726,0.188585,-0.056801,0,-0.007868
2021-11-24,069500,-0.00963,-0.013454,-0.008976,-0.027011,0.159993,0.0,-0.05795,0.186533,-0.058707,0,-0.001506
2021-11-25,069500,-0.008592,-0.029397,-0.015517,-0.037218,0.161846,0.0,-0.073665,0.17904,-0.065614,0,-0.006266
2021-11-26,069500,-0.024075,-0.064986,-0.032585,-0.059301,0.164951,0.0,-0.088844,0.155869,-0.082763,0,-0.008745
2021-11-29,069500,-0.015969,-0.075303,-0.03909,-0.06191,0.16615,0.0,-0.094459,0.145535,-0.090028,0,-0.020591
2021-11-30,069500,-0.039887,-0.087227,-0.056817,-0.081786,0.170585,0.0,-0.118243,0.09715,-0.108487,0,-0.053254
2021-12-01,069500,-0.029743,-0.064711,-0.032666,-0.064993,0.189233,0.0,-0.100526,0.117431,-0.087051,0,-0.016375
2021-12-02,069500,-0.000257,-0.052256,-0.016307,-0.048015,0.197023,0.0,-0.091533,0.141756,-0.072641,0,-0.006504
2021-12-03,069500,0.001659,-0.063612,-0.007763,-0.048619,0.198256,0.0,-0.083905,0.139112,-0.065614,0,0.005346
2021-12-06,069500,0.00795,-0.06316,-0.004742,-0.048609,0.198226,0.0,-0.090618,0.138698,-0.058232,0,0.008564
2021-12-07,069500,0.017589,-0.046684,0.00438,-0.036231,0.200026,0.0,-0.079597,0.165823,-0.042086,0,0.014351
2021-12-08,069500,0.019465,-0.04864,0.009483,-0.036005,0.195688,0.0,-0.078838,0.152692,-0.034713,0,0.029785
2021-12-09,069500,0.033523,-0.049061,0.012831,-0.029928,0.195644,0.0,-0.074246,0.136333,-0.031803,0,0.033123
2021-12-10,069500,0.027961,-0.048648,0.007729,-0.02983,0.194298,0.0,-0.068803,0.122091,-0.037137,0,0.016484
2021-12-13,069500,0.017932,-0.039548,0.008995,-0.030954,0.190219,0.0,-0.071247,0.10323,-0.03641,0,0.005797
2021-12-14,069500,0.000633,-0.02775,0.003989,-0.036783,0.191301,0.0,-0.083233,0.091045,-0.041866,0,0.001731
2021-12-15,069500,0.002664,-0.03202,0.004974,-0.037311,0.185289,0.0,-0.082577,0.10903,-0.036377,0,0.014833
2021-12-16,069500,0.021326,-0.028524,0.011306,-0.028855,0.18513,0.0,-0.079367,0.090296,-0.030769,0,0.024911
2021-12-17,069500,0.028121,-0.032216,0.014337,-0.028919,0.183833,0.0,-0.082663,0.101775,-0.028331,0,0.01984
2021-12-20,069500,0.001793,-0.051445,-0.00361,-0.048013,0.176718,0.0,-0.094388,0.072158,-0.046252,0,-0.021581
2021-12-21,069500,-0.013392,-0.03577,0.004656,-0.046444,0.176768,0.0,-0.090171,0.084606,-0.038937,0,-0.005545
2021-12-22,069500,0.000631,-0.033111,0.010604,-0.036293,0.177672,0.0,-0.0764,0.090384,-0.021074,0,0.001686
2021-12-23,069500,0.007591,-0.026813,0.015861,-0.032465,0.176103,0.0,-0.078172,0.091189,-0.007201,0,0.01402
2021-12-24,069500,0.022559,-0.018646,0.023313,-0.024075,0.162118,0.0,-0.076138,0.100307,0.0,0,0.040658
2021-12-27,069500,0.035575,-0.027599,0.017417,-0.02568,0.160587,0.0,-0.085015,0.095334,-0.005858,0,0.042775
2021-12-28,069500,0.052349,-0.006745,0.02534,-0.012191,0.137908,0.0,-0.082176,0.102924,0.0,0,0.07307
2021-12-29,069500,0.071734,0.004276,0.022463,-0.002427,0.11611,0.0,-0.083292,0.118651,-0.002239,0,0.045453
2021-12-30,069500,0.040178,-0.005955,0.015489,-0.017042,0.10813,0.0,-0.08535,0.096239,-0.008333,0,0.022995
2022-01-04,069500,0.025812,0.014724,0.016787,-0.015481,0.105526,0.0,-0.086979,0.076694,-0.006591,0,0.017079
2022-01-05,069500,0.003569,0.0153,0.002005,-0.025294,0.11836,0.0,-0.09475,0.056027,-0.020769,0,0.000586
2022-01-06,069500,-0.008396,0.020876,-0.00843,-0.030074,0.11945,0.0,-0.102702,0.028001,-0.030593,0,-0.017547
2022-01-07,069500,-0.004164,0.016704,0.003605,-0.027711,0.127422,0.0,-0.095674,0.019448,-0.018406,0,-0.009512
2022-01-10,069500,-0.016078,0.011185,-0.00412,-0.037174,0.129211,0.0,-0.106629,-0.014255,-0.025868,0,-0.019958
2022-01-11,069500,-0.016155,0.031831,-0.001173,-0.027564,0.128716,0.0,-0.098369,-0.026016,-0.023007,0,-0.011432
2022-01-12,069500,0.005541,0.038297,0.014921,-0.010029,0.142071,0.0,-0.073925,-0.000305,-0.006965,0,0.003957
2022-01-13,069500,-0.000377,0.020126,0.009633,-0.016343,0.141791,0.0,-0.068778,-0.028096,-0.012063,0,0.004539
2022-01-14,069500,-0.010251,-0.00586,-0.005889,-0.035827,0.152465,0.0,-0.09137,-0.083686,-0.02736,0,-0.011277
2022-01-17,069500,-0.017712,-0.009966,-0.012936,-0.04441,0.152377,0.0,-0.105552,-0.092657,-0.034448,0,-0.023736
2022-01-18,069500,-0.030944,-0.025798,-0.020227,-0.05538,0.153453,0.0,-0.109397,-0.092602,-0.04191,0,-0.033618
2022-01-19,069500,-0.040401,-0.028589,-0.026815,-0.06361,0.141928,0.0,-0.12184,-0.104264,-0.048875,0,-0.022904
2022-01-20,069500,-0.016618,-0.021137,-0.020491,-0.050224,0.140601,0.0,-0.112917,-0.097854,-0.043278,0,-0.024588
2022-01-21,069500,-0.035139,-0.033066,-0.030934,-0.060388,0.14277,0.0,-0.112959,-0.088038,-0.054098,0,-0.04064
2022-01-24,069500,-0.051104,-0.048946,-0.041134,-0.073392,0.143932,0.0,-0.120125,-0.076871,-0.064793,0,-0.056188
2022-01-25,069500,-0.078729,-0.080675,-0.063617,-0.098838,0.157466,0.0,-0.13711,-0.122456,-0.087551,0,-0.085941
2022-01-26,069500,-0.088371,-0.075815,-0.065592,-0.104852,0.157431,0.0,-0.150371,-0.130203,-0.090412,0,-0.083387
2022-01-27,069500,-0.113264,-0.103826,-0.094835,-0.132341,0.180444,0.0,-0.179932,-0.171083,-0.120432,1,-0.120917
2022-01-28,069500,-0.096889,-0.064789,-0.069561,-0.103504,0.215201,0.0,-0.148834,-0.142891,-0.096889,1,-0.095299
2022-02-03,069500,-0.086124,-0.059634,-0.059571,-0.095925,0.221202,0.0,-0.142019,-0.154852,-0.088169,1,-0.08109
2022-02-04,069500,-0.068449,-0.059842,-0.046482,-0.087228,0.228734,0.0,-0.133394,-0.119804,-0.076211,1,-0.070615
2022-02-07,069500,-0.079611,-0.056096,-0.05537,-0.09306,0.226663,0.0,-0.143472,-0.12588,-0.085678,1,-0.066868
2022-02-08,069500,-0.064505,-0.059609,-0.05267,-0.085116,0.225939,0.0,-0.131234,-0.107768,-0.083934,1,-0.055654
2022-02-09,069500,-0.041918,-0.042409,-0.039,-0.069213,0.227148,0.0,-0.123311,-0.074606,-0.071229,1,-0.054443
2022-02-10,069500,-0.045945,-0.033206,-0.030604,-0.067624,0.229574,0.0,-0.123719,-0.089602,-0.063505,1,-0.039413
2022-02-11,069500,-0.047588,-0.044661,-0.038915,-0.078719,0.230289,0.0,-0.143906,-0.111256,-0.072225,1,-0.051152
2022-02-15,069500,-0.068864,-0.053197,-0.056447,-0.093698,0.226424,0.0,-0.159032,-0.135731,-0.090287,1,-0.084586
2022-02-16,069500,-0.067349,-0.035959,-0.038492,-0.081031,0.239845,0.0,-0.139786,-0.105172,-0.073845,1,-0.063263
2022-02-17,069500,-0.056483,-0.039926,-0.031683,-0.075544,0.237471,0.0,-0.130223,-0.110718,-0.067865,1,-0.042518
2022-02-18,069500,-0.045231,-0.054419,-0.034714,-0.075824,0.23676,0.0,-0.127821,-0.105297,-0.071353,1,-0.039385
2022-02-21,069500,-0.037576,-0.052105,-0.033365,-0.069671,0.235865,0.0,-0.119333,-0.101634,-0.07073,1,-0.031196
2022-02-22,069500,-0.044122,-0.053947,-0.046072,-0.075556,0.239594,0.0,-0.128598,-0.120759,-0.084184,1,-0.038142
2022-02-23,069500,-0.033718,-0.046682,-0.041602,-0.063632,0.238742,0.0,-0.110497,-0.130384,-0.080945,1,-0.040292
2022-02-24,069500,-0.064499,-0.078396,-0.065244,-0.088923,0.251958,0.0,-0.123874,-0.156832,-0.104986,1,-0.054865
2022-02-25,069500,-0.043132,-0.089119,-0.053542,-0.083546,0.254395,0.0,-0.118388,-0.138012,-0.094896,1,-0.033304
2022-02-28,069500,-0.024863,-0.074112,-0.045615,-0.064204,0.241303,0.0,-0.093638,-0.118892,-0.088045,1,-0.001704
2022-03-02,069500,-0.004637,-0.07604,-0.048828,-0.056382,0.241497,0.0,-0.088471,-0.130092,-0.091782,1,-0.002767
2022-03-03,069500,0.017529,-0.051464,-0.030602,-0.037761,0.216442,0.0,-0.079349,-0.104084,-0.074467,1,0.051096
2022-03-04,069500,0.035972,-0.048686,-0.044904,-0.041074,0.205659,0.0,-0.110508,-0.117012,-0.088793,1,0.007802
2022-03-07,069500,-0.013655,-0.06259,-0.065049,-0.069808,0.217925,0.0,-0.13318,-0.118036,-0.109221,1,-0.024154
2022-03-08,069500,-0.035792,-0.055624,-0.075646,-0.076472,0.215069,0.0,-0.137999,-0.160052,-0.120806,1,-0.049485
2022-03-10,069500,-0.028587,-0.058722,-0.055197,-0.06898,0.227723,0.0,-0.119632,-0.118317,-0.102619,1,-0.019692
2022-03-11,069500,-0.022207,-0.076821,-0.057222,-0.074697,0.227704,0.0,-0.125062,-0.131307,-0.105983,1,-0.025328
2022-03-14,069500,-0.025836,-0.085423,-0.057311,-0.084953,0.220709,0.0,-0.143601,-0.142438,-0.107602,1,-0.040423
2022-03-15,069500,-0.047478,-0.095068,-0.063683,-0.098257,0.218497,0.0,-0.152224,-0.138854,-0.115325,1,-0.056497
2022-03-16,069500,-0.041234,-0.089094,-0.048203,-0.087316,0.225667,0.0,-0.131619,-0.121304,-0.102121,1,-0.033483
2022-03-17,069500,-0.017589,-0.079384,-0.032496,-0.073712,0.222602,0.0,-0.124163,-0.099521,-0.088543,1,0.000512
2022-03-18,069500,0.004108,-0.080144,-0.029191,-0.067103,0.21259,0.0,-0.125273,-0.091859,-0.08655,1,-0.015026
2022-03-21,069500,-0.023806,-0.084507,-0.037776,-0.079119,0.213487,0.0,-0.129044,-0.095992,-0.095893,1,-0.031327
2022-03-22,069500,-0.021248,-0.07688,-0.027709,-0.070505,0.216491,0.0,-0.113387,-0.105988,-0.087671,1,-0.018686
2022-03-23,069500,-0.008987,-0.06351,-0.017977,-0.053999,0.219095,0.0,-0.089498,-0.106086,-0.079699,1,-0.010765
2022-03-24,069500,-0.014209,-0.068056,-0.021507,-0.060054,0.213406,0.0,-0.097897,-0.105855,-0.083934,1,-0.000745
2022-03-25,069500,-0.003808,-0.077228,-0.024317,-0.061528,0.213492,0.0,-0.103549,-0.116865,-0.087671,1,-0.008336
2022-03-28,069500,-0.006641,-0.078915,-0.022386,-0.064715,0.190346,0.0,-0.108589,-0.109213,-0.087048,1,0.019218
2022-03-29,069500,0.025331,-0.056742,-0.01604,-0.04556,0.187215,0.0,-0.105268,-0.11105,-0.082315,1,0.013562
2022-03-30,069500,0.017479,-0.060618,-0.01121,-0.045787,0.185808,0.0,-0.09422,-0.098429,-0.079076,1,0.009495
2022-03-31,069500,0.012976,-0.062689,-0.006923,-0.047813,0.185175,0.0,-0.093725,-0.097134,-0.076211,1,0.016757
2022-04-01,069500,0.009327,-0.074448,-0.013082,-0.054796,0.174435,0.0,-0.099265,-0.095552,-0.081255,1,-0.009847
2022-04-04,069500,-0.004845,-0.076885,-0.007022,-0.058609,0.165847,0.0,-0.094097,-0.087074,-0.07284,1,0.010606
2022-04-05,069500,0.009843,-0.072325,-0.006686,-0.05347,0.14216,0.0,-0.097928,-0.091892,-0.073718,1,0.032906
2022-04-06,069500,0.022375,-0.089291,-0.01544,-0.054117,0.138727,0.0,-0.095434,-0.109492,-0.082903,1,0.035942
2022-04-07,069500,0.022244,-0.099233,-0.026957,-0.057456,0.129275,0.0,-0.095381,-0.11961,-0.094946,1,0.001575
2022-04-08,069500,0.002221,-0.093069,-0.025051,-0.063106,0.128477,0.0,-0.09847,-0.128788,-0.094319,1,0.006233
2022-04-11,069500,0.005991,-0.094659,-0.023601,-0.056665,0.128237,0.0,-0.081328,-0.126413,-0.094319,1,0.008204
2022-04-12,069500,-0.001675,-0.090202,-0.031338,-0.056053,0.128981,0.0,-0.076281,-0.142467,-0.102849,1,0.007573
2022-04-13,069500,0.02619,-0.063505,-0.01168,-0.02709,0.135738,0.0,-0.043955,-0.135803,-0.085788,1,0.011825
2022-04-14,069500,0.005411,-0.080336,-0.015627,-0.046633,0.125893,0.0,-0.064974,-0.142359,-0.08624,1,-0.009035
2022-04-15,069500,-0.02132,-0.084288,-0.02561,-0.059885,0.131736,0.0,-0.074046,-0.153714,-0.082883,1,-0.02273
2022-04-18,069500,-0.022638,-0.086204,-0.023374,-0.05532,0.127411,0.0,-0.057117,-0.155059,-0.075377,1,-0.011909
2022-04-19,069500,-0.000965,-0.09043,-0.010803,-0.048997,0.130369,0.0,-0.055596,-0.144365,-0.057254,1,-0.009484
2022-04-20,069500,-0.010787,-0.086492,-0.010618,-0.055129,0.125749,0.0,-0.068107,-0.141002,-0.056687,1,-0.018872
2022-04-21,069500,-0.015024,-0.068027,-0.005436,-0.05218,0.126346,0.0,-0.073489,-0.137208,-0.05252,1,-0.010277
2022-04-22,069500,-0.021349,-0.071506,-0.015286,-0.057871,0.131236,0.0,-0.080759,-0.156296,-0.052218,1,-0.017292
2022-04-25,069500,-0.033042,-0.079226,-0.029889,-0.07175,0.141587,0.0,-0.102981,-0.175459,-0.057994,1,-0.033798
2022-04-26,069500,-0.029608,-0.068555,-0.024898,-0.064449,0.141017,0.0,-0.095185,-0.172721,-0.054003,1,-0.035098
2022-04-27,069500,-0.046016,-0.084941,-0.035761,-0.078413,0.143923,0.0,-0.104283,-0.182026,-0.065177,1,-0.05
2022-04-28,069500,-0.039903,-0.065257,-0.025703,-0.067108,0.149406,0.0,-0.096165,-0.173785,-0.055866,1,-0.043558
2022-04-29,069500,-0.028518,-0.040379,-0.011407,-0.052082,0.159613,0.0,-0.087348,-0.166613,-0.041698,0,-0.021622
2022-05-03,069500,-0.027058,-0.022537,-0.017329,-0.05033,0.159097,0.0,-0.101394,-0.156678,-0.047635,0,-0.032196
2022-05-04,069500,-0.029331,-0.017102,-0.01464,-0.046018,0.159713,0.0,-0.09162,-0.155912,-0.045341,0,-0.02938
2022-05-06,069500,-0.04187,0.002366,-0.027537,-0.04707,0.162817,0.0,-0.101706,-0.168084,-0.058565,0,-0.032781
2022-05-10,069500,-0.046063,-0.038037,-0.04095,-0.061487,0.164297,0.0,-0.100361,-0.187635,-0.072328,0,-0.034387
2022-05-11,069500,-0.033511,-0.047374,-0.040252,-0.06169,0.164166,0.0,-0.104184,-0.188679,-0.072463,0,-0.03539
2022-05-12,069500,-0.050057,-0.075163,-0.054734,-0.085243,0.172105,0.0,-0.130508,-0.193468,-0.087711,0,-0.051558
2022-05-13,069500,-0.027576,-0.043474,-0.031257,-0.056061,0.193254,0.0,-0.097132,-0.17157,-0.061753,0,-0.020025
2022-05-16,069500,-0.02216,-0.04902,-0.034027,-0.058962,0.178565,0.0,-0.105707,-0.169046,-0.065414,0,-0.042151
2022-05-17,069500,-0.031082,-0.052913,-0.024097,-0.059024,0.182693,0.0,-0.093078,-0.15558,-0.056331,0,-0.026762
2022-05-18,069500,-0.023781,-0.05897,-0.021462,-0.057656,0.178547,0.0,-0.090218,-0.16109,-0.054568,0,-0.013364
2022-05-19,069500,-0.026223,-0.063746,-0.034358,-0.065176,0.184998,0.0,-0.10556,-0.177968,-0.065252,0,-0.02849
2022-05-20,069500,-0.009628,-0.028072,-0.016269,-0.039158,0.19193,0.0,-0.079775,-0.168622,-0.048526,0,-0.022408
2022-05-23,069500,-0.017883,-0.042189,-0.012263,-0.045567,0.192533,0.0,-0.07663,-0.179655,-0.041544,0,-0.018474
2022-05-24,069500,-0.035272,-0.065956,-0.029741,-0.068159,0.201317,0.0,-0.103249,-0.180476,-0.059293,0,-0.040531
2022-05-25,069500,-0.035472,-0.058502,-0.024847,-0.067904,0.199471,0.0,-0.109737,-0.163164,-0.055334,0,-0.025815
2022-05-26,069500,-0.027993,-0.06226,-0.027662,-0.067125,0.191932,0.0,-0.111121,-0.156237,-0.058474,0,-0.01337
2022-05-27,069500,-0.001752,-0.038412,-0.016922,-0.043484,0.195323,0.0,-0.090287,-0.155212,-0.048507,0,-0.006834
2022-05-30,069500,0.007017,-0.029289,-0.003717,-0.032292,0.195709,0.0,-0.074603,-0.140503,-0.036083,0,0.018231
2022-05-31,069500,0.023095,0.000739,0.000467,-0.01796,0.193217,0.0,-0.077715,-0.147175,-0.03226,0,0.01228
2022-06-02,069500,0.002001,-0.021167,-0.009671,-0.042522,0.189629,0.0,-0.1084,-0.153743,-0.040966,0,-0.01349
2022-06-03,069500,-0.007322,-0.023117,-0.003785,-0.041985,0.189601,0.0,-0.095516,-0.148632,-0.035631,0,-0.002101
2022-06-07,069500,-0.019694,-0.037324,-0.021996,-0.055848,0.200412,0.0,-0.110526,-0.162071,-0.05355,0,-0.022678
2022-06-08,069500,-0.01993,-0.053286,-0.019822,-0.058408,0.194817,0.0,-0.102008,-0.168158,-0.051499,0,-0.006888
2022-06-09,069500,-0.009173,-0.041314,-0.022356,-0.046159,0.187682,0.0,-0.087989,-0.169015,-0.054371,0,0.004899
2022-06-10,069500,-0.0048,-0.0294,-0.031865,-0.04145,0.191435,0.0,-0.09015,-0.176093,-0.064083,0,-0.005187
2022-06-13,069500,-0.03986,-0.051393,-0.065089,-0.065137,0.222115,0.0,-0.104159,-0.210086,-0.097186,1,-0.024054
2022-06-14,069500,-0.027658,-0.07428,-0.067833,-0.076859,0.201976,0.0,-0.128639,-0.216233,-0.100743,1,-0.050137
2022-06-15,069500,-0.067042,-0.087334,-0.083018,-0.103941,0.209158,0.0,-0.157446,-0.234568,-0.116747,1,-0.06305
2022-06-16,069500,-0.063968,-0.086244,-0.081934,-0.104838,0.20385,0.0,-0.1643,-0.234419,-0.117294,1,-0.072349
2022-06-17,069500,-0.079873,-0.085124,-0.08698,-0.112365,0.203153,0.0,-0.172099,-0.247122,-0.12386,1,-0.081153
2022-06-20,069500,-0.096358,-0.113074,-0.099839,-0.133842,0.2044,0.0,-0.192093,-0.256401,-0.13795,1,-0.08268
2022-06-21,069500,-0.077975,-0.121295,-0.092792,-0.130107,0.19103,0.0,-0.19105,-0.254826,-0.133025,1,-0.093845
2022-06-22,069500,-0.11705,-0.145346,-0.113357,-0.158746,0.201446,0.0,-0.213841,-0.272211,-0.154912,1,-0.119604
2022-06-23,069500,-0.127065,-0.143503,-0.118168,-0.162151,0.196388,0.0,-0.215884,-0.269833,-0.161751,1,-0.11045
2022-06-24,069500,-0.091872,-0.133354,-0.097521,-0.141736,0.215871,0.0,-0.199982,-0.256981,-0.144105,1,-0.095485
2022-06-27,069500,-0.084116,-0.129877,-0.084027,-0.133044,0.224845,0.0,-0.185139,-0.252962,-0.133162,1,-0.080772
2022-06-28,069500,-0.073956,-0.119095,-0.074992,-0.124032,0.222586,0.0,-0.179046,-0.246838,-0.126459,1,-0.083511
2022-06-29,069500,-0.09901,-0.130307,-0.08827,-0.142263,0.216898,0.0,-0.197472,-0.261166,-0.141096,1,-0.110382
