year_month,return_year_month,hsi_state,state_kr,allocation_rule_name,weight_069500,weight_114260,weight_153130,turnover,macro_data_available,macro_risk_flag,macro_defense_addon,macro_companion_regime,gdp_data_available,rate_up_flag,fx_up_flag,base_weight_069500,base_weight_114260,base_weight_153130,macro_hsi_overlap_type,overlay_strength,macro_overlay_delta
2021-03,2021-04,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.495,0.3515,0.1535,0.0050000000000000044,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.005
2021-04,2021-05,conflict,신호 충돌,hsi_baseline_plus_macro_soft_overlay,0.345,0.4015,0.2535,0.15000000000000002,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.35,0.4,0.25,macro_risk_only,0.5,0.005
2021-05,2021-06,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.17500000000000002,0.4575,0.3675,0.16999999999999998,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.2,0.45,0.35,both_hsi_and_macro_risk,1.0,0.025
2021-06,2021-07,conflict,신호 충돌,hsi_baseline_plus_macro_soft_overlay,0.33749999999999997,0.40375,0.25875,0.16249999999999998,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.35,0.4,0.25,macro_risk_only,0.5,0.0125
2021-07,2021-08,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.44125,1,0,0.0,neutral,1,0.0,1.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2021-08,2021-09,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,0,0.0,neutral,1,0.0,1.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2021-09,2021-10,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2021-10,2021-11,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2021-11,2021-12,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,1,0.005,neutral,1,0.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2021-12,2022-01,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.55,1,0,0.0,neutral,1,0.0,0.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2022-01,2022-02,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.55,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2022-02,2022-03,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,0,0.0,neutral,1,1.0,1.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2022-03,2022-04,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.495,0.3515,0.1535,0.5465,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.005
2022-04,2022-05,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.4875,0.35374999999999995,0.15875,0.007499999999999993,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.0125
2022-05,2022-06,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.21,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2022-06,2022-07,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.6975,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2022-07,2022-08,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.7,1,0,0.0,neutral,1,0.0,1.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2022-08,2022-09,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.002500000000000009,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2022-09,2022-10,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.6975,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2022-10,2022-11,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.7,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2022-11,2022-12,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2022-12,2023-01,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.495,0.3515,0.1535,0.20500000000000002,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.5,0.35,0.15,macro_risk_only,0.5,0.005
2023-01,2023-02,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.20500000000000002,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2023-02,2023-03,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.002500000000000009,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2023-03,2023-04,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.002500000000000009,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2023-04,2023-05,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.69375,0.201875,0.10437500000000001,0.006250000000000019,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.00625
2023-05,2023-06,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.0037500000000000103,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2023-06,2023-07,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.0,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2023-07,2023-08,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.1975,1,0,0.0,neutral,1,1.0,0.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2023-08,2023-09,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.1975,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2023-09,2023-10,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.19,0.453,0.357,0.5075000000000001,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.2,0.45,0.35,both_hsi_and_macro_risk,1.0,0.01
2023-10,2023-11,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.34299999999999997,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2023-11,2023-12,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.7,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2023-12,2024-01,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.69875,0.200375,0.100875,0.001250000000000015,1,1,0.005,neutral,1,0.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.00125
2024-01,2024-02,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.19,0.453,0.357,0.50875,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.2,0.45,0.35,both_hsi_and_macro_risk,1.0,0.01
2024-02,2024-03,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.51,1,0,0.0,neutral,1,1.0,1.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2024-03,2024-04,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,neutral,1,0.0,1.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2024-04,2024-05,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.17500000000000002,0.4575,0.3675,0.5249999999999999,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.2,0.45,0.35,both_hsi_and_macro_risk,1.0,0.025
2024-05,2024-06,risk_warning,위험 악화 우세,hsi_baseline_plus_macro_soft_overlay,0.2,0.45,0.35,0.02500000000000001,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.2,0.45,0.35,hsi_risk_only,0.0,0.0
2024-06,2024-07,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.69875,0.200375,0.100875,0.49875,1,1,0.005,neutral,1,0.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.00125
2024-07,2024-08,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.19874999999999998,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2024-08,2024-09,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.55,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2024-09,2024-10,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.0,0.3,0.7,hsi_risk_only,0.0,0.0
2024-10,2024-11,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2024-11,2024-12,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,1,0.005,neutral,1,0.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2024-12,2025-01,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.0,1,1,0.005,neutral,1,0.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2025-01,2025-02,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.7,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2025-02,2025-03,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.19999999999999998,1,0,0.0,neutral,1,0.0,1.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2025-03,2025-04,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.495,0.3515,0.1535,0.0050000000000000044,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.5,0.35,0.15,macro_risk_only,0.5,0.005
2025-04,2025-05,neutral_watch,중립 관찰,hsi_baseline_plus_macro_soft_overlay,0.5,0.35,0.15,0.0050000000000000044,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.5,0.35,0.15,both_relief_or_neutral,0.0,0.0
2025-05,2025-06,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.1975,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2025-06,2025-07,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.0,1,1,0.01,policy_growth_pressure,1,1.0,0.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2025-07,2025-08,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.0,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2025-08,2025-09,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.002500000000000009,1,0,0.0,neutral,1,0.0,1.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2025-09,2025-10,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.002500000000000009,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2025-10,2025-11,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.69375,0.201875,0.10437500000000001,0.0037500000000000103,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.00625
2025-11,2025-12,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.69375,1,1,0.025,risk_departure_plus_growth_pressure,1,1.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2025-12,2026-01,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.7,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2026-01,2026-02,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,neutral,1,1.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2026-02,2026-03,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.0,1,0,0.0,rate_fx_relief_departure,1,0.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2026-03,2026-04,accident_zone,강한 위험 구간,hsi_baseline_plus_macro_soft_overlay,0.0,0.3,0.7,0.7,1,1,0.01,rate_fx_risk_departure,1,1.0,1.0,0.0,0.3,0.7,both_hsi_and_macro_risk,1.0,0.0
2026-04,2026-05,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.7,1,0,0.0,neutral,0,1.0,0.0,0.7,0.2,0.1,both_relief_or_neutral,0.0,0.0
2026-05,2026-06,risk_relief,위험 완화 우세,hsi_baseline_plus_macro_soft_overlay,0.6975,0.20075,0.10175000000000001,0.002500000000000009,1,1,0.01,rate_fx_risk_departure,0,1.0,1.0,0.7,0.2,0.1,macro_risk_only,0.25,0.0025
2026-06,2026-07,conflict,신호 충돌,hsi_baseline_plus_macro_soft_overlay,0.345,0.4015,0.2535,0.35250000000000004,1,1,0.01,rate_fx_risk_departure,0,1.0,1.0,0.35,0.4,0.25,macro_risk_only,0.5,0.005
