year_month,score_date,ticker,ticker_name,ticker_role,score_return,score_ma_pos,score_momentum,score_vol,score_rs,direction_date,hsi_direction,raw3_signal_date,raw3_signal,raw_signal_date,ret_1m,ret_3m,ma_gap,momentum,volatility,relative_strength,ret_6m,ret_12m,drawdown,shock_count,defensive_rs,event_balance_raw,event_intensity_raw,event_balance_13612w,event_intensity_13612w,event_balance_13612w_label,event_intensity_13612w_label
2019-04,2019-04-30,114260,KODEX 국고채3년,방어 채권,2.071855102146274,0.0321292793148866,0.3744394907678558,1.478237740412613,2.004137017638057,2019-04-30,0.1192159726055937,2019-04-30,watch,2019-04-30,0.001873,0.007536,0.004104,0.00909,0.009977,-0.01271,0.017861,0.034438,0.0,0,0.000173,-0.25,0.25,-0.2252802973041068,0.507091416813639,relief_accumulation,high_accumulated_intensity
2019-04,2019-04-30,153130,KODEX 단기채권PLUS,현금성 방어자산,0.7055764216648163,-2.279922933827512,-4.049857478815696,-1.244109829868723,1.951284616219243,2019-04-30,-0.0983405840925574,2019-04-30,watch,2019-04-30,0.001394,0.004443,0.002069,0.004954,0.001033,-0.01319,0.009026,0.017406,0.0,0,0.0,-0.25,0.25,-0.2252802973041068,0.507091416813639,relief_accumulation,high_accumulated_intensity
2019-05,2019-05-31,069500,KODEX 200,위험자산,6.383615419156001,2.898150734329785,1.386416141403537,0.4738917676656927,,2019-05-31,0.2228414812511003,2019-05-31,watch,2019-05-31,-0.07475,-0.069567,-0.05157,-0.048092,0.139371,0.0,4.2e-05,-0.144566,-0.092564,0,-0.080282,-0.4642857142857142,0.6785714285714285,-0.2505207021080037,0.5284297052154194,relief_accumulation,high_accumulated_intensity
2019-05,2019-05-31,114260,KODEX 국고채3년,방어 채권,-4.35216788492114,-4.565676759871672,-3.068235837021067,-4.076136119321743,-5.92347649222801,2019-05-31,-0.4397138618672726,2019-05-31,buy,2019-05-31,0.004541,0.010479,0.005994,0.011338,0.006535,0.079291,0.018995,0.040363,0.0,0,0.003677,-0.4642857142857142,0.6785714285714285,-0.2505207021080037,0.5284297052154194,relief_accumulation,high_accumulated_intensity
2019-05,2019-05-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-2.227847124226245,-6.097975259156061,-8.470972480839148,-7.258961167962,-5.897139645033491,2019-05-31,-0.5990579135443389,2019-05-31,buy,2019-05-31,0.001739,0.004685,0.002271,0.005238,0.0007,0.076489,0.009288,0.017658,0.0,0,0.0,-0.4642857142857142,0.6785714285714285,-0.2505207021080037,0.5284297052154194,relief_accumulation,high_accumulated_intensity
2019-06,2019-06-30,069500,KODEX 200,위험자산,-5.652722335824642,-3.281756802417861,-6.30544491898293,-3.927440605487064,,2019-06-30,-0.3833472932542499,2019-06-30,buy,2019-06-30,0.063049,0.009647,0.007178,0.043432,0.10482,0.0,0.057599,-0.071564,-0.042485,0,0.051751,-0.3571428571428571,0.6428571428571428,-0.3817602040816326,0.5814767573696145,relief_accumulation,high_accumulated_intensity
2019-06,2019-06-30,114260,KODEX 국고채3년,방어 채권,-3.252404224081937,-2.531435906985065,-0.3429362408667043,6.133394701399999,6.241322049241782,2019-06-30,0.1249588075741615,2019-06-30,watch,2019-06-30,0.00497,0.009269,0.006096,0.010313,0.012402,-0.05808,0.0167,0.039389,-0.001147,0,0.003332,-0.3571428571428571,0.6428571428571428,-0.3817602040816326,0.5814767573696145,relief_accumulation,high_accumulated_intensity
2019-06,2019-06-30,153130,KODEX 단기채권PLUS,현금성 방어자산,-4.280728490914777,-4.701445776359014,-7.990469110983032,2.957394805762385,6.432496034304569,2019-06-30,-0.1516550507637974,2019-06-30,watch,2019-06-30,0.001787,0.004928,0.00233,0.005421,0.001283,-0.061263,0.009548,0.017909,0.0,0,0.0,-0.3571428571428571,0.6428571428571428,-0.3817602040816326,0.5814767573696145,relief_accumulation,high_accumulated_intensity
2019-07,2019-07-31,069500,KODEX 200,위험자산,1.598870324143084,1.488142161630477,1.939901601272782,-0.0532228459221084,,2019-07-31,0.0994738248224847,2019-07-31,watch,2019-07-31,-0.033988,-0.061956,-0.014439,-0.048462,0.134812,0.0,-0.049441,-0.079393,-0.045714,0,-0.023364,-0.5,0.5,-0.3783730158730158,0.4999149659863945,relief_accumulation,high_accumulated_intensity
2019-07,2019-07-31,114260,KODEX 국고채3년,방어 채권,-2.887223007909252,-6.237603968491881,-6.711736406797442,-1.295543400162595,-2.917042354920886,2019-07-31,-0.4009829827656411,2019-07-31,buy,2019-07-31,0.005916,0.014335,0.007069,0.014077,0.008064,0.039904,0.021979,0.04071,-0.000263,0,0.002743,-0.5,0.5,-0.3783730158730158,0.4999149659863945,relief_accumulation,high_accumulated_intensity
2019-07,2019-07-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-8.83827209170079,-8.593783598670894,-10.0,-0.6131284117553417,-2.737698721420267,2019-07-31,-0.6156576564709458,2019-07-31,buy,2019-07-31,0.001981,0.005467,0.002554,0.005794,0.001095,0.035969,0.009934,0.01846,0.0,0,0.0,-0.5,0.5,-0.3783730158730158,0.4999149659863945,relief_accumulation,high_accumulated_intensity
2019-08,2019-08-31,069500,KODEX 200,위험자산,1.80178076629944,1.169375194573564,1.42059123717701,2.382233647759652,,2019-08-31,0.1354796169161933,2019-08-31,watch,2019-08-31,-0.029809,-0.016394,-0.03066,-0.043674,0.156381,0.0,-0.08482,-0.085506,-0.070176,0,-0.030249,-0.2142857142857143,0.4285714285714286,-0.3742346938775511,0.6007369614512472,relief_accumulation,high_accumulated_intensity
2019-08,2019-08-31,114260,KODEX 국고채3년,방어 채권,-0.5758095684784089,-0.6092969196232497,-4.252742768684034,9.372198977481808,-1.82374908678105,2019-08-31,0.0422120126783013,2019-08-31,watch,2019-08-31,0.003775,0.013561,0.005138,0.01384,0.015254,0.033583,0.024183,0.04012,-0.00253,0,0.002242,-0.2142857142857143,0.4285714285714286,-0.3742346938775511,0.6007369614512472,relief_accumulation,high_accumulated_intensity
2019-08,2019-08-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-0.7463671242444213,-3.539207737437167,-6.377628797016614,-0.2781691956906887,-1.837405154607161,2019-08-31,-0.255575560179921,2019-08-31,watch,2019-08-31,0.001631,0.005358,0.002353,0.005686,0.001122,0.03144,0.010068,0.01876,0.0,0,0.0,-0.2142857142857143,0.4285714285714286,-0.3742346938775511,0.6007369614512472,relief_accumulation,high_accumulated_intensity
2019-09,2019-09-30,069500,KODEX 200,위험자산,-6.743473054301773,-3.857781704915898,-3.483480095779774,-3.230377404316196,,2019-09-30,-0.3463022451862729,2019-09-30,buy,2019-09-30,0.071693,-0.011817,0.031364,0.019197,0.115675,0.0,-0.002285,-0.058233,-0.014727,0,0.077193,0.25,0.6785714285714286,-0.1053713151927437,0.5553996598639456,relief_accumulation,high_accumulated_intensity
2019-09,2019-09-30,114260,KODEX 국고채3년,방어 채권,7.740488193051725,5.69992370978598,5.452508996706159,5.678958876904492,6.446597765649692,2019-09-30,0.620369550841961,2019-09-30,caution,2019-09-30,-0.002711,0.006976,6.9e-05,0.006858,0.013823,-0.074405,0.01631,0.034661,-0.005321,0,-0.003368,0.25,0.6785714285714286,-0.1053713151927437,0.5553996598639456,relief_accumulation,high_accumulated_intensity
2019-09,2019-09-30,153130,KODEX 단기채권PLUS,현금성 방어자산,10.0,8.81627513020203,4.788025682887192,1.306966725499547,6.241332348524437,2019-09-30,0.623051997742264,2019-09-30,caution,2019-09-30,0.000444,0.004061,0.001327,0.004505,0.001203,-0.071249,0.009009,0.017903,0.0,0,0.0,0.25,0.6785714285714286,-0.1053713151927437,0.5553996598639456,relief_accumulation,high_accumulated_intensity
2019-10,2019-10-31,069500,KODEX 200,위험자산,-0.8171028097711033,-4.112730047693703,-2.533464312755331,-0.607248145455162,,2019-10-31,-0.161410906313506,2019-10-31,watch,2019-10-31,0.010928,0.031996,0.038483,0.010533,0.1352,0.0,-0.011325,0.010809,-0.005924,0,0.007847,0.3928571428571428,0.6785714285714286,0.0691751700680272,0.5644982993197278,risk_accumulation,high_accumulated_intensity
2019-10,2019-10-31,114260,KODEX 국고채3년,방어 채권,8.013022025034164,10.0,10.0,9.731111505301264,1.541782955429132,2019-10-31,0.7857183297152913,2019-10-31,caution,2019-10-31,-0.004473,-0.003161,-0.005012,0.001347,0.018274,-0.0154,0.011675,0.029291,-0.00977,0,-0.004114,0.3928571428571428,0.6785714285714286,0.0691751700680272,0.5644982993197278,risk_accumulation,high_accumulated_intensity
2019-10,2019-10-31,153130,KODEX 단기채권PLUS,현금성 방어자산,7.630200982335481,10.0,8.639481318635644,9.089354099455916,1.056371747101931,2019-10-31,0.7283081629505795,2019-10-31,caution,2019-10-31,0.000789,0.002917,0.000948,0.004036,0.001484,-0.010138,0.0084,0.0173,-4.9e-05,0,0.0,0.3928571428571428,0.6785714285714286,0.0691751700680272,0.5644982993197278,risk_accumulation,high_accumulated_intensity
2019-11,2019-11-30,069500,KODEX 200,위험자산,1.180686831345574,-0.1484306038262622,-4.923926771174676,3.311191485256848,,2019-11-30,-0.0116095811679703,2019-11-30,watch,2019-11-30,0.001446,0.084971,0.00381,0.049973,0.14552,0.0,0.063502,0.049415,-0.037192,0,-0.006938,0.2222222222222222,0.5925925925925926,0.1679028092718568,0.686476967330142,risk_accumulation,high_accumulated_intensity
2019-11,2019-11-30,114260,KODEX 국고채3년,방어 채권,-1.526514439717599,2.879461422468968,5.64664064873837,1.434429502063294,-0.5720452787039549,2019-11-30,0.1572394370969816,2019-11-30,watch,2019-11-30,0.003347,-0.003848,0.001052,0.003442,0.011651,0.001902,0.010827,0.028565,-0.003761,0,0.002598,0.2222222222222222,0.5925925925925926,0.1679028092718568,0.686476967330142,risk_accumulation,high_accumulated_intensity
2019-11,2019-11-30,153130,KODEX 단기채권PLUS,현금성 방어자산,4.676761885560516,8.544305339581152,9.527573062050466,-7.857057762602238,-0.4451135567692663,2019-11-30,0.2889293793564126,2019-11-30,watch,2019-11-30,0.000887,0.002122,0.001099,0.003517,0.000773,-0.000559,0.007542,0.016849,0.0,0,0.0,0.2222222222222222,0.5925925925925926,0.1679028092718568,0.686476967330142,risk_accumulation,high_accumulated_intensity
2019-12,2019-12-31,069500,KODEX 200,위험자산,-6.099820281491372,-7.223924017102465,-6.606638345415357,-3.176769285531756,,2019-12-31,-0.462143038590819,2019-12-31,buy,2019-12-31,0.056591,0.097613,0.057563,0.075684,0.119004,0.0,0.072849,0.144992,-0.003513,0,0.074057,0.1111111111111111,0.7037037037037037,0.1422062652221382,0.605780213319896,risk_accumulation,high_accumulated_intensity
2019-12,2019-12-31,114260,KODEX 국고채3년,방어 채권,1.318621148854556,3.104009080705596,5.017080358205257,-0.3473935369693667,4.149324893928911,2019-12-31,0.2648328388944991,2019-12-31,watch,2019-12-31,0.00211,-0.000175,0.002179,0.003149,0.010141,-0.054481,0.007512,0.024259,-0.002886,0,-0.000156,0.1111111111111111,0.7037037037037037,0.1422062652221382,0.605780213319896,risk_accumulation,high_accumulated_intensity
2019-12,2019-12-31,153130,KODEX 단기채권PLUS,현금성 방어자산,2.631963546056738,6.639136083152566,7.746938171482018,3.197792121636259,4.341593665283546,2019-12-31,0.4911484717522226,2019-12-31,caution,2019-12-31,0.001034,0.002713,0.001317,0.003511,0.001228,-0.055557,0.006786,0.016498,-4.9e-05,0,0.0,0.1111111111111111,0.7037037037037037,0.1422062652221382,0.605780213319896,risk_accumulation,high_accumulated_intensity
2020-01,2020-01-31,069500,KODEX 200,위험자산,3.605925204858189,1.4983231263863,-0.8248264304671373,10.0,,2020-01-31,0.2855884380155471,2020-01-31,watch,2020-01-31,-0.032507,0.041366,-0.003453,0.023622,0.193434,0.0,0.062006,0.061338,-0.067907,1,-0.03067,0.2222222222222222,0.5185185185185185,0.1421705719324767,0.6340293524817334,risk_accumulation,high_accumulated_intensity
2020-01,2020-01-31,114260,KODEX 국고채3년,방어 채권,-2.011660405895366,-0.875404453884271,1.824764161490693,7.87413096672741,-3.84664614533201,2020-01-31,0.0593036824621291,2020-01-31,watch,2020-01-31,0.003596,0.009351,0.00517,0.005896,0.018387,0.036103,0.004742,0.026649,0.0,0,0.00211,0.2222222222222222,0.5185185185185185,0.1421705719324767,0.6340293524817334,risk_accumulation,high_accumulated_intensity
2020-01,2020-01-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-2.672754188585897,1.927490038007997,4.416474555379565,8.111981140070474,-3.867915370572289,2020-01-31,0.158305523485997,2020-01-31,watch,2020-01-31,0.001525,0.003698,0.001924,0.003916,0.001463,0.034032,0.006526,0.016375,0.0,0,0.0,0.2222222222222222,0.5185185185185185,0.1421705719324767,0.6340293524817334,risk_accumulation,high_accumulated_intensity
2020-02,2020-02-29,069500,KODEX 200,위험자산,5.977205478863945,9.594858184327924,2.588676471487043,10.0,,2020-02-29,0.5632148026935782,2020-02-29,caution,2020-02-29,-0.068038,-0.036926,-0.075621,-0.013419,0.25046,0.0,0.064706,-0.04863,-0.121995,3,-0.059208,0.1481481481481481,0.6666666666666666,0.1186817628285882,0.5230237465356513,risk_accumulation,high_accumulated_intensity
2020-02,2020-02-29,114260,KODEX 국고채3년,방어 채권,-4.022288115945258,-4.783794761959239,-0.5324244221856634,4.813983554039432,-6.745496171695348,2020-02-29,-0.2254003983549215,2020-02-29,watch,2020-02-29,0.006119,0.01267,0.007864,0.008362,0.016022,0.074157,0.006295,0.031735,0.0,0,0.004677,0.1481481481481481,0.6666666666666666,0.1186817628285882,0.5230237465356513,risk_accumulation,high_accumulated_intensity
2020-02,2020-02-29,153130,KODEX 단기채권PLUS,현금성 방어자산,1.020286068008643,1.592248836680086,4.604441188338186,10.0,-6.699526156045136,2020-02-29,0.2103489987396356,2020-02-29,watch,2020-02-29,0.001327,0.00399,0.001894,0.003746,0.00159,0.069364,0.005922,0.016204,-0.000196,0,0.0,0.1481481481481481,0.6666666666666666,0.1186817628285882,0.5230237465356513,risk_accumulation,high_accumulated_intensity
2020-03,2020-03-31,069500,KODEX 200,위험자산,6.995607577546174,6.896551040125354,8.902886997518355,10.0,,2020-03-31,0.6559009123037977,2020-03-31,caution,2020-03-31,-0.122586,-0.192722,-0.136454,-0.145162,0.705983,0.0,-0.120178,-0.125264,-0.22226,9,-0.127986,0.4074074074074074,0.5555555555555556,0.2182487192407827,0.5934544805576553,risk_accumulation,high_accumulated_intensity
2020-03,2020-03-31,114260,KODEX 국고채3년,방어 채권,3.09440774502464,-0.9629237964033508,1.138451971026866,10.0,-6.304673109883165,2020-03-31,0.1393052561952998,2020-03-31,watch,2020-03-31,-0.000261,0.009473,0.004379,0.006346,0.034242,0.122326,0.009827,0.028508,-0.002168,0,-0.002117,0.4074074074074074,0.5555555555555556,0.2182487192407827,0.5934544805576553,risk_accumulation,high_accumulated_intensity
2020-03,2020-03-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-0.9662409736631444,0.2130597842539776,1.195628713647422,10.0,-6.577016411499121,2020-03-31,0.0773086222547826,2020-03-31,watch,2020-03-31,0.001471,0.004427,0.002034,0.004384,0.002279,0.124058,0.007252,0.01658,-9.8e-05,0,0.0,0.4074074074074074,0.5555555555555556,0.2182487192407827,0.5934544805576553,risk_accumulation,high_accumulated_intensity
2020-04,2020-04-30,069500,KODEX 200,위험자산,-5.001774110018776,-0.4960629980886287,0.6845832270921249,3.125470621748143,,2020-04-30,-0.0337556651853427,2020-04-30,watch,2020-04-30,0.109251,-0.100243,-0.000538,-0.01533,0.321014,0.0,-0.054997,-0.077246,-0.143542,9,0.088487,0.1785714285714285,0.3214285714285714,0.2228085369950449,0.5257910262870581,risk_accumulation,high_accumulated_intensity
2020-04,2020-04-30,114260,KODEX 국고채3년,방어 채권,-0.9529989506076484,-1.271938660296182,-2.514896742301614,-1.165935417244168,5.73565727342787,2020-04-30,-0.0034022499404348,2020-04-30,watch,2020-04-30,0.004,0.009354,0.004009,0.010686,0.012584,-0.105251,0.018705,0.030709,-0.000346,0,0.001794,0.1785714285714285,0.3214285714285714,0.2228085369950449,0.5257910262870581,risk_accumulation,high_accumulated_intensity
2020-04,2020-04-30,153130,KODEX 단기채권PLUS,현금성 방어자산,-1.017482774269297,-0.3337783572495995,0.0842501825677692,-2.089130408404634,5.865449756996641,2020-04-30,0.0501861679928175,2020-04-30,watch,2020-04-30,0.00142,0.004471,0.001985,0.004576,0.001084,-0.107831,0.007837,0.016506,0.0,0,0.0,0.1785714285714285,0.3214285714285714,0.2228085369950449,0.5257910262870581,risk_accumulation,high_accumulated_intensity
2020-05,2020-05-31,069500,KODEX 200,위험자산,-2.250709839990592,-3.067062226570188,-0.0218944722603361,-0.0449606038083397,,2020-05-31,-0.1076925428525891,2020-05-31,watch,2020-05-31,0.050206,-0.041164,0.077859,-0.005305,0.204753,0.0,-0.024956,0.026101,-0.043187,8,0.042441,-0.1071428571428571,0.25,0.097094671201814,0.4760587259595196,risk_accumulation,high_accumulated_intensity
2020-05,2020-05-31,114260,KODEX 국고채3년,방어 채권,-4.316837665722979,-2.908033087469707,-3.510645334093389,-3.279537067194688,2.296227118664878,2020-05-31,-0.2343765207163177,2020-05-31,watch,2020-05-31,0.00659,0.009654,0.006017,0.012391,0.009296,-0.043616,0.02093,0.031911,-0.000172,0,0.005433,-0.1071428571428571,0.25,0.097094671201814,0.4760587259595196,risk_accumulation,high_accumulated_intensity
2020-05,2020-05-31,153130,KODEX 단기채권PLUS,현금성 방어자산,-1.267813338294252,-1.936874798181432,-1.331538900511712,-1.339776297235136,2.505703161895788,2020-05-31,-0.0674060034465348,2020-05-31,watch,2020-05-31,0.001418,0.004465,0.002034,0.004818,0.001139,-0.048788,0.008571,0.016281,0.0,0,0.0,-0.1071428571428571,0.25,0.097094671201814,0.4760587259595196,risk_accumulation,high_accumulated_intensity
2020-06,2020-06-30,069500,KODEX 200,위험자산,-0.919460162002218,-2.270447138752341,-4.086863943450069,3.789559696692547,,2020-06-30,-0.0697442309502416,2020-06-30,watch,2020-06-30,0.048366,0.227702,0.066494,0.08142,0.366836,0.0,-0.031806,0.043676,-0.03804,3,0.027821,0.0344827586206896,0.3793103448275862,0.0395814690286502,0.4482520424091304,mixed_or_neutral,high_accumulated_intensity
2020-06,2020-06-30,114260,KODEX 국고채3년,방어 채권,1.813347911532599,-0.2893474639649847,-1.426275681531408,-2.811251530837334,1.943324192916183,2020-06-30,-0.0154040514376989,2020-06-30,watch,2020-06-30,8.6e-05,0.010092,0.00304,0.009563,0.010343,-0.04828,0.01851,0.024261,-0.000861,0,0.000149,0.0344827586206896,0.3793103448275862,0.0395814690286502,0.4482520424091304,mixed_or_neutral,high_accumulated_intensity
2020-06,2020-06-30,153130,KODEX 단기채권PLUS,현금성 방어자산,8.944040995755469,5.237384235663651,4.565395320174009,-4.81118116162603,1.901756073252037,2020-06-30,0.3167479092643827,2020-06-30,caution,2020-06-30,0.000195,0.002939,0.001074,0.003587,0.000857,-0.048171,0.007627,0.014465,0.0,0,0.0,0.0344827586206896,0.3793103448275862,0.0395814690286502,0.4482520424091304,mixed_or_neutral,high_accumulated_intensity
2020-07,2020-07-31,069500,KODEX 200,위험자산,-2.145085951387672,-4.243505122805209,-3.974938860752042,-1.503036684977669,,2020-07-31,-0.2373313323984518,2020-07-31,watch,2020-07-31,0.067639,0.168991,0.072045,0.087278,0.172703,0.0,0.025205,0.108821,-0.007955,1,0.053921,-0.0344827586206896,0.5862068965517242,0.0057029261257504,0.4750021720054561,mixed_or_neutral,high_accumulated_intensity
2020-07,2020-07-31,114260,KODEX 국고채3년,방어 채권,-0.66991457342347,-1.044041920604282,-2.915670153795318,-4.832798283726726,2.608207985100787,2020-07-31,-0.1370843389289802,2020-07-31,watch,2020-07-31,0.00362,0.009974,0.003261,0.011128,0.00686,-0.064019,0.019792,0.023197,0.0,0,0.002192,-0.0344827586206896,0.5862068965517242,0.0057029261257504,0.4750021720054561,mixed_or_neutral,high_accumulated_intensity
2020-07,2020-07-31,153130,KODEX 단기채권PLUS,현금성 방어자산,6.091120718145728,7.172355619273649,6.159037600062399,-6.838935817412908,2.728604765897727,2020-07-31,0.3062436577193319,2020-07-31,caution,2020-07-31,0.000537,0.002152,0.000744,0.00314,0.000585,-0.067102,0.006732,0.013254,0.0,0,0.0,-0.0344827586206896,0.5862068965517242,0.0057029261257504,0.4750021720054561,mixed_or_neutral,high_accumulated_intensity
2020-08,2020-08-31,069500,KODEX 200,위험자산,-0.3767435348604571,-2.261843164874597,-3.364301304007317,-0.234353580363635,,2020-08-31,-0.1247448316821201,2020-08-31,watch,2020-08-31,0.019059,0.150369,0.03962,0.090814,0.225411,0.0,0.103014,0.215316,-0.047405,2,0.027132,0.2413793103448276,0.6551724137931034,0.0373576250423541,0.5351468130887945,mixed_or_neutral,high_accumulated_intensity
2020-08,2020-08-31,114260,KODEX 국고채3년,방어 채권,6.231902659299152,5.747512403512349,5.469077317837485,-3.060520691999345,0.1894464931137137,2020-08-31,0.2915483636352671,2020-08-31,watch,2020-08-31,-0.003609,-0.00112,-0.001985,0.001265,0.009266,-0.022667,0.008523,0.013459,-0.004379,0,-0.004305,0.2413793103448276,0.6551724137931034,0.0373576250423541,0.5351468130887945,mixed_or_neutral,high_accumulated_intensity
2020-08,2020-08-31,153130,KODEX 단기채권PLUS,현금성 방어자산,7.819248556846428,10.0,10.0,-4.02885525426433,-0.0135865040265748,2020-08-31,0.4755361359711104,2020-08-31,caution,2020-08-31,0.000146,0.00083,0.000341,0.002092,0.000791,-0.018912,0.005299,0.011402,-0.000146,0,0.0,0.2413793103448276,0.6551724137931034,0.0373576250423541,0.5351468130887945,mixed_or_neutral,high_accumulated_intensity
2020-09,2020-09-30,069500,KODEX 200,위험자산,0.7809454571006708,-0.611650287909459,-5.818005473451819,-1.232460846072947,,2020-09-30,-0.1376234230066711,2020-09-30,watch,2020-09-30,0.011059,0.109431,0.014852,0.160847,0.194032,0.0,0.362051,0.148837,-0.03702,1,0.002984,0.0344827586206896,0.4482758620689655,0.1353765026657747,0.5060845836844742,risk_accumulation,high_accumulated_intensity
2020-09,2020-09-30,114260,KODEX 국고채3년,방어 채권,-4.5935769615832,0.2593742478488061,-0.2934813233448251,-2.76996878509237,-0.5512539927697103,2020-09-30,-0.158978136298826,2020-09-30,watch,2020-09-30,0.003967,0.002756,0.00165,0.006533,0.009583,-0.007092,0.012876,0.022214,-0.000429,0,0.005197,0.0344827586206896,0.4482758620689655,0.1353765026657747,0.5060845836844742,risk_accumulation,high_accumulated_intensity
2020-09,2020-09-30,153130,KODEX 단기채권PLUS,현금성 방어자산,5.384655955113653,8.074489917546089,10.0,-1.940052016229881,-0.399580570313298,2020-09-30,0.4223902657223312,2020-09-30,caution,2020-09-30,0.000341,0.000977,0.000353,0.001745,0.001002,-0.010717,0.003918,0.011398,0.0,0,0.0,0.0344827586206896,0.4482758620689655,0.1353765026657747,0.5060845836844742,risk_accumulation,high_accumulated_intensity
2020-10,2020-10-31,069500,KODEX 200,위험자산,1.802203009018934,2.578076425980417,-0.8720531644097496,-2.646596948005266,,2020-10-31,0.0172325864516867,2020-10-31,watch,2020-10-31,-0.005333,0.007101,-0.036137,0.064509,0.144096,0.0,0.19176,0.108282,-0.064804,1,-0.020243,0.3793103448275862,0.5172413793103449,0.1192808562335108,0.4857707216560529,risk_accumulation,high_accumulated_intensity
2020-10,2020-10-31,114260,KODEX 국고채3년,방어 채권,4.457641805101247,3.697950668446508,4.285394274596223,-2.579094845145197,-0.9168398880699185,2020-10-31,0.1789010402985772,2020-10-31,watch,2020-10-31,-0.001804,-0.001032,-0.000219,0.001686,0.009321,0.003529,0.007892,0.022255,-0.002232,0,-0.002769,0.3793103448275862,0.5172413793103449,0.1192808562335108,0.4857707216560529,risk_accumulation,high_accumulated_intensity
2020-10,2020-10-31,153130,KODEX 단기채권PLUS,현금성 방어자산,2.848467520103293,6.059386054498203,7.895736990868074,4.143906950126381,-1.072827053093205,2020-10-31,0.3974934092500548,2020-10-31,caution,2020-10-31,0.000683,0.001025,0.000593,0.001711,0.001713,0.006016,0.003425,0.010993,0.0,0,0.0,0.3793103448275862,0.5172413793103449,0.1192808562335108,0.4857707216560529,risk_accumulation,high_accumulated_intensity
2020-11,2020-11-30,069500,KODEX 200,위험자산,-5.577895063163577,-3.380364235820163,-5.798337927787605,-2.270398582195808,,2020-11-30,-0.3405399161793431,2020-11-30,buy,2020-11-30,0.150796,0.117594,0.081523,0.189903,0.165149,0.0,0.30132,0.254859,-0.01519,0,0.133253,0.2413793103448275,0.8620689655172413,0.1537948555326771,0.5968323472428563,risk_accumulation,high_accumulated_intensity
2020-11,2020-11-30,114260,KODEX 국고채3년,방어 채권,2.766962187271148,5.488451587957482,6.633513343218988,-2.772248757346158,6.399700939830044,2020-11-30,0.3703275860186301,2020-11-30,caution,2020-11-30,-0.001291,-0.001463,-0.000934,-0.000688,0.008406,-0.152087,0.00069,0.021026,-0.00352,0,-0.000416,0.2413793103448275,0.8620689655172413,0.1537948555326771,0.5968323472428563,risk_accumulation,high_accumulated_intensity
2020-11,2020-11-30,153130,KODEX 단기채권PLUS,현금성 방어자산,4.937748068985113,6.136699931046675,7.795178238803576,-4.388789096423509,6.270340005012251,2020-11-30,0.4150235429484821,2020-11-30,caution,2020-11-30,0.000244,0.001025,0.000476,0.001237,0.000659,-0.150552,0.002443,0.010641,-9.7e-05,0,0.0,0.2413793103448275,0.8620689655172413,0.1537948555326771,0.5968323472428563,risk_accumulation,high_accumulated_intensity
2020-12,2020-12-31,069500,KODEX 200,위험자산,-4.394087682416492,-6.559191069735506,-8.319022030560863,-1.801656708207858,,2020-12-31,-0.4214791498184144,2020-12-31,buy,2020-12-31,0.138821,0.303562,0.15844,0.281222,0.186295,0.0,0.401284,0.369889,0.0,0,0.120703,0.1034482758620689,0.7241379310344828,0.0700374743341355,0.6354949855634038,risk_accumulation,high_accumulated_intensity
2020-12,2020-12-31,114260,KODEX 국고채3년,방어 채권,1.606031880395643,4.68945034261151,6.432035525953546,-2.451468410020203,5.07525226534844,2020-12-31,0.3070260320857787,2020-12-31,caution,2020-12-31,0.000431,-0.002663,-0.00036,-0.001002,0.008632,-0.13839,-0.000775,0.019224,-0.00232,0,9e-05,0.1034482758620689,0.7241379310344828,0.0700374743341355,0.6354949855634038,risk_accumulation,high_accumulated_intensity
2020-12,2020-12-31,153130,KODEX 단기채권PLUS,현금성 방어자산,3.6118922886814,5.489402700842278,6.293128262388974,-2.692180182823072,5.03872195828416,2020-12-31,0.3548193005474748,2020-12-31,caution,2020-12-31,0.000341,0.001269,0.000393,0.001237,0.000842,-0.13848,0.0021,0.009842,-0.000146,0,0.0,0.1034482758620689,0.7241379310344828,0.0700374743341355,0.6354949855634038,risk_accumulation,high_accumulated_intensity
2021-01,2021-01-31,069500,KODEX 200,위험자산,-0.3463049850436528,-2.015599697127165,-5.731449784872787,1.657875251381928,,2021-01-31,-0.1287095843132336,2021-01-31,watch,2021-01-31,0.064313,0.329018,0.087931,0.265951,0.319538,0.0,0.404522,0.374272,-0.069748,0,0.041671,0.0,0.4827586206896552,0.0626219581063587,0.6238294338595378,risk_accumulation,high_accumulated_intensity
2021-01,2021-01-31,114260,KODEX 국고채3년,방어 채권,0.5783211155806776,3.266819709016349,5.094078790172323,-2.496430519264228,1.237480284117417,2021-01-31,0.1536053875924508,2021-01-31,watch,2021-01-31,0.000861,0.000258,0.000785,2.9e-05,0.008246,-0.063452,-0.001031,0.019828,-0.000774,0,0.000437,0.0,0.4827586206896552,0.0626219581063587,0.6238294338595378,risk_accumulation,high_accumulated_intensity
