year_month,Date,etf_count,eligible_signal_count,risk_event_count,relief_event_count,risk_event_ratio,relief_event_ratio,event_balance_raw,event_intensity_raw,event_balance_label,event_intensity_label,event_balance_ma_1m,event_intensity_ma_1m,event_balance_ma_3m,event_intensity_ma_3m,event_balance_ma_6m,event_intensity_ma_6m,event_balance_ma_12m,event_intensity_ma_12m,event_balance_13612w,event_intensity_13612w,event_balance_13612w_label,event_intensity_13612w_label
2016-12,2016-12-31,3,29,10,12,0.3448275862068966,0.41379310344827586,-0.06896551724137928,0.7586206896551724,relief_event_dominant,high_intensity,0.24137931034482757,0.7307060755336617,0.35467980295566504,0.6502463054187192,0.1838736558906236,0.5620552818828681,0.1382331242416081,0.47312052747876504,0.25355370862691606,0.6470794309635307,risk_accumulation,high_accumulated_intensity
2017-01,2017-01-31,3,29,7,5,0.2413793103448276,0.1724137931034483,0.06896551724137931,0.4137931034482759,risk_event_dominant,high_intensity,-0.08374384236453203,0.6091954022988505,0.23043240284619596,0.6661193212917351,0.2024091884518814,0.5853931185075136,0.10815953669675618,0.4895712968030976,0.08692997526809788,0.6095497106888732,risk_accumulation,high_accumulated_intensity
2017-02,2017-02-28,3,29,3,7,0.10344827586206896,0.2413793103448276,-0.13793103448275862,0.3448275862068966,relief_event_dominant,medium_intensity,-0.12315270935960594,0.3727422003284072,0.02900930487137383,0.571975916803503,0.1897138165611072,0.5840370631011025,0.09100938161556663,0.4862162723752762,0.006485409191347876,0.48611869503016186,mixed_or_neutral,high_accumulated_intensity
2017-03,2017-03-31,3,29,3,12,0.10344827586206896,0.41379310344827586,-0.3103448275862069,0.5172413793103449,relief_event_dominant,high_intensity,-0.20361247947454847,0.4860426929392446,-0.14066776135741654,0.48877941981390255,0.1083743842364532,0.5670498084291188,0.07262263142805014,0.4810468993898112,-0.09470818020694871,0.5025655547446735,relief_accumulation,high_accumulated_intensity
2017-04,2017-04-30,3,29,2,9,0.06896551724137931,0.3103448275862069,-0.2413793103448276,0.3793103448275862,relief_event_dominant,medium_intensity,-0.18226600985221678,0.40229885057471265,-0.16748768472906406,0.4181718664477285,0.03366174055829228,0.5432402846195948,0.04602570061655995,0.4795974477487887,-0.11181779118629147,0.4429789018630015,relief_accumulation,high_accumulated_intensity
2017-05,2017-05-31,3,29,2,14,0.06896551724137931,0.4827586206896552,-0.4137931034482759,0.5517241379310345,relief_event_dominant,high_intensity,-0.270935960591133,0.49753694581280783,-0.21455938697318008,0.45977011494252873,-0.08128078817733991,0.5207991242474,0.01787795790943027,0.49966677816294675,-0.1872105621729322,0.49107231547365643,relief_accumulation,high_accumulated_intensity
2017-06,2017-06-30,3,29,2,7,0.06896551724137931,0.2413793103448276,-0.1724137931034483,0.3103448275862069,relief_event_dominant,medium_intensity,-0.23809523809523814,0.3891625615763547,-0.23043240284619596,0.4362342638204707,-0.17898193760262723,0.46688560481663927,-0.0004935882398936594,0.5103450809868435,-0.20021356243646887,0.43094693283869534,relief_accumulation,high_accumulated_intensity
2017-07,2017-07-31,3,28,3,6,0.10714285714285714,0.21428571428571427,-0.10714285714285714,0.3214285714285714,relief_event_dominant,medium_intensity,-0.21258503401360546,0.3998944405348347,-0.2405387442333255,0.4288646493079991,-0.20237117835640003,0.42789702087731646,-0.000572323437676477,0.505750746445875,-0.19772710489048748,0.42477164982638443,relief_accumulation,high_accumulated_intensity
2017-08,2017-08-31,3,28,7,4,0.25,0.14285714285714285,0.10714285714285715,0.39285714285714285,risk_event_dominant,medium_intensity,0.12414965986394556,0.38945578231292516,-0.10507076393775902,0.38914301352725,-0.16118343889279851,0.4252775822972868,0.01467081085307686,0.5048479161779654,-0.012630971929001499,0.408065525060599,mixed_or_neutral,high_accumulated_intensity
2017-09,2017-09-30,3,28,4,1,0.14285714285714285,0.03571428571428571,0.10714285714285714,0.17857142857142855,risk_event_dominant,low_intensity,0.015306122448979588,0.25,-0.027777777777777783,0.3441825005864415,-0.12910509031198686,0.3902083822034561,-0.003797208538587852,0.4794501133786848,-0.028411623269997657,0.3292414379544922,mixed_or_neutral,medium_accumulated_intensity
2017-10,2017-10-31,3,28,18,6,0.6428571428571429,0.21428571428571427,0.4285714285714286,0.8571428571428572,risk_event_dominant,high_intensity,0.25610985134794656,0.4522549760644998,0.10407743344251282,0.3758083480305703,-0.06606082194478471,0.4010267793792698,-0.002652742663689574,0.4782911674674126,0.12018973191660658,0.4216789674575663,risk_accumulation,high_accumulated_intensity
2017-11,2017-11-30,3,27,10,7,0.37037037037037035,0.25925925925925924,0.1111111111111111,0.6296296296296295,risk_event_dominant,high_intensity,0.2758881330309902,0.5468631897203325,0.18923742336440746,0.4424498194339464,0.021626296325256363,0.4207127508304301,-0.014638411771690375,0.4733558280698401,0.16998789830960057,0.482958354691387,risk_accumulation,high_accumulated_intensity
2017-12,2017-12-31,3,27,8,3,0.2962962962962963,0.1111111111111111,0.18518518518518517,0.4074074074074074,risk_event_dominant,high_intensity,0.12874779541446207,0.5414462081128748,0.22125640379608633,0.5058369026622995,0.08237149691720025,0.4351160430115001,-0.0392740216563424,0.4624950767876329,0.13042293652241654,0.5016022703249031,risk_accumulation,high_accumulated_intensity
2018-01,2018-01-31,3,27,8,4,0.2962962962962963,0.14814814814814814,0.14814814814814814,0.4444444444444444,risk_event_dominant,high_intensity,0.09523809523809523,0.40564373897707223,0.17907533383723856,0.5075375829344083,0.13619089611153104,0.4379881582262535,-0.030055306498929932,0.43716008114612387,0.11605048681882286,0.4458324102310145,risk_accumulation,high_accumulated_intensity
2018-02,2018-02-28,3,27,9,8,0.3333333333333333,0.2962962962962963,0.037037037037037035,0.6296296296296295,mixed_or_neutral,high_intensity,0.15520282186948853,0.5890652557319224,0.12404467960023516,0.5080624842529604,0.16224699756445787,0.4719807676156882,-0.012013181177111124,0.4469920258439689,0.1305426140230464,0.5271402036761916,risk_accumulation,high_accumulated_intensity
2018-03,2018-03-31,3,27,7,13,0.25925925925925924,0.48148148148148145,-0.2222222222222222,0.7407407407407407,relief_event_dominant,high_intensity,-0.09171075837742504,0.5679012345679011,0.05761316872427983,0.5185185185185185,0.1344902158394222,0.5071071638531955,-0.008161491501666658,0.4628447696660614,0.006681541284031704,0.5304219591199613,mixed_or_neutral,high_accumulated_intensity
2018-04,2018-04-30,3,27,4,11,0.14814814814814814,0.4074074074074074,-0.25925925925925924,0.5555555555555556,relief_event_dominant,high_intensity,-0.19753086419753085,0.6560846560846562,-0.04467960023515579,0.6043503821281598,0.07645712606030065,0.558652473335013,-0.005054799697656844,0.47605707885538207,-0.07763028050726464,0.6030751796248512,relief_accumulation,high_accumulated_intensity
2018-05,2018-05-31,3,27,6,13,0.2222222222222222,0.48148148148148145,-0.25925925925925924,0.7037037037037037,relief_event_dominant,high_intensity,-0.19400352733686063,0.49382716049382713,-0.15637860082304525,0.573780129335685,-0.015610565213739817,0.5384752666498698,-0.004867283226615468,0.48216403419605386,-0.12812383254706736,0.5255763597478157,relief_accumulation,high_accumulated_intensity
2018-06,2018-06-30,3,28,7,14,0.25,0.5,-0.25,0.75,relief_event_dominant,high_intensity,-0.25100781053162,0.7133408919123205,-0.2094776182077769,0.6210842361636013,-0.0682896615436298,0.565098261526833,-6.443616186363895e-05,0.4975630098782808,-0.17691078559989346,0.6344375809072034,relief_accumulation,high_accumulated_intensity
2018-07,2018-07-31,3,28,5,9,0.17857142857142858,0.32142857142857145,-0.14285714285714288,0.5,relief_event_dominant,high_intensity,-0.1989795918367347,0.6853741496598639,-0.21394977744184093,0.6297556059460822,-0.12637524145460652,0.6164651045603426,-0.001076047703031831,0.5268801965230536,-0.16915942302847067,0.6390573822121441,relief_accumulation,high_accumulated_intensity
2018-08,2018-08-31,3,28,1,13,0.03571428571428571,0.4642857142857143,-0.4285714285714286,0.5,relief_event_dominant,high_intensity,-0.25510204081632654,0.5816326530612245,-0.2336230788611741,0.6581632653061223,-0.19500083984210967,0.6159716973209036,-0.01609872343999328,0.5430366591080876,-0.2127377802973041,0.607600046191316,relief_accumulation,high_accumulated_intensity
2018-09,2018-09-30,3,28,1,6,0.03571428571428571,0.21428571428571427,-0.17857142857142855,0.25,relief_event_dominant,medium_intensity,-0.3061224489795918,0.5170068027210883,-0.24319727891156462,0.6082766439909296,-0.2247102544721592,0.6122134038800705,-0.044301671285798275,0.5522486772486772,-0.24478038128831778,0.5669532627865961,relief_accumulation,high_accumulated_intensity
2018-10,2018-10-31,3,28,10,7,0.35714285714285715,0.25,0.10714285714285715,0.6071428571428572,risk_event_dominant,high_intensity,0.1445578231292517,0.5187074829931974,-0.12471655328798185,0.5396825396825397,-0.1694591416813639,0.5834383135970437,-0.03545708406819518,0.5733759553203998,-0.017029373477786172,0.5434130133534895,mixed_or_neutral,high_accumulated_intensity
2018-11,2018-11-30,3,28,11,5,0.39285714285714285,0.17857142857142858,0.21428571428571427,0.5714285714285714,risk_event_dominant,high_intensity,0.07993197278911564,0.5697278911564626,-0.019274376417233563,0.536281179138322,-0.12442260854959268,0.6012009742168473,-0.06380175527000922,0.5662897875199463,-0.005074221046443272,0.5656446837994458,mixed_or_neutral,high_accumulated_intensity
2018-12,2018-12-31,3,28,5,5,0.17857142857142858,0.17857142857142858,0.0,0.35714285714285715,mixed_or_neutral,medium_intensity,0.034013605442176874,0.48299319727891155,0.08163265306122448,0.5204081632653061,-0.0810657596371882,0.56859410430839,-0.07066221550348534,0.563376585201982,0.014815864617451921,0.5193762072730327,mixed_or_neutral,high_accumulated_intensity
2019-01,2019-01-31,3,28,3,15,0.10714285714285714,0.5357142857142857,-0.42857142857142855,0.6428571428571428,relief_event_dominant,high_intensity,-0.3197278911564626,0.5476190476190477,-0.06859410430839004,0.5357142857142857,-0.09892290249433106,0.5376984126984127,-0.10891702359956328,0.5744729990761737,-0.1791456706139246,0.5447488872092047,relief_accumulation,high_accumulated_intensity
