year_month,ticker,ticker_name,ticker_role,score_date,direction_date,raw3_signal_date,hsi_direction,raw3_signal,score_return,score_ma_pos,score_momentum,score_vol,score_rs,event_balance_13612w,event_intensity_13612w,event_balance_13612w_label,event_intensity_13612w_label,risk_component,relief_component,state_direction,state_intensity,valid_score_count,hsi_state,state_reason,state_kr,state_rule_version,theta_common,accident_extra,conflict_direction_band
2012-03,069500,KODEX 200,위험자산,2012-03-31,2012-03-31,2012-03-31,0.0,watch,,,,,,,,mixed_or_neutral,low_accumulated_intensity,,,,,0,insufficient_data,valid_score_count_below_minimum,자료 부족,state5_baseline_v1,0.15,0.2,0.2
2012-04,069500,KODEX 200,위험자산,2012-04-30,2012-04-30,2012-04-30,0.0,watch,,,,,,,,mixed_or_neutral,low_accumulated_intensity,,,,,0,insufficient_data,valid_score_count_below_minimum,자료 부족,state5_baseline_v1,0.15,0.2,0.2
2012-05,069500,KODEX 200,위험자산,2012-05-31,2012-05-31,2012-05-31,0.0,watch,,,,,,,,mixed_or_neutral,low_accumulated_intensity,,,,,0,insufficient_data,valid_score_count_below_minimum,자료 부족,state5_baseline_v1,0.15,0.2,0.2
2012-06,069500,KODEX 200,위험자산,2012-06-30,2012-06-30,2012-06-30,-0.0136568971176303,watch,,-0.6828448558815157,,,,,,mixed_or_neutral,low_accumulated_intensity,,,,,1,insufficient_data,valid_score_count_below_minimum,자료 부족,state5_baseline_v1,0.15,0.2,0.2
2012-07,069500,KODEX 200,위험자산,2012-07-31,2012-07-31,2012-07-31,-0.2960429107187238,watch,-4.260848779296882,-9.856071593825954,-3.607291035068339,2.922065872254982,,,,mixed_or_neutral,low_accumulated_intensity,0.07305164680637455,0.4431052852047793,-0.37005363839840477,0.5161569320111539,4,risk_relief,relief_component_dominant,위험 완화 우세,state5_baseline_v1,0.15,0.2,0.2
2012-08,069500,KODEX 200,위험자산,2012-08-31,2012-08-31,2012-08-31,-0.1388268728300401,watch,-1.111889926808045,-0.3423317050944718,-3.464110119208117,-2.02301189039137,,,,mixed_or_neutral,low_accumulated_intensity,0.0,0.1735335910375501,-0.1735335910375501,0.1735335910375501,4,risk_relief,relief_component_dominant,위험 완화 우세,state5_baseline_v1,0.15,0.2,0.2
2012-09,069500,KODEX 200,위험자산,2012-09-30,2012-09-30,2012-09-30,-0.263421115887263,watch,-4.704941101634016,-5.037062655269462,-4.770573945972488,1.341521908512817,,,,mixed_or_neutral,low_accumulated_intensity,0.03353804771282042,0.36281444257189915,-0.3292763948590787,0.3963524902847196,4,risk_relief,relief_component_dominant,위험 완화 우세,state5_baseline_v1,0.15,0.2,0.2
2012-10,069500,KODEX 200,위험자산,2012-10-31,2012-10-31,2012-10-31,0.0344288444059409,watch,3.444205808257003,0.9893590627899298,1.489170602525685,-4.201293253275571,,0.0320833497642708,0.5406388841421735,mixed_or_neutral,high_accumulated_intensity,0.14806838683931545,0.10503233133188927,0.043036055507426174,0.2531007181712047,4,neutral_watch,weak_or_balanced_signal,중립 관찰,state5_baseline_v1,0.15,0.2,0.2
2012-11,069500,KODEX 200,위험자산,2012-11-30,2012-11-30,2012-11-30,-0.2682681781255061,watch,-2.246816288536872,-2.661433747558147,-4.705859135626024,-3.799299734554263,,0.1135960165565428,0.4825914217361585,risk_accumulation,high_accumulated_intensity,0.0,0.3353352226568827,-0.3353352226568827,0.3353352226568827,4,risk_relief,relief_component_dominant,위험 완화 우세,state5_baseline_v1,0.15,0.2,0.2
2012-12,069500,KODEX 200,위험자산,2012-12-31,2012-12-31,2012-12-31,-0.4798784286512771,buy,-4.996433509521657,-5.408667881506645,-6.443225210820022,-7.145594830715529,,0.1315388953760664,0.6033886887357283,risk_accumulation,high_accumulated_intensity,0.0,0.5998480358140963,-0.5998480358140963,0.5998480358140963,4,risk_relief,relief_component_dominant,위험 완화 우세,state5_baseline_v1,0.15,0.2,0.2
