year_month,score_method_source,risk_ticker,risk_asset_name,hsi_direction,hsi_intensity,positive_count,negative_count,neutral_count,valid_signal_count,state_valid,hsi_state,state_reason,active_signals,score_return,score_ma_pos,score_momentum,score_vol,score_rs_excluded_reason
2019-06,zscore_from_data_pipeline,069500,KODEX 200,-0.479186,0.479186,0,4,0,4,True,risk_relief,"risk relief: direction=-0.479, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-5.652713033958154,-3.2817295979002834,-6.3054291124832575,-3.9275538030695305,069500 is benchmark; score_rs excluded from state rule
2019-07,zscore_from_data_pipeline,069500,KODEX 200,0.124344,0.127007,3,0,1,4,True,neutral_watch,"neutral/watch: direction=0.124, positive=3, negative=0, neutral=1","score_return, score_ma_pos, score_momentum, score_vol",1.5989084744270246,1.4881864901046034,1.939922324366256,-0.0532504533049556,069500 is benchmark; score_rs excluded from state rule
2019-08,zscore_from_data_pipeline,069500,KODEX 200,0.169346,0.169346,4,0,0,4,True,risk_warning,"risk warning: direction=0.169, positive=4, negative=0","score_return, score_ma_pos, score_momentum, score_vol",1.8018027027373889,1.1694190179292463,1.4206062588079384,2.38203165122296,069500 is benchmark; score_rs excluded from state rule
2019-09,zscore_from_data_pipeline,069500,KODEX 200,-0.432881,0.432881,0,4,0,4,True,risk_relief,"risk relief: direction=-0.433, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-6.743479321745118,-3.857793319926116,-3.483492093399473,-3.230457028562894,069500 is benchmark; score_rs excluded from state rule
2019-10,zscore_from_data_pipeline,069500,KODEX 200,-0.201764,0.201764,0,2,2,4,True,risk_relief,"risk relief: direction=-0.202, negative=2, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-0.8171163843631651,-4.112752850975148,-2.5334706318515887,-0.6072031385317431,069500 is benchmark; score_rs excluded from state rule
2019-11,zscore_from_data_pipeline,069500,KODEX 200,-0.014515,0.239105,2,1,1,4,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=-0.015","score_return, score_ma_pos, score_momentum, score_vol",1.1806499583660397,-0.1484629331541922,-4.923937126199169,3.311163368676663,069500 is benchmark; score_rs excluded from state rule
2019-12,zscore_from_data_pipeline,069500,KODEX 200,-0.577673,0.577673,0,4,0,4,True,risk_relief,"risk relief: direction=-0.578, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-6.099789056596972,-7.223916122146935,-6.6066182759422665,-3.176609890755117,069500 is benchmark; score_rs excluded from state rule
2020-01,zscore_from_data_pipeline,069500,KODEX 200,0.356987,0.398227,3,0,1,4,True,accident_zone,"strong risk direction: direction=0.357, intensity=0.398, positive=3","score_return, score_ma_pos, score_momentum, score_vol",3.605938502343237,1.4983503024457112,-0.8247967150996547,10.0,069500 is benchmark; score_rs excluded from state rule
2020-02,zscore_from_data_pipeline,069500,KODEX 200,0.704018,0.704018,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.704, intensity=0.704, positive=4","score_return, score_ma_pos, score_momentum, score_vol",5.977193202625616,9.594867876654952,2.588677548942118,10.0,069500 is benchmark; score_rs excluded from state rule
2020-03,zscore_from_data_pipeline,069500,KODEX 200,0.819877,0.819877,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.820, intensity=0.820, positive=4","score_return, score_ma_pos, score_momentum, score_vol",6.9956055012699885,6.896573618558075,8.902897351526692,10.0,069500 is benchmark; score_rs excluded from state rule
2020-04,zscore_from_data_pipeline,069500,KODEX 200,-0.042194,0.232697,1,1,2,4,True,conflict,"positive=1, negative=1, conflict_ratio=0.25, direction=-0.042","score_return, score_ma_pos, score_momentum, score_vol",-5.00177988035198,-0.4960446366956942,0.6845906038703651,3.1254600634050704,069500 is benchmark; score_rs excluded from state rule
2020-05,zscore_from_data_pipeline,069500,KODEX 200,-0.134614,0.134614,0,2,2,4,True,neutral_watch,"neutral/watch: direction=-0.135, positive=0, negative=2, neutral=2","score_return, score_ma_pos, score_momentum, score_vol",-2.250723952457305,-3.067051565130174,-0.0218783911818456,-0.0449047766040451,069500 is benchmark; score_rs excluded from state rule
2020-06,zscore_from_data_pipeline,069500,KODEX 200,-0.087181,0.276658,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.087","score_return, score_ma_pos, score_momentum, score_vol",-0.9194680191371042,-2.270448852343306,-4.086864384861364,3.7895385305463503,069500 is benchmark; score_rs excluded from state rule
2020-07,zscore_from_data_pipeline,069500,KODEX 200,-0.296666,0.296666,0,4,0,4,True,risk_relief,"risk relief: direction=-0.297, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.1451009928364537,-4.243518646153129,-3.974959113435193,-1.5030569615742242,069500 is benchmark; score_rs excluded from state rule
2020-08,zscore_from_data_pipeline,069500,KODEX 200,-0.155931,0.155931,0,2,2,4,True,risk_relief,"risk relief: direction=-0.156, negative=2, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-0.3767360830203895,-2.2618469562537418,-3.364306612448182,-0.2343615906930971,069500 is benchmark; score_rs excluded from state rule
2020-09,zscore_from_data_pipeline,069500,KODEX 200,-0.17203,0.211077,0,2,2,4,True,risk_relief,"risk relief: direction=-0.172, negative=2, positive=0","score_return, score_ma_pos, score_momentum, score_vol",0.7809560473815396,-0.6116589598064467,-5.818011579029163,-1.2324724523061217,069500 is benchmark; score_rs excluded from state rule
2020-10,zscore_from_data_pipeline,069500,KODEX 200,0.021541,0.197473,2,1,1,4,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=0.022","score_return, score_ma_pos, score_momentum, score_vol",1.8022032105890888,2.578080137115737,-0.872046967281743,-2.6465931655531323,069500 is benchmark; score_rs excluded from state rule
2020-11,zscore_from_data_pipeline,069500,KODEX 200,-0.425675,0.425675,0,4,0,4,True,risk_relief,"risk relief: direction=-0.426, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-5.577898138025023,-3.380368878179945,-5.7983369967135445,-2.2703808589219667,069500 is benchmark; score_rs excluded from state rule
2020-12,zscore_from_data_pipeline,069500,KODEX 200,-0.526847,0.526847,0,4,0,4,True,risk_relief,"risk relief: direction=-0.527, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-4.394056016087983,-6.559175949838099,-8.31900845232745,-1.801632849433746,069500 is benchmark; score_rs excluded from state rule
2021-01,zscore_from_data_pipeline,069500,KODEX 200,-0.160887,0.243782,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.161","score_return, score_ma_pos, score_momentum, score_vol",-0.3463247148843267,-2.015609924944105,-5.731456256718529,1.6579032378294811,069500 is benchmark; score_rs excluded from state rule
2021-02,zscore_from_data_pipeline,069500,KODEX 200,0.000719,0.141041,1,1,2,4,True,conflict,"positive=1, negative=1, conflict_ratio=0.25, direction=0.001","score_return, score_ma_pos, score_momentum, score_vol",2.6596377966575915,-0.401098592721818,-2.405342084811412,0.1755506447234794,069500 is benchmark; score_rs excluded from state rule
2021-03,zscore_from_data_pipeline,069500,KODEX 200,-0.029647,0.223012,2,2,0,4,True,conflict,"positive=2, negative=2, conflict_ratio=0.50, direction=-0.030","score_return, score_ma_pos, score_momentum, score_vol",2.729817636231562,1.13748488270008,-1.5920377029112098,-3.4611375939499007,069500 is benchmark; score_rs excluded from state rule
2021-04,zscore_from_data_pipeline,069500,KODEX 200,0.03603,0.365496,2,1,1,4,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=0.036","score_return, score_ma_pos, score_momentum, score_vol",3.811503908934392,4.007180315032407,0.2118474252039246,-6.589314917921179,069500 is benchmark; score_rs excluded from state rule
2021-05,zscore_from_data_pipeline,069500,KODEX 200,0.166612,0.340135,3,1,0,4,True,conflict,"positive=3, negative=1, conflict_ratio=0.25, direction=0.167","score_return, score_ma_pos, score_momentum, score_vol",2.864418016667245,4.3657900851004685,2.9047247251138373,-3.4704576933046245,069500 is benchmark; score_rs excluded from state rule
2021-06,zscore_from_data_pipeline,069500,KODEX 200,0.067437,0.372066,3,1,0,4,True,conflict,"positive=3, negative=1, conflict_ratio=0.25, direction=0.067","score_return, score_ma_pos, score_momentum, score_vol",1.2576851867950571,3.70673132161688,3.825645909969767,-6.092574406067878,069500 is benchmark; score_rs excluded from state rule
2021-07,zscore_from_data_pipeline,069500,KODEX 200,0.348931,0.533099,3,1,0,4,True,risk_warning,"risk warning: direction=0.349, positive=3, negative=1","score_return, score_ma_pos, score_momentum, score_vol",4.369831826301918,5.842375178571042,7.428385132968462,-3.6833655816296993,069500 is benchmark; score_rs excluded from state rule
2021-08,zscore_from_data_pipeline,069500,KODEX 200,0.366847,0.366847,3,0,1,4,True,accident_zone,"strong risk direction: direction=0.367, intensity=0.367, positive=3","score_return, score_ma_pos, score_momentum, score_vol",3.12833116880325,4.793426932858963,6.627851347777833,0.1242878275244177,069500 is benchmark; score_rs excluded from state rule
2021-09,zscore_from_data_pipeline,069500,KODEX 200,0.364383,0.464276,3,1,0,4,True,accident_zone,"strong risk direction: direction=0.364, intensity=0.464, positive=3","score_return, score_ma_pos, score_momentum, score_vol",3.3909135142046773,6.20658914355664,6.975677688960939,-1.99784256937744,069500 is benchmark; score_rs excluded from state rule
2021-10,zscore_from_data_pipeline,069500,KODEX 200,0.395427,0.395427,3,0,1,4,True,accident_zone,"strong risk direction: direction=0.395, intensity=0.395, positive=3","score_return, score_ma_pos, score_momentum, score_vol",3.285308017085465,5.346426500573221,6.6555671334048245,0.5297703406731954,069500 is benchmark; score_rs excluded from state rule
2021-11,zscore_from_data_pipeline,069500,KODEX 200,0.424615,0.424615,3,0,1,4,True,accident_zone,"strong risk direction: direction=0.425, intensity=0.425, positive=3","score_return, score_ma_pos, score_momentum, score_vol",4.732458636389156,5.978941069524863,5.8688720873978575,0.4043312337126074,069500 is benchmark; score_rs excluded from state rule
2021-12,zscore_from_data_pipeline,069500,KODEX 200,-0.012848,0.239586,2,2,0,4,True,conflict,"positive=2, negative=2, conflict_ratio=0.50, direction=-0.013","score_return, score_ma_pos, score_momentum, score_vol",-1.1216859631583995,1.49369580100845,3.04105123151345,-3.926996551029049,069500 is benchmark; score_rs excluded from state rule
2022-01,zscore_from_data_pipeline,069500,KODEX 200,0.677606,0.677606,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.678, intensity=0.678, positive=4","score_return, score_ma_pos, score_momentum, score_vol",10.0,7.163730210749238,5.788714100680864,4.151801067746652,069500 is benchmark; score_rs excluded from state rule
2022-02,zscore_from_data_pipeline,069500,KODEX 200,0.356831,0.414384,3,1,0,4,True,accident_zone,"strong risk direction: direction=0.357, intensity=0.414, positive=3","score_return, score_ma_pos, score_momentum, score_vol",-1.1510682935859833,4.037206218335059,3.954648715833804,7.432440136959755,069500 is benchmark; score_rs excluded from state rule
2022-03,zscore_from_data_pipeline,069500,KODEX 200,0.053065,0.231858,2,1,1,4,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=0.053","score_return, score_ma_pos, score_momentum, score_vol",-3.233610283772088,-0.342259671153962,2.6043848777048337,3.094071521923718,069500 is benchmark; score_rs excluded from state rule
2022-04,zscore_from_data_pipeline,069500,KODEX 200,0.120965,0.120965,2,0,2,4,True,neutral_watch,"neutral/watch: direction=0.121, positive=2, negative=0, neutral=2","score_return, score_ma_pos, score_momentum, score_vol",1.2140519365173994,0.6138239196447369,2.307730700258706,0.703010465256604,069500 is benchmark; score_rs excluded from state rule
2022-05,zscore_from_data_pipeline,069500,KODEX 200,-0.07599,0.256449,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.076","score_return, score_ma_pos, score_momentum, score_vol",-3.621316448965717,-2.3715400661791635,-0.6559155604432514,3.6091804142427977,069500 is benchmark; score_rs excluded from state rule
2022-06,zscore_from_data_pipeline,069500,KODEX 200,0.882407,0.882407,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.882, intensity=0.882, positive=4","score_return, score_ma_pos, score_momentum, score_vol",10.0,10.0,10.0,5.296273435768645,069500 is benchmark; score_rs excluded from state rule
2022-07,zscore_from_data_pipeline,069500,KODEX 200,-0.330579,0.330579,0,3,1,4,True,risk_relief,"risk relief: direction=-0.331, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-9.147551394619164,-2.8717244504177195,-0.1911955962395831,-1.0126994028584513,069500 is benchmark; score_rs excluded from state rule
2022-08,zscore_from_data_pipeline,069500,KODEX 200,-0.161532,0.161532,0,3,1,4,True,risk_relief,"risk relief: direction=-0.162, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.0027164078536,-2.790546697335705,-0.0074577516075926,-1.6605524362286916,069500 is benchmark; score_rs excluded from state rule
2022-09,zscore_from_data_pipeline,069500,KODEX 200,0.757727,0.757727,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.758, intensity=0.758, positive=4","score_return, score_ma_pos, score_momentum, score_vol",9.413591722638774,10.0,8.286865511946187,2.608638281661629,069500 is benchmark; score_rs excluded from state rule
2022-10,zscore_from_data_pipeline,069500,KODEX 200,-0.279552,0.401883,1,3,0,4,True,risk_relief,"risk relief: direction=-0.280, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",-7.657986547399095,-3.5479289490426327,-2.4227815096266245,2.4466157879917643,069500 is benchmark; score_rs excluded from state rule
2022-11,zscore_from_data_pipeline,069500,KODEX 200,-0.465292,0.564963,1,3,0,4,True,risk_relief,"risk relief: direction=-0.465, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",-5.331566709647012,-8.421226423492499,-6.852290283448909,1.9934201568359524,069500 is benchmark; score_rs excluded from state rule
2022-12,zscore_from_data_pipeline,069500,KODEX 200,-0.007014,0.301076,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.007","score_return, score_ma_pos, score_momentum, score_vol",5.030448851553162,0.8507938409286477,-3.763076761674728,-2.3987328092658298,069500 is benchmark; score_rs excluded from state rule
2023-01,zscore_from_data_pipeline,069500,KODEX 200,-0.607821,0.607821,0,4,0,4,True,risk_relief,"risk relief: direction=-0.608, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-7.525878143903185,-6.45860405066146,-8.920609973055367,-1.4077468479969026,069500 is benchmark; score_rs excluded from state rule
2023-02,zscore_from_data_pipeline,069500,KODEX 200,-0.167525,0.169506,0,2,2,4,True,risk_relief,"risk relief: direction=-0.168, negative=2, positive=0","score_return, score_ma_pos, score_momentum, score_vol",0.0396273529113824,-3.122743353440038,-3.5397036088566827,-0.0781670730630996,069500 is benchmark; score_rs excluded from state rule
2023-03,zscore_from_data_pipeline,069500,KODEX 200,-0.46095,0.46095,0,4,0,4,True,risk_relief,"risk relief: direction=-0.461, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.9464636184861064,-5.028222679381188,-9.239745295193428,-2.2235599430169084,069500 is benchmark; score_rs excluded from state rule
2023-04,zscore_from_data_pipeline,069500,KODEX 200,-0.390299,0.390299,0,4,0,4,True,risk_relief,"risk relief: direction=-0.390, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.071445197700729,-2.8009305212127824,-4.993668167590232,-6.745902012800799,069500 is benchmark; score_rs excluded from state rule
2023-05,zscore_from_data_pipeline,069500,KODEX 200,-0.487228,0.487228,0,4,0,4,True,risk_relief,"risk relief: direction=-0.487, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-3.326671496820045,-5.363173679562011,-5.345518046734313,-5.453752386925355,069500 is benchmark; score_rs excluded from state rule
2023-06,zscore_from_data_pipeline,069500,KODEX 200,-0.352207,0.358511,0,3,1,4,True,risk_relief,"risk relief: direction=-0.352, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",0.1260839561107779,-1.8714243938160264,-4.440544762821738,-7.902403437607298,069500 is benchmark; score_rs excluded from state rule
2023-07,zscore_from_data_pipeline,069500,KODEX 200,-0.044323,0.292393,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.044","score_return, score_ma_pos, score_momentum, score_vol",0.8316696850391938,-2.669899877423463,-4.064417517326242,4.129729172237229,069500 is benchmark; score_rs excluded from state rule
2023-08,zscore_from_data_pipeline,069500,KODEX 200,-0.081036,0.238426,1,1,2,4,True,conflict,"positive=1, negative=1, conflict_ratio=0.25, direction=-0.081","score_return, score_ma_pos, score_momentum, score_vol",2.700555711707043,0.447240075318724,-0.8030386461590621,-5.58618649968354,069500 is benchmark; score_rs excluded from state rule
2023-09,zscore_from_data_pipeline,069500,KODEX 200,0.081859,0.272857,3,1,0,4,True,conflict,"positive=3, negative=1, conflict_ratio=0.25, direction=0.082","score_return, score_ma_pos, score_momentum, score_vol",2.119540709186305,3.438498933040264,1.5362879260770568,-3.819964502386576,069500 is benchmark; score_rs excluded from state rule
2023-10,zscore_from_data_pipeline,069500,KODEX 200,0.606603,0.606603,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.607, intensity=0.607, positive=4","score_return, score_ma_pos, score_momentum, score_vol",5.749614155529202,9.024235429306165,6.745326386458136,2.7449346324020807,069500 is benchmark; score_rs excluded from state rule
2023-11,zscore_from_data_pipeline,069500,KODEX 200,-0.127993,0.353241,1,3,0,4,True,conflict,"positive=1, negative=3, conflict_ratio=0.25, direction=-0.128","score_return, score_ma_pos, score_momentum, score_vol",-5.435203394324187,-1.5161031306507895,-2.673374880041809,4.504968281817416,069500 is benchmark; score_rs excluded from state rule
2023-12,zscore_from_data_pipeline,069500,KODEX 200,-0.551532,0.551532,0,4,0,4,True,risk_relief,"risk relief: direction=-0.552, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-6.053911441114266,-9.2761082698004,-4.334075218398732,-2.397168728965162,069500 is benchmark; score_rs excluded from state rule
2024-01,zscore_from_data_pipeline,069500,KODEX 200,0.339293,0.339293,4,0,0,4,True,risk_warning,"risk warning: direction=0.339, positive=4, negative=0","score_return, score_ma_pos, score_momentum, score_vol",7.610823612027239,1.909358177121383,2.990303237379245,1.0612531819749464,069500 is benchmark; score_rs excluded from state rule
2024-02,zscore_from_data_pipeline,069500,KODEX 200,-0.203809,0.33325,1,3,0,4,True,risk_relief,"risk relief: direction=-0.204, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",-4.066632028349968,-2.7747899357739447,-3.89975148840574,2.588824321728548,069500 is benchmark; score_rs excluded from state rule
2024-03,zscore_from_data_pipeline,069500,KODEX 200,-0.403428,0.460523,1,3,0,4,True,risk_relief,"risk relief: direction=-0.403, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",-4.792701406256338,-7.217326615186341,-5.268985423691852,1.1419006782018046,069500 is benchmark; score_rs excluded from state rule
2024-04,zscore_from_data_pipeline,069500,KODEX 200,0.0706,0.312187,2,1,1,4,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=0.071","score_return, score_ma_pos, score_momentum, score_vol",3.8738004469443625,-0.6802366671689003,-4.1515102170089095,3.78194080872178,069500 is benchmark; score_rs excluded from state rule
2024-05,zscore_from_data_pipeline,069500,KODEX 200,0.202972,0.217073,3,0,1,4,True,risk_warning,"risk warning: direction=0.203, positive=3, negative=0","score_return, score_ma_pos, score_momentum, score_vol",3.1362685354075914,4.171281708952134,1.0933524638538945,-0.2820290073729388,069500 is benchmark; score_rs excluded from state rule
2024-06,zscore_from_data_pipeline,069500,KODEX 200,-0.419916,0.419916,0,4,0,4,True,risk_relief,"risk relief: direction=-0.420, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-6.088112503640813,-3.5658689245937625,-2.912000406480582,-4.230658523279921,069500 is benchmark; score_rs excluded from state rule
2024-07,zscore_from_data_pipeline,069500,KODEX 200,0.004993,0.162017,2,1,1,4,True,conflict,"positive=2, negative=1, conflict_ratio=0.25, direction=0.005","score_return, score_ma_pos, score_momentum, score_vol",1.9112434380602443,1.4289682823892131,-2.3849933297397503,-0.7554897427210192,069500 is benchmark; score_rs excluded from state rule
2024-08,zscore_from_data_pipeline,069500,KODEX 200,0.550122,0.550122,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.550, intensity=0.550, positive=4","score_return, score_ma_pos, score_momentum, score_vol",4.868146220386087,3.76704143781794,3.3696902178722272,10.0,069500 is benchmark; score_rs excluded from state rule
2024-09,zscore_from_data_pipeline,069500,KODEX 200,0.538714,0.538714,4,0,0,4,True,accident_zone,"strong risk direction: direction=0.539, intensity=0.539, positive=4","score_return, score_ma_pos, score_momentum, score_vol",4.930371697423367,5.446118142100762,8.754198400449443,2.4178786532857903,069500 is benchmark; score_rs excluded from state rule
2024-10,zscore_from_data_pipeline,069500,KODEX 200,0.356975,0.429905,3,1,0,4,True,accident_zone,"strong risk direction: direction=0.357, intensity=0.430, positive=3","score_return, score_ma_pos, score_momentum, score_vol",3.8269683055378994,5.195158168856673,6.715477319341194,-1.4585991067061137,069500 is benchmark; score_rs excluded from state rule
2024-11,zscore_from_data_pipeline,069500,KODEX 200,0.482349,0.482349,3,0,1,4,True,accident_zone,"strong risk direction: direction=0.482, intensity=0.482, positive=3","score_return, score_ma_pos, score_momentum, score_vol",4.172299215573673,6.2005818563420085,8.796546663537447,0.1245210877241832,069500 is benchmark; score_rs excluded from state rule
2024-12,zscore_from_data_pipeline,069500,KODEX 200,0.359247,0.359247,3,0,1,4,True,accident_zone,"strong risk direction: direction=0.359, intensity=0.359, positive=3","score_return, score_ma_pos, score_momentum, score_vol",1.6023398891869565,4.908894822182772,7.164555513279225,0.6941061719900189,069500 is benchmark; score_rs excluded from state rule
2025-01,zscore_from_data_pipeline,069500,KODEX 200,-0.070888,0.265341,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.071","score_return, score_ma_pos, score_momentum, score_vol",-3.772401388944492,0.0817155214435265,3.807356138233848,-2.952184102668479,069500 is benchmark; score_rs excluded from state rule
2025-02,zscore_from_data_pipeline,069500,KODEX 200,0.035849,0.066807,1,0,3,4,True,neutral_watch,"neutral/watch: direction=0.036, positive=1, negative=0, neutral=3","score_return, score_ma_pos, score_momentum, score_vol",-0.6191740304494343,0.2454868918607371,1.2642052656364764,0.5434317696845832,069500 is benchmark; score_rs excluded from state rule
2025-03,zscore_from_data_pipeline,069500,KODEX 200,-0.007196,0.061209,1,0,3,4,True,neutral_watch,"neutral/watch: direction=-0.007, positive=1, negative=0, neutral=3","score_return, score_ma_pos, score_momentum, score_vol",-0.2284465842584368,1.080259838059151,-0.1493924695862951,-0.9902762465919408,069500 is benchmark; score_rs excluded from state rule
2025-04,zscore_from_data_pipeline,069500,KODEX 200,0.048793,0.289576,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=0.049","score_return, score_ma_pos, score_momentum, score_vol",-1.1631028399347194,-2.9453700391546302,-0.7071867911940497,6.767366449374331,069500 is benchmark; score_rs excluded from state rule
2025-05,zscore_from_data_pipeline,069500,KODEX 200,-0.514589,0.514589,0,4,0,4,True,risk_relief,"risk relief: direction=-0.515, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-5.4179205916534015,-6.532485575607099,-5.517573391235939,-3.115594955412772,069500 is benchmark; score_rs excluded from state rule
2025-06,zscore_from_data_pipeline,069500,KODEX 200,-0.74736,0.74736,0,3,1,4,True,risk_relief,"risk relief: direction=-0.747, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-8.94393830260774,-10.0,-10.0,-0.9504541814478564,069500 is benchmark; score_rs excluded from state rule
2025-07,zscore_from_data_pipeline,069500,KODEX 200,-0.512068,0.512068,0,4,0,4,True,risk_relief,"risk relief: direction=-0.512, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-1.8837511391552504,-6.577471959236451,-8.34678802246501,-3.674693937267982,069500 is benchmark; score_rs excluded from state rule
2025-08,zscore_from_data_pipeline,069500,KODEX 200,-0.134109,0.238706,1,2,1,4,True,conflict,"positive=1, negative=2, conflict_ratio=0.25, direction=-0.134","score_return, score_ma_pos, score_momentum, score_vol",2.091948042614828,-2.368455703258218,-4.198906309164185,-0.8889346492226678,069500 is benchmark; score_rs excluded from state rule
2025-09,zscore_from_data_pipeline,069500,KODEX 200,-0.429586,0.429586,0,4,0,4,True,risk_relief,"risk relief: direction=-0.430, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-5.704114186429958,-4.290751098782987,-5.955121322401505,-1.2334515306366785,069500 is benchmark; score_rs excluded from state rule
2025-10,zscore_from_data_pipeline,069500,KODEX 200,-0.684343,0.815657,1,3,0,4,True,risk_relief,"risk relief: direction=-0.684, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",-10.0,-10.0,-10.0,2.626260572152085,069500 is benchmark; score_rs excluded from state rule
2025-11,zscore_from_data_pipeline,069500,KODEX 200,0.226677,0.525584,2,2,0,4,True,risk_warning,"risk warning: direction=0.227, positive=2, negative=2","score_return, score_ma_pos, score_momentum, score_vol",5.045218005664588,-1.2960828252237075,-4.682041978854868,10.0,069500 is benchmark; score_rs excluded from state rule
2025-12,zscore_from_data_pipeline,069500,KODEX 200,-0.216677,0.250462,0,3,1,4,True,risk_relief,"risk relief: direction=-0.217, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-2.7172604750724,-2.816638685619007,-3.808879082498752,0.6757072106806918,069500 is benchmark; score_rs excluded from state rule
2026-01,zscore_from_data_pipeline,069500,KODEX 200,-0.684094,0.684094,0,4,0,4,True,risk_relief,"risk relief: direction=-0.684, negative=4, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-8.595999323681633,-9.131579436579646,-7.893279935653651,-1.7429008316562151,069500 is benchmark; score_rs excluded from state rule
2026-02,zscore_from_data_pipeline,069500,KODEX 200,-0.467199,0.967199,1,3,0,4,True,risk_relief,"risk relief: direction=-0.467, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",-8.687957806262519,-10.0,-10.0,10.0,069500 is benchmark; score_rs excluded from state rule
2026-03,zscore_from_data_pipeline,069500,KODEX 200,0.641684,0.641684,3,0,1,4,True,accident_zone,"strong risk direction: direction=0.642, intensity=0.642, positive=3","score_return, score_ma_pos, score_momentum, score_vol",9.326969195066104,5.70020000088703,0.6401730587044819,10.0,069500 is benchmark; score_rs excluded from state rule
2026-04,zscore_from_data_pipeline,069500,KODEX 200,-0.416866,0.429755,0,3,1,4,True,risk_relief,"risk relief: direction=-0.417, negative=3, positive=0","score_return, score_ma_pos, score_momentum, score_vol",-8.811037184115072,-3.9765699456905215,-4.144832093594063,0.2577794569089348,069500 is benchmark; score_rs excluded from state rule
2026-05,zscore_from_data_pipeline,069500,KODEX 200,-0.605733,0.846208,1,3,0,4,True,risk_relief,"risk relief: direction=-0.606, negative=3, positive=1","score_return, score_ma_pos, score_momentum, score_vol",-9.038802667652876,-10.0,-10.0,4.809501829593736,069500 is benchmark; score_rs excluded from state rule
2026-06,zscore_from_data_pipeline,069500,KODEX 200,0.079484,0.51844,2,2,0,4,True,conflict,"positive=2, negative=2, conflict_ratio=0.50, direction=0.079","score_return, score_ma_pos, score_momentum, score_vol",3.786679710470219,-1.3900724251329604,-7.389033539162493,8.171795571020883,069500 is benchmark; score_rs excluded from state rule
