year_month,069500,114260,153130
2012-03,20915.076171875,45770.8125,85535.6328125
2012-04,20801.697265625,46090.48046875,85787.0703125
2012-05,19188.603515625,46388.52734375,86055.5390625
2012-06,19259.08203125,46517.59765625,86272.8828125
2012-07,19651.09375,47207.328125,86583.9921875
2012-08,19651.09375,47438.703125,86792.8203125
2012-09,20618.94921875,47509.9140625,86967.5546875
2012-10,19670.689453125,47645.9765625,87176.359375
2012-11,20027.267578125,47672.30859375,87368.1328125
2012-12,20854.064453125,47761.9453125,87557.546875
2013-01,20407.35546875,47943.69140625,87758.828125
2013-02,21206.732421875,48245.1484375,87977.59375
2013-03,20814.875,48538.2578125,88170.1171875
2013-04,20211.416015625,48631.75390625,88340.75
2013-05,20641.865234375,48342.38671875,88533.2890625
2013-06,19089.876953125,48207.91796875,88695.171875
2013-07,19591.515625,48302.27734375,88878.9453125
2013-08,19828.75390625,48473.0234375,89075.8515625
2013-09,20619.529296875,48716.08984375,89255.2421875
2013-10,21113.775390625,48846.953125,89456.5078125
2013-11,21303.548828125,48657.44140625,89622.7890625
2013-12,21082.1328125,48946.65234375,89813.7265625
2014-01,20188.55859375,49060.4296875,90002.1875
2014-02,20548.361328125,49242.46484375,90172.6953125
2014-03,20552.314453125,49370.765625,90352.171875
2014-04,20361.662109375,49462.2421875,90558.59375
2014-05,20748.69921875,49700.09375,90724.609375
2014-06,20748.69921875,50017.33203125,90922.03125
2014-07,21545.982421875,50335.7421875,91204.7109375
2014-08,21138.859375,50478.7890625,91379.7109375
2014-09,20448.330078125,50891.2421875,91604.0625
2014-10,19933.427734375,51280.71484375,91814.984375
2014-11,20184.890625,51438.36328125,91967.53125
2014-12,19693.9375,51494.93359375,92087.5390625
2015-01,20240.76953125,51841.02734375,92290.0625
2015-02,20288.669921875,51822.328125,92409.7421875
2015-03,20695.80078125,52365.6171875,92653.6953125
2015-04,21528.302734375,52201.24609375,92782.6015625
2015-05,21043.615234375,52417.28125,92897.671875
2015-06,20320.626953125,52403.31640625,93049.5703125
2015-07,19637.966796875,52531.03125,93183.046875
2015-08,18712.828125,52687.1171875,93279.6953125
2015-09,19100.662109375,53019.8125,93417.796875
2015-10,20260.109375,52981.859375,93505.2734375
2015-11,19787.44140625,52815.8203125,93555.890625
2015-12,19670.2890625,53098.70703125,93720.2109375
2016-01,19007.75,53279.9765625,93842.015625
2016-02,19334.978515625,53561.39453125,93977.875
2016-03,20163.146484375,53618.0703125,94085.6171875
2016-04,20118.595703125,53656.33203125,94193.3671875
2016-05,19995.16796875,53670.69140625,94277.6875
2016-06,20077.45703125,54083.73828125,94455.6875
2016-07,20673.99609375,54194.3125,94558.7578125
2016-08,21060.890625,54102.96875,94624.34375
2016-09,21126.740234375,54248.5625,94713.359375
2016-10,21015.615234375,53988.17578125,94760.1953125
2016-11,20916.83203125,53573.47265625,94769.5625
2016-12,21670.037109375,53811.26171875,94934.84375
2017-01,22423.236328125,53782.1953125,95067.71875
2017-02,22526.134765625,53854.87890625,95186.3671875
2017-03,23493.365234375,53999.91796875,95295.4921875
2017-04,24054.69140625,54033.91015625,95399.90625
2017-05,25594.46484375,54150.44140625,95513.8046875
2017-06,26213.71484375,54129.8828125,95603.96875
2017-07,26408.7421875,54188.390625,95722.609375
2017-08,25863.107421875,54227.39453125,95812.78125
2017-09,26610.203125,54096.3046875,95898.1875
2017-10,28041.775390625,53758.94140625,95888.703125
2017-11,27336.001953125,53954.515625,95988.359375
