date,069500_ma20_gap_raw,069500_ma60_gap_raw,069500_vol20_raw,069500_drawdown_60_raw,069500_risk_vs_cash_ret20_raw,114260_ma20_gap_raw,114260_ma60_gap_raw,114260_vol20_raw,114260_drawdown_60_raw,114260_risk_vs_cash_ret20_raw,153130_ma20_gap_raw,153130_ma60_gap_raw,153130_vol20_raw,153130_drawdown_60_raw,153130_risk_vs_cash_ret20_raw,069500_ma20_gap_direction,069500_ma60_gap_direction,069500_vol20_direction,069500_drawdown_60_direction,069500_risk_vs_cash_ret20_direction,114260_ma20_gap_direction,114260_ma60_gap_direction,114260_vol20_direction,114260_drawdown_60_direction,114260_risk_vs_cash_ret20_direction,153130_ma20_gap_direction,153130_ma60_gap_direction,153130_vol20_direction,153130_drawdown_60_direction,153130_risk_vs_cash_ret20_direction,069500_ma20_gap_score,069500_ma60_gap_score,069500_vol20_score,069500_drawdown_60_score,069500_risk_vs_cash_ret20_score,114260_ma20_gap_score,114260_ma60_gap_score,114260_vol20_score,114260_drawdown_60_score,114260_risk_vs_cash_ret20_score,153130_ma20_gap_score,153130_ma60_gap_score,153130_vol20_score,153130_drawdown_60_score,153130_risk_vs_cash_ret20_score
2014-02-06,-0.01767392680961899,-0.036564304033319894,0.13239492820919707,-0.071083982997999,-0.032461720888850354,0.00207552539455258,0.005709703677790445,0.010294033208296312,-0.001018347012074039,0.0012998417579743737,0.0010824367752202413,0.0032298118178255564,0.0010429824177461968,0.0,0.0,0.01767392680961899,0.036564304033319894,0.13239492820919707,0.071083982997999,0.032461720888850354,-0.00207552539455258,-0.005709703677790445,0.010294033208296312,0.001018347012074039,-0.0012998417579743737,-0.0010824367752202413,-0.0032298118178255564,0.0010429824177461968,-0.0,-0.0,0.7982819575970288,1.1378920283486058,0.009890275360678037,1.1736454748080787,0.7996194379576538,-0.544070317484536,-0.7690990552550989,-0.8888016808161432,-0.598297205235342,-0.3949672375320453,-0.6087489923218015,-0.8505971513650575,-1.3049498843780454,-0.2824343143185334,
2014-02-07,-0.00812471952806515,-0.02778484256622471,0.1371224794668536,-0.06310327041531905,-0.024080960321495315,0.002715681497236444,0.006414400745060611,0.010559025181690114,-0.00018521901413426356,0.0019074760085440179,0.0010823635395909026,0.003227921576393289,0.0010274773024420817,0.0,0.0,0.00812471952806515,0.02778484256622471,0.1371224794668536,0.06310327041531905,0.024080960321495315,-0.002715681497236444,-0.006414400745060611,0.010559025181690114,0.00018521901413426356,-0.0019074760085440179,-0.0010823635395909026,-0.003227921576393289,0.0010274773024420817,-0.0,-0.0,0.34267193459379847,0.8547639884521603,0.17510856532915536,0.8653321155174046,0.5654517352994018,-0.8260611351010548,-0.9479688238963933,-0.8422151571803989,-0.8288493230868761,-0.5560142481431496,-0.6046423026053036,-0.8426145449128972,-1.3308264081082464,-0.2772459193769575,
2014-02-10,-0.006902496533034208,-0.02691245580109336,0.1363161957493041,-0.06273214697295104,-0.01850023996355543,0.00219989580424218,0.005965304890643397,0.00955118273873388,-0.00046292834678085537,0.0027988927437723188,0.001034927757843196,0.003173614469747621,0.0010426173411043338,0.0,0.0,0.006902496533034208,0.02691245580109336,0.1363161957493041,0.06273214697295104,0.01850023996355543,-0.00219989580424218,-0.005965304890643397,0.00955118273873388,0.00046292834678085537,-0.0027988927437723188,-0.001034927757843196,-0.003173614469747621,0.0010426173411043338,-0.0,-0.0,0.28622192757573156,0.8220855477394656,0.14524553295542264,0.8469365258589328,0.4100977083081594,-0.5937956512962671,-0.8302163380092861,-1.0089450966530822,-0.7508919704734371,-0.7860821572188182,-0.344242064233027,-0.6098301378507855,-1.283605292061922,-0.2759840205304702,
2014-02-11,-0.0029306624491484135,-0.022708211651378707,0.13431701866104429,-0.05920564914422488,-0.006608958766231909,0.0025288826122988883,0.006351605385929604,0.009441073086442351,0.0,0.002659547902747139,0.0009400734488955731,0.003069285908322783,0.001086834108083403,0.0,0.0,0.0029306624491484135,0.022708211651378707,0.13431701866104429,0.05920564914422488,0.006608958766231909,-0.0025288826122988883,-0.006351605385929604,0.009441073086442351,-0.0,-0.002659547902747139,-0.0009400734488955731,-0.003069285908322783,0.001086834108083403,-0.0,-0.0,0.0960440049668214,0.6848482870543919,0.07032997377961989,0.7088408694386044,0.08104302234643125,-0.7344789950376052,-0.924820611535167,-1.0242545009264528,-0.8760669020575694,-0.7485481213548343,0.17112069661617,-0.16790578114584523,-1.1680540719553747,-0.27143031820473745,
2014-02-12,5.908227553907963e-05,-0.02000355923341668,0.1324397731385023,-0.056792980046064034,-0.010480329352126838,0.002699927589120854,0.006549743171599287,0.009091329932560137,0.0,0.0020979573132056117,0.0008949896338434904,0.003015628165876194,0.0010869335282426159,0.0,0.0,-5.908227553907963e-05,0.02000355923341668,0.1324397731385023,0.056792980046064034,0.010480329352126838,-0.002699927589120854,-0.006549743171599287,0.009091329932560137,-0.0,-0.0020979573132056117,-0.0008949896338434904,-0.003015628165876194,0.0010869335282426159,-0.0,-0.0,-0.04620992084774357,0.5959282658925187,-0.000331430736276313,0.61421556215466,0.19311208956693307,-0.8049134356891144,-0.9710697758189173,-1.0825132867344132,-0.8736494036586675,-0.6004926220160268,0.41812882119306305,0.05838569616089441,-1.1584935637159606,-0.26382884304410864,
2014-02-13,-0.006498527881065863,-0.026744347311564387,0.1346587859753467,-0.06366004725956331,-0.016552332749267484,0.002462752198143292,0.006384719548264695,0.008427662352205507,0.0,0.0026451073930784386,0.000989598546137227,0.003112693359760055,0.001086662135840026,0.0,0.0,0.006498527881065863,0.026744347311564387,0.1346587859753467,0.06366004725956331,0.016552332749267484,-0.002462752198143292,-0.006384719548264695,0.008427662352205507,-0.0,-0.0026451073930784386,-0.000989598546137227,-0.003112693359760055,0.001086662135840026,-0.0,-0.0,0.27243949900974157,0.8036444209198944,0.07397476039965416,0.8705636489416236,0.3662580356570267,-0.6950822821470214,-0.9248325145670713,-1.1925866962488605,-0.8713847553623316,-0.7386829940975104,-0.09086624472184263,-0.3522591639706498,-1.1499982988579023,-0.25603486661813396,
2014-02-14,0.005604167488491685,-0.014630996529508389,0.1414447613011281,-0.052524327013294236,-0.007645192461704808,0.0022349710305324955,0.00622129932641502,0.008468240249029589,0.0,0.002558725369264714,0.0009397054490090095,0.003060740161520803,0.0010895500930819485,0.0,0.0,-0.005604167488491685,0.014630996529508389,0.1414447613011281,0.052524327013294236,0.007645192461704808,-0.0022349710305324955,-0.00622129932641502,0.008468240249029589,-0.0,-0.002558725369264714,-0.0009397054490090095,-0.003060740161520803,0.0010895500930819485,-0.0,-0.0,-0.31014748596225744,0.42039391236302354,0.31057869414169315,0.4470075306072122,0.11911966247722978,-0.5903171900043749,-0.8795720323355258,-1.1844383226852329,-0.8694231042468625,-0.7133978659111833,0.18170136441246343,-0.13298278611052664,-1.1341616947313151,-0.25221076761474887,
2014-02-17,0.007813909524397422,-0.012347177933317965,0.14047595789273135,-0.05085381311917703,-0.010426326974001587,0.0020026683702485393,0.006050193595501296,0.00842814114187228,0.0,0.0027518306054561403,0.000894726291310155,0.0030086916449130197,0.0010864700943107458,0.0,0.0,-0.007813909524397422,0.012347177933317965,0.14047595789273135,0.05085381311917703,0.010426326974001587,-0.0020026683702485393,-0.006050193595501296,0.00842814114187228,-0.0,-0.0027518306054561403,-0.000894726291310155,-0.0030086916449130197,0.0010864700943107458,-0.0,-0.0,-0.4125169864079194,0.34803777745901143,0.27089765456375664,0.3840904888593061,0.2006357923425697,-0.4846867416043415,-0.8331313142741926,-1.1906538723424909,-0.8680826547998969,-0.7592337639454043,0.4258080631653427,0.08515747289773697,-1.1326325258211558,-0.25221076761474887,
2014-02-18,0.007399793102522256,-0.011986199990409618,0.1364795482608518,-0.05122511992292955,-0.001504585388698798,0.0021365840609117726,0.006234351524057269,0.008441090959457028,0.0,0.002843633701891779,0.0008497513097733833,0.0029566304496935203,0.0010864742079995267,0.0,0.0,-0.007399793102522256,0.011986199990409618,0.1364795482608518,0.05122511992292955,0.001504585388698798,-0.0021365840609117726,-0.006234351524057269,0.008441090959457028,-0.0,-0.002843633701891779,-0.0008497513097733833,-0.0029566304496935203,0.0010864742079995267,-0.0,-0.0,-0.38777232486818114,0.33634969217492827,0.12294960392854845,0.3985626634542418,-0.047766666519221394,-0.541312459251124,-0.877302069636199,-1.1877719779647928,-0.8677345338906498,-0.7794713071732328,0.6702069206617901,0.3034753419253475,-1.1238634106875536,-0.25221076761474887,
2014-02-19,0.0030068938127727485,-0.01611755017843608,0.13561733190892783,-0.055864988078759614,-0.012399500856734691,0.002275235523997887,0.006412354418367627,0.008413812833482436,0.0,0.0027488055411275525,0.0008048759667400596,0.0029062729720266134,0.0010865733451670017,0.0,0.0,-0.0030068938127727485,0.01611755017843608,0.13561733190892783,0.055864988078759614,0.012399500856734691,-0.002275235523997887,-0.006412354418367627,0.008413812833482436,-0.0,-0.0027488055411275525,-0.0008048759667400596,-0.0029062729720266134,0.0010865733451670017,-0.0,-0.0,-0.17054728755183965,0.465228027404049,0.08607671866141066,0.5738342812881878,0.26408199697516066,-0.6014419629153708,-0.920863433681168,-1.1923102279249482,-0.8677345338906498,-0.751503243196902,0.9074478321613294,0.5112006589983624,-1.1167064527684665,-0.25221076761474887,
2014-02-20,-0.0014904011085969948,-0.02119321071037006,0.13295361928949886,-0.061247286480710095,-0.02602400814731809,0.002473720789682776,0.006665994308711731,0.008300743180534063,0.0,0.003200643776572143,0.000949431428142633,0.0030548246869270823,0.001201697969961351,0.0,0.0,0.0014904011085969948,0.02119321071037006,0.13295361928949886,0.061247286480710095,0.02602400814731809,-0.002473720789682776,-0.006665994308711731,0.008300743180534063,-0.0,-0.003200643776572143,-0.000949431428142633,-0.0030548246869270823,0.001201697969961351,-0.0,-0.0,0.049056106957211756,0.6216410708085321,-0.014590239409682206,0.7743135638277746,0.650546087166446,-0.6871628805655443,-0.9828645993910526,-1.212573744818068,-0.8677345338906498,-0.8647092902825181,0.12109177476855436,-0.12225859978178229,-0.841444708195673,-0.25221076761474887,
2014-02-21,0.01447528044875468,-0.005501623994451976,0.14567376976436583,-0.04658543512848412,-0.009246906303659985,0.0008799623153270542,0.005088834779131135,0.0100694741548067,-0.001386316164648016,0.001993573322281339,0.0008944910928534444,0.003002630672317652,0.0012017085084234432,0.0,0.0,-0.01447528044875468,0.005501623994451976,0.14567376976436583,0.04658543512848412,0.009246906303659985,-0.0008799623153270542,-0.005088834779131135,0.0100694741548067,0.001386316164648016,-0.001993573322281339,-0.0008944910928534444,-0.003002630672317652,0.0012017085084234432,-0.0,-0.0,-0.723679853913998,0.1289768138770555,0.4396477008278388,0.21962410211714153,0.17759456749974592,0.013595598647556138,-0.5840114062523112,-0.9192851703336772,-0.4882392251711998,-0.553287980582488,0.41635607962950394,0.0962759801239361,-0.8388650763684253,-0.25221076761474887,
2014-02-24,0.01094089788265884,-0.008394042362148468,0.14148728781805414,-0.049925821151872496,-0.0022853343609580135,0.000977189687483948,0.00520649172968457,0.009872361176594764,-0.001108910143374553,0.0017261800643446623,0.000799742885102317,0.0029021703546074917,0.001201418076413292,0.0,0.0,-0.01094089788265884,0.008394042362148468,0.14148728781805414,0.049925821151872496,0.0022853343609580135,-0.000977189687483948,-0.00520649172968457,0.009872361176594764,0.001108910143374553,-0.0017261800643446623,-0.000799742885102317,-0.0029021703546074917,0.001201418076413292,-0.0,-0.0,-0.5522044336051956,0.2167254116192398,0.2846052690787569,0.3424071875077052,-0.019788377284932452,-0.029726471046953352,-0.6134486142610174,-0.9555504459464148,-0.565533699061613,-0.4828321760668002,0.9245237688594009,0.5187603196524814,-0.8370279704003681,-0.25221076761474887,
2014-02-25,0.018788681418080877,0.00045842634523229897,0.1434241559498226,-0.0419454752919618,0.010558553653668978,0.0010786986323840786,0.005316032416960548,0.009853969167702583,-0.0008318214295318649,0.0015321682050435381,0.0008993483904102817,0.0029997756693429523,0.0012575276327994166,0.0,0.0,-0.018788681418080877,-0.00045842634523229897,0.1434241559498226,0.0419454752919618,-0.010558553653668978,-0.0010786986323840786,-0.005316032416960548,0.009853969167702583,0.0008318214295318649,-0.0015321682050435381,-0.0008993483904102817,-0.0029997756693429523,0.0012575276327994166,-0.0,-0.0,-0.9341837683377465,-0.06312986926560278,0.3511062552197969,0.038150887971529865,-0.3838201026801397,-0.07442033204622914,-0.6403925271874763,-0.9617750019099477,-0.6422853942033222,-0.43124394411580197,0.37986774169502796,0.09841273857654122,-0.7038522909707718,-0.25221076761474887,
2014-02-26,0.021462000631407907,0.00505153352533827,0.13578931436281388,-0.03804757897879074,0.026990760695494442,0.0014394460259430364,0.005676631204401428,0.009945374250932905,-0.000277406021273352,0.001902921198116081,0.0008493300849650165,0.0029482251969399353,0.0012577165688056192,0.0,0.0,-0.021462000631407907,-0.00505153352533827,0.13578931436281388,0.03804757897879074,-0.026990760695494442,-0.0014394460259430364,-0.005676631204401428,0.009945374250932905,0.000277406021273352,-0.001902921198116081,-0.0008493300849650165,-0.0029482251969399353,0.0012577165688056192,-0.0,-0.0,-1.0621039559512104,-0.2085636611837899,0.07124573529013348,-0.1111909033133269,-0.8471914375094156,-0.23350804200854347,-0.7308880764907074,-0.9497374912308383,-0.7956579852715925,-0.5240368597696682,0.6459701770424614,0.3137325877959387,-0.7018444600432682,-0.25221076761474887,
2014-02-27,0.021619171272959647,0.00723760225303316,0.13572611108671465,-0.036562810167242055,0.025976368801330363,0.00203158478369847,0.006300592287835416,0.01013095603821574,0.0,0.002881793337334626,0.0009514152246721252,0.0030448892599257427,0.001189160866796232,0.0,0.0,-0.021619171272959647,-0.00723760225303316,0.13572611108671465,0.036562810167242055,-0.025976368801330363,-0.00203158478369847,-0.006300592287835416,0.01013095603821574,-0.0,-0.002881793337334626,-0.0009514152246721252,-0.0030448892599257427,0.001189160866796232,-0.0,-0.0,-1.0668087070990675,-0.2780179831053081,0.06605431327535385,-0.1691045269049796,-0.8142617192988707,-0.4939799481572426,-0.8873841935472736,-0.9223448019988909,-0.8722474875877623,-0.7725483209066617,0.09029487423640156,-0.10254535702278099,-0.8601781700159145,-0.25221076761474887,
2014-02-28,0.021884809645615233,0.009024942579132889,0.13082492552087874,-0.02805314280118476,0.015927550437383253,0.001290924090764367,0.005542659086110291,0.010434507282833216,-0.0005541874410978087,0.0018157681319124208,0.0009065484205166285,0.0029926004594249545,0.0012008661801715672,0.0,0.0,-0.021884809645615233,-0.009024942579132889,0.13082492552087874,0.02805314280118476,-0.015927550437383253,-0.001290924090764367,-0.005542659086110291,0.010434507282833216,0.0005541874410978087,-0.0018157681319124208,-0.0009065484205166285,-0.0029926004594249545,0.0012008661801715672,-0.0,-0.0,-1.0776026385512842,-0.33500568340189507,-0.11436311014410507,-0.49244026557406173,-0.5273920571223091,-0.16815522210873501,-0.6952212670888711,-0.8752068866005186,-0.7202459384689947,-0.4973924733809007,0.3289937940367506,0.11656682762862743,-0.8316990403462657,-0.25221076761474887,
2014-03-03,0.01248175102811544,0.0014927808921052499,0.12502815911258022,-0.03319568347536528,0.020973369944272013,0.0011794750565692347,0.005408979176258821,0.010297979423741268,-0.00046198143337294884,0.0022382894763928185,0.0008641071331565442,0.0029385898400462462,0.001211117131589447,0.0,0.0,-0.01248175102811544,-0.0014927808921052499,0.12502815911258022,0.03319568347536528,-0.020973369944272013,-0.0011794750565692347,-0.005408979176258821,0.010297979423741268,0.00046198143337294884,-0.0022382894763928185,-0.0008641071331565442,-0.0029385898400462462,0.001211117131589447,-0.0,-0.0,-0.628626634639645,-0.10276880563659217,-0.32344164862798713,-0.3034839553828261,-0.6699705869678063,-0.12009667376208114,-0.6614286209686228,-0.902430177707596,-0.7464994004772529,-0.6036970998745658,0.5544266872943723,0.34349687246748556,-0.8068146302715569,-0.25221076761474887,
2014-03-04,0.007410007324467838,-0.0011435083560172865,0.10143799494809579,-0.036196502259484675,0.037646750507158266,6.93529811530702e-05,0.004179610066422645,0.010449596210910293,-0.0014779124591564052,5.8801034599431645e-05,0.0007743883830853004,0.0028363444178201025,0.0012465249103216502,0.0,0.0,-0.007410007324467838,0.0011435083560172865,0.10143799494809579,0.036196502259484675,-0.037646750507158266,-6.93529811530702e-05,-0.004179610066422645,0.010449596210910293,0.0014779124591564052,-5.8801034599431645e-05,-0.0007743883830853004,-0.0028363444178201025,0.0012465249103216502,-0.0,-0.0,-0.38748821017072127,-0.02353983217331968,-1.176453719353071,-0.1944562314610446,-1.1400350634227787,0.36548792202782715,-0.3531606962785558,-0.8806028117996899,-0.46841189692844876,-0.04713123238778505,1.035551723197651,0.7777759211670194,-0.7239383546981883,-0.25221076761474887,
2014-03-05,0.014436018274180507,0.008115841263235835,0.10429878345747023,-0.027381834480353695,0.042556614867787834,0.0006474097130433343,0.004631383937085731,0.00996741026182036,-0.0008314397274380436,-0.00035592655040739274,0.0007867138925898853,0.002833810997090902,0.0012270243114176076,0.0,0.0,-0.014436018274180507,-0.008115841263235835,0.10429878345747023,0.027381834480353695,-0.042556614867787834,-0.0006474097130433343,-0.004631383937085731,0.00996741026182036,0.0008314397274380436,0.00035592655040739274,-0.0007867138925898853,-0.002833810997090902,0.0012270243114176076,-0.0,-0.0,-0.7376172739606636,-0.31900045066233473,-1.065946314189738,-0.5362197025408797,-1.277136527403426,0.10840210133315144,-0.4683715176124587,-0.9665655439765058,-0.6478860510555347,0.05839378589551133,0.9605744714006202,0.782320492625008,-0.7691447219717322,-0.25221076761474887,
2014-03-06,0.013570306094612405,0.009163100120648249,0.10218294459448315,-0.02644400333739294,0.03541862959864517,0.000615112279694241,0.004510682243673125,0.009101665094388917,-0.0007389165881303006,0.0007577842623756048,0.0008988009556527565,0.0029319848501419,0.0012269188653981412,0.0,0.0,-0.013570306094612405,-0.009163100120648249,0.10218294459448315,0.02644400333739294,-0.03541862959864517,-0.000615112279694241,-0.004510682243673125,0.009101665094388917,0.0007389165881303006,-0.0007577842623756048,-0.0008988009556527565,-0.0029319848501419,0.0012269188653981412,-0.0,-0.0,-0.6985804623686526,-0.35441445840795155,-1.1375990774439095,-0.576255942232499,-1.0754629785913163,0.11972496793014546,-0.43964446180346795,-1.117157509643529,-0.6746840855506453,-0.2262483583962586,0.34552885935690025,0.3509165649946367,-0.7690123681531654,-0.25221076761474887,
2014-03-07,0.010120615123891508,0.007135420499531531,0.09985115262698309,-0.028507176265747836,0.02440501344300583,-0.0003466966349825462,0.003393580268320262,0.009419677391457802,-0.001662483040397622,-0.001002938632581385,0.0009109401201430334,0.0029291436292520068,0.0012268610513838242,0.0,0.0,-0.010120615123891508,-0.007135420499531531,0.09985115262698309,0.028507176265747836,-0.02440501344300583,0.0003466966349825462,-0.003393580268320262,0.009419677391457802,0.001662483040397622,0.001002938632581385,-0.0009109401201430334,-0.0029291436292520068,0.0012268610513838242,-0.0,-0.0,-0.5306421104773205,-0.29187262352741355,-1.2157268508286834,-0.5001743376411284,-0.7657008786267514,0.5392721728117882,-0.16072372462544204,-1.0653357861280262,-0.42180674476510993,0.22138719342933946,0.27514677730985865,0.357390745623668,-0.7687680605406242,-0.25221076761474887,
2014-03-10,-0.0031864358206012966,-0.005022031081237777,0.11133442457330404,-0.040697776757463,0.011177320536126745,-0.00022198554912500335,0.003393493117511026,0.009357455013908033,-0.0014779124591564052,-0.0004898618985824665,0.000826245072799825,0.002828402473870506,0.001259290640507237,0.0,0.0,0.0031864358206012966,0.005022031081237777,0.11133442457330404,0.040697776757463,-0.011177320536126745,0.00022198554912500335,-0.003393493117511026,0.009357455013908033,0.0014779124591564052,0.0004898618985824665,-0.000826245072799825,-0.002828402473870506,0.001259290640507237,-0.0,-0.0,0.12114588255347798,0.09027811492150631,-0.7974967117608616,-0.035643870560865994,-0.39382492499666055,0.47843791307354366,-0.16521422624357718,-1.0795035620001543,-0.4749685282487195,0.08646698333929213,0.7317404148442803,0.7938728369910923,-0.6916768881930818,-0.25221076761474887,
2014-03-11,0.0006231646971373017,-0.00018165223481492188,0.11163559689979949,-0.03638410554551608,0.01176857686127497,0.0009819585773682693,0.00450283304262844,0.010216567300851433,-0.0001780693837919456,0.00010708075852527976,0.0008834973025577675,0.002876514359764215,0.001237545996105253,0.0,0.0,-0.0006231646971373017,0.00018165223481492188,0.11163559689979949,0.03638410554551608,-0.01176857686127497,-0.0009819585773682693,-0.00450283304262844,0.010216567300851433,0.0001780693837919456,-0.00010708075852527976,-0.0008834973025577675,-0.002876514359764215,0.001237545996105253,-0.0,-0.0,-0.0718586214460374,-0.06677034091149041,-0.7839418584833239,-0.2079880789214809,-0.4138906208828606,-0.0598532345430348,-0.45077209125679524,-0.9378977899171388,-0.8355674166621169,-0.07061124604320167,0.41062720116562845,0.5751519030642961,-0.740442573466869,-0.25221076761474887,
2014-03-12,-0.014356282443132584,-0.014931937680692231,0.12470977273627354,-0.051012900250452686,-0.006222313987808925,0.0006380016214677653,0.004022516548833899,0.010246552118679914,-0.0004566694793595172,-0.0005924580909710819,0.000888249160237109,0.0028720380079800822,0.0012274987230062246,0.0,0.0,0.014356282443132584,0.014931937680692231,0.12470977273627354,0.051012900250452686,0.006222313987808925,-0.0006380016214677653,-0.004022516548833899,0.010246552118679914,0.0004566694793595172,0.0005924580909710819,-0.000888249160237109,-0.0028720380079800822,0.0012274987230062246,-0.0,-0.0,0.6644746875145144,0.39776224660001047,-0.3123857539448585,0.35325014732626586,0.09233612032278692,0.08888481609640934,-0.33215161446568364,-0.9381768229137866,-0.7587276979401192,0.10510206266693277,0.3777887345852917,0.5902277399864732,-0.7615403567246911,-0.25221076761474887,
2014-03-13,-0.012278576360790328,-0.012208061762713829,0.1221078882754657,-0.04876240196686066,0.003458696964314445,0.0016322793883301046,0.004922219270619976,0.01089566644696727,0.0,0.0005237947898950601,0.000992727314208075,0.00296740814463492,0.0012271712222632256,0.0,0.0,0.012278576360790328,0.012208061762713829,0.1221078882754657,0.04876240196686066,-0.003458696964314445,-0.0016322793883301046,-0.004922219270619976,0.01089566644696727,-0.0,-0.0005237947898950601,-0.000992727314208075,-0.00296740814463492,0.0012271712222632256,-0.0,-0.0,0.5562362930734996,0.3073414393655554,-0.4048461426892897,0.2604916150970044,-0.1860000505104798,-0.35704699338216983,-0.5650233844551897,-0.8322079668657357,-0.8855276563832287,-0.18572279441318137,-0.20928368852049264,0.151026362807806,-0.7591176504667715,-0.25221076761474887,
2014-03-14,-0.021224225810794972,-0.021532541445742237,0.11907862193142868,-0.058139416386095544,-0.018151207278043535,0.0030116237963886405,0.006281173156549524,0.0120414295747781,0.0,0.002104702981489792,0.0009479881011864588,0.0029140601894375173,0.0012271749165586984,0.0,0.0,0.021224225810794972,0.021532541445742237,0.11907862193142868,0.058139416386095544,0.018151207278043535,-0.0030116237963886405,-0.006281173156549524,0.0120414295747781,-0.0,-0.002104702981489792,-0.0009479881011864588,-0.0029140601894375173,0.0012271749165586984,-0.0,-0.0,0.9933261619912905,0.5992326284066519,-0.5122411401036198,0.6200523397257376,0.4233908308117146,-0.9720855034153544,-0.9137261713359037,-0.640064443215124,-0.8848268836287013,-0.5953260897884234,0.03672137770370019,0.3881095638427845,-0.7557070557922437,-0.25221076761474887,
2014-03-17,-0.016821710249864563,-0.0174700702388072,0.11986703047303722,-0.054575973031078084,-0.01621720550595862,0.0016643242071727737,0.004896832933865669,0.01302485220304127,-0.001204152403514902,0.0008457955084575364,0.0009505686787558698,0.0029105886904365885,0.0012157536304623895,0.0,0.0,0.016821710249864563,0.0174700702388072,0.11986703047303722,0.054575973031078084,0.01621720550595862,-0.0016643242071727737,-0.004896832933865669,0.01302485220304127,0.001204152403514902,-0.0008457955084575364,-0.0009505686787558698,-0.0029105886904365885,0.0012157536304623895,-0.0,-0.0,0.7694262710766614,0.46628499966096343,-0.4825802670433255,0.47555810143041466,0.36321074708155804,-0.3703820806478872,-0.5605363345678012,-0.47540256557812416,-0.5515820064561587,-0.27231073259078387,0.018836782672707962,0.397743860806358,-0.7786965497582279,-0.25221076761474887,
2014-03-18,-0.01001883860788133,-0.010710502251581766,0.12259593622277296,-0.04838710275119984,-0.00942581317481983,0.0014553421331924277,0.004651507230409191,0.013019761475553669,-0.0012965482783872107,0.00033247235737166037,0.0009503181653229831,0.002905920609788115,0.0012028537510864628,0.0,0.0,0.01001883860788133,0.010710502251581766,0.12259593622277296,0.04838710275119984,0.00942581317481983,-0.0014553421331924277,-0.004651507230409191,0.013019761475553669,0.0012965482783872107,-0.00033247235737166037,-0.0009503181653229831,-0.002905920609788115,0.0012028537510864628,-0.0,-0.0,0.4297970223218286,0.2487188735368675,-0.3837247235201985,0.2289848714134493,0.1645322623416459,-0.2774776076021927,-0.4992679654208796,-0.4820876091455646,-0.5267970768202068,-0.14157460137181438,0.017330979423592793,0.41310340557137337,-0.8050993721280088,-0.25221076761474887,
2014-03-19,-0.009893268309927983,-0.010285969887034896,0.12141422126763035,-0.04838710275119984,-0.0044979761248633565,0.0025923874146973613,0.005773630065998292,0.013660649308748026,0.0,0.0013123442445099887,0.0008532138497592268,0.0028033352992160587,0.0012425242762944698,0.0,0.0,0.009893268309927983,0.010285969887034896,0.12141422126763035,0.04838710275119984,0.0044979761248633565,-0.0025923874146973613,-0.005773630065998292,0.013660649308748026,-0.0,-0.0013123442445099887,-0.0008532138497592268,-0.0028033352992160587,0.0012425242762944698,-0.0,-0.0,0.42175113645346307,0.2330218739953576,-0.4251333215857681,0.2247210329076685,0.019048281126681166,-0.7815207207165145,-0.786218867565415,-0.376607498314457,-0.8845751244960225,-0.3945134583312729,0.5605554614296739,0.8845187634787738,-0.7116018328658359,-0.24885239688296087,
2014-03-20,-0.021181112555579418,-0.021397639328270657,0.12697970870558564,-0.059639964743552376,-0.010640960717324899,0.0008648236288137934,0.003952342726382341,0.015061145111671378,-0.0016672392626777555,-0.000822394777296731,0.0010047820029754906,0.002948177354187065,0.0012414610534769062,0.0,0.0,0.021181112555579418,0.021397639328270657,0.12697970870558564,0.059639964743552376,0.010640960717324899,-0.0008648236288137934,-0.003952342726382341,0.015061145111671378,0.0016672392626777555,0.000822394777296731,-0.0010047820029754906,-0.002948177354187065,0.0012414610534769062,-0.0,-0.0,0.9777950545321734,0.583924466200912,-0.22511369903050504,0.6616240936846548,0.1924475074591016,-0.01397635156899969,-0.32260517980227416,-0.1366826644691501,-0.42485889079235484,0.15414232663777144,-0.2924628853882039,0.20193516644213128,-0.7114282051097158,-0.24885239688296087,
2014-03-21,-0.012758041190348957,-0.0132689177379538,0.11647183703934842,-0.052325474747485945,-0.018193591215297844,0.001356933624428125,0.004458347572941612,0.014182771834326001,-0.0010188069113696852,0.0013182394755488769,0.0008628857687515978,0.002796452789371351,0.0013381618619871347,-4.974829095150124e-05,0.0,0.012758041190348957,0.0132689177379538,0.11647183703934842,0.052325474747485945,0.018193591215297844,-0.001356933624428125,-0.004458347572941612,0.014182771834326001,0.0010188069113696852,-0.0013182394755488769,-0.0008628857687515978,-0.002796452789371351,0.0013381618619871347,4.974829095150124e-05,-0.0,0.5594637877734633,0.32325084965429324,-0.6004202757547917,0.3699847464989953,0.40518506124771086,-0.23554808025972226,-0.4554802526875914,-0.296175881475305,-0.6062070392003581,-0.4005281736661795,0.49995184343336135,0.9086022261921205,-0.48636254157781283,0.6404311941732411,
