signal_month,return_month,target_w_069500,target_w_114260,target_w_153130,hsi_state_x,lambda_w_069500,lambda_w_114260,lambda_w_153130,hsi_state_y,hsi_risk_flag,macro_data_available,macro_signal_version,macro_risk_flag_no_gdp,macro_defense_addon_no_gdp,macro_risk_source,macro_hsi_overlap_type_no_gdp,overlay_strength_no_gdp,macro_delta_base_no_gdp,rate_z_used,fx_z_used,rate_fx_departure_used,macro_scale,macro_overlay_delta,weight_069500,weight_114260,weight_153130,ret_069500,ret_114260,ret_153130,strategy_return,turnover,cum_return,drawdown,lambda_value,strategy_id
2012-03-31,2012-04-30,0.5,0.35,0.15,insufficient_data,0.5,0.35,0.15,insufficient_data,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5,0.35,0.15,-0.005421,0.006984,0.00294,0.00017489999999999997,0.0,1.0001749,0.0,0.1,lambda_0.1_macro_0.00
2012-04-30,2012-05-31,0.5,0.35,0.15,insufficient_data,0.5,0.35,0.15,insufficient_data,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5,0.35,0.15,-0.077546,0.006467,0.00313,-0.036040050000000004,0.0,0.964128546595255,-0.03604004999999999,0.1,lambda_0.1_macro_0.00
2012-05-31,2012-06-30,0.5,0.35,0.15,insufficient_data,0.5,0.35,0.15,insufficient_data,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5,0.35,0.15,0.003673,0.002782,0.002525,0.0031889500000000003,0.0,0.96720310432392,-0.03296602991744746,0.1,lambda_0.1_macro_0.00
2012-06-30,2012-07-31,0.5,0.35,0.15,insufficient_data,0.5,0.35,0.15,insufficient_data,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5,0.35,0.15,0.020355,0.014828,0.003606,0.0159082,0.0,0.9825895647481256,-0.017582260114580306,0.1,lambda_0.1_macro_0.00
2012-07-31,2012-08-31,0.7,0.2,0.1,risk_relief,0.52,0.33499999999999996,0.145,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.52,0.33499999999999996,0.145,0.0,0.004901,0.002412,0.0019915749999999998,0.020000000000000018,0.9845464655605388,-0.015625701504268008,0.1,lambda_0.1_macro_0.00
2012-08-31,2012-09-30,0.7,0.2,0.1,risk_relief,0.5380000000000001,0.3215,0.1405,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.538,0.32149999999999995,0.14049999999999999,0.049252,0.001501,0.002013,0.027262974000000002,0.018000000000000016,1.0113881302529077,0.0,0.1,lambda_0.1_macro_0.00
2012-09-30,2012-10-31,0.7,0.2,0.1,risk_relief,0.5542,0.30934999999999996,0.13645,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5542,0.30934999999999996,0.13645,-0.04599,0.002864,0.002401,-0.024274063150000004,0.016199999999999992,0.9868376309099882,-0.024274063150000025,0.1,lambda_0.1_macro_0.00
2012-10-31,2012-11-30,0.5,0.35,0.15,neutral_watch,0.54878,0.31341499999999994,0.13780499999999998,neutral_watch,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.54878,0.31341499999999994,0.13780499999999998,0.018128,0.000553,0.0022,0.010424773335,0.00541999999999998,0.9971251895306733,-0.014102341421258213,0.1,lambda_0.1_macro_0.00
2012-11-30,2012-12-31,0.7,0.2,0.1,risk_relief,0.563902,0.30207349999999994,0.1340245,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.563902,0.30207349999999994,0.1340245,0.041283,0.00188,0.002168,0.024138029562,0.015121999999999983,1.0211938268325795,0.0,0.1,lambda_0.1_macro_0.00
2012-12-31,2013-01-31,0.7,0.2,0.1,risk_relief,0.5775118,0.29186614999999994,0.13062205,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5775118,0.29186614999999994,0.13062205,-0.021421,0.003805,0.002299,-0.0109600294741,0.013609800000000005,1.0100015123917254,-0.01096002947410002,0.1,lambda_0.1_macro_0.00
2013-01-31,2013-02-28,0.7,0.2,0.1,risk_relief,0.5897606200000001,0.2826795349999999,0.127559845,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5897606200000001,0.2826795349999999,0.127559845,0.039171,0.006288,0.002493,0.025197008855685002,0.012248820000000021,1.0354505294437149,0.0,0.1,lambda_0.1_macro_0.00
2013-02-28,2013-03-31,0.7,0.2,0.1,risk_relief,0.6007845580000001,0.27441158149999995,0.1248038605,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.6007845580000001,0.27441158149999995,0.1248038605,-0.018478,0.006076,0.002188,-0.009160901446756003,0.011023937999999997,1.0259648691904897,-0.009160901446755965,0.1,lambda_0.1_macro_0.00
2013-03-31,2013-04-30,0.5,0.35,0.15,neutral_watch,0.5907061022000001,0.28197042334999994,0.12732347445,neutral_watch,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5907061022000001,0.28197042334999994,0.12732347445,-0.028992,0.001926,0.001936,-0.016336178033075105,0.010078455799999997,1.0092045244317132,-0.025347425362853504,0.1,lambda_0.1_macro_0.00
2013-04-30,2013-05-31,0.5,0.35,0.15,neutral_watch,0.5816354919800001,0.28877338101499994,0.129591127005,neutral_watch,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5816354919800001,0.28877338101499994,0.129591127005,0.021297,-0.00595,0.002179,0.010951268521402708,0.009070610219999997,1.0202565941717792,-0.014673743302925812,0.1,lambda_0.1_macro_0.00
2013-05-31,2013-06-30,0.7,0.2,0.1,risk_relief,0.5934719427820001,0.27989604291349995,0.1266320143045,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5934719427820001,0.27989604291349995,0.1266320143045,-0.075186,-0.002782,0.001829,-0.04516784232722989,0.011836450802000006,0.9741738051929116,-0.05917880430629896,0.1,lambda_0.1_macro_0.00
2013-06-30,2013-07-31,0.0,0.3,0.7,accident_zone,0.5341247485038001,0.28190643862215,0.18396881287404998,accident_zone,True,False,no_gdp_rate_fx_verified,False,0.0,none,hsi_risk_only,0.0,0.0,,,,0.0,0.0,0.5341247485038001,0.28190643862215,0.18396881287404998,0.026278,0.001958,0.002072,0.01496888632828006,0.05934719427820001,0.9887561021468323,-0.04509575877272343,0.1,lambda_0.1_macro_0.00
2013-07-31,2013-08-31,0.5,0.35,0.15,neutral_watch,0.5307122736534201,0.288715794759935,0.18057193158664497,neutral_watch,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5307122736534201,0.288715794759935,0.18057193158664497,0.012109,0.003535,0.002215,0.007846972084610052,0.006809356137784994,0.9965148436788664,-0.03760265184833722,0.1,lambda_0.1_macro_0.00
2013-08-31,2013-09-30,0.5,0.35,0.15,neutral_watch,0.5276410462880781,0.29484421528394145,0.1775147384279805,neutral_watch,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5276410462880781,0.29484421528394145,0.1775147384279805,0.03988,0.005015,0.002014,0.02287848334881147,0.0061284205240065,1.0193135919368168,-0.015584460143709067,0.1,lambda_0.1_macro_0.00
2013-09-30,2013-10-31,0.7,0.2,0.1,risk_relief,0.5448769416592703,0.2853597937555473,0.16976326458518243,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5448769416592703,0.2853597937555473,0.16976326458518243,0.02397,0.002686,0.002255,0.014209992859239694,0.01723589537119219,1.033798030799565,-0.0015959223518265953,0.1,lambda_0.1_macro_0.00
2013-10-31,2013-11-30,0.7,0.2,0.1,risk_relief,0.5603892474933432,0.2768238143799926,0.16278693812666417,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5603892474933432,0.2768238143799926,0.16278693812666417,0.008989,-0.00388,0.001859,0.004265883463900759,0.015512305834072954,1.038208092724166,0.0,0.1,lambda_0.1_macro_0.00
2013-11-30,2013-12-31,0.7,0.2,0.1,risk_relief,0.5743503227440089,0.26914143294199333,0.15650824431399776,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.5743503227440089,0.26914143294199333,0.15650824431399776,-0.010393,0.005944,0.002131,-0.0040359271582381465,0.013961075250665686,1.0340179604868378,-0.004035927158238195,0.1,lambda_0.1_macro_0.00
2013-12-31,2014-01-31,0.7,0.2,0.1,risk_relief,0.586915290469608,0.262227289647794,0.150857419882598,risk_relief,False,False,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,,,,0.0,0.0,0.586915290469608,0.262227289647794,0.150857419882598,-0.042386,0.002324,0.002098,-0.023951076413789636,0.012564967725599105,1.0092521173019866,-0.027890338772260437,0.1,lambda_0.1_macro_0.00
2014-01-31,2014-02-28,0.2,0.45,0.35,risk_warning,0.5482237614226472,0.2810045606830146,0.1707716778943382,risk_warning,True,True,no_gdp_rate_fx_verified,False,0.0,none,hsi_risk_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5482237614226472,0.2810045606830146,0.1707716778943382,0.017822,0.003711,0.001894,0.011136693358700963,0.03869152904696081,1.0204918486539984,-0.01706425156413649,0.1,lambda_0.1_macro_0.00
2014-02-28,2014-03-31,0.7,0.2,0.1,risk_relief,0.5634013852803824,0.27290410461471315,0.16369451010490438,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634013852803824,0.27290410461471315,0.16369451010490438,0.000193,0.002605,0.001991,0.0011455674294993062,0.015177623857735259,1.0216608908778861,-0.01593823238543768,0.1,lambda_0.1_macro_0.00
2014-03-31,2014-04-30,0.5,0.35,0.15,neutral_watch,0.5570612467523443,0.2806136941532419,0.16232505909441397,neutral_watch,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5570612467523443,0.2806136941532419,0.16232505909441397,-0.009277,0.001853,0.002284,-0.004277129575883899,0.007709589538528655,1.0172911148649884,-0.02014719207619864,0.1,lambda_0.1_macro_0.00
2014-04-30,2014-05-31,0.7,0.2,0.1,risk_relief,0.5713551220771098,0.2725523247379177,0.15609255318497256,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5713551220771098,0.2725523247379177,0.15609255318497256,0.019009,0.004809,0.001833,0.012457711295216483,0.014293875324765587,1.0299642338771653,-0.007940468683276691,0.1,lambda_0.1_macro_0.00
2014-05-31,2014-06-30,0.7,0.2,0.1,risk_relief,0.5842196098693988,0.2652970922641259,0.1504832978664753,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5842196098693988,0.2652970922641259,0.1504832978664753,0.0,0.006383,0.002176,0.002020842996079366,0.01286448779228902,1.0320456298854082,-0.005935672127721503,0.1,lambda_0.1_macro_0.00
2014-06-30,2014-07-31,0.5,0.35,0.15,neutral_watch,0.5757976488824589,0.2737673830377133,0.15043496807982776,neutral_watch,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5757976488824589,0.2737673830377133,0.15043496807982776,0.038425,0.006366,0.003109,0.024335530134486753,0.008470290773587436,1.0571610074116498,0.0,0.1,lambda_0.1_macro_0.00
2014-07-31,2014-08-31,0.7,0.2,0.1,risk_relief,0.588217883994213,0.26639064473394203,0.145391471271845,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588217883994213,0.26639064473394203,0.145391471271845,-0.018896,0.002842,0.001919,-0.010078876690250116,0.012420235111754094,1.046506011976207,-0.010078876690250205,0.1,lambda_0.1_macro_0.00
2014-08-31,2014-09-30,0.5,0.35,0.15,neutral_watch,0.5793960955947918,0.2747515802605478,0.1458523241446605,neutral_watch,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5793960955947918,0.2747515802605478,0.1458523241446605,-0.032666,0.008171,0.002455,-0.01632349024061539,0.008821788399421271,1.029423381302968,-0.02623784448557598,0.1,lambda_0.1_macro_0.00
2014-09-30,2014-10-31,0.0,0.3,0.7,accident_zone,0.5214564860353126,0.277276422234493,0.20126709173019447,accident_zone,True,True,no_gdp_rate_fx_verified,False,0.0,none,hsi_risk_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5214564860353126,0.277276422234493,0.20126709173019447,-0.025181,0.007653,0.002302,-0.010545482470331723,0.057939609559479174,1.018567615080888,-0.03650663622682582,0.1,lambda_0.1_macro_0.00
2014-10-31,2014-11-30,0.0,0.3,0.7,accident_zone,0.4693108374317813,0.2795487800110437,0.251140382557175,accident_zone,True,True,no_gdp_rate_fx_verified,False,0.0,none,hsi_risk_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4693108374317813,0.2795487800110437,0.251140382557175,0.012615,0.003074,0.001661,0.007196833339383337,0.05214564860353127,1.0258980764515182,-0.029572535064148475,0.1,lambda_0.1_macro_0.00
2014-11-30,2014-12-31,0.7,0.2,0.1,risk_relief,0.4923797536886032,0.2715939020099393,0.23602634430145752,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4923797536886032,0.2715939020099393,0.23602634430145752,-0.024323,0.0011,0.001305,-0.011369385077443561,0.023068916256821892,1.0142342461701324,-0.040605698602731444,0.1,lambda_0.1_macro_0.00
2014-12-31,2015-01-31,0.2,0.45,0.35,risk_warning,0.4631417783197429,0.2894345118089454,0.24742370987131176,risk_warning,True,True,no_gdp_rate_fx_verified,False,0.0,none,hsi_risk_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4631417783197429,0.2894345118089454,0.24742370987131176,0.027766,0.006721,0.002199,0.015348968708700918,0.029237975368860317,1.0298016958778906,-0.02587998549127879,0.1,lambda_0.1_macro_0.00
2015-01-31,2015-02-28,0.7,0.2,0.1,risk_relief,0.48682760048776863,0.28049106062805085,0.23268133888418058,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48682760048776863,0.28049106062805085,0.23268133888418058,0.002367,-0.000361,0.001297,0.0013528513540006042,0.02368582216802574,1.0311948644965112,-0.024562145910691502,0.1,lambda_0.1_macro_0.00
2015-02-28,2015-03-31,0.7,0.2,0.1,risk_relief,0.5081448404389918,0.2724419545652458,0.21941320499576253,risk_relief,False,True,no_gdp_rate_fx_verified,True,0.025,rate_up_fx_up_departure_high,macro_risk_only_risk_relief,0.25,0.00625,1.7073440690290496,0.3081818201044174,0.9999999995038517,0.0,0.0,0.5081448404389918,0.2724419545652458,0.21941320499576253,0.020067,0.010484,0.00264,0.013632474825940098,0.02131723995122313,1.0452526025273985,-0.011264513920550057,0.1,lambda_0.1_macro_0.00
2015-03-31,2015-04-30,0.7,0.2,0.1,risk_relief,0.5273303563950925,0.2651977591087212,0.20747188449618623,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,-2.834024777797518,0.1782108329649477,0.8816753691052234,0.0,0.0,0.5273303563950925,0.2651977591087212,0.20747188449618623,0.040226,-0.003139,0.001391,0.02066852854184091,0.019185515956100824,1.0668564357761694,0.0,0.1,lambda_0.1_macro_0.00
2015-04-30,2015-05-31,0.7,0.2,0.1,risk_relief,0.5445973207555833,0.2586779831978491,0.19672469604656764,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,1.913413707179742,-1.780373252414141,0.036017360011529,0.0,0.0,0.5445973207555833,0.2586779831978491,0.19672469604656764,-0.022514,0.004139,0.00124,-0.01094645728393756,0.017266964360490716,1.0551781373738518,-0.010946457283937505,0.1,lambda_0.1_macro_0.00
2015-05-31,2015-06-30,0.2,0.45,0.35,risk_warning,0.510137588680025,0.2778101848780642,0.21205222644191088,risk_warning,True,True,no_gdp_rate_fx_verified,False,0.0,none,hsi_risk_only,0.0,0.0,-0.2490703234435256,1.7893078387361478,0.7556191206885773,0.0,0.0,0.510137588680025,0.2778101848780642,0.21205222644191088,-0.034357,-0.000266,0.001635,-0.01725398925322466,0.0344597320755583,1.0369721051313658,-0.028011576480824085,0.1,lambda_0.1_macro_0.00
2015-06-30,2015-07-31,0.5,0.35,0.15,neutral_watch,0.5091238298120225,0.28502916639025777,0.20584700379771978,neutral_watch,False,True,no_gdp_rate_fx_verified,True,0.025,rate_up_fx_up_departure_high,macro_risk_only_neutral,0.5,0.0125,1.0600480722977257,0.5617772701442733,0.9999999993834108,0.0,0.0,0.5091238298120225,0.28502916639025777,0.20584700379771978,-0.033594,0.002437,0.001434,-0.016113705256766097,0.0072189815121935785,1.0202626422697907,-0.04367391145040089,0.1,lambda_0.1_macro_0.00
2015-07-31,2015-08-31,0.0,0.3,0.7,accident_zone,0.45821144683082027,0.286526249751232,0.2552623034179478,accident_zone,True,True,no_gdp_rate_fx_verified,True,0.025,rate_up_fx_up_departure_high,both_hsi_and_macro_risk,1.0,0.025,0.3464459369134741,1.5860531655972914,0.9999999994825352,0.0,0.0,0.45821144683082027,0.286526249751232,0.2552623034179478,-0.04711,0.002972,0.001037,-0.02047007823729487,0.05091238298120225,0.9993777861599389,-0.06324998130337733,0.1,lambda_0.1_macro_0.00
2015-08-31,2015-09-30,0.0,0.3,0.7,accident_zone,0.41239030214773825,0.2878736247761088,0.299736073076153,accident_zone,True,True,no_gdp_rate_fx_verified,True,0.025,rate_up_fx_up_departure_high,both_hsi_and_macro_risk,1.0,0.025,0.2629753903587427,0.175090492610408,0.9999999977172382,0.0,0.0,0.41239030214773825,0.2878736247761088,0.299736073076153,0.020725,0.006315,0.001481,0.010808620076698784,0.045821144683082016,1.010179680963634,-0.05312500624444494,0.1,lambda_0.1_macro_0.00
2015-09-30,2015-10-31,0.2,0.45,0.35,risk_warning,0.39115127193296445,0.3040862622984979,0.3047624657685377,risk_warning,True,True,no_gdp_rate_fx_verified,False,0.0,none,hsi_risk_only,0.0,0.0,-1.0017255258403124,0.4804178895444211,0.3517255014143454,0.0,0.0,0.39115127193296445,0.3040862622984979,0.3047624657685377,0.060703,-0.000716,0.000936,0.023811587564300365,0.021239030214773802,1.0342336628925766,-0.030578409418188346,0.1,lambda_0.1_macro_0.00
2015-10-31,2015-11-30,0.7,0.2,0.1,risk_relief,0.422036144739668,0.2936776360686481,0.28428621919168395,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,1.45270849583656,-2.248449271894186,0.2149977995481432,0.0,0.0,0.422036144739668,0.2936776360686481,0.28428621919168395,-0.02333,-0.003134,0.000542,-0.010612405837413704,0.030884872806703545,1.0232579555312455,-0.040866304764993644,0.1,lambda_0.1_macro_0.00
2015-11-30,2015-12-31,0.2,0.45,0.35,risk_warning,0.3998325302657012,0.3093098724617833,0.29085759727251553,risk_warning,True,True,no_gdp_rate_fx_verified,True,0.025,rate_up_fx_up_departure_high,both_hsi_and_macro_risk,1.0,0.025,1.7074218637123375,0.1728844561865264,0.9999999994681718,0.0,0.0,0.3998325302657012,0.3093098724617833,0.29085759727251553,-0.005921,0.005356,0.001756,-0.0001999987939873681,0.022203614473966793,1.0230533051742012,-0.041058130347313426,0.1,lambda_0.1_macro_0.00
2015-12-31,2016-01-31,0.5,0.35,0.15,neutral_watch,0.40984927723913106,0.313378885215605,0.27677183754526397,neutral_watch,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,-0.6445424141821274,0.5110935725916932,0.1154765367315236,0.0,0.0,0.40984927723913106,0.313378885215605,0.27677183754526397,-0.033682,0.003414,0.0013,-0.012374864453033494,0.01408575972725154,1.0103931591944426,-0.05292490600260391,0.1,lambda_0.1_macro_0.00
2016-01-31,2016-02-29,0.0,0.3,0.7,accident_zone,0.36886434951521796,0.3120409966940445,0.31909465379073754,accident_zone,True,True,no_gdp_rate_fx_verified,False,0.0,none,hsi_risk_only,0.0,0.0,-0.4020144629701984,1.3654114403702704,0.5450847897126258,0.0,0.0,0.36886434951521796,0.3120409966940445,0.31909465379073754,0.017216,0.005282,0.001448,0.008460618244480923,0.04232281624547357,1.0189417099912217,-0.044912065183436156,0.1,lambda_0.1_macro_0.00
2016-02-29,2016-03-31,0.7,0.2,0.1,risk_relief,0.40197791456369614,0.30083689702464006,0.2971851884116638,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,-0.5016671949176196,0.7478334582538059,0.197011712250303,0.0,0.0,0.40197791456369614,0.30083689702464006,0.2971851884116638,0.042833,0.001058,0.001147,0.017877076862667044,0.03311356504847818,1.037157409259312,-0.027837884762114573,0.1,lambda_0.1_macro_0.00
2016-03-31,2016-04-30,0.7,0.2,0.1,risk_relief,0.4317801231073265,0.2907532073221761,0.2774666695704974,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.434689202011123,-3.130111116803585,0.7561214298063588,0.0,0.0,0.4317801231073265,0.2907532073221761,0.2774666695704974,-0.00221,0.000714,0.001145,-0.0004289369453809383,0.02980220854363036,1.0367125341283052,-0.028254881010239763,0.1,lambda_0.1_macro_0.00
2016-04-30,2016-05-31,0.7,0.2,0.1,risk_relief,0.45860211079659385,0.28167788658995846,0.2597200026134477,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.6035056869815857,-0.422412245318616,0.1765184482938349,0.0,0.0,0.45860211079659385,0.28167788658995846,0.2597200026134477,-0.006135,0.000267,0.000895,-0.0025058665516785486,0.026821987689267357,1.0341146708653273,-0.03068994460067309,0.1,lambda_0.1_macro_0.00
2016-05-31,2016-06-30,0.7,0.2,0.1,risk_relief,0.4827418997169345,0.2735100979309626,0.24374800235210292,risk_relief,False,True,no_gdp_rate_fx_verified,True,0.025,rate_up_fx_up_departure_high,macro_risk_only_risk_relief,0.25,0.00625,0.9120742501052472,1.4655068111348426,0.9999999995794044,0.0,0.0,0.4827418997169345,0.2735100979309626,0.24374800235210292,0.004115,0.007696,0.001888,0.004551612859452644,0.024139788920340632,1.0388215604993867,-0.026278020487720544,0.1,lambda_0.1_macro_0.00
2016-06-30,2016-07-31,0.5,0.35,0.15,neutral_watch,0.48446770974524106,0.28115908813786633,0.23437320211689264,neutral_watch,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,-1.906009060466332,-0.9603567799746562,0.9999999996511262,0.0,0.0,0.48446770974524106,0.28115908813786633,0.23437320211689264,0.029712,0.002045,0.001091,0.015225176090702067,0.009374800235210298,1.0546378016848077,-0.011452931886259177,0.1,lambda_0.1_macro_0.00
2016-07-31,2016-08-31,0.7,0.2,0.1,risk_relief,0.506020938770717,0.2730431793240797,0.22093588190520339,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.2315792572825826,-1.3697688699058832,0.7107696275330737,0.0,0.0,0.506020938770717,0.2730431793240797,0.22093588190520339,0.018714,-0.001686,0.000693,0.009162433613975104,0.021553229025475906,1.0643008505295333,-0.0023954350003774216,0.1,lambda_0.1_macro_0.00
2016-08-31,2016-09-30,0.7,0.2,0.1,risk_relief,0.5254188448936452,0.2657388613916717,0.20884229371468305,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,1.3718725630366042,-0.3022461547477473,0.6389190899588996,0.0,0.0,0.5254188448936452,0.2657388613916717,0.20884229371468305,0.003127,0.002691,0.000941,0.002554608602372934,0.019397906122928285,1.0670197226378089,0.0,0.1,lambda_0.1_macro_0.00
2016-09-30,2016-10-31,0.5,0.35,0.15,neutral_watch,0.5228769604042808,0.27416497525250455,0.20295806434321476,neutral_watch,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,-0.0944460678335393,-0.8032005632886401,0.999999998885976,0.0,0.0,0.5228769604042808,0.27416497525250455,0.20295806434321476,-0.00526,-0.0048,0.000495,-0.003965860451088647,0.008426113860832793,1.0627880713192681,-0.003965860451088488,0.1,lambda_0.1_macro_0.00
2016-10-31,2016-11-30,0.5,0.35,0.15,neutral_watch,0.5205892643638527,0.2817484777272541,0.19766225790889327,neutral_watch,False,True,no_gdp_rate_fx_verified,True,0.025,rate_up_fx_up_departure_high,macro_risk_only_neutral,0.5,0.0125,2.257792450160417,1.6571032850156358,0.9999999997445652,0.0,0.0,0.5205892643638527,0.2817484777272541,0.19766225790889327,-0.0047,-0.007681,9.9e-05,-0.0045913110364001666,0.007583502474749565,1.0579084807180654,-0.008538962988630883,0.1,lambda_0.1_macro_0.00
2016-11-30,2016-12-31,0.5,0.35,0.15,neutral_watch,0.5185303379274674,0.2885736299545287,0.19289603211800394,neutral_watch,False,True,no_gdp_rate_fx_verified,True,0.025,rate_up_fx_up_departure_high,macro_risk_only_neutral,0.5,0.0125,2.7787526381089207,0.6713132051294056,0.9999999997101504,0.0,0.0,0.5185303379274674,0.2885736299545287,0.19289603211800394,0.036009,0.004439,0.001744,0.020289147961812123,0.006825152227274603,1.0793725424134102,0.0,0.1,lambda_0.1_macro_0.00
2016-12-31,2017-01-31,0.7,0.2,0.1,risk_relief,0.5366773041347206,0.2797162669590758,0.18360642890620354,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,-0.302427178510899,1.1454800407241612,0.5822561352214246,0.0,0.0,0.5366773041347206,0.2797162669590758,0.18360642890620354,0.034758,-0.00054,0.0014,0.018759831953425402,0.01814696620725323,1.0996213899242273,0.0,0.1,lambda_0.1_macro_0.00
2017-01-31,2017-02-28,0.7,0.2,0.1,risk_relief,0.5530095737212486,0.2717446402631683,0.17524578601558322,risk_relief,False,True,no_gdp_rate_fx_verified,False,0.0,none,both_relief_or_neutral,0.0,0.0,0.5911802709008384,-1.6615365911763158,0.4751401908597594,0.0,0.0,0.5530095737212486,0.2717446402631683,0.17524578601558322,0.004589,0.001351,0.001248,0.0031235946837497985,0.01633226958652792,1.103056161451932,0.0,0.1,lambda_0.1_macro_0.00
