year_month,ticker,ticker_name,ticker_role,score_date,hsi_direction,raw3_signal,score_return,score_ma_pos,score_momentum,score_vol,score_rs,risk_component,relief_component,state_direction,state_intensity,valid_score_count,hsi_state,state_reason,combo_id,combo_name,score_cols_used,state_kr,state_rule_version,score_relative_speed
2013-12,069500,KODEX 200,위험자산,2013-12-31,-0.1670656883273387,watch,1.415351616648068,-2.441552856079743,-4.049854671193881,-3.277228505741379,,0.035383790416201696,0.2442159008253751,-0.20883211040917338,0.2795996912415768,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2014-01,069500,KODEX 200,위험자산,2014-01-31,0.2171707668090526,watch,4.570075223523725,2.087883017952142,2.49781560066239,1.702764498314372,,0.2714634585113157,0.0,0.2714634585113157,0.2714634585113157,4,risk_warning,risk_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 악화 우세,combo_state5_v1,
2014-02,069500,KODEX 200,위험자산,2014-02-28,-0.132839779663757,watch,-2.087958387499685,-1.415453467723765,-2.685090036769618,-0.4534870911947796,,0.0,0.1660497245796962,-0.1660497245796962,0.1660497245796962,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2014-03,069500,KODEX 200,위험자산,2014-03-31,-0.0819411069258524,watch,-1.151241335427687,-1.978908181737794,0.5117428234453161,-1.478648652572454,,0.012793570586132902,0.11521995424344837,-0.10242638365731548,0.12801352482958128,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2014-04,069500,KODEX 200,위험자산,2014-04-30,-0.042675892490715,watch,1.816956043772845,1.079733054895726,1.951759785671848,-6.982243508876175,,0.12121122210851047,0.1745560877219044,-0.053344865613393924,0.2957673098304149,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2014-05,069500,KODEX 200,위험자산,2014-05-31,-0.1228045937799125,watch,-1.847939207432745,-1.196112655133914,-0.2041068836090297,-2.892070942819938,,0.0,0.15350574222489066,-0.15350574222489066,0.15350574222489066,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2014-06,069500,KODEX 200,위험자산,2014-06-30,-0.0270444148162269,watch,1.363801404572393,-0.602126777825726,-0.1336822082276415,-1.980213159330373,,0.03409503511430982,0.0679005536345935,-0.033805518520283684,0.10199558874890333,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2014-07,069500,KODEX 200,위험자산,2014-07-31,-0.4149218900336084,buy,-3.995039846365795,-5.839602698803463,-6.269273687337496,-4.642178269173667,,0.0,0.5186523625420105,-0.5186523625420105,0.5186523625420105,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2014-08,069500,KODEX 200,위험자산,2014-08-31,0.0527379016096404,watch,3.978132327334589,-0.0834163485044996,1.418353434109156,-2.676174332457224,,0.13491214403609364,0.0689897670240431,0.06592237701205055,0.20390191106013672,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2014-09,069500,KODEX 200,위험자산,2014-09-30,0.193083899983285,watch,6.33516352484672,5.652963043576942,4.168321239193891,-6.502252808453301,,0.40391119519043883,0.16255632021133254,0.2413548749791063,0.5664675154017713,4,accident_zone,risk_component_above_accident_threshold,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",강한 위험 구간,combo_state5_v1,
2014-10,069500,KODEX 200,위험자산,2014-10-31,0.2933740862369918,watch,1.058412581603242,2.741325977789443,7.04427437406541,3.824691378391493,,0.3667176077962397,0.0,0.3667176077962397,0.3667176077962397,4,accident_zone,risk_component_above_accident_threshold,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",강한 위험 구간,combo_state5_v1,
2014-11,069500,KODEX 200,위험자산,2014-11-30,-0.0939076007844749,watch,-2.531981727591238,-0.7632148365702331,3.383191047945559,-4.783374523007835,,0.08457977619863898,0.20196427717923263,-0.11738450098059365,0.2865440533778716,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2014-12,069500,KODEX 200,위험자산,2014-12-31,0.2139829302647789,watch,1.970027037626278,2.247927598096214,5.285767764166329,1.195424113350124,,0.26747866283097366,0.0,0.26747866283097366,0.26747866283097366,4,risk_warning,risk_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 악화 우세,combo_state5_v1,
2015-01,069500,KODEX 200,위험자산,2015-01-31,-0.1123818121082536,watch,-4.162284326062073,-3.393573066068762,-1.551039483104572,3.487806269822726,,0.08719515674556814,0.22767242188088516,-0.140477265135317,0.3148675786264533,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2015-02,069500,KODEX 200,위험자산,2015-02-28,-0.2036221086337012,watch,0.4119503470043598,-2.747589990104384,0.8821940594860044,-8.72765984807104,,0.03235361016225911,0.2868812459543856,-0.25452763579212645,0.3192348561166447,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2015-03,069500,KODEX 200,위험자산,2015-03-31,-0.1627975271702166,watch,-1.297731852482877,-4.004605961427688,-3.34534981677843,0.5078112721781649,,0.012695281804454122,0.2161921907672249,-0.20349690896277078,0.22888747257167902,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2015-04,069500,KODEX 200,위험자산,2015-04-30,-0.4568921078045211,buy,-6.563829957486325,-5.79770017499297,-8.637371148795706,-1.845704108951051,,0.0,0.5711151347556513,-0.5711151347556513,0.5711151347556513,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2015-05,069500,KODEX 200,위험자산,2015-05-31,0.193740913446028,watch,4.702460010499188,-0.5198730477701917,-1.772474413651386,7.276933123223792,,0.2994848283430745,0.057308686535539444,0.24217614180753505,0.35679351487861394,4,risk_warning,risk_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 악화 우세,combo_state5_v1,
2015-06,069500,KODEX 200,위험자산,2015-06-30,0.0937720081625135,watch,2.050369399188028,2.6220404862521,1.129454236243533,-1.113263713557983,,0.14504660304209155,0.027831592838949575,0.11721501020314197,0.1728781958810411,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2015-07,069500,KODEX 200,위험자산,2015-07-31,0.452979202049314,caution,5.415477617098098,5.247130871423944,6.388927748987258,5.597423864956401,,0.5662240025616425,0.0,0.5662240025616425,0.5662240025616425,4,accident_zone,risk_component_above_accident_threshold,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",강한 위험 구간,combo_state5_v1,
2015-08,069500,KODEX 200,위험자산,2015-08-31,0.540239314605773,caution,4.872636987143923,5.932383782048798,6.930937796959029,9.276007164136898,,0.6752991432572163,0.0,0.6752991432572163,0.6752991432572163,4,accident_zone,risk_component_above_accident_threshold,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",강한 위험 구간,combo_state5_v1,
2015-09,069500,KODEX 200,위험자산,2015-09-30,0.1619513587650515,watch,-3.213310065218819,0.8712089351882815,1.852052751252605,8.587616317030507,,0.28277195008678485,0.08033275163047048,0.20243919845631436,0.36310470171725534,4,risk_warning,risk_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 악화 우세,combo_state5_v1,
2015-10,069500,KODEX 200,위험자산,2015-10-31,-0.3112474560150506,buy,-5.602507907132656,-5.049905395731241,-1.642851551877869,-3.267107946010764,,0.0,0.38905932001881327,-0.38905932001881327,0.38905932001881327,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2015-11,069500,KODEX 200,위험자산,2015-11-30,0.100989613756827,watch,2.59203525965709,-0.7022272692694936,-0.4359772184949715,3.595649915948724,,0.15469212939014537,0.02845511219411163,0.12623701719603375,0.183147241584257,4,risk_warning,risk_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 악화 우세,combo_state5_v1,
2015-12,069500,KODEX 200,위험자산,2015-12-31,0.0588279521768391,watch,2.316760225266233,-0.1702017735800926,-0.4926843689014573,1.287523526057274,,0.09010709378308768,0.016572153562038748,0.07353494022104892,0.10667924734512643,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2016-01,069500,KODEX 200,위험자산,2016-01-31,0.3278538710647015,caution,3.505162113859343,1.512426351512873,3.760881324654441,7.614223763208422,,0.4098173388308769,0.0,0.4098173388308769,0.4098173388308769,4,accident_zone,risk_component_above_accident_threshold,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",강한 위험 구간,combo_state5_v1,
2016-02,069500,KODEX 200,위험자산,2016-02-29,-0.0700732576254579,watch,-2.726975768832418,-1.175761632699922,-2.72483247230036,3.123906992559804,,0.0780976748139951,0.16568924684581748,-0.08759157203182238,0.24378692165981258,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2016-03,069500,KODEX 200,위험자산,2016-03-31,-0.3645033817091541,buy,-2.757282038533483,-4.249703475109269,-3.521596006635618,-7.696587565179335,,0.0,0.4556292271364426,-0.4556292271364426,0.4556292271364426,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2016-04,069500,KODEX 200,위험자산,2016-04-30,-0.1426820660455692,watch,-0.0367270228354895,-2.683437628694552,-2.915283541701644,-1.498655109046776,,0.0,0.17835258255696154,-0.17835258255696154,0.17835258255696154,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2016-05,069500,KODEX 200,위험자산,2016-05-31,-0.1860044192776616,watch,0.0889829258800839,-2.566818680566417,-2.370901732282735,-4.451483476914013,,0.0022245731470020976,0.23473009724407912,-0.23250552409707703,0.2369546703910812,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2016-06,069500,KODEX 200,위험자산,2016-06-30,0.0120335129274147,watch,-0.5326353246814379,-1.959770688372566,-1.708561460952674,4.802643120377414,,0.12006607800943533,0.10502418685016694,0.015041891159268392,0.22509026485960226,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2016-07,069500,KODEX 200,위험자산,2016-07-31,-0.2839857343857208,watch,-2.269089783247867,-3.998979686324629,-5.89206814191305,-2.039149107800496,,0.0,0.35498216798215104,-0.35498216798215104,0.35498216798215104,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2016-08,069500,KODEX 200,위험자산,2016-08-31,-0.2722742003584044,watch,-1.387679703745835,-3.082774921342669,-4.935380811783156,-4.207874581048564,,0.0,0.34034275044800555,-0.34034275044800555,0.34034275044800555,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2016-09,069500,KODEX 200,위험자산,2016-09-30,-0.039276900876345,watch,1.509408724894857,-1.413307281001995,-3.372867664031429,1.312921176321314,,0.07055824753040427,0.1196543736258356,-0.04909612609543133,0.19021262115623988,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2016-10,069500,KODEX 200,위험자산,2016-10-31,0.0180290940905408,watch,1.781844901171656,1.197265006119473,0.7774173802858839,-2.855072583049973,,0.09391318218942532,0.07137681457624932,0.022536367613175998,0.16528999676567463,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2016-11,069500,KODEX 200,위험자산,2016-11-30,0.0226543142498778,watch,-0.7947910360616006,0.7771557932843967,0.2861195852225636,0.864231370048531,,0.04818766871388728,0.019869775901540015,0.028317892812347263,0.06805744461542729,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2016-12,069500,KODEX 200,위험자산,2016-12-31,-0.3259828394280359,buy,-4.440362310202714,-3.25959291808495,-3.947099258628054,-4.652087484486075,,0.0,0.4074785492850448,-0.4074785492850448,0.4074785492850448,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2017-01,069500,KODEX 200,위험자산,2017-01-31,-0.3442208846453566,buy,-3.747050195681167,-5.346358154457743,-4.991033128878904,-3.126602753250014,,0.0,0.4302761058066957,-0.4302761058066957,0.4302761058066957,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2017-02,069500,KODEX 200,위험자산,2017-02-28,-0.1701731553921083,watch,1.649272662082455,-1.685367792839887,-2.82690413435956,-5.645658504488427,,0.04123181655206137,0.25394826079219684,-0.21271644424013547,0.2951800773442582,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2017-03,069500,KODEX 200,위험자산,2017-03-31,-0.4059937258060367,buy,-5.679546465602673,-5.114266367940726,-5.852270880483715,-3.653602576274722,,0.0,0.5074921572575459,-0.5074921572575459,0.5074921572575459,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2017-04,069500,KODEX 200,위험자산,2017-04-30,-0.3612339436320817,buy,-2.093560451343275,-7.023824127306208,-5.981455580414126,-2.962857022540477,,0.0,0.45154242954010215,-0.45154242954010215,0.45154242954010215,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2017-05,069500,KODEX 200,위험자산,2017-05-31,-0.440327062513458,buy,-7.179518596338472,-7.935543378849824,-10.0,3.098708849515396,,0.0774677212378849,0.6278765493797074,-0.5504088281418225,0.7053442706175923,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2017-06,069500,KODEX 200,위험자산,2017-06-30,-0.2729952664151273,watch,-0.9621230559513592,-4.734570956863912,-6.268942584996212,-1.684126722944882,,0.0,0.34124408301890913,-0.34124408301890913,0.34124408301890913,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2017-07,069500,KODEX 200,위험자산,2017-07-31,0.0118630211257757,watch,2.682995648811266,0.5925463544505121,-3.10032080590371,0.4179298589307205,,0.09233679655481246,0.07750802014759275,0.014828776407219704,0.1698448167024052,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2017-08,069500,KODEX 200,위험자산,2017-08-31,0.3493143879699097,caution,7.055679226468458,4.839281417428847,2.135309468504853,3.435449286093326,,0.43664298496238707,0.0,0.43664298496238707,0.43664298496238707,4,accident_zone,risk_component_above_accident_threshold,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",강한 위험 구간,combo_state5_v1,
2017-09,069500,KODEX 200,위험자산,2017-09-30,0.035180628249891,watch,-1.545864903223669,1.505755814313441,1.015331015492488,0.7838094859122904,,0.0826224078929555,0.038646622580591726,0.04397578531236377,0.12126903047354723,4,neutral_watch,weak_or_balanced_signal,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",중립 관찰,combo_state5_v1,
2017-10,069500,KODEX 200,위험자산,2017-10-31,-0.2069167507499556,watch,-4.644035234967016,-3.070221647723779,-2.746245753410799,0.1146650986038177,,0.0028666274650954423,0.26151256590253985,-0.25864593843744443,0.26437919336763527,4,risk_relief,relief_component_dominant,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",위험 완화 우세,combo_state5_v1,
2017-11,069500,KODEX 200,위험자산,2017-11-30,0.436195800848934,caution,8.544384601695457,6.775393191896899,5.816096917639872,0.6739153312144736,,0.5452447510611675,0.0,0.5452447510611675,0.5452447510611675,4,accident_zone,risk_component_above_accident_threshold,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",강한 위험 구간,combo_state5_v1,
2017-12,069500,KODEX 200,위험자산,2017-12-31,0.4557957708344876,caution,3.981094591771328,4.804806371476348,5.42925159372184,8.574635984754863,,0.5697447135431094,0.0,0.5697447135431094,0.5697447135431094,4,accident_zone,risk_component_above_accident_threshold,combo_00_core5,기본 5개 HSI 점수,"score_return, score_ma_pos, score_momentum, score_vol, score_rs",강한 위험 구간,combo_state5_v1,
