year_month,ticker,name,asset_class,underlying_asset,risk_group,score_method_source,benchmark_rs_note,score_return,score_ma_pos,score_momentum,score_vol,score_rs,score_ma20_gap,score_ma60_gap,score_vol20,score_drawdown_60,score_risk_vs_cash_ret20,extended_signal_source,extended_signal_note
2019-06,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-4.280755365620385,-4.6978885523850495,-7.987055806625047,2.9689590176145657,6.432483090364741,0.45915532074930354,-1.3571204447364593,0.7475862675605283,-0.2711068234549239,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-07,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.5989084744270246,1.4881864901046034,1.939922324366256,-0.0532504533049556,,0.7410187080474151,0.11528576742637396,-0.010301324347466799,-0.2995177700926342,0.41189537242461227,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-07,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-2.887223595961386,-6.237606010082985,-6.711744294599583,-1.2954996889880337,-2.91704978231899,-0.7327385000178099,-1.4317601328067993,-0.32663175086719365,-0.34681403529727994,-0.5293008036688852,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-8.835504395688282,-8.592755930895223,-10.0,-0.5988926669735688,-2.7377130425408893,-1.4073934834237634,-1.985936152536732,-0.1543111589402149,-0.25391267797689177,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.8018027027373889,1.1694190179292463,1.4206062588079384,2.38203165122296,,-0.642350146951694,0.531713346172509,0.6007797151164664,0.34911693476532013,0.45131114391301475,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.5758085301611282,-0.6092958327144827,-4.252746027415478,9.37220418945024,-1.823749304373007,1.5602141149685782,-0.1431511977641503,2.3788172108519046,1.9638637059464155,-0.13272693757374954,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-0.741158778435159,-3.537111153389957,-6.376249656451634,-0.2722250590869067,-1.8373980124971545,0.8782645662126558,-0.7436514775863515,-0.06147806997814143,-0.26069833885754723,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-6.743479321745118,-3.857793319926116,-3.483492093399473,-3.230457028562894,,-0.7157073440687665,-1.1012742128679238,-0.8024722739180911,-1.0442383479789934,-1.7153326581699782,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-09,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,7.740491620129417,5.699925863993538,5.452512240075153,5.678961391289345,6.446596713318936,0.7542925967411874,1.9448854627560948,1.4299716485458258,2.6902615767623344,1.756786194470295,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-09,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,10.0,8.814816030544538,4.786352506425776,1.3155925063365617,6.2413103399282726,2.3849830415299613,2.797632745146834,0.31460386998600937,-0.3105735418898625,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-10,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.8171163843631651,-4.112752850975148,-2.5334706318515887,-0.6072031385317431,,-0.375377505572839,-1.1588395754019012,-0.1585534601299688,-1.199710512781614,-0.22281250598921573,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-10,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,8.013022025034152,10.0,10.0,9.73111150530132,1.541789261398669,2.3556405074070685,3.1232711085514193,2.4649244441848057,3.7209268707154304,1.977342493338816,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-10,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,7.631923074898132,10.0,8.639910049034002,9.075953579772431,1.0563909243825915,2.390065525965029,3.0710815086732612,2.269150170109313,1.5149414824634975,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-11,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.1806499583660397,-0.1484629331541922,-4.923937126199169,3.311163368676663,,1.010612042940187,-0.015191816611960368,0.7995588114584034,-0.20090044983994637,0.2815067299471802,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-11,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-1.5265144397175971,2.879461707831981,5.646641512066769,1.4344295020633155,-0.5720383599459504,-1.2705560604254114,0.640287645398562,0.36184902858390056,0.5341339267353117,-0.581020468124516,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-11,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.678927580839973,8.544768737512053,9.527750116332632,-7.854097925090368,-0.4451064384645403,1.0113966683054931,1.9149717323394964,-1.9838574053100033,-0.31123914157744886,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-12,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-6.099789056596972,-7.223916122146935,-6.6066182759422665,-3.176609890755117,,-1.3305184726937427,-1.4093330978380012,-0.800821317440009,-1.0416932065432407,-1.5386106922738028,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-12,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.3186211488545552,3.104009233490891,5.017080803459464,-0.3473935369693521,4.149281928907035,0.1157778371145086,0.2540929206697527,-0.08680312314907636,0.1771892554627836,0.2789888491575658,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2019-12,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.631987617219852,6.639886156325203,7.747181723156569,3.202632119894964,4.341548528580286,0.809278400076813,1.2583602179857287,0.8021871590134894,1.4842840661783316,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.605938502343237,1.4983503024457112,-0.8247967150996547,10.0,,1.6996189345926809,0.47183702482948414,4.203537727867303,1.217711843450487,0.9107259216425069,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-2.0116604058953644,-0.8754043607596351,1.8247645989694063,7.874130966727451,-3.846664332923433,-1.128876925073179,-0.628909752314725,1.9928394011657993,-0.795441037642791,-0.4700065222189228,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-01,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-2.67204350238503,1.9287647721032573,4.417357920696492,8.111161635365404,-3.86791355395363,-0.6017807930723658,0.0018755879773596931,2.0469210503188537,-0.3302004851880999,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-02,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,5.977193202625616,9.594867876654952,2.588677548942118,10.0,,3.4351071391254404,2.4859648710683686,4.049567295328832,3.0057783680561854,1.4967293407640208,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-02,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-4.022288115945255,-4.783794758286921,-0.5324240953732581,4.813983554039465,-6.745472421467476,-1.6383726357628245,-1.3185143585249706,1.2102107498584382,-0.8068045273539486,-1.1442870313501858,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-02,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.0188105711157762,1.5922853338226606,4.604500332866936,10.0,-6.6994863127369095,0.1999610600583583,0.020230762190100653,2.5606138073315137,6.568238185555544,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-03,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,6.9956055012699885,6.896573618558075,8.902897351526692,10.0,,0.06180619862808316,2.1983334140819046,5.763346399745615,2.8790119069590956,1.7593277453643117,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-03,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,3.094407745024637,-0.9629237964033538,1.138451971026867,10.0,-6.304678807189075,0.1658154939890313,-0.2868614419236271,4.324091787736455,-0.18177486376222016,0.8743520578710227,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-03,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-0.9655602893025264,0.2135898166483265,1.1964135268869096,10.0,-6.577017567659674,0.7210293478058886,-0.2135380388869957,3.2711929176429573,2.6246437205651616,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-04,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-5.00177988035198,-0.4960446366956942,0.6845906038703651,3.1254600634050704,,-1.173242067987362,-0.1849812923799117,0.7873174896337045,1.1282492900862797,-1.2512699142613815,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-04,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.9529989506076476,-1.2719386602961855,-2.514896742301617,-1.1659354172441765,5.735642605963848,-0.054885946698420264,-0.17092481945514915,-0.2911847074639816,-0.7598252495946612,-0.22829819843932445,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-04,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-1.0195905761394113,-0.3351793131013448,0.0834455704696145,-2.0971075058510027,5.865421372277967,0.4791581143362954,-0.10428599523699626,-0.5220163860589054,-0.35900910044386586,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-05,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-2.250723952457305,-3.067051565130174,-0.0218783911818456,-0.0449047766040451,,-0.7771281368463717,-1.342329772743539,-0.010017063079272399,-0.3755107326996365,-0.5643164267449461,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-05,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-4.316837665722977,-2.9080330874697147,-3.5106453340933923,-3.2795370671947093,2.2962141794659,-0.30685194135683896,-0.6375059371095236,-0.8162316844802407,-0.8133923759907598,-1.1243738190889512,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-05,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-1.2685027602020484,-1.9369437095983173,-1.3318403490692248,-1.3452272904256548,2.505685583754778,-0.9938230424364706,-0.24598087946947642,-0.3335329335406585,-0.35900910044386586,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-06,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.9194680191371042,-2.270448852343306,-4.086864384861364,3.7895385305463503,,0.2640157898236435,-0.8691170532423537,0.9546288365166213,-0.3823727157044885,-0.2413870516522992,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-06,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.813347911532598,-0.2893474639649849,-1.4262756815314075,-2.8112515308373487,1.9433321234462768,0.14734800667208053,0.08109124019769982,-0.7026195061580831,-0.6222066667487608,0.2166347067610303,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-06,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,8.943899431028456,5.237501320893857,4.565445401914789,-4.813854806160618,1.9017638052168413,1.5785871541672127,1.4351143949499636,-1.2074024624981048,-0.43138216082434105,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-07,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-2.1451009928364537,-4.243518646153129,-3.974959113435193,-1.5030569615742242,,-0.4179107521549979,-0.8255216109878261,-0.3745861950298867,-0.7290933061944688,-0.5460117514672955,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-07,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.6699145734234696,-1.0440419206042848,-2.915670153795321,-4.832798283726755,2.608218794986435,-0.4330934984576493,-0.06939949380306337,-1.2133858454008395,-0.8969157776241985,-0.3734695003382936,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,6.092921342729466,7.174149576631863,6.16060493332866,-6.854271517455965,2.728626243274704,1.4564499229180683,1.7640254389751537,-1.7280980579488587,-0.43403167867787307,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.3767360830203895,-2.2618469562537418,-3.364306612448182,-0.2343615906930971,,0.500041160707613,-0.2704566484107904,-0.05622879446326306,-0.14639684458073826,-0.10895635529195095,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,6.231902659299148,5.747512403512376,5.469077317837491,-3.060520691999354,0.1894499155679976,1.7178910456547631,1.3336442636318744,-0.7687547344822017,0.4831534629100797,1.3934564984737656,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,7.816491107166525,10.0,10.0,-4.01859396357195,-0.0135941489364821,2.127332379771286,2.2135686945563497,-1.01185123745499,3.2413167540080097,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,0.7809560473815396,-0.6116589598064467,-5.818011579029163,-1.2324724523061217,,0.35668554395259183,0.11266050246754483,-0.3055463286176824,-0.25700987814484744,0.19008934241666584,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-09,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-4.593576961583199,0.2593742478488068,-0.2934813233448253,-2.7699687850923844,-0.5512505874304926,-0.7367385340658056,0.14108217485037328,-0.6963685413111175,-0.7804517352792413,-1.418536302936375,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-09,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,5.384708103475124,8.074127883737544,10.0,-1.9387435806879127,-0.3995767548673813,1.0300936835196484,1.738448529085109,-0.48662259846876477,-0.4803769496119234,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-10,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.8022032105890888,2.578080137115737,-0.872046967281743,-2.6465931655531323,,1.0214441565261891,0.7695376342053787,-0.6618377366842993,0.10391662261471862,0.44660115955067786,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-10,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.457641805101244,3.697950668446527,4.285394274596224,-2.5790948451452045,-0.9168470534350734,0.6442412062538436,0.7274457530459528,-0.648423323281657,-0.09787699959365687,1.0675234631312474,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-10,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.8478152086403123,6.0584949067381135,7.895223069207205,4.14307603257898,-1.0728414856713206,0.8349073922170541,1.1449875102023823,1.0414324701027455,-0.4709321132877591,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-11,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-5.577898138025023,-3.380368878179945,-5.7983369967135445,-2.2703808589219667,,-0.5491718405535954,-0.7636362078058699,-0.565784899628031,-0.5630106287572205,-1.409206064391465,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-11,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,2.7669621872711456,5.488451587957517,6.633513343218991,-2.7722487573461696,6.3997077555838535,0.6356011562541494,1.3185355342888092,-0.6978114195575396,0.9075121742250898,0.512275659635718,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-11,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,4.939558022077577,6.137353802017229,7.795820972923078,-4.390021134953747,6.270356879837653,1.446920065899044,1.226561077881329,-1.1041263871589315,1.4536421064389402,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-12,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-4.394056016087983,-6.559175949838099,-8.31900845232745,-1.801632849433746,,-1.0632060214803227,-1.5647920397213764,-0.448545502011181,-0.735752073363535,-1.1061223388199506,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-12,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,1.606031880395642,4.689450342611537,6.432035525953549,-2.451468410020213,5.0752366759590135,0.5301671883694952,1.054946785410659,-0.6146449463399647,0.34923821251377624,0.2572655996143436,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2020-12,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,3.613013850398232,5.490757549798807,6.293809892645454,-2.6809267399531937,5.038712295442953,1.2527004733233595,1.212988914798857,-0.6746287463007976,2.3549387376403943,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-01,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,-0.3463247148843267,-2.015609924944105,-5.731456256718529,1.6579032378294811,,0.9540613135364833,-0.5045517167429431,0.4191978962587045,0.17578078394729846,-0.08739507218655224,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-01,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,0.5783211155806773,3.266819709016369,5.094078790172324,-2.496430519264236,1.2374999723324345,0.3814459562567546,0.5725193562120463,-0.6287696864986619,-0.5847979441659272,0.12393205155913309,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-01,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,0.6393607374693848,3.6008081417771933,4.872234075463248,4.4049473447748015,1.212710136512883,0.705594718835548,0.7207017385713353,1.1062885019640905,-0.5511043552690573,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-02,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.6596377966575915,-0.401098592721818,-2.405342084811412,0.1755506447234794,,0.6586755022909531,0.16685548614004064,0.045353464477259894,-0.004383418919485961,0.662323686422375,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-02,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,2.21975249409862,4.2733185490853005,4.512843974525569,-1.888708449266319,-2.7406990915868894,0.9420023605126123,0.8944546491878554,-0.47571816183273746,-0.06509558177178265,0.5615677786603096,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-02,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,0.9788970348420554,2.7175347637967056,3.808148678933043,-1.3530353951842806,-2.786814503441433,0.45049972073170264,0.5159706601714845,-0.3409251618217168,0.39033933719337255,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-03,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.729817636231562,1.13748488270008,-1.5920377029112098,-3.4611375939499007,,0.2704228172111279,0.6616541326896382,-0.8722073815529922,-0.07498970372897552,0.6357481895823768,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-03,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.206677124147555,4.135286327215286,5.493546109646424,2.9825024503768995,-2.0693456143630047,-0.04190468401141679,1.186746342836374,0.7234308429787542,0.9717224244149516,1.030092693555539,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-03,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.5962956285112493,2.4729909910911707,3.1006862261439743,-1.9307863565832768,-2.164297043369617,0.3298009353228899,0.5300424243549058,-0.48823228240472794,-0.5627602431902796,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-04,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.811503908934392,4.007180315032407,0.2118474252039246,-6.589314917921179,,1.1434309908472307,1.018018497987242,-1.6243757398179532,-0.15289462703053341,0.9504044005722116,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-04,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-0.7151642434764499,2.5894622673171908,3.6966422278708593,0.9576696212976624,-3.141160562826882,0.289598009039182,0.49031298359611286,0.22912321294528604,0.4097335232777588,-0.21563767569585715,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-04,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.0240895717568912,2.087998804671785,2.508734360250463,-3.256155067998971,-3.101355309522304,0.41799244472328123,0.43487662673174243,-0.8191336957163007,-0.5589985534420896,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-05,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,2.864418016667245,4.3657900851004685,2.9047247251138373,-3.4704576933046245,,0.37460313749519886,0.9325465500506059,-0.8726801041532626,-0.16750720103960778,0.7189345368157407,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-05,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,4.591892877110128,5.376891022376443,4.372299696268179,2.073510743602553,-3.0837809973187182,1.967476042563568,1.0096270962899923,0.5210862932244251,1.2068938149172257,1.1839802613090804,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-05,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,1.301862585700539,2.6892053849306685,2.4577787609458874,0.206145641913924,-3.203452122254592,1.303233715550724,0.5758687250149765,0.05449316359422085,1.3359347173722855,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-06,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,1.2576851867950571,3.70673132161688,3.825645909969767,-6.092574406067878,,0.21986897355144885,0.6573812201413247,-1.529107751560004,-1.0501275633489917,0.29768584827342276,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-06,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,7.270830230821752,9.653218852354108,6.386582134955072,10.0,-1.195969889021063,2.4622523035277513,2.685411969744935,2.749082399910555,3.0689318773442182,1.347988483085688,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-06,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,10.0,10.0,8.264726888557647,3.384746478458648,-1.37035087110611,4.578761328407812,4.507571681902417,0.8439794400987387,6.818800464244469,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-07,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,4.369831826301918,5.842375178571042,7.428385132968462,-3.6833655816296993,,1.0801479426497538,1.1644114894832749,-0.9262212278139703,0.6516421806593553,1.107198993361705,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-07,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-8.478784463522336,-1.9761573955755576,0.3782307042783801,9.716434624242154,-4.761083271329138,-1.0921663285461125,-0.6423375384087364,2.4686054533754946,-0.17444006295258446,-2.0986709156428605,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-07,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-4.879557329715381,5.190396263387148,4.098245868491151,2.256084325993939,-4.524035054504041,-0.2957231890255196,1.2516888682788292,0.5701909391779728,0.3289685530168503,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-08,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.12833116880325,4.793426932858963,6.627851347777833,0.1242878275244177,,0.3234513655630109,1.067204895013361,0.027603590584389204,1.041255309953951,0.7856622332398535,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-08,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,-3.917508853188792,-6.692628069004638,-2.931500207803759,-0.4271468176971881,-2.9822221675062286,-1.0576642055345993,-2.0572520673135726,-0.10402639247695304,-1.279155980305698,-1.13381211683037,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-08,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,2.1905347973784823,5.336862657161218,7.693447701495925,2.3111076522430785,-2.827032066341377,0.6218407206293167,0.7552358264933875,0.5833996279935151,-0.006477003386726104,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-09,069500,KODEX 200,equity,주식형,high,zscore_from_data_pipeline,benchmark_self_comparison,3.3909135142046773,6.20658914355664,6.975677688960939,-1.99784256937744,,1.1778240768965231,1.3272428587652687,-0.5013745089744742,2.6403050767764644,0.8600139180762434,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-09,114260,KODEX 국고채3년,bond,채권형,low,zscore_from_data_pipeline,,10.0,10.0,6.31205641649032,-1.4311459477301527,-2.846136509303336,2.4971137589303525,2.5970638083468067,-0.3601274088422374,3.225477104170555,3.424479872772094,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
2021-09,153130,KODEX 단기채권PLUS,money_market,채권형,very_low,zscore_from_data_pipeline,,-5.840482653363212,-1.3396317721777886,-0.778628905318234,1.412348878773781,-3.2567967200454766,-0.982956586254307,-0.8037724065048437,0.36033464937834786,-0.560325575308395,,daily_price_derived_rolling_zscore,"positive score = risk worsening, negative score = risk relief"
