Date,069500,114260,153130
2012-03-07,20431.384765625,45786.515625,85352.3828125
2012-03-08,20663.5625,45816.578125,85377.9453125
2012-03-09,20845.427734375,45812.29296875,85386.46875
2012-03-12,20725.474609375,45826.9765625,85390.7421875
2012-03-13,20965.390625,45814.015625,85395.0
2012-03-14,21201.431640625,45796.734375,85403.53125
2012-03-15,21197.5625,45744.8984375,85420.5625
2012-03-16,21116.30859375,45736.265625,85424.8359375
2012-03-19,21213.046875,45636.90625,85437.6171875
2012-03-20,21147.259765625,45658.5078125,85441.8828125
2012-03-21,21023.431640625,45623.9609375,85450.40625
2012-03-22,21038.91015625,45667.1484375,85467.4453125
2012-03-23,21011.826171875,45611.0,85480.234375
2012-03-26,20992.47265625,45671.46484375,85484.4921875
2012-03-27,21220.783203125,45675.79296875,85488.75
2012-03-28,21174.345703125,45697.37890625,85501.5390625
2012-03-29,20965.390625,45766.5,85527.1171875
2012-03-30,20915.080078125,45770.8203125,85535.625
2012-04-02,21089.21484375,45796.734375,85548.40625
2012-04-03,21391.0390625,45831.2890625,85556.953125
2012-04-04,21162.736328125,45788.11328125,85569.71875
2012-04-05,21216.912109375,45757.86328125,85599.578125
2012-04-06,21189.83203125,45775.1484375,85612.34375
2012-04-09,20915.080078125,45796.734375,85625.125
2012-04-10,20880.263671875,45874.48828125,85633.640625
2012-04-12,20783.515625,45874.48828125,85659.21875
2012-04-13,20965.390625,45896.09765625,85672.015625
2012-04-16,20802.865234375,45917.6875,85676.265625
2012-04-17,20740.951171875,45900.4140625,85689.046875
2012-04-18,20930.5703125,45947.9296875,85693.3125
2012-04-19,20899.609375,45956.5625,85714.6171875
2012-04-20,20617.126953125,45969.51953125,85718.890625
2012-04-23,20601.6484375,45982.484375,85727.3984375
2012-04-24,20497.1640625,46004.08203125,85731.65625
2012-04-25,20501.037109375,45973.84375,85731.65625
2012-04-26,20570.689453125,45986.796875,85757.2265625
2012-04-27,20703.806640625,46030.0078125,85774.2734375
2012-04-30,20801.69140625,46090.47265625,85787.0703125
2012-05-02,20962.21484375,46090.47265625,85799.859375
2012-05-03,20923.0625,46116.40234375,85821.171875
2012-05-04,20789.94140625,46137.98046875,85833.953125
2012-05-07,20414.080078125,46185.5078125,85838.203125
2012-05-08,20551.119140625,46185.5078125,85855.2578125
2012-05-09,20386.677734375,46185.5078125,85868.03125
2012-05-10,20316.205078125,46172.53515625,85889.328125
2012-05-11,19963.822265625,46237.34375,85893.6171875
2012-05-14,19971.654296875,46189.83203125,85893.6171875
2012-05-15,19881.607421875,46228.70703125,85910.65625
2012-05-16,19231.677734375,46211.4296875,85914.9140625
2012-05-17,19223.84375,46224.3828125,85940.5
2012-05-18,18589.576171875,46263.26171875,85944.7578125
2012-05-21,18781.42578125,46220.0625,85957.5234375
2012-05-22,19110.306640625,46258.953125,85966.0390625
2012-05-23,18887.134765625,46293.484375,85970.3203125
2012-05-24,18953.6953125,46289.17578125,86004.4140625
2012-05-25,19047.662109375,46319.4140625,86008.6640625
2012-05-29,19345.22265625,46297.8203125,86017.2109375
2012-05-30,19227.765625,46328.0546875,86017.2109375
2012-05-31,19188.609375,46388.53515625,86055.5546875
2012-06-01,19133.802734375,46414.44140625,86064.0703125
2012-06-04,18656.138671875,46457.64453125,86081.1171875
2012-06-05,18844.0625,46436.0390625,86089.6484375
2012-06-07,19329.55859375,46427.3984375,86110.953125
2012-06-08,19227.765625,46483.56640625,86115.21875
2012-06-11,19560.55859375,46401.48046875,86123.75
2012-06-12,19415.701171875,46447.76171875,86127.9921875
2012-06-13,19486.173828125,46421.5625,86140.7890625
2012-06-14,19548.810546875,46491.41015625,86162.078125
