strategy_name,lambda_value,year_month,return_year_month,hsi_state,state_kr,strategy_return,turnover,weight_069500,return_069500,contribution_069500,weight_114260,return_114260,contribution_114260,weight_153130,return_153130,contribution_153130,cumulative_return,running_max,drawdown
lambda_0.1,0.1,2022-09,2022-10,accident_zone,강한 위험 구간,0.023852378542824702,0.03771496749511491,0.3394347074560343,0.066564,0.02259413186710347,0.2862469711609147,0.002442,0.0006990151035749537,0.374318321383051,0.001494,0.0005592315721462783,1.3850264541954984,1.5867064220139104,-0.12710603865990022
lambda_0.1,0.1,2022-10,2022-11,risk_relief,위험 완화 우세,0.032719456860102414,0.03605652925439656,0.3754912367104309,0.070416,0.026440590924201705,0.2776222740448232,0.019128,0.005310358857929378,0.3468864892447459,0.002792,0.0009685070779713306,1.4303437675136486,1.5867064220139104,-0.09854542234838892
lambda_0.1,0.1,2022-11,2022-12,risk_relief,위험 완화 우세,-0.031004420331828385,0.03245087632895688,0.40794211303938777,-0.077319,-0.031541676238092425,0.2698600466403409,-0.001505,-0.0004061393701937131,0.3221978403202713,0.002928,0.0009433952764577545,1.3859967881266444,1.5867064220139104,-0.12649449898395027
lambda_0.1,0.1,2022-12,2023-01,neutral_watch,중립 관찰,0.04244375436893273,0.01721978403202712,0.41714790173544897,0.088956,0.037107808746778596,0.27787404197630683,0.014896,0.004139211729279066,0.3049780562882442,0.003924,0.0011967338928750703,1.4448236953580214,1.5867064220139104,-0.08941964605891362
lambda_0.1,0.1,2023-01,2023-02,risk_relief,위험 완화 우세,-0.0057968201572787875,0.028285209826455104,0.44543311156190407,-0.007775,-0.003463242442393804,0.27008663777867614,-0.010397,-0.0028080907729848958,0.2844802506594198,0.001668,0.0004745130580999122,1.436448312237056,1.5867064220139104,-0.09469811660946137
lambda_0.1,0.1,2023-02,2023-03,risk_relief,위험 완화 우세,0.017952795274435378,0.025456688843809583,0.47088980040571365,0.024604,0.01158577264918218,0.2630779740008085,0.019246,0.005063198687619561,0.26603222559347783,0.004901,0.0013038239376336348,1.462236574708956,1.5867064220139104,-0.07844541723539022
lambda_0.1,0.1,2023-03,2023-04,risk_relief,위험 완화 우세,0.007036939635646469,0.02291101995942864,0.4938008203651423,0.011698,0.0057764819966314345,0.25677017660072765,0.002425,0.0006226676782567646,0.24942900303413004,0.002557,0.0006377899607582705,1.4725262452182175,1.5867064220139104,-0.07196049326552223
lambda_0.1,0.1,2023-04,2023-05,risk_relief,위험 완화 우세,0.021052305980850294,0.020619917963485765,0.5144207383286281,0.041226,0.021207509358336023,0.2510931589406549,-0.002074,-0.0005207672116429182,0.23448610273071707,0.001559,0.00036556383415718794,1.503526318297384,1.5867064220139104,-0.05242312160743068
lambda_0.1,0.1,2023-05,2023-06,risk_relief,위험 완화 우세,-0.0007239352786395307,0.018557926167137168,0.5329786644957653,-0.000294,-0.000156695727361755,0.24598384304658943,-0.004849,-0.0011927756549329122,0.22103749245764537,0.00283,0.0006255361036551364,1.5024378625532053,1.5867064220139104,-0.05310910593892226
lambda_0.1,0.1,2023-06,2023-07,risk_relief,위험 완화 우세,0.009921887816208952,0.016702133550423492,0.5496807980461887,0.015312,0.008416712379683241,0.2413854587419305,0.003915,0.0009450240709746578,0.20893374321188082,0.002681,0.0005601513655510525,1.5173448824762827,1.5867064220139104,-0.043714160713858585
