macro_companion_regime,months,macro_data_available_months,macro_risk_months,macro_relief_months,avg_rate_z,avg_fx_z,avg_rate_fx_departure,avg_macro_defense_addon,ratio_total_pct
macro_data_unavailable,21,0,0,0,,,,0.0,12.209302325581394
neutral,66,66,18,0,-0.2705587185429132,0.18704431301764451,0.44384811567589755,0.0013636363636363635,38.372093023255815
policy_growth_pressure,18,18,18,0,0.964525982644743,-0.9685070888158241,0.37765753547868536,0.01,10.465116279069768
rate_fx_relief_departure,28,28,0,28,-0.7265758829376245,-0.9034480164543436,0.9809603937964843,0.0,16.27906976744186
rate_fx_risk_departure,20,20,20,0,1.2354861189247672,0.93598523830407,0.9813584149362453,0.01,11.627906976744185
risk_departure_plus_growth_pressure,18,18,18,0,1.1634294861338788,0.8966290152473183,0.9859618296123782,0.025,10.465116279069768
,1,0,0,0,,,,0.0,0.5813953488372093
