hsi_state,state_kr,months,ratio_total_pct,ratio_valid_pct
risk_relief,위험 완화 우세,81,47.093023255813954,48.214285714285715
neutral_watch,중립 관찰,35,20.348837209302324,20.833333333333336
conflict,신호 충돌,4,2.3255813953488373,2.380952380952381
risk_warning,위험 악화 우세,14,8.13953488372093,8.333333333333332
accident_zone,강한 위험 구간,34,19.767441860465116,20.238095238095237
insufficient_data,자료 부족,4,2.3255813953488373,
