total_months,macro_data_available_months,hsi_risk_months,macro_risk_months,both_hsi_and_macro_risk_months,hsi_risk_only_months,macro_risk_only_months,both_relief_or_neutral_months,macro_data_unavailable_months,macro_available_ratio_pct,hsi_risk_macro_confirm_ratio_pct,macro_risk_hsi_confirm_ratio_pct
172,150,48,74,26,21,48,55,22,87.20930232558139,54.166666666666664,35.13513513513514
