shortlist_rank,candidate_family,presentation_role,strategy_name,lambda_value,months,final_cumulative_return,CAGR_pct,annual_volatility_pct,MDD_pct,Sharpe,Sortino,Calmar,WinRate_pct,avg_turnover_pct,max_turnover_pct,total_turnover_pct,nonzero_turnover_months,CAGR_vs_baseline_pct,MDD_vs_baseline_pct,vol_vs_baseline_pct,turnover_vs_baseline_pct,CAGR_vs_EW_pct,MDD_vs_EW_pct,Sharpe_vs_EW,goldfriend_judgement,goldfriend_note,source_group,source_file,role
2,benchmark,단순 비교 기준,EW,,172,2.4694437257892248,6.510061939431955,7.97233104941412,-13.571143569546962,0.8317791325459929,1.5383921387649833,0.4796988482267804,60.46511627906976,0.0,0.0,0.0,0,-1.2222596383169917,9.888274700221457,-5.693737989159188,-22.09302325581396,0.0,0.0,0.0,reference,단순 동일가중 비교 기준이다.,theta,main_final_theta_performance_summary.csv,단순 동일가중 benchmark
1,baseline,즉시비중 baseline,HSI_final_baseline_overlay,1.0,172,2.908213386185535,7.732321577748946,13.666069038573308,-23.459418269768417,0.6111175601315223,0.9502180262896346,0.3296041482713747,65.11627906976744,22.09302325581396,70.0,3800.0,94,0.0,0.0,0.0,0.0,1.2222596383169917,-9.888274700221457,-0.2206615724144706,reference,"HSI 상태를 비중으로 연결하는 기준선이지만, 즉시비중 구조로 인해 MDD와 Turnover 부담이 커 최종 전략으로 단정하지 않는다.",event_filter,main_final_event_balance_filter_performance_summary.csv,HSI 5상태 즉시비중 baseline
