Unnamed: 0,RP금리
20140102,2.57
20140103,2.57
20140106,2.57
20140107,2.57
20140108,2.57
20140109,2.57
20140110,2.57
20140113,2.57
20140114,2.57
20140115,2.57
20140116,2.57
20140117,2.57
20140120,2.57
20140121,2.57
20140122,2.57
20140123,2.57
20140124,2.57
20140127,2.57
20140128,2.57
20140129,2.57
20140203,2.57
20140204,2.57
20140205,2.57
20140206,2.57
20140207,2.57
20140210,2.57
20140211,2.57
20140212,2.57
20140213,2.57
20140214,2.57
20140217,2.57
20140218,2.57
20140219,2.57
20140220,2.57
20140221,2.57
20140224,2.57
20140225,2.57
20140226,2.57
20140227,2.57
20140228,2.57
20140303,2.57
20140304,2.57
20140305,2.57
20140306,2.57
20140307,2.57
20140310,2.57
20140311,2.57
20140312,2.57
20140313,2.57
20140314,2.57
20140317,2.57
20140318,2.57
20140319,2.57
20140320,2.57
20140321,2.57
20140324,2.57
20140325,2.57
20140326,2.57
20140327,2.57
20140328,2.57
20140331,2.57
20140401,2.57
20140402,2.57
20140403,2.57
20140404,2.57
20140407,2.57
20140408,2.57
20140409,2.57
20140410,2.57
20140411,2.57
20140414,2.57
20140415,2.57
20140416,2.57
20140417,2.57
20140418,2.57
20140421,2.57
20140422,2.57
20140423,2.57
20140424,2.57
20140425,2.57
20140428,2.57
20140429,2.57
20140430,2.57
20140502,2.57
20140507,2.57
20140508,2.57
20140509,2.57
20140512,2.57
20140513,2.57
20140514,2.57
20140515,2.57
20140516,2.57
20140519,2.57
20140520,2.57
20140521,2.57
20140522,2.57
20140523,2.57
20140526,2.57
20140527,2.57
20140528,2.57
20140529,2.57
20140530,2.57
20140602,2.57
20140603,2.57
20140605,2.57
20140609,2.57
20140610,2.57
20140611,2.57
20140612,2.57
20140613,2.57
20140616,2.57
20140617,2.57
20140618,2.57
20140619,2.57
20140620,2.57
20140623,2.57
20140624,2.57
20140625,2.57
20140626,2.57
20140627,2.57
20140630,2.57
20140701,2.57
20140702,2.57
20140703,2.57
20140704,2.57
20140707,2.57
20140708,2.57
20140709,2.57
20140710,2.57
20140711,2.57
20140714,2.57
20140715,2.57
20140716,2.57
20140717,2.57
20140718,2.57
20140721,2.57
20140722,2.57
20140723,2.57
20140724,2.57
20140725,2.57
20140728,2.57
20140729,2.57
20140730,2.57
20140731,2.57
20140801,2.57
20140804,2.57
20140805,2.57
20140806,2.57
20140807,2.57
20140808,2.57
20140811,2.57
20140812,2.57
20140813,2.57
20140814,2.57
20140818,2.32
20140819,2.32
20140820,2.32
20140821,2.32
20140822,2.32
20140825,2.32
20140826,2.32
20140827,2.32
20140828,2.32
20140829,2.32
20140901,2.32
20140902,2.32
20140903,2.32
20140904,2.32
20140905,2.32
20140911,2.32
20140912,2.32
20140915,2.32
20140916,2.32
20140917,2.32
20140918,2.32
20140919,2.32
20140922,2.32
20140923,2.32
20140924,2.32
20140925,2.32
20140926,2.32
20140929,2.32
20140930,2.32
20141001,2.32
20141002,2.32
20141006,2.32
20141007,2.32
20141008,2.32
20141010,2.32
20141013,2.32
20141014,2.32
20141015,2.32
20141016,2.07
20141017,2.07
20141020,2.07
20141021,2.07
20141022,2.07
20141023,2.07
20141024,2.07
20141027,2.07
20141028,2.07
20141029,2.07
20141030,2.07
20141031,2.07
20141103,2.07
20141104,2.07
20141105,2.07
20141106,2.07
20141107,2.07
20141110,2.07
20141111,2.07
20141112,2.07
20141113,2.07
20141114,2.07
20141117,2.07
20141118,2.07
20141119,2.07
20141120,2.07
20141121,2.07
20141124,2.07
20141125,2.07
20141126,2.07
20141127,2.07
20141128,2.07
20141201,2.07
20141202,2.07
20141203,2.07
20141204,2.07
20141205,2.07
20141208,2.07
20141209,2.07
20141210,2.07
20141211,2.07
20141212,2.07
20141215,2.07
20141216,2.07
20141217,2.07
20141218,2.07
20141219,2.07
20141222,2.07
20141223,2.07
20141224,2.07
20141226,2.07
20141229,2.07
20141230,2.07
20141231,2.07
20150102,2.07
20150105,2.07
20150106,2.07
20150107,2.07
20150108,2.07
20150109,2.07
20150112,2.07
20150113,2.07
20150114,2.07
20150115,2.07
20150116,2.07
20150119,2.07
20150120,2.07
20150121,2.07
20150122,2.07
20150123,2.07
20150126,2.07
20150127,2.07
20150128,2.07
20150129,2.07
20150130,2.07
20150202,2.07
20150203,2.07
20150204,2.07
20150205,2.07
20150206,2.07
20150209,2.07
20150210,2.07
20150211,2.07
20150212,2.07
20150213,2.07
20150216,2.07
20150217,2.07
20150223,2.07
20150224,2.07
20150225,2.07
20150226,2.07
20150227,2.07
20150302,2.07
20150303,2.07
20150304,2.07
20150305,2.07
20150306,2.07
20150309,2.07
20150310,2.07
20150311,2.07
20150312,2.07
20150313,1.82
20150316,1.82
20150317,1.82
20150318,1.82
20150319,1.82
20150320,1.82
20150323,1.82
20150324,1.82
20150325,1.82
20150326,1.82
20150327,1.82
20150330,1.82
20150331,1.82
20150401,1.82
20150402,1.82
20150403,1.82
20150406,1.82
20150407,1.82
20150408,1.82
20150409,1.82
20150410,1.82
20150413,1.82
20150414,1.82
20150415,1.82
20150416,1.82
20150417,1.82
20150420,1.82
20150421,1.82
20150422,1.82
20150423,1.82
20150424,1.82
20150427,1.82
20150428,1.82
20150429,1.82
20150430,1.82
20150504,1.82
20150506,1.82
20150507,1.82
20150508,1.82
20150511,1.82
20150512,1.82
20150513,1.82
20150514,1.82
20150515,1.82
20150518,1.8
20150519,1.8
20150520,1.8
20150521,1.8
20150522,1.8
20150526,1.8
20150527,1.8
20150528,1.8
20150529,1.8
20150601,1.8
20150602,1.8
20150603,1.8
20150604,1.8
20150605,1.8
20150608,1.8
20150609,1.8
20150610,1.8
20150611,1.8
20150612,1.55
20150615,1.55
20150616,1.55
20150617,1.55
20150618,1.55
20150619,1.55
20150622,1.55
20150623,1.55
20150624,1.55
20150625,1.55
20150626,1.55
20150629,1.55
20150630,1.55
20150701,1.55
20150702,1.55
20150703,1.55
20150706,1.55
20150707,1.55
20150708,1.55
20150709,1.55
20150710,1.55
20150713,1.55
20150714,1.55
20150715,1.55
20150716,1.55
20150717,1.55
20150720,1.55
20150721,1.55
20150722,1.55
20150723,1.55
20150724,1.55
20150727,1.55
20150728,1.55
20150729,1.55
20150730,1.55
20150731,1.55
20150803,1.55
20150804,1.55
20150805,1.55
20150806,1.55
20150807,1.55
20150810,1.55
20150811,1.55
20150812,1.55
20150813,1.55
20150817,1.55
20150818,1.55
20150819,1.55
20150820,1.55
20150821,1.55
20150824,1.55
20150825,1.55
20150826,1.55
20150827,1.55
20150828,1.55
20150831,1.55
20150901,1.55
20150902,1.55
20150903,1.55
20150904,1.55
20150907,1.55
20150908,1.55
20150909,1.55
20150910,1.55
20150911,1.55
20150914,1.55
20150915,1.55
20150916,1.55
20150917,1.55
20150918,1.55
20150921,1.55
20150922,1.55
20150923,1.55
20150924,1.55
20150925,1.55
20150930,1.55
20151001,1.55
20151002,1.55
20151005,1.55
20151006,1.55
20151007,1.55
20151008,1.55
20151012,1.55
20151013,1.55
20151014,1.55
20151015,1.55
20151016,1.55
20151019,1.55
20151020,1.55
20151021,1.55
20151022,1.55
20151023,1.55
20151026,1.55
20151027,1.55
20151028,1.55
20151029,1.55
20151030,1.55
20151102,1.55
20151103,1.55
20151104,1.55
20151105,1.55
20151106,1.55
20151109,1.55
20151110,1.55
20151111,1.55
20151112,1.55
20151113,1.55
20151116,1.55
20151117,1.55
20151118,1.55
20151119,1.55
20151120,1.55
20151123,1.55
20151124,1.55
20151125,1.55
20151126,1.55
20151127,1.55
20151130,1.55
20151201,1.55
20151202,1.55
20151203,1.55
20151204,1.55
20151207,1.55
20151208,1.55
20151209,1.55
20151210,1.55
20151211,1.55
20151214,1.55
20151215,1.55
20151216,1.55
20151217,1.55
20151218,1.55
20151221,1.55
20151222,1.55
20151223,1.55
20151224,1.55
20151228,1.55
20151229,1.55
20151230,1.55
20151231,1.55
20160104,1.55
20160105,1.55
20160106,1.55
20160107,1.55
20160108,1.55
20160111,1.55
20160112,1.55
20160113,1.55
20160114,1.55
20160115,1.55
20160118,1.55
20160119,1.55
20160120,1.55
20160121,1.55
20160122,1.55
20160125,1.55
20160126,1.55
20160127,1.55
20160128,1.55
20160129,1.55
20160201,1.55
20160202,1.55
20160203,1.55
20160204,1.55
20160205,1.55
20160211,1.55
20160212,1.55
20160215,1.55
20160216,1.55
20160217,1.55
20160218,1.55
20160219,1.55
20160222,1.55
20160223,1.55
20160224,1.55
20160225,1.55
20160226,1.55
20160229,1.55
20160302,1.55
20160303,1.55
20160304,1.55
20160307,1.55
20160308,1.55
20160309,1.55
20160310,1.55
20160311,1.55
20160314,1.55
20160315,1.55
20160316,1.55
20160317,1.55
20160318,1.55
20160321,1.55
20160322,1.55
20160323,1.55
20160324,1.55
20160325,1.55
20160328,1.55
20160329,1.55
20160330,1.55
20160331,1.55
20160401,1.55
20160404,1.55
20160405,1.55
20160406,1.55
20160407,1.55
20160408,1.55
20160411,1.55
20160412,1.55
20160414,1.55
20160415,1.55
20160418,1.55
20160419,1.55
20160420,1.55
20160421,1.55
20160422,1.55
20160425,1.55
20160426,1.55
20160427,1.55
20160428,1.55
20160429,1.55
20160502,1.55
20160503,1.55
20160504,1.55
20160509,1.55
20160510,1.55
20160511,1.55
20160512,1.55
20160513,1.55
20160516,1.55
20160517,1.55
20160518,1.55
20160519,1.55
20160520,1.55
20160523,1.55
20160524,1.55
20160525,1.55
20160526,1.55
20160527,1.55
20160530,1.55
20160531,1.55
20160601,1.55
20160602,1.55
20160603,1.55
20160607,1.55
20160608,1.55
20160609,1.55
20160610,1.3
20160613,1.3
20160614,1.3
20160615,1.3
20160616,1.3
20160617,1.3
20160620,1.3
20160621,1.3
20160622,1.3
20160623,1.3
20160624,1.3
20160627,1.3
20160628,1.3
20160629,1.3
20160630,1.3
20160701,1.3
20160704,1.3
20160705,1.3
20160706,1.3
20160707,1.3
20160708,1.3
20160711,1.3
20160712,1.3
20160713,1.3
20160714,1.3
20160715,1.3
20160718,1.3
20160719,1.3
20160720,1.3
20160721,1.3
20160722,1.3
20160725,1.3
20160726,1.3
20160727,1.3
20160728,1.3
20160729,1.3
20160801,1.3
20160802,1.3
20160803,1.3
20160804,1.3
20160805,1.3
20160808,1.3
20160809,1.3
20160810,1.3
20160811,1.3
20160812,1.3
20160816,1.3
20160817,1.3
20160818,1.3
20160819,1.3
20160822,1.3
20160823,1.3
20160824,1.3
20160825,1.3
20160826,1.3
20160829,1.3
20160830,1.3
20160831,1.3
20160901,1.3
20160902,1.3
20160905,1.3
20160906,1.3
20160907,1.3
20160908,1.3
20160909,1.3
20160912,1.3
20160913,1.3
20160919,1.3
20160920,1.3
20160921,1.3
20160922,1.3
20160923,1.3
20160926,1.3
20160927,1.3
20160928,1.3
20160929,1.3
20160930,1.3
20161004,1.3
20161005,1.3
20161006,1.3
20161007,1.3
20161010,1.3
20161011,1.3
20161012,1.3
20161013,1.3
20161014,1.3
20161017,1.3
20161018,1.3
20161019,1.3
20161020,1.3
20161021,1.3
20161024,1.3
20161025,1.3
20161026,1.3
20161027,1.3
20161028,1.3
20161031,1.3
20161101,1.3
20161102,1.3
20161103,1.3
20161104,1.3
20161107,1.3
20161108,1.3
20161109,1.3
20161110,1.3
20161111,1.3
20161114,1.3
20161115,1.3
20161116,1.3
20161117,1.3
20161118,1.3
20161121,1.3
20161122,1.3
20161123,1.3
20161124,1.3
20161125,1.3
20161128,1.3
20161129,1.3
20161130,1.3
20161201,1.3
20161202,1.3
20161205,1.3
20161206,1.3
20161207,1.3
20161208,1.3
20161209,1.3
20161212,1.3
20161213,1.3
20161214,1.3
20161215,1.3
20161216,1.3
20161219,1.3
20161220,1.3
20161221,1.3
20161222,1.3
20161223,1.3
20161226,1.3
20161227,1.3
20161228,1.3
20161229,1.3
20161230,1.3
20170102,1.3
20170103,1.3
20170104,1.3
20170105,1.3
20170106,1.3
20170109,1.3
20170110,1.3
20170111,1.3
20170112,1.3
20170113,1.3
20170116,1.3
20170117,1.3
20170118,1.3
20170119,1.3
20170120,1.3
20170123,1.3
20170124,1.3
20170125,1.3
20170126,1.3
20170131,1.3
20170201,1.3
20170202,1.3
20170203,1.3
20170206,1.3
20170207,1.3
20170208,1.3
20170209,1.3
20170210,1.3
20170213,1.3
20170214,1.3
20170215,1.3
20170216,1.3
20170217,1.3
20170220,1.3
20170221,1.3
20170222,1.3
20170223,1.3
20170224,1.3
20170227,1.3
20170228,1.3
20170302,1.3
20170303,1.3
20170306,1.3
20170307,1.3
20170308,1.3
20170309,1.3
20170310,1.3
20170313,1.3
20170314,1.3
20170315,1.3
20170316,1.3
20170317,1.3
20170320,1.3
20170321,1.3
20170322,1.3
20170323,1.3
20170324,1.3
20170327,1.3
20170328,1.3
20170329,1.3
20170330,1.3
20170331,1.3
20170403,1.3
20170404,1.3
20170405,1.3
20170406,1.3
20170407,1.3
20170410,1.3
20170411,1.3
20170412,1.3
20170413,1.3
20170414,1.3
20170417,1.3
20170418,1.3
20170419,1.3
20170420,1.3
20170421,1.3
20170424,1.3
20170425,1.3
20170426,1.3
20170427,1.3
20170428,1.3
20170502,1.3
20170504,1.3
20170508,1.3
20170510,1.3
20170511,1.3
20170512,1.3
20170515,1.3
20170516,1.3
20170517,1.3
20170518,1.3
20170519,1.3
20170522,1.3
20170523,1.3
20170524,1.3
20170525,1.3
20170526,1.3
20170529,1.3
20170530,1.3
20170531,1.3
20170601,1.3
20170602,1.3
20170605,1.3
20170607,1.3
20170608,1.3
20170609,1.3
20170612,1.3
20170613,1.3
20170614,1.3
20170615,1.3
20170616,1.3
20170619,1.3
20170620,1.3
20170621,1.3
20170622,1.3
20170623,1.3
20170626,1.3
20170627,1.3
20170628,1.3
20170629,1.3
20170630,1.3
20170703,1.3
20170704,1.3
20170705,1.3
20170706,1.3
20170707,1.3
20170710,1.3
20170711,1.3
20170712,1.3
20170713,1.3
20170714,1.3
20170717,1.3
20170718,1.3
20170719,1.3
20170720,1.3
20170721,1.3
20170724,1.3
20170725,1.3
20170726,1.3
20170727,1.3
20170728,1.3
20170731,1.3
20170801,1.3
20170802,1.3
20170803,1.3
20170804,1.3
20170807,1.3
20170808,1.3
20170809,1.3
20170810,1.3
20170811,1.3
20170814,1.3
20170816,1.3
20170817,1.3
20170818,1.3
20170821,1.3
20170822,1.3
20170823,1.3
20170824,1.3
20170825,1.3
20170828,1.3
20170829,1.3
20170830,1.3
20170831,1.3
20170901,1.3
20170904,1.3
20170905,1.3
20170906,1.3
20170907,1.3
20170908,1.3
20170911,1.3
20170912,1.3
20170913,1.3
20170914,1.3
20170915,1.3
20170918,1.3
20170919,1.3
20170920,1.3
20170921,1.3
20170922,1.3
20170925,1.3
20170926,1.3
20170927,1.3
20170928,1.3
20170929,1.3
20171010,1.3
20171011,1.3
20171012,1.3
20171013,1.3
20171016,1.3
20171017,1.3
20171018,1.3
20171019,1.3
20171020,1.3
20171023,1.3
20171024,1.3
20171025,1.3
20171026,1.3
20171027,1.3
20171030,1.3
20171031,1.3
20171101,1.3
20171102,1.3
20171103,1.3
20171106,1.3
20171107,1.3
20171108,1.3
20171109,1.3
20171110,1.3
20171113,1.3
20171114,1.3
20171115,1.3
20171116,1.3
20171117,1.3
20171120,1.3
20171121,1.3
20171122,1.3
20171123,1.3
20171124,1.3
20171127,1.3
20171128,1.3
20171129,1.3
20171130,1.55
20171201,1.55
20171204,1.55
20171205,1.55
20171206,1.55
20171207,1.55
20171208,1.55
20171211,1.55
20171212,1.55
20171213,1.55
20171214,1.55
20171215,1.55
20171218,1.55
20171219,1.55
20171220,1.55
20171221,1.55
20171222,1.55
20171226,1.55
20171227,1.55
20171228,1.55
20171229,1.55
20180102,1.55
20180103,1.55
20180104,1.55
20180105,1.55
20180108,1.55
20180109,1.55
20180110,1.55
20180111,1.55
20180112,1.55
20180115,1.55
20180116,1.55
20180117,1.55
20180118,1.55
20180119,1.55
20180122,1.55
20180123,1.55
20180124,1.55
20180125,1.55
20180126,1.55
20180129,1.55
20180130,1.55
20180131,1.55
20180201,1.55
20180202,1.55
20180205,1.55
20180206,1.55
20180207,1.55
20180208,1.55
20180209,1.55
20180212,1.55
20180213,1.55
20180214,1.55
20180219,1.55
20180220,1.55
20180221,1.55
20180222,1.55
20180223,1.55
20180226,1.55
20180227,1.55
20180228,1.55
20180302,1.55
20180305,1.55
20180306,1.55
20180307,1.55
20180308,1.55
20180309,1.55
20180312,1.55
20180313,1.55
20180314,1.55
20180315,1.55
20180316,1.55
20180319,1.55
20180320,1.55
20180321,1.55
20180322,1.55
20180323,1.53
20180326,1.55
20180327,1.55
20180328,1.55
20180329,1.55
20180330,1.55
20180402,1.55
20180403,1.55
20180404,1.55
20180405,1.55
20180406,1.55
20180409,1.55
20180410,1.55
20180411,1.55
20180412,1.55
20180413,1.55
20180416,1.55
20180417,1.55
20180418,1.55
20180419,1.55
20180420,1.55
20180423,1.55
20180424,1.55
20180425,1.55
20180426,1.55
20180427,1.55
20180430,1.55
20180502,1.55
20180503,1.55
20180504,1.55
20180508,1.55
20180509,1.55
20180510,1.55
20180511,1.55
20180514,1.55
20180515,1.55
20180516,1.55
20180517,1.55
20180518,1.55
20180521,1.55
20180523,1.55
20180524,1.55
20180525,1.55
20180528,1.55
20180529,1.55
20180530,1.55
20180531,1.55
20180601,1.55
20180604,1.55
20180605,1.55
20180607,1.55
20180608,1.55
20180611,1.55
20180612,1.55
20180614,1.55
20180615,1.55
20180618,1.55
20180619,1.55
20180620,1.55
20180621,1.55
20180622,1.55
20180625,1.55
