Unnamed: 0,RP금리
20180626,1.55
20180627,1.55
20180628,1.55
20180629,1.55
20180702,1.55
20180703,1.55
20180704,1.55
20180705,1.55
20180706,1.55
20180709,1.55
20180710,1.55
20180711,1.55
20180712,1.55
20180713,1.55
20180716,1.55
20180717,1.55
20180718,1.55
20180719,1.55
20180720,1.55
20180723,1.55
20180724,1.55
20180725,1.55
20180726,1.55
20180727,1.55
20180730,1.55
20180731,1.55
20180801,1.55
20180802,1.55
20180803,1.55
20180806,1.55
20180807,1.55
20180808,1.55
20180809,1.55
20180810,1.55
20180813,1.55
20180814,1.55
20180816,1.55
20180817,1.55
20180820,1.55
20180821,1.55
20180822,1.55
20180823,1.55
20180824,1.55
20180827,1.55
20180828,1.55
20180829,1.55
20180830,1.55
20180831,1.55
20180903,1.55
20180904,1.55
20180905,1.55
20180906,1.55
20180907,1.55
20180910,1.55
20180911,1.55
20180912,1.55
20180913,1.55
20180914,1.55
20180917,1.55
20180918,1.55
20180919,1.55
20180920,1.55
20180921,1.55
20180927,1.55
20180928,1.55
20181001,1.55
20181002,1.55
20181004,1.55
20181005,1.55
20181008,1.55
20181010,1.55
20181011,1.55
20181012,1.55
20181015,1.55
20181016,1.55
20181017,1.55
20181018,1.55
20181019,1.55
20181022,1.55
20181023,1.55
20181024,1.55
20181025,1.55
20181026,1.55
20181029,1.55
20181030,1.55
20181031,1.55
20181101,1.56
20181102,1.56
20181105,1.56
20181106,1.56
20181107,1.56
20181108,1.56
20181109,1.56
20181112,1.56
20181113,1.56
20181114,1.56
20181115,1.56
20181116,1.56
20181119,1.56
20181120,1.56
20181121,1.56
20181122,1.56
20181123,1.56
20181126,1.56
20181127,1.56
20181128,1.56
20181129,1.56
20181130,1.81
20181203,1.81
20181204,1.81
20181205,1.81
20181206,1.81
20181207,1.81
20181210,1.81
20181211,1.81
20181212,1.81
20181213,1.81
20181214,1.81
20181217,1.81
20181218,1.81
20181219,1.81
20181220,1.81
20181221,1.81
20181224,1.81
20181226,1.81
20181227,1.81
20181228,1.82
20181231,1.82
20190102,1.82
20190103,1.82
20190104,1.82
20190107,1.82
20190108,1.82
20190109,1.82
20190110,1.82
20190111,1.82
20190114,1.82
20190115,1.82
20190116,1.82
20190117,1.82
20190118,1.82
20190121,1.82
20190122,1.82
20190123,1.82
20190124,1.82
20190125,1.82
20190128,1.82
20190129,1.82
20190130,1.82
20190131,1.82
20190201,1.82
20190207,1.82
20190208,1.82
20190211,1.82
20190212,1.82
20190213,1.82
20190214,1.82
20190215,1.82
20190218,1.82
20190219,1.82
20190220,1.82
20190221,1.82
20190222,1.82
20190225,1.82
20190226,1.82
20190227,1.82
20190228,1.82
20190304,1.82
20190305,1.82
20190306,1.82
20190307,1.82
20190308,1.82
20190311,1.82
20190312,1.82
20190313,1.82
20190314,1.82
20190315,1.82
20190318,1.82
20190319,1.82
20190320,1.82
20190321,1.82
20190322,1.82
20190325,1.82
20190326,1.82
20190327,1.82
20190328,1.82
20190329,1.82
20190401,1.82
20190402,1.82
20190403,1.82
20190404,1.82
20190405,1.82
20190408,1.82
20190409,1.82
20190410,1.82
20190411,1.82
20190412,1.82
20190415,1.82
20190416,1.82
20190417,1.82
20190418,1.82
20190419,1.82
20190422,1.82
20190423,1.82
20190424,1.82
20190425,1.82
20190426,1.82
20190429,1.82
20190430,1.82
20190502,1.82
20190503,1.82
20190507,1.82
20190508,1.82
20190509,1.82
20190510,1.82
20190513,1.82
20190514,1.82
20190515,1.82
20190516,1.82
20190517,1.82
20190520,1.82
20190521,1.82
20190522,1.82
20190523,1.82
20190524,1.82
20190527,1.82
20190528,1.82
20190529,1.82
20190530,1.82
20190531,1.82
20190603,1.82
20190604,1.82
20190605,1.82
20190607,1.82
20190610,1.82
20190611,1.82
20190612,1.82
20190613,1.82
20190614,1.82
20190617,1.82
20190618,1.82
20190619,1.82
20190620,1.82
20190621,1.82
20190624,1.82
20190625,1.82
20190626,1.82
20190627,1.82
20190628,1.82
20190701,1.82
20190702,1.82
20190703,1.82
20190704,1.82
20190705,1.82
20190708,1.82
20190709,1.82
20190710,1.82
20190711,1.82
20190712,1.82
20190715,1.82
20190716,1.82
20190717,1.82
20190718,1.57
20190719,1.57
20190722,1.57
20190723,1.57
20190724,1.57
20190725,1.57
20190726,1.57
20190729,1.57
20190730,1.57
20190731,1.57
20190801,1.57
20190802,1.57
20190805,1.57
20190806,1.57
20190807,1.57
20190808,1.57
20190809,1.57
20190812,1.57
20190813,1.57
20190814,1.57
20190816,1.57
20190819,1.57
20190820,1.57
20190821,1.57
20190822,1.57
20190823,1.57
20190826,1.57
20190827,1.57
20190828,1.57
20190829,1.57
20190830,1.57
20190902,1.57
20190903,1.57
20190904,1.57
20190905,1.57
20190906,1.57
20190909,1.57
20190910,1.57
20190911,1.57
20190916,1.57
20190917,1.57
20190918,1.57
20190919,1.57
20190920,1.57
20190923,1.57
20190924,1.57
20190925,1.57
20190926,1.57
20190927,1.57
20190930,1.57
20191001,1.58
20191002,1.58
20191004,1.58
20191007,1.58
20191008,1.58
20191010,1.58
20191011,1.58
20191014,1.58
20191015,1.58
20191016,1.33
20191017,1.33
20191018,1.33
20191021,1.33
20191022,1.33
20191023,1.33
20191024,1.33
20191025,1.33
20191028,1.33
20191029,1.33
20191030,1.33
20191031,1.33
20191101,1.33
20191104,1.33
20191105,1.33
20191106,1.33
20191107,1.33
20191108,1.33
20191111,1.33
20191112,1.33
20191113,1.33
20191114,1.33
20191115,1.33
20191118,1.33
20191119,1.33
20191120,1.33
20191121,1.33
20191122,1.33
20191125,1.33
20191126,1.33
20191127,1.33
20191128,1.33
20191129,1.33
20191202,1.33
20191203,1.33
20191204,1.33
20191205,1.33
20191206,1.33
20191209,1.33
20191210,1.33
20191211,1.33
20191212,1.33
20191213,1.33
20191216,1.33
20191217,1.33
20191218,1.33
20191219,1.33
20191220,1.33
20191223,1.33
20191224,1.33
20191226,1.33
20191227,1.33
20191230,1.33
20191231,1.33
20200102,1.33
20200103,1.33
20200106,1.33
20200107,1.33
20200108,1.33
20200109,1.33
20200110,1.33
20200113,1.33
20200114,1.33
20200115,1.33
20200116,1.33
20200117,1.33
20200120,1.33
20200121,1.33
20200122,1.33
20200123,1.33
20200128,1.33
20200129,1.33
20200130,1.33
20200131,1.33
20200203,1.33
20200204,1.33
20200205,1.32
20200206,1.33
20200207,1.33
20200210,1.33
20200211,1.33
20200212,1.33
20200213,1.33
20200214,1.33
20200217,1.33
20200218,1.33
20200219,1.33
20200220,1.33
20200221,1.33
20200224,1.33
20200225,1.33
20200226,1.33
20200227,1.33
20200228,1.33
20200302,1.33
20200303,1.33
20200304,1.33
20200305,1.33
20200306,1.33
20200309,1.33
20200310,1.33
20200311,1.33
20200312,1.33
20200313,1.33
20200316,1.33
20200317,0.83
20200318,0.83
20200319,0.83
20200320,0.83
20200323,0.83
20200324,0.83
20200325,0.83
20200326,0.83
20200327,0.83
20200330,0.83
20200331,0.83
20200401,0.83
20200402,0.83
20200403,0.83
20200406,0.83
20200407,0.83
20200408,0.83
20200409,0.83
20200410,0.83
20200413,0.83
20200414,0.83
20200416,0.83
20200417,0.83
20200420,0.83
20200421,0.83
20200422,0.83
20200423,0.83
20200424,0.83
20200427,0.83
20200428,0.83
20200429,0.83
20200504,0.83
20200506,0.83
20200507,0.83
20200508,0.83
20200511,0.83
20200512,0.83
20200513,0.83
20200514,0.83
20200515,0.83
20200518,0.83
20200519,0.83
20200520,0.83
20200521,0.83
20200522,0.83
20200525,0.83
20200526,0.83
20200527,0.83
20200528,0.58
20200529,0.58
20200601,0.58
20200602,0.58
20200603,0.58
20200604,0.58
20200605,0.58
20200608,0.58
20200609,0.58
20200610,0.58
20200611,0.58
20200612,0.58
20200615,0.58
20200616,0.58
20200617,0.58
20200618,0.58
20200619,0.58
20200622,0.58
20200623,0.58
20200624,0.58
20200625,0.58
20200626,0.58
20200629,0.58
20200630,0.58
20200701,0.58
20200702,0.58
20200703,0.58
20200706,0.58
20200707,0.58
20200708,0.58
20200709,0.58
20200710,0.58
20200713,0.58
20200714,0.58
20200715,0.58
20200716,0.58
20200717,0.58
20200720,0.58
20200721,0.58
20200722,0.58
20200723,0.58
20200724,0.58
20200727,0.58
20200728,0.58
20200729,0.58
20200730,0.58
20200731,0.58
20200803,0.58
20200804,0.58
20200805,0.58
20200806,0.58
20200807,0.58
20200810,0.58
20200811,0.58
20200812,0.58
20200813,0.58
20200814,0.58
20200818,0.58
20200819,0.58
20200820,0.58
20200821,0.58
20200824,0.58
20200825,0.58
20200826,0.58
20200827,0.58
20200828,0.58
20200831,0.58
20200901,0.58
20200902,0.58
20200903,0.58
20200904,0.58
20200907,0.58
20200908,0.58
20200909,0.58
20200910,0.58
20200911,0.58
20200914,0.58
20200915,0.58
20200916,0.58
20200917,0.58
20200918,0.58
20200921,0.58
20200922,0.58
20200923,0.58
20200924,0.58
20200925,0.58
20200928,0.58
20200929,0.58
20201005,0.58
20201006,0.58
20201007,0.58
20201008,0.58
20201012,0.58
20201013,0.58
20201014,0.58
20201015,0.58
20201016,0.58
20201019,0.58
20201020,0.58
20201021,0.58
20201022,0.58
20201023,0.58
20201026,0.58
20201027,0.58
20201028,0.58
20201029,0.58
20201030,0.58
20201102,0.58
20201103,0.58
20201104,0.58
20201105,0.58
20201106,0.58
20201109,0.58
20201110,0.58
20201111,0.58
20201112,0.58
20201113,0.58
20201116,0.58
20201117,0.58
20201118,0.58
20201119,0.58
20201120,0.58
20201123,0.58
20201124,0.58
20201125,0.58
20201126,0.58
20201127,0.58
20201130,0.58
20201201,0.58
20201202,0.58
20201203,0.58
20201204,0.58
20201207,0.58
20201208,0.58
20201209,0.58
20201210,0.58
20201211,0.58
20201214,0.58
20201215,0.58
20201216,0.58
20201217,0.58
20201218,0.58
20201221,0.58
20201222,0.58
20201223,0.58
20201224,0.58
20201228,0.58
20201229,0.58
20201230,0.58
20201231,0.58
20210104,0.58
20210105,0.58
20210106,0.58
20210107,0.58
20210108,0.58
20210111,0.58
20210112,0.58
20210113,0.58
20210114,0.58
20210115,0.58
20210118,0.58
20210119,0.58
20210120,0.58
20210121,0.58
20210122,0.58
20210125,0.58
20210126,0.58
20210127,0.58
20210128,0.58
