group,name,label,path,exists,rows,cols,date_column_detected,date_min,date_max,missing_cells,sample_file,question,note
raw_macro,gdp_growth,GDP 성장률,C:\quant_lec\quant_model\day5\day5_hsi_dynamic_allocation_project\AIQuant-2nd-project\data\raw\2. 2014년 이후 매크로 데이터(GDP 성장률).csv,True,49,3,,,,0,sample_gdp_growth_checked.csv,GDP는 분기자료·계절성·기저효과·발표지연 문제가 있으므로 최종 직접 반영에서 제외하고 비교·진단용으로만 두는 방향이 괜찮을까요?,
raw_macro,gov_bond_balance,국채발행잔액,C:\quant_lec\quant_model\day5\day5_hsi_dynamic_allocation_project\AIQuant-2nd-project\data\raw\2. 2014년 이후 매크로 데이터(국채발행잔액).csv,True,144,3,,,,0,sample_gov_bond_balance_checked.csv,국채발행잔액은 설명 부담이 있어 최종 모델 직접 입력보다 참고 후보군으로만 두는 것이 적절할까요?,
raw_macro,trade_fx_reserve,수입수출외환보유,C:\quant_lec\quant_model\day5\day5_hsi_dynamic_allocation_project\AIQuant-2nd-project\data\raw\2. 2014년 이후 매크로 데이터(수입수출외환보유).csv,True,150,4,,,,5,sample_trade_fx_reserve_checked.csv,수입수출외환보유 자료는 최종 모델 직접 입력보다 대외건전성 참고 후보군으로만 두는 것이 적절할까요?,
raw_macro,interest_rate_rp,금리 자료(RP),C:\quant_lec\quant_model\day5\day5_hsi_dynamic_allocation_project\AIQuant-2nd-project\data\raw\2014년 이후 금리 자료(RP).csv,True,3060,2,,,,0,sample_interest_rate_rp_checked.csv,"RP 금리는 단기금리 후보로 볼 수 있지만, 최종 금리 변수로 쓸지 또는 참고용으로 둘지 확인이 필요할까요?",
raw_macro,interest_rate,금리 자료,C:\quant_lec\quant_model\day5\day5_hsi_dynamic_allocation_project\AIQuant-2nd-project\data\raw\2014년 이후 금리 자료.csv,True,3048,9,,,,1,sample_interest_rate_checked.csv,금리 자료는 연율 %로 보고 월간 수익률처럼 변환하지 않고 변화폭/표준화 방식으로 사용하는 것이 맞을까요?,
raw_macro,exchange_rate,환율 데이터,C:\quant_lec\quant_model\day5\day5_hsi_dynamic_allocation_project\AIQuant-2nd-project\data\raw\2014년 이후 환율 데이터.csv,True,3048,4,,,,0,sample_exchange_rate_checked.csv,환율은 월말 기준 전월 대비 변화율로 계산해 ETF 월말 기준과 맞추는 방식이 괜찮을까요?,
processed_result,macro_overlay_weights,14번 macro overlay weights,C:\quant_lec\quant_model\day5\day5_hsi_dynamic_allocation_project\AIQuant-2nd-project\data\processed\main_final_macro_overlay_weights.csv,True,172,22,year_month,2012-03-01,2026-06-01,45,sample_macro_overlay_weights_checked.csv,t월 신호와 조정 비중을 t+1월 수익률에 적용한 구조로 해석해도 괜찮을까요?,
processed_result,macro_overlay_backtest_timeseries,14번 macro overlay backtest timeseries,C:\quant_lec\quant_model\day5\day5_hsi_dynamic_allocation_project\AIQuant-2nd-project\data\processed\main_final_macro_overlay_backtest_timeseries.csv,True,344,27,year_month,2012-03-01,2026-06-01,185,sample_macro_overlay_backtest_timeseries_checked.csv,14번 결과는 최종 후보 모델이 아니라 보조 실험 결과로 두는 것이 적절할까요?,
processed_result,macro_hsi_joined,13번 HSI-macro joined table,C:\quant_lec\quant_model\day5\day5_hsi_dynamic_allocation_project\AIQuant-2nd-project\data\processed\main_final_hsi_macro_companion_joined_monthly.csv,True,172,57,year_month,2012-03-01,2026-06-01,887,sample_macro_hsi_joined_checked.csv,HSI 상태와 macro risk flag의 월말 정렬 기준이 기존 ETF 데이터 기준과 충돌하지 않는지 확인 부탁드립니다.,
