Date,069500_direction,069500_intensity,069500_signal,114260_direction,114260_intensity,114260_signal,153130_direction,153130_intensity,153130_signal
2012-03-31,0.0,0.0,watch,0.0,0.0,watch,0.0,0.0,watch
2012-04-30,0.0,0.0,watch,0.0,0.0,watch,0.0,0.0,watch
2012-05-31,0.0,0.0,watch,0.0,0.0,watch,0.0,0.0,watch
2012-06-30,-0.0136575140877275,0.0136575140877275,watch,-0.0154993182863795,0.0154993182863795,watch,-0.0924068768376083,0.0924068768376083,watch
2012-07-31,-0.2960454147652123,0.4129220534005987,watch,-0.1167949879612043,0.6530629787950177,watch,-0.0569559985589421,0.6163485279595556,watch
2012-08-31,-0.1388251461453575,0.1388251461453575,watch,-0.1205256260000247,0.2628395944589141,watch,-0.1735546075082518,0.4675756224024293,watch
2012-09-30,-0.2634234797520824,0.317080520246411,watch,0.0107241292701219,0.3371419056618977,watch,-0.0846917632972867,0.4916583803082365,watch
2012-10-31,0.0344291545770247,0.2024763885086993,watch,-0.1185567593278405,0.230455266056656,watch,-0.1992367497489016,0.3176370624275405,watch
2012-11-30,-0.2682668135247502,0.2682668135247502,watch,0.190304839756485,0.3219810114916137,watch,0.2763166323676748,0.4632836485659715,watch
2012-12-31,-0.4798789611612879,0.4798789611612879,buy,0.1966866942307311,0.2060753520667736,watch,-0.0527658807092145,0.2513379066317052,watch
2013-01-31,-0.083423657530643,0.2161417002820659,watch,0.0279881122857908,0.3015207999759109,watch,-0.0844746389040015,0.2391676605734459,watch
2013-02-28,-0.325750304121071,0.325750304121071,buy,-0.1310862212326334,0.2810588905085495,watch,-0.0841602508137807,0.2412176375801075,watch
2013-03-31,-0.0726941739173961,0.1423594120613311,watch,-0.214067712728462,0.214067712728462,watch,-0.1054655479431919,0.1735564317284935,watch
2013-04-30,0.0096141378353332,0.0698813228627308,watch,0.0870821389057014,0.2416762217248604,watch,-0.0029201447559531,0.1770782268452747,watch
2013-05-31,-0.1515869921660628,0.1515869921660628,watch,0.7113415467657472,0.7113415467657472,caution,0.093732051948917,0.1435275575839422,watch
2013-06-30,0.5572561560274323,0.5572561560274323,caution,0.5307711536015135,0.810103453838745,caution,-0.0611698214267546,0.2907009293188155,watch
2013-07-31,-0.0131962714532745,0.1636878528071167,watch,0.3109855822381591,0.3293358119113887,caution,0.2394607338715153,0.2916192298769026,watch
2013-08-31,-0.0052041842996325,0.176596168640981,watch,0.0701035998042531,0.1790120450934982,watch,0.1821714037520292,0.2395772033754852,watch
2013-09-30,-0.4016371645693944,0.4016371645693944,buy,-0.005802570864052,0.3218624959394638,watch,0.140946510169123,0.2596454321855801,watch
2013-10-31,-0.2555567372591997,0.2555567372591997,watch,-0.0607629203662727,0.1642107090607197,watch,0.0504629188775341,0.1175864892716858,watch
2013-11-30,-0.1099236132023501,0.2124253633974139,watch,0.2132348734304285,0.2871964180757206,watch,0.126177334981015,0.1818634226207618,watch
2013-12-31,-0.167066963298257,0.2236822366238925,watch,-0.2149939180092956,0.2316902077768539,watch,-0.0440540404907484,0.0806106574422764,watch
2014-01-31,0.2171704663671325,0.2171704663671325,watch,-0.1788566264115041,0.1788566264115041,watch,-0.1896775945786442,0.2235914220552074,watch
2014-02-28,-0.1328373246062654,0.1328373246062654,watch,-0.1792726663263211,0.3077510320002479,watch,0.0895274036468849,0.222529680960988,watch
2014-03-31,-0.0819381890264538,0.10240875903593,watch,-0.1246393412256844,0.1301291766804315,watch,0.0579307155678498,0.1320382895629424,watch
2014-04-30,-0.04268249372262,0.236622846916792,watch,-0.2095827321612394,0.2095827321612394,watch,-0.1225234898588269,0.1710909306769063,watch
2014-05-31,-0.1228028356567017,0.1228028356567017,watch,-0.0497233273042987,0.4261528915422339,watch,-0.0087333620805072,0.1215596116692528,watch
2014-06-30,-0.0270426388946366,0.0815969388694271,watch,-0.4453614421208168,0.4453614421208168,buy,-0.3418191568480834,0.3418191568480834,buy
2014-07-31,-0.4149268809128408,0.4149268809128408,buy,-0.1896321233507208,0.3420715595700936,watch,-0.3649525151676311,0.7166347962358145,buy
2014-08-31,0.0527493199625799,0.1631129512624999,watch,-0.325857640112503,0.3548383292493105,buy,-0.0462929975600665,0.5523881293185033,watch
2014-09-30,0.1930901431995809,0.453173466600229,watch,-0.6190157447140285,0.6190157447140285,buy,-0.3485137803732701,0.7485137803732701,buy
2014-10-31,0.2933760028053017,0.2933760028053017,watch,-0.4316054985723124,0.4521538174587809,buy,-0.2046500054992803,0.299570779471345,watch
2014-11-30,-0.0939066892002557,0.2292354146221162,watch,-0.141500008983106,0.3242228100297451,watch,0.2317352197642789,0.318336922094499,watch
2014-12-31,0.2139859404040611,0.2139859404040611,watch,0.0208799863859607,0.178731072747582,watch,0.4018067648123197,0.5831923360153156,caution
2015-01-31,-0.1123915110741891,0.2518916398000558,watch,-0.0007175803805904,0.3691973690111831,watch,0.3539497373543486,0.3790732837516948,caution
2015-02-28,-0.2036161657636529,0.2553816040049801,watch,0.1748028410587455,0.2401963300654128,watch,0.3672592743352376,0.4174980919301535,caution
2015-03-31,-0.1627994616926861,0.1831078015237868,watch,-0.3658592692627394,0.4089916443760229,buy,0.0138663924481433,0.2217635211462483,watch
2015-04-30,-0.4568822643642716,0.4568822643642716,buy,0.7112210590567547,0.7150172511697208,caution,0.5722322742778043,0.6550505609926087,caution
2015-05-31,0.1937339345174903,0.2854272405884912,watch,0.1272963674477173,0.34170035660398,watch,0.2337341821255987,0.4988139052308773,watch
2015-06-30,0.0937710299754319,0.1383006883553203,watch,0.2241960882671382,0.5473821664263849,watch,0.2614556864558575,0.4533078375976612,watch
2015-07-31,0.452978567210623,0.452978567210623,caution,0.0228509890633489,0.3838189196078129,watch,0.2118834202061996,0.5365136181673723,watch
2015-08-31,0.5402437815173553,0.5402437815173553,caution,0.0187869216109711,0.3633667798650883,watch,0.2641087820610066,0.5576483866793305,watch
2015-09-30,0.1619500449139095,0.2904838388895279,watch,0.0122601358853452,0.2331465629779597,watch,0.3113236664195162,0.3799071630806233,caution
2015-10-31,-0.3112420425752359,0.3112420425752359,buy,0.2867052493570197,0.4788809896772822,watch,0.4625134383014784,0.6345303299042943,caution
2015-11-30,0.1009884329485523,0.1465163644015971,watch,0.3570184044929347,0.4433712205364319,caution,0.4681896850095151,0.6254309379417671,caution
2015-12-31,0.0588267350780878,0.0853436460238478,watch,-0.0199997914036057,0.1547349029837606,watch,0.3170921887638318,0.4400815061836252,caution
2016-01-31,0.3278561287379282,0.3278561287379282,caution,-0.1686905605891131,0.2574903423587564,watch,0.0316531608532962,0.329803386055747,watch
2016-02-29,-0.0700778969948181,0.1950287570764986,watch,-0.1326006534929366,0.2864663044851994,watch,0.1718797267446294,0.2549208514466506,watch
2016-03-31,-0.3645036102422886,0.3645036102422886,buy,0.3379090497852763,0.3667195428946611,caution,0.2449680798786534,0.2449680798786534,watch
2016-04-30,-0.1426813253884472,0.1426813253884472,watch,0.0080449447572103,0.1135151578056054,watch,0.0580476642477023,0.1382932942762643,watch
2016-05-31,-0.1860028145352674,0.1895633905349371,watch,0.1648517689630555,0.2283071322722439,watch,0.2435023921000799,0.2741766439605137,watch
2016-06-30,0.0120338922153585,0.1800697518203296,watch,-0.3194268573267299,0.3402503535015906,buy,-0.2147661110886793,0.3601186568631579,watch
2016-07-31,-0.283987071036528,0.283987071036528,watch,-0.0112752330377301,0.185227183172357,watch,0.1329953634512445,0.1753936594146487,watch
2016-08-31,-0.272274172797347,0.272274172797347,watch,0.343060926982103,0.3772991395305541,caution,0.4450988941558683,0.4644472427746749,caution
2016-09-30,-0.0392764693390115,0.1521686924577513,watch,0.0740867869266394,0.1141912275206372,watch,0.2747474622829146,0.3672439980642012,watch
2016-10-31,0.0180292808567462,0.132234043764236,watch,0.4108552674781227,0.5721175079804517,caution,0.3699587492126499,0.6585198381777998,caution
2016-11-30,0.0226571282567509,0.0544469224455273,watch,0.6116919211364018,0.6116919211364018,caution,0.6649444330153597,0.7111679680143095,caution
2016-12-31,-0.3259829367337412,0.3259829367337412,buy,0.1438091863976247,0.3278110411086734,watch,0.1464233197126891,0.3427953774701314,watch
2017-01-31,-0.3442181266719754,0.3442181266719754,buy,0.219134260303888,0.2818507547758827,watch,0.0167920827534415,0.2220819891499463,watch
2017-02-28,-0.1701796684594833,0.2361455627612492,watch,-0.0677659819619001,0.1545218862373346,watch,-0.2026988846816023,0.2026988846816023,watch
2017-03-31,-0.4059908477953804,0.4059908477953804,buy,-0.0314749967044559,0.2129692537725926,watch,-0.0885849443745651,0.2328191017222595,watch
2017-04-30,-0.3612297561613056,0.3612297561613056,buy,0.0120748721071387,0.0856315552166954,watch,-0.1598084240492004,0.2218400531975046,watch
2017-05-31,-0.4403270922188433,0.5642717624171766,buy,-0.1050502507236193,0.3920499598532503,watch,-0.0984787184739698,0.3858849040871322,watch
2017-06-30,-0.2729982315197701,0.2729982315197701,watch,-0.072741199100949,0.117876263613797,watch,0.0127708682979858,0.0836476535096586,watch
2017-07-31,0.0118665019419204,0.135879434203032,watch,-0.2850565587625207,0.2850565587625207,watch,-0.3246304297456071,0.3246304297456071,buy
2017-08-31,0.3493137673680722,0.3493137673680722,caution,-0.3161432430921055,0.3161432430921055,buy,-0.0703590448062426,0.2182183935388698,watch
2017-09-30,0.0351777559208807,0.0970132313011924,watch,0.1388051214162665,0.1388051214162665,watch,0.1084665049873862,0.1358734636405578,watch
2017-10-31,-0.2069186704507798,0.2115026390974964,watch,0.6363528914505739,0.6363528914505739,caution,0.8129200776142522,0.8129200776142522,caution
2017-11-30,0.4361989489324662,0.4361989489324662,caution,-0.3461832543115558,0.3610067749002834,buy,0.0009271017578801,0.5434729705695973,watch
2017-12-31,0.4557991762465914,0.4557991762465914,caution,-0.1292640131446659,0.2133513157283717,watch,-0.1144860108436957,0.2785718289478479,watch
2018-01-31,0.2045318207649783,0.2045318207649783,watch,0.3704273558180047,0.3704273558180047,caution,-0.2670041146250331,0.2757244955463201,watch
2018-02-28,0.7345707338075834,0.7345707338075834,caution,-0.1742015749750458,0.4229899018253092,watch,-0.5579800394112341,0.5889021760675159,buy
2018-03-31,0.3300677128353638,0.3300677128353638,caution,-0.3950428754498241,0.3950428754498241,buy,-0.2995575366872017,0.2995575366872017,watch
2018-04-30,0.0772145790953232,0.1470859728828044,watch,-0.2660222494687622,0.3139806472503847,watch,-0.3690133964922015,0.4227922920757241,buy
2018-05-31,0.3152385179670572,0.3560751065650031,caution,-0.3858992885006032,0.3858992885006032,buy,-0.4511111801831394,0.4511111801831394,buy
2018-06-30,0.3885449337110593,0.3885449337110593,caution,-0.5383243259917699,0.5383243259917699,buy,-0.4199159432719868,0.4199159432719868,buy
2018-07-31,0.0106784393007407,0.3313000073474847,watch,-0.2951615271746535,0.3753404530611515,watch,-0.0863638658235287,0.1733909169729054,watch
2018-08-31,-0.0689287275665117,0.1873087869338041,watch,-0.5484271467899833,0.5484271467899833,buy,-0.2068560973639947,0.2300263615998003,watch
2018-09-30,-0.0943694644490379,0.127861783500278,watch,-0.0262470087039992,0.1997499640859295,watch,0.108843518410152,0.2471495482688356,watch
2018-10-31,0.7573266771963312,0.7573266771963312,caution,-0.3963784643166484,0.5046575428151705,buy,-0.2522124847024439,0.3216255664978967,watch
2018-11-30,0.0471774007438396,0.185417438239369,watch,-0.1316634853284729,0.3475688571200799,watch,0.1834225744164646,0.2113378830568802,watch
2018-12-31,0.205312240370339,0.205312240370339,watch,-0.1772196856359254,0.1772196856359254,watch,-0.2064774679498975,0.2283052896182582,watch
2019-01-31,-0.6270301653031832,0.6270301653031832,buy,0.0198938837550512,0.4735952105967024,watch,0.0888093052547937,0.4848081148277465,watch
2019-02-28,-0.294008018851749,0.294008018851749,watch,-0.0595311609346242,0.2950976127047154,watch,-0.1953729878379516,0.2565922622664071,watch
