effect,sum_contribution,mean_monthly,annualized,share_of_total_pct
exposure,-0.11280213164708291,-0.0007726173400485131,-0.009271408080582157,73.9409941683019
pure_timing,-0.07827753831492446,-0.000536147522704962,-0.006433770272459545,51.31036904658117
lambda,0.04073173537420664,0.00027898448886442905,0.0033478138663731484,-26.699362536797537
cost,-0.0022090237218571097,-1.5130299464774724e-05,-0.00018156359357729667,1.4479993219144192
total_excess_vs_ew,-0.1525569583096579,-0.0010449106733538213,-0.012538928080245856,100.0
