n_months,gross_cum_return_pct,gross_cagr_pct,gross_ann_vol_pct,gross_mdd_pct,gross_sharpe,gross_calmar,gross_tail_strategy_avg_pct,gross_win_rate_pct,net10_cum_return_pct,net10_cagr_pct,net10_ann_vol_pct,net10_mdd_pct,net10_sharpe,net10_calmar,net10_tail_strategy_avg_pct,net10_win_rate_pct,avg_monthly_turnover_pct,avg_annual_turnover_pct,max_monthly_turnover_pct,strategy,period,sim_id,cost_bps,block_size
105.0,53.82667709682822,5.044918077740279,7.163712195701455,-10.435411462645948,0.7238074037881146,0.48344218105810227,-3.1394007125724306,63.8095238095238,52.88760573071072,4.971430998132242,7.165526879623347,-10.541723337393593,0.7138361583471003,0.4715956622099525,-3.1447416766674015,63.8095238095238,5.844645464392428,70.13574557270914,19.923876035350887,shuffle_placebo,IS,9,10.0,4
66.0,58.36527339622193,8.718089006728725,12.736126729872115,-22.635467105656947,0.7205373443514907,0.38515171637655055,-5.5863951450718545,56.060606060606055,57.92502977063627,8.663075834022793,12.735259364242435,-22.662298408489555,0.7165773631721638,0.38226819177253024,-5.5888309444498665,56.060606060606055,4.254696393636564,51.05635672363877,17.62108003151715,shuffle_placebo,OOS,9,10.0,4
171.0,123.88149551062311,5.818763058874077,9.470309447378405,-20.02401944023583,0.645030699243232,0.2905891634914207,-3.913338096259214,59.06432748538012,121.75302690256417,5.74785036594585,9.471809295875328,-20.06920708658847,0.6378338975807504,0.28640146773845054,-3.9189154374994635,59.06432748538012,5.599940380211241,67.1992845625349,23.74521023922814,shuffle_placebo,FULL,10,10.0,4
105.0,37.81095805953123,3.7332878268517833,6.904991042727134,-8.440586527497862,0.5658736588866777,0.44230194367292197,-3.1857574077520963,60.952380952380956,36.91382283019004,3.6558880636596847,6.906684608906373,-8.46436608528034,0.5549129230733778,0.43191516373769906,-3.190972629185324,60.952380952380956,6.228666737799571,74.74400085359486,23.74521023922814,shuffle_placebo,IS,10,10.0,4
66.0,62.45551055084548,9.223315135937327,12.513555816476792,-20.02401944023584,0.768022231658527,0.46061257398722816,-5.352109656783352,56.060606060606055,61.965404455616955,9.16332981799175,12.514565618039352,-20.06920708658847,0.7635496931314455,0.45658653969021396,-5.354953958876374,56.060606060606055,4.5996939022298085,55.196326826757705,18.777813515835863,shuffle_placebo,OOS,10,10.0,4
171.0,181.7513936019134,7.539880357467776,11.5782867972107,-17.275997849622115,0.6849712111052818,0.4364367501720139,-3.966010458953326,60.23391812865497,179.13522521583894,7.469502458657207,11.580113219272583,-17.337321393958327,0.6791941277242883,0.4308337077525807,-3.9710101347100846,60.23391812865497,5.470686091446944,65.64823309736333,22.573354312640028,shuffle_placebo,FULL,11,10.0,4
105.0,36.944938620135595,3.6585800679766134,7.88125323664492,-11.138629199720773,0.49556552990843,0.3284587360236687,-3.625362528640255,60.952380952380956,36.12138117777892,3.5871461305772456,7.881431283066005,-11.145868007200054,0.4867838658546851,0.3218364086368155,-3.629142853497998,60.952380952380956,5.760320676795634,69.12384812154761,22.573354312640028,shuffle_placebo,IS,11,10.0,4
66.0,105.74064031928091,14.016390621345632,15.670881749236509,-17.27599784962216,0.914714724292864,0.81132162340783,-4.617335376820273,59.09090909090909,105.06346820803958,13.94806727685307,15.673956251445547,-17.337321393958316,0.9106997112999854,0.8045110867999293,-4.622756217745379,59.09090909090909,5.00990379657403,60.11884555888837,18.223012512563695,shuffle_placebo,OOS,11,10.0,4
171.0,149.50884999381455,6.626629444499477,9.117024150514746,-15.503341832901762,0.7500281078643442,0.4274323249737163,-3.436444629108584,59.64912280701754,147.13417382072018,6.555097758609185,9.118596272478301,-15.566820807143323,0.7425172052124286,0.4210941874272217,-3.444634469440295,59.64912280701754,5.609146105254085,67.30975326304902,23.87529404713658,shuffle_placebo,FULL,12,10.0,4
105.0,46.4717023204315,4.458379290766401,7.163130218543186,-8.73102500666092,0.6453995585271587,0.5106364129486621,-3.0173110725862777,60.952380952380956,45.58854297175334,4.386204905118096,7.165093831894,-8.795815538390972,0.6355621595186721,0.49866949641834685,-3.025990792395444,60.952380952380956,5.768214313987903,69.21857176785484,23.87529404713658,shuffle_placebo,IS,12,10.0,4
