strategy_name,return_month,turnover,weight_069500,weight_114260,weight_153130,turnover_pct
HSI_main_v2b_baseline,2018-05,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2018-06,0.23333333333333334,0.1,0.45,0.45,23.333333333333332
HSI_main_v2b_baseline,2018-07,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2018-08,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2018-09,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2018-10,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2018-11,0.23333333333333334,0.1,0.45,0.45,23.333333333333332
HSI_main_v2b_baseline,2018-12,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2019-01,0.13333333333333336,0.2,0.4,0.4,13.333333333333336
HSI_main_v2b_baseline,2019-02,0.13333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.333333333333336
HSI_main_v2b_baseline,2019-03,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2019-04,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2019-05,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2019-06,0.13333333333333336,0.2,0.4,0.4,13.333333333333336
HSI_main_v2b_baseline,2019-07,0.13333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.333333333333336
HSI_main_v2b_baseline,2019-08,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2019-09,0.13333333333333336,0.2,0.4,0.4,13.333333333333336
HSI_main_v2b_baseline,2019-10,0.13333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.333333333333336
HSI_main_v2b_baseline,2019-11,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2019-12,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2020-01,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2020-02,0.23333333333333334,0.1,0.45,0.45,23.333333333333332
HSI_main_v2b_baseline,2020-03,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2020-04,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2020-05,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2020-06,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2020-07,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2020-08,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2020-09,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2020-10,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2020-11,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2020-12,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2021-01,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2021-02,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2021-03,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2021-04,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2021-05,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2021-06,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2021-07,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2021-08,0.13333333333333336,0.2,0.4,0.4,13.333333333333336
HSI_main_v2b_baseline,2021-09,0.09999999999999999,0.1,0.45,0.45,10.0
HSI_main_v2b_baseline,2021-10,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2021-11,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2021-12,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2022-01,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2022-02,0.23333333333333334,0.1,0.45,0.45,23.333333333333332
HSI_main_v2b_baseline,2022-03,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2022-04,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2022-05,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2022-06,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2022-07,0.23333333333333334,0.1,0.45,0.45,23.333333333333332
HSI_main_v2b_baseline,2022-08,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2022-09,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2022-10,0.23333333333333334,0.1,0.45,0.45,23.333333333333332
HSI_main_v2b_baseline,2022-11,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2022-12,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-01,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-02,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-03,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-04,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-05,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-06,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-07,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-08,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-09,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-10,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2023-11,0.23333333333333334,0.1,0.45,0.45,23.333333333333332
HSI_main_v2b_baseline,2023-12,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2024-01,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2024-02,0.13333333333333336,0.2,0.4,0.4,13.333333333333336
HSI_main_v2b_baseline,2024-03,0.13333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.333333333333336
HSI_main_v2b_baseline,2024-04,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2024-05,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2024-06,0.13333333333333336,0.2,0.4,0.4,13.333333333333336
HSI_main_v2b_baseline,2024-07,0.13333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.333333333333336
HSI_main_v2b_baseline,2024-08,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2024-09,0.23333333333333334,0.1,0.45,0.45,23.333333333333332
HSI_main_v2b_baseline,2024-10,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2024-11,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2024-12,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2025-01,0.0,0.1,0.45,0.45,0.0
HSI_main_v2b_baseline,2025-02,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2025-03,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2025-04,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2025-05,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2025-06,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2025-07,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2025-08,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2025-09,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2025-10,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2025-11,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2025-12,0.13333333333333336,0.2,0.4,0.4,13.333333333333336
HSI_main_v2b_baseline,2026-01,0.13333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.333333333333336
HSI_main_v2b_baseline,2026-02,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2026-03,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
HSI_main_v2b_baseline,2026-04,0.23333333333333334,0.1,0.45,0.45,23.333333333333332
HSI_main_v2b_baseline,2026-05,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.333333333333332
HSI_main_v2b_baseline,2026-06,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
