strategy,months,cagr_pct,ann_vol_pct,mdd_pct,sharpe,sharpe_geom,sortino,calmar,win_rate_pct,avg_turnover_pct,max_turnover_pct,cagr_net_0bp,cagr_net_5bp,cagr_net_10bp,cagr_net_20bp
dynamic_v1,171,9.734105432409557,12.488779113410489,-12.629641769729371,0.8052967886311722,0.779428104542024,1.6213698535943326,0.770734879887107,60.23391812865497,4.964341042416802,19.149368244887178,9.734105432409557,9.701565145259705,9.66903317070036,9.603994152056462
lambda_0.1,171,8.638798542453795,11.351523784634693,-14.744180174515332,0.7865263175620656,0.7610254540581756,1.5552941368027249,0.5859124373280232,59.64912280701754,2.455393807086774,6.018832608679937,,,,
lambda_0.3,171,9.090997384867894,12.10191122789447,-15.219711332556995,0.7793068521339414,0.7512034432969127,1.407152230973674,0.5973173331757637,60.81871345029239,6.885562922592911,20.011915215340103,,,,
