candidate_key,source_type,source_file,strategy_name,combo_id,combo_name,theta_id,theta_common,lambda_value,allocation_rule_name,cost_label,cost_rate,months,final_cumulative_return,CAGR_pct,annual_volatility_pct,MDD_pct,Sharpe,Sortino,Calmar,WinRate_pct,avg_monthly_return_pct,best_month_pct,worst_month_pct,avg_turnover_pct,max_turnover_pct,total_turnover_pct,total_trading_cost_pct,avg_monthly_trading_cost_pct,CAGR_0bp_pct,final_cumulative_return_0bp,CAGR_cost_drag_pct,final_cum_cost_drag,months_pass,strict_turnover_pass,flex_turnover_pass,turnover_filter_status,CAGR_20bp_pct,CAGR_cost_drag_20bp_pct,CAGR_gap_vs_EW_pct,MDD_gap_vs_EW_pct,Sharpe_gap_vs_EW,Calmar_gap_vs_EW,performance_pass,mdd_pass,sharpe_pass,calmar_pass,risk_metric_pass,cost_sensitivity_pass,core_pass_for_robustness,source_type_pass_count,robustness_proxy_pass,selection_score,final_decision,decision_reason,decision_order
main_final_lambda_backtest_timeseries|lambda_0.1,lambda,main_final_lambda_backtest_timeseries.csv,lambda_0.1,,,,,0.1,,cost_10bp,0.001,172,3.272295551263106,8.622537346338577,11.258023554707314,-14.787851689232067,0.7907921386160403,1.5701234376025515,0.5830824874053322,59.30232558139535,0.7418963769513961,17.654934806257284,-10.912467934484413,2.515008210776583,6.01706408099328,432.5814122535723,0.4325814122535723,0.002515008210776583,8.65511461758417,3.286390484457007,0.032577271245592954,0.014094933193900872,True,True,True,strict_pass,8.589968825280714,0.06514579230345596,2.112475406906622,-1.2167081196851601,-0.04098699392995209,0.10338363917854981,True,True,True,True,True,True,True,2,True,0.8556521739130435,final_candidate,"Turnover, 비용, MDD, Sharpe, Calmar, robustness proxy를 통과함",1
main_final_lambda_backtest_timeseries|lambda_0.3,lambda,main_final_lambda_backtest_timeseries.csv,lambda_0.3,,,,,0.3,,cost_10bp,0.001,172,3.43679123781104,8.994864017540504,12.048361162717642,-15.334823762919324,0.7748814571753683,1.401718160973318,0.5865645511551763,60.46511627906976,0.77800430452848,17.991304031434982,-12.555927744232937,6.949680986908527,20.0119152153401,1195.3451297482666,1.1953451297482665,0.006949680986908526,9.085171513870272,3.477832296815666,0.09030749632976764,0.04104105900462596,True,True,True,strict_pass,8.904622452114165,0.18054906175610697,2.484802078108549,-1.7636801933724175,-0.05689767537062407,0.10686570292839387,True,True,True,True,True,True,True,2,True,0.8486956521739131,final_candidate,"Turnover, 비용, MDD, Sharpe, Calmar, robustness proxy를 통과함",1
main_final_lambda_backtest_timeseries|lambda_0.5,lambda,main_final_lambda_backtest_timeseries.csv,lambda_0.5,,,,,0.5,,cost_10bp,0.001,172,3.191573727636173,8.433413903604038,12.198896521121133,-17.6884260574139,0.7244390476269572,1.1869350847635782,0.4767758237070092,61.04651162790697,0.7364464148217329,17.98703826688179,-13.265378955459234,11.137830846511516,34.82986662493079,1915.706905599981,1.9157069055999811,0.011137830846511517,8.577336332356754,3.252831935193648,0.14392242875271677,0.0612582075574748,True,False,True,flex_pass,8.289656744628026,0.2876795877287286,1.9233519641720829,-4.1172824878669925,-0.10734008491903513,-0.0029230245197731652,True,False,True,True,False,True,False,2,True,0.7434782608695653,exclude_risk_metric,"MDD, Sharpe, Calmar 중 하나 이상이 방어형 기준을 통과하지 못함",5
main_final_lambda_backtest_timeseries|lambda_0.7,lambda,main_final_lambda_backtest_timeseries.csv,lambda_0.7,,,,,0.7,,cost_10bp,0.001,172,2.960636669644927,7.866685370749638,12.507479374609638,-20.189338958528815,0.6673265609137708,1.0299758589374355,0.38964551473967024,61.627906976744185,0.6955477663965143,19.287097957784223,-13.871658150425677,15.40610277578537,48.98978074297788,2649.8496774350842,2.649849677435084,0.015406102775785373,8.064649867175566,3.039477921176748,0.19796449642592862,0.07884125153182087,True,False,False,fail,7.669028753033191,0.3956211141423749,1.3566234313176828,-6.618195388981908,-0.1644525716322215,-0.09005333348711214,True,False,False,False,False,True,False,2,True,0.6904347826086958,exclude_turnover,평균 또는 최대 Turnover가 후보 기준을 초과함,6
main_final_signal_combo_backtest_timeseries|combo_02_trend_only,signal_combo,main_final_signal_combo_backtest_timeseries.csv,combo_02_trend_only,combo_02_trend_only,추세 중심 신호,,,,final_baseline_state_target_weights_v1,cost_10bp,0.001,172,3.127087305831976,8.279103565314605,13.617104603302641,-21.271734680466125,0.6502589191231333,1.018696730120401,0.3892067896520598,63.95348837209303,0.7378869767441848,24.41107,-14.13022,20.668604651162788,70.0,3554.9999999999995,3.5549999999999997,0.02066860465116279,8.545106005908632,3.23901934586653,0.26600244059402733,0.11193204003455381,True,False,False,fail,8.01362918561046,0.5314768202981721,1.7690416258826502,-7.700591110919218,-0.18152021342285907,-0.09049205857472259,True,False,False,False,False,True,False,0,False,0.6069565217391305,exclude_turnover,평균 또는 최대 Turnover가 후보 기준을 초과함,6
main_final_theta_backtest_timeseries|theta_0.30,theta,main_final_theta_backtest_timeseries.csv,theta_0.30,,,theta_0.30,0.3,,,cost_10bp,0.001,172,2.8274234448520086,7.5207747880943865,12.906815449437811,-21.17877238175825,0.624463317250634,1.0573873014178736,0.35510909945716207,61.04651162790697,0.6716527325581391,24.41107,-14.13022,16.918604651162788,70.0,2910.0,2.9099999999999993,0.016918604651162787,7.7367911032309555,2.9099432383560626,0.21601631513656905,0.08251979350405403,True,False,False,fail,7.305107400103639,0.43168370312731685,1.0107128486624317,-7.607628812211344,-0.20731581529535836,-0.12458974876962031,True,False,False,False,False,True,False,0,False,0.591304347826087,exclude_turnover,평균 또는 최대 Turnover가 후보 기준을 초과함,6
main_final_signal_combo_backtest_timeseries|combo_04_core5_plus_relative_speed,signal_combo,main_final_signal_combo_backtest_timeseries.csv,combo_04_core5_plus_relative_speed,combo_04_core5_plus_relative_speed,기본 5개 + 상대속도,,,,final_baseline_state_target_weights_v1,cost_10bp,0.001,172,2.7935193338667723,7.430318055857765,13.395826453686919,-20.256501085765365,0.599544951111888,1.015100286824158,0.3668115250702992,62.2093023255814,0.669283343023255,24.41107,-14.13022,21.017441860465116,70.0,3615.0,3.6149999999999993,0.021017441860465114,7.698680785469203,2.8952239651851475,0.2683627296114377,0.10170463131837515,True,False,False,fail,7.162513189534425,0.5361675959347778,0.9202561164258105,-6.685357516218458,-0.23223418143410435,-0.1128873231564832,True,False,False,False,False,True,False,0,False,0.5226086956521739,exclude_turnover,평균 또는 최대 Turnover가 후보 기준을 초과함,6
main_final_theta_backtest_timeseries|theta_0.25,theta,main_final_theta_backtest_timeseries.csv,theta_0.25,,,theta_0.25,0.25,,,cost_10bp,0.001,172,2.7030803169226743,7.183934288976657,12.879629910910658,-21.202750062851084,0.6010134595307817,0.9984046528496656,0.3388208731264292,61.627906976744185,0.6450692441860457,24.41107,-14.13022,20.261627906976738,70.0,3484.9999999999995,3.4849999999999994,0.02026162790697674,7.442323318350352,2.7979971603085008,0.2583890293736957,0.09491684338582651,True,False,False,fail,6.926065492767641,0.516257825582711,0.6738723495447019,-7.631606493304178,-0.23076567301521067,-0.14087797510035316,True,False,False,False,False,True,False,0,False,0.4547826086956522,exclude_turnover,평균 또는 최대 Turnover가 후보 기준을 초과함,6
main_final_theta_backtest_timeseries|theta_0.20,theta,main_final_theta_backtest_timeseries.csv,theta_0.20,,,theta_0.20,0.2,,,cost_10bp,0.001,172,2.7931183747663253,7.429242192667029,13.34088984149362,-20.73724511402556,0.6013704537002578,1.0210149228072094,0.3582559858754955,62.7906976744186,0.6685680813953482,24.41107,-14.13022,22.383720930232553,70.0,3849.999999999999,3.849999999999999,0.022383720930232553,7.715326444932247,2.9016444456950663,0.2860842522652174,0.108526070928741,True,False,False,fail,7.1437949188781324,0.5715315260541143,0.9191802532350746,-7.166101544478652,-0.23040867884573457,-0.12144286235128687,True,False,False,False,False,True,False,0,False,0.45130434782608697,exclude_turnover,평균 또는 최대 Turnover가 후보 기준을 초과함,6
main_final_baseline_backtest_timeseries|HSI_final_baseline_overlay,baseline,main_final_baseline_backtest_timeseries.csv,HSI_final_baseline_overlay,,,,,,final_baseline_state_target_weights_v1,cost_10bp,0.001,172,2.800785639248229,7.4497903339997285,13.657100530244499,-23.861954954928844,0.5921065361175394,0.9269748247037448,0.31220368775614193,64.53488372093024,0.6738715406976734,24.41107,-14.13022,22.093023255813954,70.0,3800.0,3.7999999999999994,0.02209302325581395,7.732321577748924,2.908213386185528,0.2825312437491956,0.10742774693729906,True,False,False,fail,7.167862836767291,0.5644587409816326,0.9397283945677737,-10.290811385381938,-0.23967259642845296,-0.16749516047064045,True,False,False,False,False,True,False,0,False,0.32782608695652177,exclude_turnover,평균 또는 최대 Turnover가 후보 기준을 초과함,6
