year_month,hsi_state,state_kr,ticker,signal_name,signal_family,signal_speed_type,signal_score,signal_velocity,centroid_velocity,relative_velocity,relative_speed_abs,direction_label,speed_rank,interpretation
2012-10,neutral_watch,중립 관찰,069500,return,return_speed,fast,3.444205808257003,8.14914690989102,3.7231245036650487,4.426022406225971,4.426022406225971,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2012-10,neutral_watch,중립 관찰,069500,momentum,trend_momentum,slow,1.489170602525685,6.259744548498173,3.7231245036650487,2.536620044833124,2.536620044833124,risk_accelerating,3.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2012-10,neutral_watch,중립 관찰,069500,ma_pos,trend_position,slow,0.9893590627899298,6.026421718059392,3.7231245036650487,2.3032972143943438,2.3032972143943438,risk_accelerating,4.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2012-11,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-3.799299734554263,0.40199351872130773,-3.7837127816430884,4.185706300364396,4.185706300364396,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2012-11,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-4.705859135626024,-6.195029738151709,-3.7837127816430884,-2.411316956508621,2.411316956508621,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2012-11,risk_relief,위험 완화 우세,069500,return,return_speed,fast,-2.246816288536872,-5.6910220967938745,-3.7837127816430884,-1.907309315150786,1.907309315150786,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2012-11,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-2.661433747558147,-3.6507928103480767,-3.7837127816430884,0.13291997129501176,0.13291997129501176,moving_with_centroid,4.0,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2012-12,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-6.443225210820022,-1.7373660751939974,-2.645128131572136,0.9077620563781386,0.9077620563781386,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2012-12,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-7.145594830715529,-3.346295096161266,-2.645128131572136,-0.7011669645891301,0.7011669645891301,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2012-12,risk_relief,위험 완화 우세,069500,return,return_speed,fast,-4.996433509521657,-2.7496172209847853,-2.645128131572136,-0.10448908941264934,0.10448908941264934,moving_with_centroid,3.0,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2012-12,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-5.408667881506645,-2.747234133948498,-2.645128131572136,-0.1021060023763618,0.1021060023763618,moving_with_centroid,4.0,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-01,risk_relief,위험 완화 우세,069500,return,return_speed,fast,3.317969114131148,8.314402623652805,4.955689013551697,3.358713610101108,3.358713610101108,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-01,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-4.942436422496691,2.2031584082188385,4.955689013551697,-2.7525306053328586,2.7525306053328586,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-01,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-2.436877314373411,4.006347896446611,4.955689013551697,-0.9493411171050861,0.9493411171050861,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-01,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-0.1098207556181096,5.2988471258885355,4.955689013551697,0.34315811233683835,0.34315811233683835,weak_or_noise,4.0,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2013-02,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-2.565575737715107,2.3768606847815836,-3.0290692818669207,5.405929966648504,5.405929966648504,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-02,risk_relief,위험 완화 우세,069500,return,return_speed,fast,-3.555294963619224,-6.873264077750372,-3.0290692818669207,-3.8441947958834515,3.8441947958834515,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-02,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-4.428230229598647,-4.318409473980537,-3.0290692818669207,-1.2893401921136167,1.2893401921136167,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-02,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-5.73834157489177,-3.301464260518359,-3.0290692818669207,-0.27239497865143836,0.27239497865143836,weak_or_noise,4.0,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2013-03,neutral_watch,중립 관찰,069500,vol,risk_damage,fast,-3.765014427756009,-1.199438690040902,3.163205109956399,-4.362643799997301,4.362643799997301,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-03,neutral_watch,중립 관찰,069500,momentum,trend_momentum,slow,-0.1873524849647368,5.550989089927033,3.163205109956399,2.387783979970634,2.387783979970634,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-03,neutral_watch,중립 관찰,069500,return,return_speed,fast,1.741623774520669,5.296918738139893,3.163205109956399,2.133713628183494,2.133713628183494,risk_accelerating,3.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-03,neutral_watch,중립 관찰,069500,ma_pos,trend_position,slow,-1.423878927799073,3.0043513017995735,3.163205109956399,-0.1588538081568256,0.1588538081568256,moving_with_centroid,4.0,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-04,neutral_watch,중립 관찰,069500,vol,risk_damage,fast,-1.078070312681835,2.686944115074174,1.0288563806574533,1.6580877344167209,1.6580877344167209,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-04,neutral_watch,중립 관찰,069500,return,return_speed,fast,1.454078400571962,-0.28754537394870705,1.0288563806574533,-1.3164017546061604,1.3164017546061604,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-04,neutral_watch,중립 관찰,069500,momentum,trend_momentum,slow,-0.4284460637854777,-0.24109357882074092,1.0288563806574533,-1.2699499594781942,1.2699499594781942,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-04,neutral_watch,중립 관찰,069500,ma_pos,trend_position,slow,0.5332414325260137,1.9571203603250868,1.0288563806574533,0.9282639796676335,0.9282639796676335,risk_accelerating,4.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-05,risk_relief,위험 완화 우세,069500,return,return_speed,fast,-2.506835910540739,-3.9609143111127008,-2.015076556350363,-1.9458377547623376,1.9458377547623376,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-05,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-1.095690461928748,-0.6672443981432703,-2.015076556350363,1.347832158207093,1.347832158207093,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-05,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-2.340276612952866,-1.262206300271031,-2.015076556350363,0.7528702560793321,0.7528702560793321,risk_accelerating,3.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-05,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-1.636699783348437,-2.1699412158744504,-2.015076556350363,-0.15486465952408723,0.15486465952408723,moving_with_centroid,4.0,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-06,accident_zone,강한 위험 구간,069500,return,return_speed,fast,7.695177341570094,10.202013252110833,8.860597563566433,1.3414156885443997,1.3414156885443997,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-06,accident_zone,강한 위험 구간,069500,ma_pos,trend_position,slow,6.010180745254901,7.646880528603338,8.860597563566433,-1.2137170349630946,1.2137170349630946,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-06,accident_zone,강한 위험 구간,069500,vol,risk_damage,fast,6.260339984594482,8.600616597547347,8.860597563566433,-0.2599809660190857,0.2599809660190857,weak_or_noise,3.0,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2013-06,accident_zone,강한 위험 구간,069500,momentum,trend_momentum,slow,7.89718941407547,8.992879876004217,8.860597563566433,0.1322823124377841,0.1322823124377841,moving_with_centroid,4.0,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-07,neutral_watch,중립 관찰,069500,return,return_speed,fast,-4.422122902719886,-12.11730024428998,-7.1306736364718475,-4.986626607818133,4.986626607818133,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-07,neutral_watch,중립 관찰,069500,vol,risk_damage,fast,1.65088291863343,-4.609457065961052,-7.1306736364718475,2.521216570510796,2.521216570510796,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-07,neutral_watch,중립 관찰,069500,ma_pos,trend_position,slow,0.3018431337682679,-5.708337611486634,-7.1306736364718475,1.4223360249852135,1.4223360249852135,risk_accelerating,3.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-07,neutral_watch,중립 관찰,069500,momentum,trend_momentum,slow,1.809589789925745,-6.087599624149725,-7.1306736364718475,1.0430740123221227,1.0430740123221227,risk_accelerating,4.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-08,neutral_watch,중립 관찰,069500,ma_pos,trend_position,slow,-3.15941995494074,-3.461263088709008,0.09987571513938054,-3.5611388038483884,3.5611388038483884,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-08,neutral_watch,중립 관찰,069500,return,return_speed,fast,-1.385608070568807,3.036514832151079,0.09987571513938054,2.9366391170116986,2.9366391170116986,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-08,neutral_watch,중립 관찰,069500,momentum,trend_momentum,slow,3.183851885504671,1.3742620955789262,0.09987571513938054,1.2743863804395457,1.2743863804395457,risk_accelerating,3.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-08,neutral_watch,중립 관찰,069500,vol,risk_damage,fast,1.100871940169954,-0.5500109784634759,0.09987571513938054,-0.6498866936028564,0.6498866936028564,risk_relief_accelerating,4.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-09,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-5.175114119854383,-8.358966005359054,-4.9553163623970224,-3.4036496429620318,3.4036496429620318,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-09,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-5.171062862508712,-2.0116429075679716,-4.9553163623970224,2.943673454829051,2.943673454829051,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-09,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-3.575495919049434,-4.676367859219388,-4.9553163623970224,0.2789485031776344,0.2789485031776344,weak_or_noise,3.0,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2013-09,risk_relief,위험 완화 우세,069500,return,return_speed,fast,-6.159896748010485,-4.774288677441678,-4.9553163623970224,0.18102768495534427,0.18102768495534427,moving_with_centroid,4.0,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-10,risk_relief,위험 완화 우세,069500,return,return_speed,fast,-1.872211831073735,4.28768491693675,1.8259813634221809,2.4617035535145693,2.4617035535145693,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-10,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-4.398257394990165,0.776856724864218,1.8259813634221809,-1.049124638557963,1.049124638557963,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-10,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-4.179231462350772,0.99183140015794,1.8259813634221809,-0.8341499632642408,0.8341499632642408,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-10,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-2.327943507319617,1.2475524117298171,1.8259813634221809,-0.5784289516923637,0.5784289516923637,risk_relief_accelerating,4.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-11,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,2.562310575792725,4.890254083112342,1.8203306681269948,3.0699234149853476,3.0699234149853476,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-11,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-4.188390382658989,-0.009158920308217411,1.8203306681269948,-1.8294895884352123,1.8294895884352123,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-11,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-3.843215232588809,0.5550421624013562,1.8203306681269948,-1.2652885057256387,1.2652885057256387,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-11,risk_relief,위험 완화 우세,069500,return,return_speed,fast,-0.0270264837712376,1.8451853473024975,1.8203306681269948,0.02485467917550266,0.02485467917550266,moving_with_centroid,4.0,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-12,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-3.277228505741379,-5.839539081534104,-0.714240723285156,-5.125298358248948,5.125298358248948,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-12,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-2.441552856079743,1.7468375265792462,-0.714240723285156,2.461078249864402,2.461078249864402,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-12,risk_relief,위험 완화 우세,069500,return,return_speed,fast,1.415351616648068,1.4423781004193055,-0.714240723285156,2.1566188237044615,2.1566188237044615,risk_accelerating,3.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-12,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-4.049854671193881,-0.20663943860507183,-0.714240723285156,0.5076012846800841,0.5076012846800841,risk_accelerating,4.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-01,risk_warning,위험 악화 우세,069500,momentum,trend_momentum,slow,2.49781560066239,6.547670271856271,4.802955689204891,1.7447145826513797,1.7447145826513797,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-01,risk_warning,위험 악화 우세,069500,return,return_speed,fast,4.570075223523725,3.154723606875657,4.802955689204891,-1.6482320823292342,1.6482320823292342,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-01,risk_warning,위험 악화 우세,069500,ma_pos,trend_position,slow,2.087883017952142,4.5294358740318845,4.802955689204891,-0.2735198151730067,0.2735198151730067,weak_or_noise,3.0,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2014-01,risk_warning,위험 악화 우세,069500,vol,risk_damage,fast,1.702764498314372,4.979993004055751,4.802955689204891,0.1770373148508595,0.1770373148508595,moving_with_centroid,4.0,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2014-02,risk_relief,위험 완화 우세,069500,return,return_speed,fast,-2.087958387499685,-6.65803361102341,-4.375131830910119,-2.282901780113291,2.282901780113291,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-02,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-0.4534870911947796,-2.1562515895091514,-4.375131830910119,2.2188802414009676,2.2188802414009676,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-02,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-1.415453467723765,-3.503336485675907,-4.375131830910119,0.871795345234212,0.871795345234212,risk_accelerating,3.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-02,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-2.685090036769618,-5.182905637432008,-4.375131830910119,-0.8077738065218893,0.8077738065218893,risk_relief_accelerating,4.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-03,neutral_watch,중립 관찰,069500,momentum,trend_momentum,slow,0.5117428234453161,3.1968328602149345,0.6362334092238073,2.560599450991127,2.560599450991127,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-03,neutral_watch,중립 관찰,069500,vol,risk_damage,fast,-1.478648652572454,-1.0251615613776743,0.6362334092238073,-1.6613949706014817,1.6613949706014817,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-03,neutral_watch,중립 관찰,069500,ma_pos,trend_position,slow,-1.978908181737794,-0.5634547140140291,0.6362334092238073,-1.1996881232378365,1.1996881232378365,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-03,neutral_watch,중립 관찰,069500,return,return_speed,fast,-1.151241335427687,0.9367170520719983,0.6362334092238073,0.30048364284819096,0.30048364284819096,weak_or_noise,4.0,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2014-04,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-6.982243508876175,-5.503594856303721,0.49081518043921557,-5.994410036742936,5.994410036742936,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-04,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,1.079733054895726,3.05864123663352,0.49081518043921557,2.5678260561943045,2.5678260561943045,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-04,risk_relief,위험 완화 우세,069500,return,return_speed,fast,1.816956043772845,2.968197379200532,0.49081518043921557,2.4773821987613163,2.4773821987613163,risk_accelerating,3.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-04,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,1.951759785671848,1.440016962226532,0.49081518043921557,0.9492017817873164,0.9492017817873164,risk_accelerating,4.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-05,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-2.892070942819938,4.090172566056237,-1.0016087661149675,5.091781332171205,5.091781332171205,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-05,risk_relief,위험 완화 우세,069500,return,return_speed,fast,-1.847939207432745,-3.66489525120559,-1.0016087661149675,-2.6632864850906226,2.6632864850906226,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-05,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-1.196112655133914,-2.27584571002964,-1.0016087661149675,-1.2742369439146723,1.2742369439146723,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-05,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-0.2041068836090297,-2.155866669280878,-1.0016087661149675,-1.1542579031659104,1.1542579031659104,risk_relief_accelerating,4.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-06,neutral_watch,중립 관찰,069500,return,return_speed,fast,1.363801404572393,3.211740612005138,1.1970022370460698,2.014738374959068,2.014738374959068,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-06,neutral_watch,중립 관찰,069500,momentum,trend_momentum,slow,-0.1336822082276415,0.07042467538138819,1.1970022370460698,-1.1265775616646816,1.1265775616646816,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-06,neutral_watch,중립 관찰,069500,ma_pos,trend_position,slow,-0.602126777825726,0.5939858773081881,1.1970022370460698,-0.6030163597378817,0.6030163597378817,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-06,neutral_watch,중립 관찰,069500,vol,risk_damage,fast,-1.980213159330373,0.9118577834895651,1.1970022370460698,-0.28514445355650464,0.28514445355650464,weak_or_noise,4.0,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2014-07,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-4.642178269173667,-2.661965109843294,-4.848468440217268,2.1865033303739745,2.1865033303739745,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-07,risk_relief,위험 완화 우세,069500,momentum,trend_momentum,slow,-6.269273687337496,-6.135591479109855,-4.848468440217268,-1.2871230388925863,1.2871230388925863,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-07,risk_relief,위험 완화 우세,069500,return,return_speed,fast,-3.995039846365795,-5.3588412509381875,-4.848468440217268,-0.5103728107209191,0.5103728107209191,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-07,risk_relief,위험 완화 우세,069500,ma_pos,trend_position,slow,-5.839602698803463,-5.2374759209777375,-4.848468440217268,-0.3890074807604691,0.3890074807604691,weak_or_noise,4.0,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2014-08,neutral_watch,중립 관찰,069500,vol,risk_damage,fast,-2.676174332457224,1.9660039367164428,5.845747395540611,-3.8797434588241684,3.8797434588241684,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-08,neutral_watch,중립 관찰,069500,return,return_speed,fast,3.978132327334589,7.973172173700384,5.845747395540611,2.1274247781597726,2.1274247781597726,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-08,neutral_watch,중립 관찰,069500,momentum,trend_momentum,slow,1.418353434109156,7.687627121446653,5.845747395540611,1.8418797259060415,1.8418797259060415,risk_accelerating,3.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-08,neutral_watch,중립 관찰,069500,ma_pos,trend_position,slow,-0.0834163485044996,5.756186350298964,5.845747395540611,-0.08956104524164754,0.08956104524164754,moving_with_centroid,4.0,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2014-09,accident_zone,강한 위험 구간,069500,vol,risk_damage,fast,-6.502252808453301,-3.826078475996077,1.7543249796705576,-5.580403455666635,5.580403455666635,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-09,accident_zone,강한 위험 구간,069500,ma_pos,trend_position,slow,5.652963043576942,5.736379392081441,1.7543249796705576,3.982054412410884,3.982054412410884,risk_accelerating,2.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-09,accident_zone,강한 위험 구간,069500,momentum,trend_momentum,slow,4.168321239193891,2.749967805084735,1.7543249796705576,0.9956428254141776,0.9956428254141776,risk_accelerating,3.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-09,accident_zone,강한 위험 구간,069500,return,return_speed,fast,6.33516352484672,2.357031197512131,1.7543249796705576,0.6027062178415736,0.6027062178415736,risk_accelerating,4.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-10,accident_zone,강한 위험 구간,069500,vol,risk_damage,fast,3.824691378391493,10.326944186844795,1.253627328171334,9.073316858673461,9.073316858673461,risk_accelerating,1.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-10,accident_zone,강한 위험 구간,069500,return,return_speed,fast,1.058412581603242,-5.276750943243479,1.253627328171334,-6.530378271414813,6.530378271414813,risk_relief_accelerating,2.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-10,accident_zone,강한 위험 구간,069500,ma_pos,trend_position,slow,2.741325977789443,-2.911637065787499,1.253627328171334,-4.165264393958832,4.165264393958832,risk_relief_accelerating,3.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-10,accident_zone,강한 위험 구간,069500,momentum,trend_momentum,slow,7.04427437406541,2.8759531348715193,1.253627328171334,1.6223258067001853,1.6223258067001853,risk_accelerating,4.0,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-11,risk_relief,위험 완화 우세,069500,vol,risk_damage,fast,-4.783374523007835,-8.608065901399328,-4.8410210877683335,-3.767044813630995,3.767044813630995,risk_relief_accelerating,1.0,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
