block,metric,real,shuffle_mean,shuffle_std,shuffle_p5,shuffle_p95,pct_rank_of_real,p_value
3,CAGR_pct,6.420332902358883,6.689230692833742,0.24437297226923368,6.247491239101252,7.048415488977262,14.399999999999999,0.8562874251497006
3,MDD_pct,-11.532441703426322,-11.887519302193391,0.5366633010419127,-12.697492626097413,-10.93573772260898,76.2,0.23952095808383234
3,Sharpe,0.9333647273706789,0.924009976522859,0.01641008067194044,0.897298910124943,0.9517119342464885,71.8,0.2834331337325349
3,Calmar,0.5567193025958573,0.5641073163967337,0.03693470576671501,0.5049436439412507,0.624886098284902,43.2,0.5688622754491018
6,CAGR_pct,6.420332902358883,6.651953561386566,0.27259050293240883,6.211447083826581,7.105551501911115,20.200000000000003,0.7984031936127745
6,MDD_pct,-11.532441703426322,-11.914968515345066,0.6290435827113736,-12.853549008772086,-10.719620165284107,75.4,0.24750499001996007
6,Sharpe,0.9333647273706789,0.9217248698819673,0.0174498772141798,0.8936749245167109,0.9518318009063321,74.2,0.25948103792415167
6,Calmar,0.5567193025958573,0.5602873542562722,0.043918288665581014,0.4985656856945401,0.6406302086141666,50.0,0.500998003992016
