Date,FixedBM_70_20_10,EW,VAA_like_proxy,DAA_like_proxy,BAA_like_proxy
2018-07-31,-0.0035096999999999997,-0.0007706666666666667,0.0015896999999999999,-0.00091805,0.002177
2018-08-31,0.0051796,0.0045706666666666665,0.0032064999999999997,0.0044553,0.006878
2018-09-30,0.0038155,0.0019346666666666666,0.0004842999999999999,0.0020659499999999996,-0.000691
2018-10-31,-0.08397550000000001,-0.038648,0.0021587,-0.04077895,0.003971
2018-11-30,0.021240200000000004,0.011308,0.0019565,0.011702599999999999,0.003416
2018-12-31,-0.0142106,-0.005633333333333332,0.0019489,-0.006061199999999999,0.002924
2019-01-31,0.06496350000000001,0.031883999999999996,0.0010393999999999998,0.033024849999999994,0.0010669999999999998
2019-02-28,-0.004917200000000001,-0.0016789999999999997,-0.0056172,-0.0052672,-0.00858
2019-03-31,-0.014121200000000002,-0.005060333333333333,0.0026049999999999997,-0.0055731,0.005195
2019-04-30,0.0199485,0.010081333333333333,0.0005239999999999998,0.010199749999999999,-0.00028700000000000004
2019-05-31,-0.05124290000000001,-0.02282333333333333,-0.0519429,-0.051592900000000004,-0.07575
2019-06-30,0.0395343,0.020165999999999996,0.0015285,0.020638149999999997,0.002723
2019-07-31,-0.026023200000000003,-0.010353666666666666,-0.026723199999999996,-0.026373199999999996,-0.040196
2019-08-31,-0.019948200000000003,-0.008134333333333332,0.0022742,-0.0087298,0.003775
2019-09-30,0.041537199999999996,0.019197999999999996,-0.0006322000000000001,0.020297799999999994,-0.002798
2019-10-31,0.0068339,0.0024146666666666665,-0.0014896000000000002,0.00240905,-0.0054730000000000004
2019-11-30,0.0017703000000000003,0.0018933333333333332,0.0017703,0.0017703,0.001446
2019-12-31,0.052842700000000006,0.02566766666666667,0.05284269999999999,0.05284269999999999,0.075091
2020-01-31,-0.019473000000000004,-0.007946,-0.019473,-0.019473,-0.029096
2020-02-29,-0.03933120000000001,-0.016998,-0.0400312,-0.03968120000000001,-0.059029
2020-03-31,-0.07976550000000002,-0.037493,0.0012018999999999999,-0.03936765,0.0
2020-04-30,0.06371990000000001,0.031514,0.0019584999999999997,0.03292895,0.003215
2020-05-31,0.027119100000000004,0.014604333333333332,0.0018957999999999996,0.01471175,0.004456
2020-06-30,0.033892900000000004,0.016215666666666663,0.0338929,0.0338929,0.048366
2020-07-31,0.048403,0.02392033333333333,0.048402999999999995,0.048402999999999995,0.068209
2020-08-31,0.0182292,0.007706666666666667,0.018229199999999997,0.018229199999999997,0.02723
2020-09-30,0.008568800000000001,0.005122333333333333,0.0085688,0.0085688,0.011059
2020-10-31,-0.0205035,-0.010039666666666665,-0.0205035,-0.0205035,-0.028852
2020-11-30,0.10532340000000001,0.04991633333333334,0.1053234,0.1053234,0.150796
2020-12-31,0.09729499999999999,0.046530999999999996,0.09729499999999998,0.09729499999999998,0.138821
2021-01-31,0.029940000000000005,0.014718666666666666,0.029939999999999998,0.029939999999999998,0.042354
2021-02-28,0.009818300000000002,0.004691666666666667,0.0098183,0.0098183,0.014104
2021-03-31,0.007738500000000001,0.0033796666666666662,0.007738499999999999,0.007738499999999999,0.011509
2021-04-30,0.0130667,0.006587333333333332,0.013066699999999999,0.013066699999999999,0.018326
2021-05-31,0.007419600000000001,0.003261,0.0067196,0.0070696000000000005,0.009994
2021-06-30,0.017916200000000004,0.007610666666666667,-0.0014248,0.008137900000000002,-0.000778
2021-07-31,-0.020679700000000002,-0.008608666666666666,0.0018091,-0.009255449999999998,0.00073
2021-08-31,-0.007849400000000001,-0.0032586666666666662,-6.330000000000007e-05,-0.0038663999999999994,-0.000903
2021-09-30,-0.0310781,-0.016146999999999998,-0.0317781,-0.0314281,-0.043634
2021-10-31,-0.024839800000000006,-0.014741666666666669,-0.0037035999999999996,-0.0148728,-9.7e-05
2021-11-30,-0.0230326,-0.008332666666666665,0.0035516,-0.009611899999999998,0.00068
2021-12-31,0.0463331,0.023084666666666663,0.0009665999999999999,0.0009665999999999999,0.00011699999999999992
2022-01-31,-0.0642438,-0.03257466666666667,-0.0649438,-0.0649438,-0.090301
2022-02-28,0.007109000000000001,0.0038489999999999996,0.0009138,0.0009138,0.000969
2022-03-31,0.007191200000000001,0.001244666666666666,-0.0025982,-0.0025982,0.000436
2022-04-30,-0.021519700000000003,-0.011996333333333333,-0.0019897,-0.0019897,0.000629
2022-05-31,-0.0009117000000000001,0.00025199999999999995,0.0011277,0.0011277,0.000774
2022-06-30,-0.09267260000000002,-0.047186,-0.0039987,-0.0039987,-0.000435
2022-07-31,0.03831400000000001,0.023261999999999998,0.0066505,0.0063005000000000005,0.000967
2022-08-31,-0.006733100000000001,-0.007096666666666666,-0.0046228,-0.00693525,0.000821
2022-09-30,-0.08787040000000002,-0.043957333333333334,-0.002188,-0.002188,0.0014
2022-10-31,0.047232600000000007,0.023499999999999997,0.0017783999999999999,0.0017783999999999999,0.001494
2022-11-30,0.053396000000000006,0.030778666666666666,0.0076928,0.0073428,0.002792
2022-12-31,-0.054131500000000006,-0.025298666666666664,0.0015980999999999999,-0.02648835,0.002928
2023-01-31,0.0656408,0.03592533333333334,0.006515599999999999,0.03662679999999999,0.0029240000000000004
2023-02-28,-0.007355100000000001,-0.005501333333333333,-0.008055099999999999,-0.008055099999999999,-0.008775
2023-03-31,0.021562100000000004,0.016250333333333332,0.0085045,0.0085045,0.003901
2023-04-30,0.0089293,0.00556,0.008929299999999998,0.008929299999999998,0.011698
2023-05-31,0.0285993,0.013570333333333332,0.028599299999999998,0.028599299999999998,0.041226
2023-06-30,-0.0008926000000000001,-0.000771,-0.0008925999999999999,-0.0008925999999999999,-0.000294
2023-07-31,0.011769500000000002,0.007302666666666666,0.0117695,0.0117695,0.015312
2023-08-31,-0.0176648,-0.007053,-0.017664799999999998,-0.017664799999999998,-0.026247
2023-09-30,-0.015049700000000003,-0.0072566666666666665,-0.0150497,-0.0150497,-0.020849
2023-10-31,-0.045399300000000004,-0.021648,-0.046099299999999996,-0.0457493,-0.065364
2023-11-30,0.07931389999999999,0.043260333333333324,0.007500799999999999,0.044146149999999995,0.002768
2023-12-31,0.048904600000000006,0.027733999999999995,0.0489046,0.0489046,0.065233
2024-01-31,-0.04323740000000001,-0.019785999999999998,-0.0432374,-0.0432374,-0.062085
2024-02-29,0.041536300000000005,0.020229333333333332,0.0415363,0.0415363,0.059267
2024-03-31,0.042357500000000006,0.021855666666666666,0.04235749999999999,0.04235749999999999,0.059021
2024-04-30,-0.016241900000000004,-0.007895,-0.0162419,-0.0162419,-0.022506
2024-05-31,-0.010791199999999999,-0.002930999999999999,-0.0107912,-0.0107912,-0.017462
2024-06-30,0.051537000000000006,0.02772433333333333,0.051537,0.051537,0.070397
2024-07-31,-0.0031608000000000005,0.0011356666666666666,-0.0031607999999999996,-0.0031607999999999996,-0.006985
2024-08-31,-0.032356100000000006,-0.013545666666666666,-0.0323561,-0.0323561,-0.047869
2024-09-30,-0.029124500000000005,-0.011727666666666666,-0.0298245,-0.0294745,-0.044526
2024-10-31,-0.010615300000000001,-0.004854000000000001,0.0010942999999999999,-0.00499045,-0.002125
2024-11-30,-0.0270593,-0.009314333333333332,0.005430099999999999,-0.01036575,0.011714
2024-12-31,-0.012552500000000003,-0.005762,0.0009864,-0.00596915,-0.001619
2025-01-31,0.034024200000000004,0.018312666666666665,0.0035855999999999996,0.0189485,0.005596
2025-02-28,0.007648800000000002,0.004765,0.0021565,0.0048984,0.002097
2025-03-31,0.0023081000000000004,0.002098333333333333,0.0019693,0.00211875,0.00169
2025-04-30,0.0127296,0.009409999999999998,0.004589499999999999,0.0090163,0.009284
2025-05-31,0.045476,0.02197733333333333,0.045475999999999996,0.045475999999999996,0.064977
2025-06-30,0.10781650000000001,0.051776,0.1078165,0.1078165,0.153846
2025-07-31,0.040977400000000004,0.02066666666666667,0.0409774,0.0409774,0.057604
2025-08-31,-0.0108637,-0.004023333333333333,-0.010863699999999999,-0.010863699999999999,-0.016505
2025-09-30,0.071386,0.033659666666666664,0.07138599999999999,0.07138599999999999,0.102662
2025-10-31,0.1563584,0.07450933333333332,0.15635839999999998,0.15635839999999998,0.223621
2025-11-30,-0.031063,-0.015812,-0.03176299999999999,-0.031412999999999996,-0.04391
2025-12-31,0.06412910000000001,0.028734333333333327,-0.0014681,0.030691649999999994,0.002365
2026-01-31,0.1891583,0.08984199999999998,0.00023090000000000003,0.09447574999999998,0.001544
2026-02-28,0.1537535,0.07531699999999998,0.0033076,0.07875815,0.001942
2026-03-31,-0.14130220000000002,-0.06985,-0.0028754,-0.0727417,0.001042
2026-04-30,0.23185700000000004,0.111501,0.0021458,0.1169822,0.002261
2026-05-31,0.24481070000000002,0.11706300000000001,0.0010995,0.12289984999999999,0.001431
2026-06-30,0.020683700000000003,0.011630333333333333,0.0029324999999999998,0.011959349999999999,0.002025
