Rank,Indicator,Column,RawValue,CrossSectionZ,VectorScore,AbsVectorScore,Direction,PositiveMeaning,NegativeMeaning
4,변동성 변화,vol_change,0.1802968111622636,2.0169943891424174,1.0,1.0,위험 악화,단기 변동성 확대 -> 위험 증가,단기 변동성 축소 -> 위험 완화
5,상대강도,rel_strength_63,-0.2276931553101359,-1.095504957674685,-0.5477524788373425,0.5477524788373425,위험 완화,상대강도 강함 -> 추격 과열 가능성,상대강도 약함 -> 회복 여지
2,3M 모멘텀,ret63,-0.1603563474387528,-1.0955049576746847,-0.5477524788373423,0.5477524788373423,위험 완화,중기 모멘텀 강함 -> 추세 과열 가능성,중기 모멘텀 약화 -> 리스크 완화
3,60D SMA 위치,ma60_gap,-0.1027132807954726,-1.076452379537463,-0.5382261897687315,0.5382261897687315,위험 완화,가격이 60일선 상회 -> 상승 압력,가격이 60일선 하회 -> 방어/저평가 신호
1,1M 수익률,ret21,-0.0647739801543549,-0.639817527486887,-0.3199087637434435,0.3199087637434435,위험 완화,최근 수익률 상승 -> 과열 가능성,최근 수익률 하락 -> 위험 완화/저평가 후보
