Date,signal_date,method,strategy,strategy_return,cumulative_return,portfolio_value
2021-05-31,2021-04-30,rank,EW,0.0032613036807721,0.4347979955005348,1.4347979955005348
2021-06-30,2021-05-31,rank,EW,0.0076107497691589,0.44571788401358,1.44571788401358
2021-07-31,2021-06-30,rank,EW,-0.0086087095984755,0.4332721185887846,1.433272118588785
2021-08-31,2021-07-31,rank,EW,-0.003258714558872,0.428601493869114,1.428601493869114
2021-09-30,2021-08-31,rank,EW,-0.0161471046622316,0.4055337160269889,1.405533716026989
2021-10-31,2021-09-30,rank,EW,-0.0147416472418708,0.3848138337987632,1.3848138337987632
2021-11-30,2021-10-31,rank,EW,-0.0083326742656609,0.373274631203137,1.373274631203137
2021-12-31,2021-11-30,rank,EW,0.0230846892894128,0.4049762493734943,1.4049762493734943
2022-01-31,2021-12-31,rank,EW,-0.0325746285527598,0.3592096699247031,1.3592096699247032
2022-02-28,2022-01-31,rank,EW,0.0038493363536262,0.3644417251193446,1.3644417251193446
2022-03-31,2022-02-28,rank,EW,0.001244688176754,0.3661400296024706,1.3661400296024706
2022-04-30,2022-03-31,rank,EW,-0.0119962798259622,0.3497514315259109,1.349751431525911
2022-05-31,2022-04-30,rank,EW,0.0002517538692262,0.3500912366712911,1.3500912366712912
2022-06-30,2022-05-31,rank,EW,-0.04718608738698,0.2863857135973235,1.2863857135973236
2022-07-31,2022-06-30,rank,EW,0.0232620763746938,0.3163097163143396,1.3163097163143396
2022-08-31,2022-07-31,rank,EW,-0.0070966233872562,0.3069683619966705,1.3069683619966703
2022-09-30,2022-08-31,rank,EW,-0.043957409242405,0.2495174188415072,1.2495174188415072
2022-10-31,2022-09-30,rank,EW,0.0235000363154613,0.2788811235610842,1.2788811235610842
2022-11-30,2022-10-31,rank,EW,0.0307783947892427,0.3182430316705573,1.3182430316705571
2022-12-31,2022-11-30,rank,EW,-0.0252987114819191,0.2848931815492734,1.2848931815492737
2023-01-31,2022-12-31,rank,EW,0.0359255847036093,0.3310537203781118,1.331053720378112
2023-02-28,2023-01-31,rank,EW,-0.0055010502907803,0.3237315269225815,1.3237315269225816
2023-03-31,2023-02-28,rank,EW,0.0162505813909641,0.3452429338406222,1.3452429338406222
2023-04-30,2023-03-31,rank,EW,0.0055600584875809,0.352722563232781,1.352722563232781
2023-05-31,2023-04-30,rank,EW,0.0135702719975658,0.3710793763530944,1.3710793763530944
2023-06-30,2023-05-31,rank,EW,-0.000771131444924,0.3700220939325016,1.3700220939325016
2023-07-31,2023-06-30,rank,EW,0.0073026977178082,0.3800269511512095,1.3800269511512095
2023-08-31,2023-07-31,rank,EW,-0.0070527103676691,0.3702940207651626,1.3702940207651626
2023-09-30,2023-08-31,rank,EW,-0.0072565683628874,0.3603503885262242,1.3603503885262245
2023-10-31,2023-09-30,rank,EW,-0.0216477977099568,0.3309017985007474,1.3309017985007474
2023-11-30,2023-10-31,rank,EW,0.0432605816028286,0.3884773843601403,1.3884773843601403
2023-12-31,2023-11-30,rank,EW,0.0277339191477281,0.4269853038764335,1.4269853038764335
2024-01-31,2023-12-31,rank,EW,-0.0197859763345929,0.3987510064241226,1.3987510064241226
2024-02-29,2024-01-31,rank,EW,0.0202292168880773,0.4270466439054927,1.4270466439054927
2024-03-31,2024-02-29,rank,EW,0.0218554045410531,0.4582353256069993,1.4582353256069993
2024-04-30,2024-03-31,rank,EW,-0.0078950006726714,0.4467225567304187,1.4467225567304187
2024-05-31,2024-04-30,rank,EW,-0.0029314455124737,0.4424815683836967,1.442481568383697
2024-06-30,2024-05-31,rank,EW,0.0277245595783381,0.4824737345670051,1.4824737345670052
2024-07-31,2024-06-30,rank,EW,0.0011360485541968,0.4841578967097948,1.4841578967097948
2024-08-31,2024-07-31,rank,EW,-0.0135453681270092,0.4640544316402528,1.4640544316402528
2024-09-30,2024-08-31,rank,EW,-0.0117277372033826,0.4468843860145282,1.4468843860145282
2024-10-31,2024-09-30,rank,EW,-0.0048541571271529,0.4398609818599894,1.4398609818599897
2024-11-30,2024-10-31,rank,EW,-0.0093143537012593,0.4264496073943029,1.426449607394303
2024-12-31,2024-11-30,rank,EW,-0.0057618642271808,0.4182305984295815,1.4182305984295815
