apply_date,strategy_return_gross,turnover,w_069500,lambda
2026-01-31,0.14947996589033974,0.3430306577710663,0.5529868609552573,0.7
2026-02-28,0.1442745717223155,0.10290919733131987,0.6558960582865772,0.7
2026-03-31,-0.13868570874505742,0.030872759199395944,0.6867688174859731,0.7
2026-04-30,0.0697565809998923,0.4807381722401812,0.20603064524579198,0.7
2026-05-31,0.19321675812617028,0.34577854832794563,0.5518091935737376,0.7
2026-06-30,0.019556315209968134,0.10373356449838368,0.6555427580721213,0.7
2012-04-30,0.00017489999999999997,0.0,0.5,1.0
2012-05-31,-0.036040050000000004,0.0,0.5,1.0
2012-06-30,0.0031889500000000003,0.0,0.5,1.0
2012-07-31,0.0159082,0.0,0.5,1.0
2012-08-31,0.0012214,0.19999999999999998,0.7000000000000001,1.0
2012-09-30,0.034977900000000006,0.0,0.7000000000000001,1.0
2012-10-31,-0.03138010000000001,0.0,0.7000000000000001,1.0
2012-11-30,0.00958755,0.19999999999999998,0.5,1.0
2012-12-31,0.029490900000000004,0.19999999999999998,0.7000000000000001,1.0
2013-01-31,-0.014003800000000002,0.0,0.7000000000000001,1.0
2013-02-28,0.028926600000000004,0.0,0.7000000000000001,1.0
2013-03-31,-0.011500600000000003,0.0,0.7000000000000001,1.0
2013-04-30,-0.0135315,0.19999999999999998,0.5,1.0
2013-05-31,0.00889285,0.0,0.5,1.0
2013-06-30,-0.05300370000000001,0.19999999999999998,0.7000000000000001,1.0
2013-07-31,0.0020377999999999998,0.7,0.0,1.0
2013-08-31,0.007624,0.55,0.5,1.0
2013-09-30,0.02199735,1.3877787807814457e-17,0.5,1.0
2013-10-31,0.017541700000000004,0.19999999999999998,0.7000000000000001,1.0
2013-11-30,0.0057022,0.0,0.7000000000000001,1.0
2013-12-31,-0.0058732,0.0,0.7000000000000001,1.0
2014-01-31,-0.028995600000000003,0.0,0.7000000000000001,1.0
2014-02-28,0.0058972500000000014,0.5,0.20000000000000007,1.0
2014-03-31,0.0008552000000000001,0.5,0.7000000000000001,1.0
2014-04-30,-0.0036473499999999997,0.19999999999999998,0.5,1.0
2014-05-31,0.014451400000000003,0.19999999999999998,0.7000000000000001,1.0
2014-06-30,0.0014942000000000002,0.0,0.7000000000000001,1.0
2014-07-31,0.02190695,0.19999999999999998,0.5,1.0
2014-08-31,-0.012466900000000001,0.19999999999999998,0.7000000000000001,1.0
2014-09-30,-0.0131049,0.19999999999999998,0.5,1.0
2014-10-31,0.0039073,0.55,0.0,1.0
2014-11-30,0.0020848999999999998,0.0,0.0,1.0
2014-12-31,-0.016675600000000002,0.7,0.7000000000000001,1.0
2015-01-31,0.009347300000000003,0.5,0.20000000000000007,1.0
2015-02-28,0.0017144000000000003,0.5,0.7000000000000001,1.0
2015-03-31,0.016407700000000004,0.0,0.7000000000000001,1.0
2015-04-30,0.0276695,0.0,0.7000000000000001,1.0
2015-05-31,-0.014808,0.0,0.7000000000000001,1.0
2015-06-30,-0.006418850000000003,0.5,0.20000000000000007,1.0
2015-07-31,-0.015728950000000002,0.3,0.5,1.0
2015-08-31,0.0016174999999999998,0.55,0.0,1.0
2015-09-30,0.0029311999999999997,0.0,0.0,1.0
2015-10-31,0.012146000000000002,0.35,0.2,1.0
2015-11-30,-0.0169036,0.5,0.7000000000000001,1.0
2015-12-31,0.0018405999999999995,0.5,0.20000000000000007,1.0
2016-01-31,-0.015451099999999999,0.3,0.5,1.0
2016-02-29,0.0025982,0.55,0.0,1.0
2016-03-31,0.030309400000000004,0.7,0.7000000000000001,1.0
2016-04-30,-0.0012897000000000002,1.3877787807814457e-17,0.7000000000000001,1.0
2016-05-31,-0.0041516,0.0,0.7000000000000001,1.0
2016-06-30,0.004608500000000001,0.0,0.7000000000000001,1.0
2016-07-31,0.0157354,0.19999999999999998,0.5,1.0
2016-08-31,0.012831900000000002,0.19999999999999998,0.7000000000000001,1.0
2016-09-30,0.0028212000000000003,0.0,0.7000000000000001,1.0
2016-10-31,-0.00423575,0.19999999999999998,0.5,1.0
2016-11-30,-0.0050235,0.0,0.5,1.0
2016-12-31,0.01981975,0.0,0.5,1.0
2017-01-31,0.0243626,0.19999999999999998,0.7000000000000001,1.0
2017-02-28,0.0036073000000000003,0.0,0.7000000000000001,1.0
2017-03-31,0.0307099,0.0,0.7000000000000001,1.0
2017-04-30,0.016960500000000003,0.0,0.7000000000000001,1.0
2017-05-31,0.0453585,0.0,0.7000000000000001,1.0
