method,strategy,months,total_return,cagr,annual_volatility,sharpe,sortino,mdd,calmar,win_rate,mean_monthly_return,std_monthly_return,min_monthly_return,max_monthly_return,months_turnover,avg_turnover,max_turnover,total_turnover,total_return_diff_vs_ew,cagr_diff_vs_ew,annual_volatility_diff_vs_ew,sharpe_diff_vs_ew,sortino_diff_vs_ew,mdd_diff_vs_ew,calmar_diff_vs_ew,win_rate_diff_vs_ew,mean_monthly_return_diff_vs_ew,avg_turnover_diff_vs_ew,max_turnover_diff_vs_ew,total_turnover_diff_vs_ew
rank,EW,171.0,1.4617878790627006,0.06526138516536828,0.07993141177068436,0.8317116681289743,1.5422821560498594,-0.13571144643198518,0.4808834249517448,0.6081871345029239,0.005539990651641652,0.02307421105125572,-0.0698501779600078,0.1170629968579534,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rank,HSI_state5_overlay_v2b,171.0,1.2265089140339356,0.05777840732086048,0.07362438423563628,0.8005197247234426,1.3493329895153514,-0.1351204703698362,0.4276066177294682,0.6081871345029239,0.004911480983437043,0.021253529028682522,-0.0698501779600078,0.1170629968579534,171,0.037037037037037,0.2333333333333333,6.333333333333334,-0.235278965028765,-0.007482977844507799,-0.006307027535048082,-0.031191943405531775,-0.192949166534508,0.0005909760621489735,-0.05327680722227662,0.0,-0.000628509668204609,0.037037037037037,0.2333333333333333,6.333333333333334
zscore,EW,171.0,1.4617878790627006,0.06526138516536828,0.07993141177068436,0.8317116681289743,1.5422821560498594,-0.13571144643198518,0.4808834249517448,0.6081871345029239,0.005539990651641652,0.02307421105125572,-0.0698501779600078,0.1170629968579534,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zscore,HSI_state5_overlay_v2b,171.0,1.169415580759778,0.05585188681386244,0.07148357715784671,0.7967526969488252,1.3528688067514705,-0.1385552269625142,0.403101983507075,0.6023391812865497,0.004746227740671984,0.020635531257360094,-0.0698501779600078,0.1170629968579534,171,0.0413255360623781,0.2333333333333333,7.066666666666667,-0.29237229830292266,-0.00940949835150584,-0.008447834612837643,-0.03495897118014912,-0.18941334929838893,-0.0028437805305290276,-0.07778144144466981,-0.005847953216374213,-0.0007937629109696677,0.0413255360623781,0.2333333333333333,7.066666666666667
