Date,method,strategy,overlay_rule,signal_date,hsi_state5,state_name_kr,action,monthly_return,cumulative_return,drawdown
2025-05-31,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0219775216637943,1.430545732573007,0.0
2025-06-30,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-05-31,conflict,충돌 상태,충돌은 관찰로 처리,0.0517759790336783,1.5046136384294253,0.0
2025-07-31,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-06-30,conflict,충돌 상태,충돌은 관찰로 처리,0.0206667101290094,1.5357090523510004,0.0
2025-08-31,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-07-31,conflict,충돌 상태,충돌은 관찰로 처리,-0.0040235173665537,1.5295301003088924,-0.0040235173665537
2025-09-30,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0336598275312727,1.58101381968918,0.0
2025-10-31,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-09-30,conflict,충돌 상태,충돌은 관찰로 처리,0.0745094768631662,1.6988143323076568,0.0
2025-11-30,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-10-31,conflict,충돌 상태,충돌은 관찰로 처리,-0.0158118489127863,1.6719529367543322,-0.0158118489127863
2025-12-31,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-11-30,risk_warning,위험 악화 우세,방어 강화,0.0156311137629138,1.6980874233149772,-0.0004278919590301
2026-01-31,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-12-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0898419572075724,1.850646920935158,0.0
2026-02-28,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2026-01-31,conflict,충돌 상태,충돌은 관찰로 처리,0.0753169910230577,1.990032078466081,0.0
2026-03-31,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2026-02-28,conflict,충돌 상태,충돌은 관찰로 처리,-0.0698501779600078,1.8510279836391008,-0.0698501779600079
2026-04-30,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2026-03-31,risk_warning,위험 악화 우세,방어 강화,0.0677284766553121,1.976395289217331,-0.0068525474520295
2026-05-31,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2026-04-30,conflict,충돌 상태,충돌은 관찰로 처리,0.1170629968579534,2.207758044749053,0.0
2026-06-30,rank,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2026-05-31,conflict,충돌 상태,충돌은 관찰로 처리,0.0084931722158058,2.2265089140339382,0.0
2012-04-30,zscore,EW,main_v2b_conflict_as_watch,2012-03-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0015006768828879,1.0015006768828878,0.0
2012-05-31,zscore,EW,main_v2b_conflict_as_watch,2012-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0226497180898504,0.978816968884696,-0.0226497180898505
2012-06-30,zscore,EW,main_v2b_conflict_as_watch,2012-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0029937000336713,0.981747253277404,-0.0197238245179873
2012-07-31,zscore,EW,main_v2b_conflict_as_watch,2012-06-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0129292188864265,0.9944404784061756,-0.0070496192760314
2012-08-31,zscore,EW,main_v2b_conflict_as_watch,2012-07-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0024376468962339,0.9968645731518518,-0.0046291568623453
2012-09-30,zscore,EW,main_v2b_conflict_as_watch,2012-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0175888476427146,1.0143982722494396,0.0
2012-10-31,zscore,EW,main_v2b_conflict_as_watch,2012-09-30,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0135751388186701,1.0006276748862344,-0.01357513881867
2012-11-30,zscore,EW,main_v2b_conflict_as_watch,2012-10-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0069600217702254,1.0075920652873327,-0.0067096003101563
2012-12-31,zscore,EW,main_v2b_conflict_as_watch,2012-11-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0151105969561896,1.0228173828821443,0.0
2013-01-31,zscore,EW,main_v2b_conflict_as_watch,2012-12-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0051054565707537,1.0175954331540276,-0.0051054565707536
2013-02-28,zscore,EW,main_v2b_conflict_as_watch,2013-01-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0159837398546007,1.033860413834791,0.0
2013-03-31,zscore,EW,main_v2b_conflict_as_watch,2013-02-28,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0034046900530706,1.0303404395675446,-0.0034046900530705
2013-04-30,zscore,EW,main_v2b_conflict_as_watch,2013-03-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0083767970573871,1.0217094868052683,-0.0117529667128397
2013-05-31,zscore,EW,main_v2b_conflict_as_watch,2013-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0058422876396569,1.0276786075113509,-0.0059793432853385
2013-06-30,zscore,EW,main_v2b_conflict_as_watch,2013-05-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0253800016945285,1.0015961227112822,-0.0312075892371529
2013-07-31,zscore,EW,main_v2b_conflict_as_watch,2013-06-30,accident_zone,강한 위험 악화,강한 방어전환,0.0101025843697385,1.0117148320453755,-0.021420282170659
2013-08-31,zscore,EW,main_v2b_conflict_as_watch,2013-07-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0059530396055012,1.0177376105100149,-0.0155947583532808
2013-09-30,zscore,EW,main_v2b_conflict_as_watch,2013-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0156364090307469,1.0336513720739249,-0.0002021953428812
2013-10-31,zscore,EW,main_v2b_conflict_as_watch,2013-09-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0096367395281661,1.043612401109533,0.0
2013-11-30,zscore,EW,main_v2b_conflict_as_watch,2013-10-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0023225552066738,1.046036248525479,0.0
2013-12-31,zscore,EW,main_v2b_conflict_as_watch,2013-11-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0007731302831468,1.0452275262244746,-0.0007731302831469
2014-01-31,zscore,EW,main_v2b_conflict_as_watch,2013-12-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0126540914854339,1.0320011214845362,-0.0134174385072478
2014-02-28,zscore,EW,main_v2b_conflict_as_watch,2014-01-31,risk_warning,위험 악화 우세,방어 강화,0.0078089783081393,1.0400599958561842,-0.0057132366853626
2014-03-31,zscore,EW,main_v2b_conflict_as_watch,2014-02-28,neutral_watch,관찰·중립,기본 동일비중 유지,0.0015961368006335,1.041720073890437,-0.0041262189920532
2014-04-30,zscore,EW,main_v2b_conflict_as_watch,2014-03-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0017131378380783,1.0399354638151697,-0.005832288048248
2014-05-31,zscore,EW,main_v2b_conflict_as_watch,2014-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.008550089929545,1.0488270055517124,0.0
2014-06-30,zscore,EW,main_v2b_conflict_as_watch,2014-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0028531464179251,1.0518194625656254,0.0
2014-07-31,zscore,EW,main_v2b_conflict_as_watch,2014-06-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0159668488985898,1.068613704993007,0.0
2014-08-31,zscore,EW,main_v2b_conflict_as_watch,2014-07-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0047117386894943,1.0635786764550674,-0.0047117386894941
2014-09-30,zscore,EW,main_v2b_conflict_as_watch,2014-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0073467504311571,1.0557648293552515,-0.0120238731524028
2014-10-31,zscore,EW,main_v2b_conflict_as_watch,2014-09-30,risk_warning,위험 악화 우세,방어 강화,-0.0050750817641505,1.0504067365225591,-0.0170379327771832
2014-11-30,zscore,EW,main_v2b_conflict_as_watch,2014-10-31,risk_warning,위험 악화 우세,방어 강화,0.0057837227968951,1.0564819979105968,-0.0113527526605035
2014-12-31,zscore,EW,main_v2b_conflict_as_watch,2014-11-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.00730604531491,1.0487632925594752,-0.018575854250027
2015-01-31,zscore,EW,main_v2b_conflict_as_watch,2014-12-31,risk_warning,위험 악화 우세,방어 강화,0.0122290003002188,1.0615886191790438,-0.0065740180770083
2015-02-28,zscore,EW,main_v2b_conflict_as_watch,2015-01-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0011007385482829,1.0627571506945923,-0.0054805158038399
2015-03-31,zscore,EW,main_v2b_conflict_as_watch,2015-02-28,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0110634505611363,1.074514911889796,0.0
2015-04-30,zscore,EW,main_v2b_conflict_as_watch,2015-03-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0128259930759256,1.0882966327096737,0.0
2015-05-31,zscore,EW,main_v2b_conflict_as_watch,2015-04-30,conflict,충돌 상태,충돌은 관찰로 처리,-0.0057117511855084,1.0820805531276094,-0.0057117511855083
2015-06-30,zscore,EW,main_v2b_conflict_as_watch,2015-05-31,risk_warning,위험 악화 우세,방어 강화,-0.0109958853693476,1.0701821194050178,-0.016644830793562
2015-07-31,zscore,EW,main_v2b_conflict_as_watch,2015-06-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.009907601939748,1.059579180962917,-0.026387522375453
2015-08-31,zscore,EW,main_v2b_conflict_as_watch,2015-07-31,risk_warning,위험 악화 우세,방어 강화,-0.014367104732265,1.0443560958978952,-0.0403755148101249
2015-09-30,zscore,EW,main_v2b_conflict_as_watch,2015-08-31,accident_zone,강한 위험 악화,강한 방어전환,0.009506901306588,1.0542846862305302,-0.0312524595380393
2015-10-31,zscore,EW,main_v2b_conflict_as_watch,2015-09-30,risk_warning,위험 악화 우세,방어 강화,0.0203075334124474,1.0756946077223883,-0.0115795864918817
2015-11-30,zscore,EW,main_v2b_conflict_as_watch,2015-10-31,conflict,충돌 상태,충돌은 관찰로 처리,-0.0086408940506986,1.0663996445861514,-0.020120422562553
2015-12-31,zscore,EW,main_v2b_conflict_as_watch,2015-11-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0003973234484021,1.0668233501703133,-0.0197310934298267
2016-01-31,zscore,EW,main_v2b_conflict_as_watch,2015-12-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0096564319243719,1.0565216431140632,-0.0291969933937001
2016-02-29,zscore,EW,main_v2b_conflict_as_watch,2016-01-31,risk_warning,위험 악화 우세,방어 강화,0.0079819359802726,1.064954731231172,-0.0214481059455126
2016-03-31,zscore,EW,main_v2b_conflict_as_watch,2016-02-29,neutral_watch,관찰·중립,기본 동일비중 유지,0.0150125063510881,1.0809423708974013,-0.0067575894211503
2016-04-30,zscore,EW,main_v2b_conflict_as_watch,2016-03-31,conflict,충돌 상태,충돌은 관찰로 처리,-0.0001168782096144,1.0808160322883944,-0.0068736778158119
2016-05-31,zscore,EW,main_v2b_conflict_as_watch,2016-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0016575668434742,1.0790245074693776,-0.0085198510788461
2016-06-30,zscore,EW,main_v2b_conflict_as_watch,2016-05-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0045665223442735,1.0839518969927553,-0.0039922348248939
2016-07-31,zscore,EW,main_v2b_conflict_as_watch,2016-06-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0109492244392356,1.0958203295942643,0.0
2016-08-31,zscore,EW,main_v2b_conflict_as_watch,2016-07-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0059072074060047,1.102293567560894,0.0
2016-09-30,zscore,EW,main_v2b_conflict_as_watch,2016-08-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0022528674731137,1.1047768888850744,0.0
2016-10-31,zscore,EW,main_v2b_conflict_as_watch,2016-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0031884063998721,1.1012544111821223,-0.0031884063998722
2016-11-30,zscore,EW,main_v2b_conflict_as_watch,2016-10-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0040942667449826,1.096745581868654,-0.0072696189585622
2016-12-31,zscore,EW,main_v2b_conflict_as_watch,2016-11-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0140639805713601,1.11217019042378,0.0
2017-01-31,zscore,EW,main_v2b_conflict_as_watch,2016-12-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0118724062356556,1.1253743267276777,0.0
2017-02-28,zscore,EW,main_v2b_conflict_as_watch,2017-01-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.002396196380012,1.128070944615541,0.0
2017-03-31,zscore,EW,main_v2b_conflict_as_watch,2017-02-28,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0155926511412925,1.1456605613175594,0.0
2017-04-30,zscore,EW,main_v2b_conflict_as_watch,2017-03-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0085391607163733,1.1554435409770607,0.0
2017-05-31,zscore,EW,main_v2b_conflict_as_watch,2017-04-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0224540153690988,1.1813878880042856,0.0
2017-06-30,zscore,EW,main_v2b_conflict_as_watch,2017-05-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0082531076904995,1.191138009468237,0.0
2017-07-31,zscore,EW,main_v2b_conflict_as_watch,2017-06-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0032537876304273,1.1950137195895765,0.0
2017-08-31,zscore,EW,main_v2b_conflict_as_watch,2017-07-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0063331708368012,1.1874454935510943,-0.0063331708368011
2017-09-30,zscore,EW,main_v2b_conflict_as_watch,2017-08-31,conflict,충돌 상태,충돌은 관찰로 처리,0.0091203562482641,1.198275419477676,0.0
2017-10-31,zscore,EW,main_v2b_conflict_as_watch,2017-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0158208208223527,1.217233120185062,0.0
2017-11-30,zscore,EW,main_v2b_conflict_as_watch,2017-10-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0068304302828809,1.208918894219624,-0.0068304302828811
2017-12-31,zscore,EW,main_v2b_conflict_as_watch,2017-11-30,conflict,충돌 상태,충돌은 관찰로 처리,0.0031843140637014,1.2127684716563625,-0.0036678664543903
2018-01-31,zscore,EW,main_v2b_conflict_as_watch,2017-12-31,risk_warning,위험 악화 우세,방어 강화,0.0086686707828755,1.2232815622730024,0.0
2018-02-28,zscore,EW,main_v2b_conflict_as_watch,2018-01-31,risk_warning,위험 악화 우세,방어 강화,-0.0182275999083302,1.200984075380653,-0.0182275999083301
2018-03-31,zscore,EW,main_v2b_conflict_as_watch,2018-02-28,conflict,충돌 상태,충돌은 관찰로 처리,0.0044458581586759,1.206323480230624,-0.0138627790734198
2018-04-30,zscore,EW,main_v2b_conflict_as_watch,2018-03-31,conflict,충돌 상태,충돌은 관찰로 처리,0.009523105192286,1.2178114256287846,-0.0044716905845074
2018-05-31,zscore,EW,main_v2b_conflict_as_watch,2018-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0112377208070921,1.2041260008318817,-0.0156591597812753
2018-06-30,zscore,EW,main_v2b_conflict_as_watch,2018-05-31,conflict,충돌 상태,충돌은 관찰로 처리,-0.0095073043346607,1.1926780084846949,-0.0250175877182703
2018-07-31,zscore,EW,main_v2b_conflict_as_watch,2018-06-30,conflict,충돌 상태,충돌은 관찰로 처리,-0.0007704603413472,1.1917590973791603,-0.0257687730004443
2018-08-31,zscore,EW,main_v2b_conflict_as_watch,2018-07-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0045705422064022,1.1972060826335955,-0.0213160080586478
2018-09-30,zscore,EW,main_v2b_conflict_as_watch,2018-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0019349264164053,1.1995225883087648,-0.0194223265493274
2018-10-31,zscore,EW,main_v2b_conflict_as_watch,2018-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0386477745764456,1.153163709716453,-0.0573194714275444
2018-11-30,zscore,EW,main_v2b_conflict_as_watch,2018-10-31,conflict,충돌 상태,충돌은 관찰로 처리,0.0113084648810852,1.1662042210299235,-0.0466592017760999
2018-12-31,zscore,EW,main_v2b_conflict_as_watch,2018-11-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0056335394937965,1.1596343634929194,-0.0520298848139417
2019-01-31,zscore,EW,main_v2b_conflict_as_watch,2018-12-31,risk_warning,위험 악화 우세,방어 강화,0.0318842149914595,1.196608394850012,-0.0218046018558708
2019-02-28,zscore,EW,main_v2b_conflict_as_watch,2019-01-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0016789742386959,1.1945993201812513,-0.0234469667297659
2019-03-31,zscore,EW,main_v2b_conflict_as_watch,2019-02-28,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0050602583968858,1.18855433894039,-0.028388577416376
2019-04-30,zscore,EW,main_v2b_conflict_as_watch,2019-03-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0100811923873617,1.2005363838940812,-0.0185935757395525
2019-05-31,zscore,EW,main_v2b_conflict_as_watch,2019-04-30,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0228231555626833,1.1731363552458054,-0.0409923672306654
2019-06-30,zscore,EW,main_v2b_conflict_as_watch,2019-05-31,risk_warning,위험 악화 우세,방어 강화,0.0201656146505405,1.196793370918232,-0.0216533888613119
2019-07-31,zscore,EW,main_v2b_conflict_as_watch,2019-06-30,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.010353801654958,1.184402009733776,-0.0317829956228422
2019-08-31,zscore,EW,main_v2b_conflict_as_watch,2019-07-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0081343787388627,1.1747676352075314,-0.039658839437853
2019-09-30,zscore,EW,main_v2b_conflict_as_watch,2019-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0191980596606677,1.1973208943556672,-0.0212221525427859
2019-10-31,zscore,EW,main_v2b_conflict_as_watch,2019-09-30,conflict,충돌 상태,충돌은 관찰로 처리,0.0024147636299969,1.2002121413047928,-0.0188586353948995
2019-11-30,zscore,EW,main_v2b_conflict_as_watch,2019-10-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0018935060731308,1.2024847502833989,-0.0170008382624198
2019-12-31,zscore,EW,main_v2b_conflict_as_watch,2019-11-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0256674744627615,1.2333494969031582,0.0
2020-01-31,zscore,EW,main_v2b_conflict_as_watch,2019-12-31,conflict,충돌 상태,충돌은 관찰로 처리,-0.007945620575954,1.2235497697632218,-0.007945620575954
2020-02-29,zscore,EW,main_v2b_conflict_as_watch,2020-01-31,risk_warning,위험 악화 우세,방어 강화,-0.0169980585573131,1.2027517991289995,-0.0248086190094429
2020-03-31,zscore,EW,main_v2b_conflict_as_watch,2020-02-29,accident_zone,강한 위험 악화,강한 방어전환,-0.0374930035740934,1.1576570216255089,-0.0613714729423471
2020-04-30,zscore,EW,main_v2b_conflict_as_watch,2020-03-31,accident_zone,강한 위험 악화,강한 방어전환,0.0315141345349689,1.1941395807503663,-0.0317914072622923
2020-05-31,zscore,EW,main_v2b_conflict_as_watch,2020-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0146041870822274,1.211579018589937,-0.0176515078393308
2020-06-30,zscore,EW,main_v2b_conflict_as_watch,2020-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0162160219268949,1.2312260105215576,-0.0017217231506012
2020-07-31,zscore,EW,main_v2b_conflict_as_watch,2020-06-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0239202275668524,1.260677216879461,0.0
2020-08-31,zscore,EW,main_v2b_conflict_as_watch,2020-07-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0077066146734175,1.2703927704175075,0.0
2020-09-30,zscore,EW,main_v2b_conflict_as_watch,2020-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0051224595310537,1.2769003059725144,0.0
2020-10-31,zscore,EW,main_v2b_conflict_as_watch,2020-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0100396354551167,1.2640806923880232,-0.0100396354551167
2020-11-30,zscore,EW,main_v2b_conflict_as_watch,2020-10-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0499165164461711,1.3271791970588975,0.0
2020-12-31,zscore,EW,main_v2b_conflict_as_watch,2020-11-30,conflict,충돌 상태,충돌은 관찰로 처리,0.0465308491437893,1.3889339720640204,0.0
2021-01-31,zscore,EW,main_v2b_conflict_as_watch,2020-12-31,conflict,충돌 상태,충돌은 관찰로 처리,0.0147185369860452,1.4093770481030192,0.0
2021-02-28,zscore,EW,main_v2b_conflict_as_watch,2021-01-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0046913747380715,1.4159889639829075,0.0
2021-03-31,zscore,EW,main_v2b_conflict_as_watch,2021-02-28,neutral_watch,관찰·중립,기본 동일비중 유지,0.0033800253938123,1.4207750426385275,0.0
2021-04-30,zscore,EW,main_v2b_conflict_as_watch,2021-03-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0065871454993189,1.4301338945661888,0.0
2021-05-31,zscore,EW,main_v2b_conflict_as_watch,2021-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0032613036807721,1.4347979955005348,0.0
2021-06-30,zscore,EW,main_v2b_conflict_as_watch,2021-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0076107497691589,1.44571788401358,0.0
2021-07-31,zscore,EW,main_v2b_conflict_as_watch,2021-06-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0086087095984755,1.433272118588785,-0.0086087095984754
2021-08-31,zscore,EW,main_v2b_conflict_as_watch,2021-07-31,risk_warning,위험 악화 우세,방어 강화,-0.003258714558872,1.428601493869114,-0.0118393708300458
2021-09-30,zscore,EW,main_v2b_conflict_as_watch,2021-08-31,risk_warning,위험 악화 우세,방어 강화,-0.0161471046622316,1.405533716026989,-0.0277953039323497
2021-10-31,zscore,EW,main_v2b_conflict_as_watch,2021-09-30,risk_warning,위험 악화 우세,방어 강화,-0.0147416472418708,1.3848138337987632,-0.0421272026086693
2021-11-30,zscore,EW,main_v2b_conflict_as_watch,2021-10-31,risk_warning,위험 악화 우세,방어 강화,-0.0083326742656609,1.373274631203137,-0.0501088446172687
2021-12-31,zscore,EW,main_v2b_conflict_as_watch,2021-11-30,risk_warning,위험 악화 우세,방어 강화,0.0230846892894128,1.4049762493734943,-0.028180902436497
2022-01-31,zscore,EW,main_v2b_conflict_as_watch,2021-12-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0325746285527598,1.3592096699247032,-0.0598375485601063
2022-02-28,zscore,EW,main_v2b_conflict_as_watch,2022-01-31,conflict,충돌 상태,충돌은 관찰로 처리,0.0038493363536262,1.3644417251193446,-0.0562185470574645
2022-03-31,zscore,EW,main_v2b_conflict_as_watch,2022-02-28,risk_warning,위험 악화 우세,방어 강화,0.001244688176754,1.3661400296024706,-0.055043833441547
2022-04-30,zscore,EW,main_v2b_conflict_as_watch,2022-03-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0119962798259622,1.349751431525911,-0.0663797920388509
2022-05-31,zscore,EW,main_v2b_conflict_as_watch,2022-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0002517538692262,1.3500912366712912,-0.0661447495391089
2022-06-30,zscore,EW,main_v2b_conflict_as_watch,2022-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.04718608738698,1.2863857135973236,-0.1102097249941468
2022-07-31,zscore,EW,main_v2b_conflict_as_watch,2022-06-30,accident_zone,강한 위험 악화,강한 방어전환,0.0232620763746938,1.3163097163143396,-0.0895113556595007
2022-08-31,zscore,EW,main_v2b_conflict_as_watch,2022-07-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0070966233872562,1.3069683619966703,-0.0959727506667588
2022-09-30,zscore,EW,main_v2b_conflict_as_watch,2022-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.043957409242405,1.2495174188415072,-0.1357114464319857
2022-10-31,zscore,EW,main_v2b_conflict_as_watch,2022-09-30,conflict,충돌 상태,충돌은 관찰로 처리,0.0235000363154613,1.2788811235610842,-0.1154006340360999
2022-11-30,zscore,EW,main_v2b_conflict_as_watch,2022-10-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0307783947892427,1.3182430316705571,-0.0881740855201492
2022-12-31,zscore,EW,main_v2b_conflict_as_watch,2022-11-30,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0252987114819191,1.2848931815492737,-0.1112421062523121
2023-01-31,zscore,EW,main_v2b_conflict_as_watch,2022-12-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.0359255847036093,1.331053720378112,-0.0793129592594782
2023-02-28,zscore,EW,main_v2b_conflict_as_watch,2023-01-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0055010502907804,1.3237315269225816,-0.0843777049726616
2023-03-31,zscore,EW,main_v2b_conflict_as_watch,2023-02-28,neutral_watch,관찰·중립,기본 동일비중 유지,0.0162505813909641,1.3452429338406222,-0.0694983103439385
2023-04-30,zscore,EW,main_v2b_conflict_as_watch,2023-03-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0055600584875809,1.352722563232781,-0.0643246665266579
2023-05-31,zscore,EW,main_v2b_conflict_as_watch,2023-04-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0135702719975658,1.3710793763530944,-0.0516272977500115
2023-06-30,zscore,EW,main_v2b_conflict_as_watch,2023-05-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.000771131444924,1.3700220939325016,-0.052358617762224
2023-07-31,zscore,EW,main_v2b_conflict_as_watch,2023-06-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0073026977178082,1.3800269511512095,-0.0454382792028554
2023-08-31,zscore,EW,main_v2b_conflict_as_watch,2023-07-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0070527103676691,1.3702940207651626,-0.0521705265477016
2023-09-30,zscore,EW,main_v2b_conflict_as_watch,2023-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0072565683628874,1.3603503885262245,-0.0590485159181678
2023-10-31,zscore,EW,main_v2b_conflict_as_watch,2023-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,-0.0216477977099568,1.3309017985007474,-0.0794180433004549
2023-11-30,zscore,EW,main_v2b_conflict_as_watch,2023-10-31,accident_zone,강한 위험 악화,강한 방어전환,0.0432605816028286,1.3884773843601403,-0.0395931324405626
2023-12-31,zscore,EW,main_v2b_conflict_as_watch,2023-11-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.0277339191477281,1.4269853038764335,-0.0129572860267463
2024-01-31,zscore,EW,main_v2b_conflict_as_watch,2023-12-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0197859763345929,1.3987510064241226,-0.0324868898066534
2024-02-29,zscore,EW,main_v2b_conflict_as_watch,2024-01-31,risk_warning,위험 악화 우세,방어 강화,0.0202292168880773,1.4270466439054927,-0.0129148572584939
2024-03-31,zscore,EW,main_v2b_conflict_as_watch,2024-02-29,risk_relief,위험 완화 우세,기본 동일비중 유지,0.0218554045410531,1.4582353256069993,0.0
2024-04-30,zscore,EW,main_v2b_conflict_as_watch,2024-03-31,risk_relief,위험 완화 우세,기본 동일비중 유지,-0.0078950006726714,1.4467225567304187,-0.0078950006726714
