experiment_id,strategy_name,months,avg_turnover,max_turnover,total_turnover,avg_turnover_pct,max_turnover_pct,total_turnover_pct
combo_00_baseline_core,combo_00_baseline_core,167,0.06027944111776448,0.23333333333333334,10.066666666666668,6.027944111776448,23.333333333333332,1006.6666666666669
combo_01_trend_speed,combo_01_trend_speed,167,0.051896207584830344,0.23333333333333334,8.666666666666668,5.189620758483034,23.333333333333332,866.6666666666667
combo_02_risk_damage,combo_02_risk_damage,167,0.052295409181636734,0.23333333333333334,8.733333333333334,5.229540918163673,23.333333333333332,873.3333333333335
combo_03_relative_strength,combo_03_relative_strength,167,0.05748502994011977,0.23333333333333334,9.600000000000001,5.748502994011977,23.333333333333332,960.0000000000001
combo_04_speed_alignment_all,combo_04_speed_alignment_all,167,0.04710578842315369,0.23333333333333334,7.866666666666666,4.7105788423153685,23.333333333333332,786.6666666666666
