months_total,months_lambda_diff,lambda_diff_ratio_pct,avg_lambda_dynamic_v1,avg_lambda_dynamic_v1_macro,mean_abs_risk_weight_diff_pp,max_abs_risk_weight_diff_pp,avg_turnover_dynamic_v1_pct,avg_turnover_dynamic_v1_macro_pct
171,23,13.450292397660817,0.2263157894736842,0.19707602339181288,1.684571077923257,12.496673478674358,4.964341042416802,4.451908144500697
