method,strategy,overlay_rule,signal_date,Date,hsi_state5,state_name_kr,state_reason,action,monthly_return,cumulative_return,running_max,drawdown
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2018-04-30,2018-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.011237720807092167,1.1971502750932475,1.2107564176805363,-0.011237720807092066
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2018-05-31,2018-06-30,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,-0.009507304334660701,1.1857686030936132,1.2107564176805363,-0.020638184710011775
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2018-06-30,2018-07-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,-0.0007704603413472332,1.184855015410915,1.2107564176805363,-0.021392744148522436
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2018-07-31,2018-08-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.004570542206402233,1.1902704452673178,1.2107564176805363,-0.01691997838216197
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2018-08-31,2018-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0019349264164053998,1.1925735309945322,1.2107564176805363,-0.0150177908788931
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2018-09-30,2018-10-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.03864777457644564,1.1464832180028197,1.2107564176805363,-0.05308516125881513
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2018-10-31,2018-11-30,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.011308464881085233,1.1594481832103583,1.2107564176805363,-0.04237700805953193
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2018-11-30,2018-12-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.005633539493796567,1.152916386079232,1.2107564176805363,-0.047771815004796214
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2018-12-31,2019-01-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.01986378717801868,1.1758176718063602,1.2107564176805363,-0.028856956993140503
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-01-31,2019-02-28,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.0016789742386959666,1.1738435042259938,1.2107564176805363,-0.03048748114443789
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-02-28,2019-03-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.005060258396885833,1.1679035527771042,1.2107564176805363,-0.03539346500886276
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-03-31,2019-04-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.010081192387361701,1.1796774131825334,1.2107564176805363,-0.02566908095151077
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-04-30,2019-05-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.0228231555626833,1.1527534520676845,1.2107564176805363,-0.04790638708648676
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-05-31,2019-06-30,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.013161402732042781,1.1679253045011,1.2107564176805363,-0.03537549960832631
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-06-30,2019-07-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.010353801654958033,1.1558328375504892,1.2107564176805363,-0.045363030356894596
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-07-31,2019-08-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.008134378738862733,1.1464308554910392,1.2107564176805363,-0.05312840902609173
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-08-31,2019-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0191980596606677,1.1684401034515866,1.2107564176805363,-0.03495031173158325
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-09-30,2019-10-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.0024147636299969005,1.1712616101172313,1.2107564176805363,-0.032619944843212845
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-10-31,2019-11-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.0018935060731308333,1.1734794010892133,1.2107564176805363,-0.03078820483374778
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-11-30,2019-12-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.025667474462761533,1.2035996536492475,1.2107564176805363,-0.0059109858323106446
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2019-12-31,2020-01-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,-0.007945620575954,1.1940363074760008,1.2107564176805363,-0.01380963995761142
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-01-31,2020-02-29,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.00879192084615484,1.1835384347732367,1.2107564176805363,-0.022480147542345064
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-02-29,2020-03-31,accident_zone,강한 위험 악화,위험 악화 방향성과 신호 강도가 모두 높음,강한 방어전환,-0.010646886219171581,1.1709374357221898,1.2107564176805363,-0.03288769018844295
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-03-31,2020-04-30,accident_zone,강한 위험 악화,위험 악화 방향성과 신호 강도가 모두 높음,강한 방어전환,0.011076564258376385,1.183907399471505,1.2107564176805363,-0.022175408543748554
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-04-30,2020-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.01460418708222743,1.2011974046214202,1.2107564176805363,-0.007895075276518781
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-05-31,2020-06-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.016216021926894947,1.2206760480732906,1.2206760480732906,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-06-30,2020-07-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.023920227566852467,1.2498748969286098,1.2498748969286098,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-07-31,2020-08-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.007706614673417598,1.2595072011492159,1.2595072011492159,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-08-31,2020-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.005122459531053733,1.2659589758161736,1.2659589758161736,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-09-30,2020-10-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.010039635455116767,1.2532492091978462,1.2659589758161736,-0.010039635455116769
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-10-31,2020-11-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.04991651644617113,1.3158070439599217,1.3158070439599217,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-11-30,2020-12-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.04653084914378933,1.377032663024756,1.377032663024756,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2020-12-31,2021-01-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.014718536986045232,1.3973005692064782,1.3973005692064782,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-01-31,2021-02-28,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.004691374738071533,1.4038558297983463,1.4038558297983463,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-02-28,2021-03-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0033800253938123,1.4086008981523161,1.4086008981523161,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-03-31,2021-04-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0065871454993189,1.417879557218917,1.417879557218917,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-04-30,2021-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0032613036807721666,1.4225036930377668,1.4225036930377668,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-05-31,2021-06-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.007610749769158966,1.4333300126911817,1.4333300126911817,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-06-30,2021-07-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.0086087095984755,1.4209908908531441,1.4333300126911817,-0.008608709598475484
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-07-31,2021-08-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.0015566768687116403,1.418778867202703,1.4333300126911817,-0.010151985488085713
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-08-31,2021-09-30,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.010849606648606581,1.4033856745721982,1.4333300126911817,-0.02089144708744417
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-09-30,2021-10-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.011288263697990335,1.3875438870076453,1.4333300126911817,-0.03194388262167869
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-10-31,2021-11-30,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.0028130739706026,1.3836406234160354,1.4333300126911817,-0.03466709608755825
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-11-30,2021-12-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.01466392605371416,1.4039302272027232,1.4333300126911817,-0.02051152576736892
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2021-12-31,2022-01-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.03257462855275983,1.3581977215376029,1.4333300126911817,-0.05241799898720634
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-01-31,2022-02-28,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.0038493363536262664,1.36342588140253,1.4333300126911817,-0.04877043714266582
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-02-28,2022-03-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.0011016403100294202,1.3619238764918395,1.4333300126911817,-0.049818349973201115
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-03-31,2022-04-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.011996279825962266,1.345585856567784,1.4333300126911817,-0.06121699493241728
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-04-30,2022-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.00025175386922626666,1.345924613013551,1.4333300126911817,-0.0609806526785277
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-05-31,2022-06-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.04718608738698007,1.2824156966076061,1.4333300126911817,-0.10528930165930372
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-06-30,2022-07-31,accident_zone,강한 위험 악화,위험 악화 방향성과 신호 강도가 모두 높음,강한 방어전환,0.014286352782030696,1.300736739662556,1.4333300126911817,-0.0925071489849516
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-07-31,2022-08-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.007096623387256267,1.2915059008952032,1.4333300126911817,-0.09894728397523278
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-08-31,2022-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.043957409242405036,1.2347346474705718,1.4333300126911817,-0.1385552269625141
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-09-30,2022-10-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.023500036315461333,1.2637509565260887,1.4333300126911817,-0.11831124351236877
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-10-31,2022-11-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.0307783947892427,1.3026471823813317,1.4333300126911817,-0.09117427888395602
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-11-30,2022-12-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.025298711481919166,1.2696918871515315,1.4333300126911817,-0.11416639858981792
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2022-12-31,2023-01-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.035925584703609396,1.3153063105908793,1.4333300126911817,-0.08234230850905311
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-01-31,2023-02-28,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.0055010502907804,1.308070744428538,1.4333300126911817,-0.08739038961966639
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-02-28,2023-03-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.016250581390964164,1.329327654526013,1.4333300126911817,-0.07255995286800454
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-03-31,2023-04-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.005560058487580967,1.3367187940343366,1.4333300126911817,-0.06740333196222581
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-04-30,2023-05-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.013570271997565834,1.3548584316536407,1.4333300126911817,-0.054747741512929604
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-05-31,2023-06-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.0007711314449240667,1.3538136577135722,1.4333300126911817,-0.055476655252834406
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-06-30,2023-07-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.007302697717808299,1.3637001496220948,1.4333300126911817,-0.04857908677873257
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-07-31,2023-08-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.007052710367669199,1.354082367438463,1.4333300126911817,-0.05528918291742557
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-08-31,2023-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.007256568362887466,1.3442563761701654,1.4333300126911817,-0.06214454154474447
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-09-30,2023-10-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.021647797709956867,1.315156186068514,1.4333300126911817,-0.0824470467905627
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-10-31,2023-11-30,accident_zone,강한 위험 악화,위험 악화 방향성과 신호 강도가 모두 높음,강한 방어전환,0.02078762336414626,1.3424951575295332,1.4333300126911817,-0.06337330158258492
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-11-30,2023-12-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.02773391914772813,1.379727809684674,1.4333300126911817,-0.03739697245707263
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2023-12-31,2024-01-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.0197859763345929,1.3524285478940732,1.4333300126911817,-0.05644301317964451
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-01-31,2024-02-29,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.01242164948279256,1.3692279412665354,1.4333300126911817,-0.04472247902232229
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-02-29,2024-03-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.021855404541053135,1.3991529718318287,1.4333300126911817,-0.02384450235238078
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-03-31,2024-04-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.007895000672671432,1.3881066581780461,1.4333300126911817,-0.03155125066294073
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-04-30,2024-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.002931445512473766,1.3840374991440951,1.4333300126911817,-0.034390205403245666
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-05-31,2024-06-30,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.01919004976038432,1.410597247622908,1.4333300126911817,-0.015860105395819613
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-06-30,2024-07-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.0011360485541968665,1.4121997545866243,1.4333300126911817,-0.014742074691426965
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-07-31,2024-08-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.013545368127009233,1.3930709890418764,1.4333300126911817,-0.028087755989784968
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-08-31,2024-09-30,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.005368046238835961,1.3855929195587187,1.4333300126911817,-0.03330502585572259
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-09-30,2024-10-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,-0.004854157127152966,1.37886703381291,1.4333300126911817,-0.037997515154247985
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-10-31,2024-11-30,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.0026984189217560605,1.3751462729182837,1.4333300126911817,-0.040593400862132034
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-11-30,2024-12-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,-0.005761864227180866,1.3672228668012147,1.4333300126911817,-0.046121371425025814
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2024-12-31,2025-01-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.01265146938740466,1.3845202450463099,1.4333300126911817,-0.03405340515631006
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-01-31,2025-02-28,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0047651673996917335,1.3911177157822179,1.4333300126911817,-0.02945050793271753
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-02-28,2025-03-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.002098326806026333,1.3940367353755818,1.4333300126911817,-0.02741397791693756
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-03-31,2025-04-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.009409542916267,1.407153983863951,1.4333300126911817,-0.018262388002385554
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-04-30,2025-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.021977521663794398,1.4380797410286155,1.4380797410286155,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-05-31,2025-06-30,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.05177597903367834,1.5125377275488705,1.5125377275488705,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-06-30,2025-07-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.020666710129009468,1.5437969063233137,1.5437969063233137,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-07-31,2025-08-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,-0.004023517366553799,1.5375854126602897,1.5437969063233137,-0.004023517366553819
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-08-31,2025-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.033659827531272765,1.5893402724650358,1.5893402724650358,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-09-30,2025-10-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.0745094768631662,1.7077611847239678,1.7077611847239678,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-10-31,2025-11-30,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,-0.015811848912786333,1.6807583228919913,1.7077611847239678,-0.015811848912786308
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-11-30,2025-12-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.01563111376291382,1.7070304474450806,1.7077611847239678,-0.00042789195903014665
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2025-12-31,2026-01-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.0898419572075724,1.8603934038564647,1.8603934038564647,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2026-01-31,2026-02-28,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.07531699102305774,2.000512637154078,2.000512637154078,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2026-02-28,2026-03-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,-0.06985017796000789,1.8607764734376209,2.000512637154078,-0.06985017796000792
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2026-03-31,2026-04-30,accident_zone,강한 위험 악화,위험 악화 방향성과 신호 강도가 모두 높음,강한 방어전환,0.034898888108863636,1.9257155033797264,2.000512637154078,-0.03738898339615471
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2026-04-30,2026-05-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.11706299685795345,2.1511455313011796,2.1511455313011796,0.0
zscore,HSI_state5_overlay_v2b,main_v2b_conflict_as_watch,2026-05-31,2026-06-30,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,충돌은 관찰로 처리,0.008493172215805866,2.169415580759782,2.169415580759782,0.0
