Date,ticker,return_from_price,return_existing_decimal,diff,abs_diff
2013-06-30,153130,0.0018286731861076877,0.001829,-3.2681389231219854e-07,3.2681389231219854e-07
2014-05-31,153130,0.001833326302318694,0.001833,3.2630231869409596e-07,3.2630231869409596e-07
2013-03-31,153130,0.0021883237127779953,0.002188,3.2371277799547044e-07,3.2371277799547044e-07
2023-11-30,153130,0.0037683221494289043,0.003768,3.2214942890422885e-07,3.2214942890422885e-07
2023-12-31,114260,0.014445679117873311,0.014446,-3.20882126689237e-07,3.20882126689237e-07
2015-12-31,114260,0.005356320449995344,0.005356,3.2044999534464047e-07,3.2044999534464047e-07
2019-04-30,153130,0.001443318449634079,0.001443,3.1844963407890413e-07,3.1844963407890413e-07
2017-03-31,153130,0.0011466815957152932,0.001147,-3.184042847068601e-07,3.184042847068601e-07
2026-06-30,114260,0.0050496823586902995,0.00505,-3.1764130970033527e-07,3.1764130970033527e-07
2024-12-31,069500,-0.01776968256685263,-0.01777,3.1743314737181505e-07,3.1743314737181505e-07
2017-06-30,069500,0.024194682581768268,0.024195,-3.1741823173364603e-07,3.1741823173364603e-07
2023-05-31,153130,0.001558684827476453,0.001559,-3.151725235469617e-07,3.151725235469617e-07
2023-11-30,114260,0.01854431481803931,0.018544,3.148180393076905e-07,3.148180393076905e-07
2012-11-30,069500,0.01812768644645879,0.018128,-3.1355354120771173e-07,3.1355354120771173e-07
2025-05-31,153130,0.0019893135464850165,0.001989,3.1354648501657686e-07,3.1354648501657686e-07
2017-04-30,153130,0.0010956872307716914,0.001096,-3.127692283085796e-07,3.127692283085796e-07
2018-11-30,114260,0.003416312393540455,0.003416,3.123935404547064e-07,3.123935404547064e-07
2019-09-30,069500,0.06009630890792539,0.060096,3.089079253920657e-07,3.089079253920657e-07
2012-10-31,153130,0.0024013088215557588,0.002401,3.088215557588321e-07,3.088215557588321e-07
2013-11-30,069500,0.00898869128836055,0.008989,-3.087116394497047e-07,3.087116394497047e-07
2018-10-31,153130,0.0013823086489139769,0.001382,3.086489139768854e-07,3.086489139768854e-07
2017-09-30,069500,0.02888669165651403,0.028887,-3.083434859697809e-07,3.083434859697809e-07
2014-12-31,114260,0.0010996929653595,0.0011,-3.0703464050005867e-07,3.0703464050005867e-07
2015-02-28,153130,0.0012966929673494665,0.001297,-3.070326505334904e-07,3.070326505334904e-07
2021-09-30,153130,0.000729306198986146,0.000729,3.0619898614596755e-07,3.0619898614596755e-07
2014-07-31,069500,0.038425304739433175,0.038425,3.04739433173995e-07,3.04739433173995e-07
2018-05-31,153130,0.0014413043432586203,0.001441,3.043432586203286e-07,3.043432586203286e-07
2024-12-31,114260,-0.0016193020808031866,-0.001619,-3.0208080318660895e-07,3.0208080318660895e-07
2017-01-31,114260,-0.0005402998108624546,-0.00054,-2.998108624545923e-07,2.998108624545923e-07
2018-01-31,069500,0.02821870038844998,0.028219,-2.996115500211727e-07,2.996115500211727e-07
2019-03-31,153130,0.0014952986735143892,0.001495,2.986735143891469e-07,2.986735143891469e-07
2014-12-31,069500,-0.024322701865740037,-0.024323,2.981342599635284e-07,2.981342599635284e-07
2021-08-31,069500,-0.011768702241745532,-0.011769,2.977582544676921e-07,2.977582544676921e-07
2025-10-31,153130,0.0015767037295941755,0.001577,-2.9627040582457485e-07,2.9627040582457485e-07
2016-12-31,114260,0.004438705635638085,0.004439,-2.943643619152808e-07,2.943643619152808e-07
2024-07-31,153130,0.003497292418772613,0.003497,2.9241877261276805e-07,2.9241877261276805e-07
2023-04-30,114260,0.0024252923343439647,0.002425,2.923343439646675e-07,2.923343439646675e-07
2019-02-28,114260,0.0013452914798206539,0.001345,2.914798206538321e-07,2.914798206538321e-07
2017-11-30,153130,0.0010392909161525132,0.001039,2.909161525132403e-07,2.909161525132403e-07
2013-09-30,114260,0.00501470937362547,0.005015,-2.906263745303811e-07,2.906263745303811e-07
2019-11-30,153130,0.0008872886422086612,0.000887,2.8864220866123107e-07,2.8864220866123107e-07
2023-08-31,069500,-0.026247287945947773,-0.026247,-2.879459477730939e-07,2.879459477730939e-07
2018-02-28,114260,0.003653286512381504,0.003653,2.865123815039283e-07,2.865123815039283e-07
2018-11-30,069500,0.02917728626439131,0.029177,2.8626439130957637e-07,2.8626439130957637e-07
2014-10-31,153130,0.0023022823852754115,0.002302,2.823852754117208e-07,2.823852754117208e-07
2020-09-30,069500,0.011058718429504122,0.011059,-2.815704958775145e-07,2.815704958775145e-07
2012-10-31,069500,-0.04599027840072445,-0.04599,-2.7840072444607067e-07,2.7840072444607067e-07
2022-01-31,114260,-0.008907722909279547,-0.008908,2.770907204519002e-07,2.770907204519002e-07
2024-10-31,069500,-0.014911276892570435,-0.014911,-2.768925704346725e-07,2.768925704346725e-07
2014-08-31,069500,-0.018895724741316733,-0.018896,2.752586832667492e-07,2.752586832667492e-07
2022-12-31,069500,-0.0773187258421194,-0.077319,2.741578805920408e-07,2.741578805920408e-07
2015-08-31,153130,0.001037272907910669,0.001037,2.7290791066911756e-07,2.7290791066911756e-07
2012-12-31,153130,0.0021677303973621775,0.002168,-2.6960263782224714e-07,2.6960263782224714e-07
2022-04-30,069500,-0.028517730610079006,-0.028518,2.6938992099545533e-07,2.6938992099545533e-07
2024-07-31,069500,-0.006984730716879661,-0.006985,2.6928312033859536e-07,2.6928312033859536e-07
2012-06-30,069500,0.003672731462594614,0.003673,-2.6853740538613363e-07,2.6853740538613363e-07
2015-06-30,114260,-0.00026626778416172225,-0.000266,-2.677841617222394e-07,2.677841617222394e-07
2013-08-31,153130,0.00221526734265054,0.002215,2.6734265053986184e-07,2.6734265053986184e-07
2014-01-31,153130,0.00209826658580492,0.002098,2.665858049198319e-07,2.665858049198319e-07
2018-07-31,114260,0.002176733911983586,0.002177,-2.6608801641410385e-07,2.6608801641410385e-07
2013-02-28,069500,0.03917073405096927,0.039171,-2.6594903072829634e-07,2.6594903072829634e-07
2022-03-31,114260,-0.009678263144127675,-0.009678,-2.63144127673684e-07,2.63144127673684e-07
2023-07-31,153130,0.0026807380972579953,0.002681,-2.619027420045113e-07,2.619027420045113e-07
2022-05-31,069500,-0.001971259826638261,-0.001971,-2.598266382607302e-07,2.598266382607302e-07
2015-11-30,069500,-0.023330259059395564,-0.02333,-2.590593955638376e-07,2.590593955638376e-07
2023-07-31,069500,0.01531225903411082,0.015312,2.590341108207883e-07,2.590341108207883e-07
2023-01-31,114260,0.014896258201808843,0.014896,2.582018088434501e-07,2.582018088434501e-07
2012-06-30,153130,0.0025252577980816593,0.002525,2.5779808165938764e-07,2.5779808165938764e-07
2016-04-30,114260,0.000713743269816991,0.000714,-2.5673018300901955e-07,2.5673018300901955e-07
2019-06-30,114260,0.0037227441942917494,0.003723,-2.5580570825077184e-07,2.5580570825077184e-07
2026-03-31,069500,-0.19857625503147325,-0.198576,-2.5503147324523745e-07,2.5503147324523745e-07
2014-02-28,114260,0.003710746346899496,0.003711,-2.536531005037715e-07,2.536531005037715e-07
2023-06-30,153130,0.0028297471540927877,0.00283,-2.52845907212397e-07,2.52845907212397e-07
2012-04-30,153130,0.002939747327502351,0.00294,-2.5267249764877875e-07,2.5267249764877875e-07
2019-01-31,069500,0.09198625252259496,0.091986,2.5252259495955887e-07,2.5252259495955887e-07
2020-10-31,069500,-0.02885174833875237,-0.028852,2.516612476292923e-07,2.516612476292923e-07
2015-06-30,069500,-0.034356750317026674,-0.034357,2.496829733245054e-07,2.496829733245054e-07
2012-05-31,153130,0.003129750929490527,0.00313,-2.4907050947316905e-07,2.4907050947316905e-07
2025-02-28,153130,0.0021822472003587556,0.002182,2.4720035875572255e-07,2.4720035875572255e-07
2021-07-31,153130,0.0007297537300965384,0.00073,-2.462699034615299e-07,2.462699034615299e-07
2025-04-30,069500,0.014796755483453161,0.014797,-2.4451654683822766e-07,2.4451654683822766e-07
2022-09-30,069500,-0.12271175655372057,-0.122712,2.434462794270731e-07,2.434462794270731e-07
2021-07-31,114260,0.004326756663205256,0.004327,-2.433367947444684e-07,2.433367947444684e-07
2020-12-31,153130,0.00034124275356162137,0.000341,2.4275356162137577e-07,2.4275356162137577e-07
2021-11-30,069500,-0.03593024262261102,-0.03593,-2.4262261102275806e-07,2.4262261102275806e-07
2023-02-28,069500,-0.007774760116024182,-0.007775,2.398839758178603e-07,2.398839758178603e-07
2014-08-31,153130,0.0019187602067978204,0.001919,-2.397932021794714e-07,2.397932021794714e-07
2013-05-31,153130,0.0021792388105081884,0.002179,2.388105081884036e-07,2.388105081884036e-07
2021-03-31,069500,0.011509237822257212,0.011509,2.3782225721212524e-07,2.3782225721212524e-07
2025-12-31,069500,0.09424976287030717,0.09425,-2.3712969282607688e-07,2.3712969282607688e-07
2015-03-31,114260,0.01048376306814558,0.010484,-2.3693185442069664e-07,2.3693185442069664e-07
2020-11-30,114260,-0.001290766715428937,-0.001291,2.3328457106298536e-07,2.3328457106298536e-07
2017-08-31,153130,0.0009417674475089566,0.000942,-2.325524910434416e-07,2.325524910434416e-07
2019-07-31,153130,0.0021297686200676402,0.00213,-2.3137993235972099e-07,2.3137993235972099e-07
2014-04-30,114260,0.0018527695054884052,0.001853,-2.3049451159480247e-07,2.3049451159480247e-07
2019-12-31,069500,0.07509077073244619,0.075091,-2.292675538168032e-07,2.292675538168032e-07
2022-09-30,114260,-0.010560229103275476,-0.01056,-2.2910327547587261e-07,2.2910327547587261e-07
2022-08-31,114260,-0.017324773546741667,-0.017325,2.264532583326484e-07,2.264532583326484e-07
2025-02-28,114260,0.0020967741935484785,0.002097,-2.2580645152141254e-07,2.2580645152141254e-07
2024-10-31,114260,-0.0021252247833905002,-0.002125,-2.2478339050009677e-07,2.2478339050009677e-07
2017-05-31,114260,0.0021567765610135403,0.002157,-2.2343898645974664e-07,2.2343898645974664e-07
2018-07-31,153130,0.001338223064795141,0.001338,2.2306479514097415e-07,2.2306479514097415e-07
2015-10-31,069500,0.060702777718697476,0.060703,-2.222813025240522e-07,2.222813025240522e-07
2021-06-30,153130,-0.0007777778209703268,-0.000778,2.221790296732737e-07,2.221790296732737e-07
