ticker,count,mean_return,std_return,min_return,max_return,extreme_abs_return_count
069500,171,0.013215674167729683,0.06810941819524204,-0.1985762550314732,0.3494319603623441,2
114260,171,0.0017612196828630173,0.005702023646586414,-0.0173247735467416,0.0199120997398869,0
153130,171,0.0016430781043322844,0.0009153738263019452,-0.0007777000742869,0.004901411242034,0
