strategy,Calmar_net,MDD_pct,tail_month_avg_pct,avg_turnover_pct,cond1_calmar,cond2_mdd,cond3_tail,cond4_turnover,non_inferior,ref_calmar_x0.9,ref_mdd_floor,ref_tail_floor,ref_turnover_cap
EW,0.849142937140874,-13.507129972516797,-3.7194398364092587,0.0,True,True,False,True,False,0.7574,-13.5475,-3.4388,2.2338
HSI_baseline,0.6271788999997602,-13.861624530042238,-3.372560659061647,5.252525252525253,False,False,True,False,False,0.7574,-13.5475,-3.4388,2.2338
lambda_0.1,0.8415783167025157,-11.547530936600104,-3.1388053496083694,0.520940748815765,True,True,True,True,True,0.7574,-13.5475,-3.4388,2.2338
lambda_0.3,0.7883060166480581,-11.876078398295153,-3.160118964973887,1.4892001614898889,True,True,True,True,True,0.7574,-13.5475,-3.4388,2.2338
dynamic_v1,0.845795072457243,-11.519822830668836,-3.1486906746485923,0.7972947131994437,True,True,True,True,True,0.7574,-13.5475,-3.4388,2.2338
asym_up0.1_down0.3,0.8460982012716076,-10.51073721147856,-2.8246100171459956,0.8626581652336247,True,True,True,True,True,0.7574,-13.5475,-3.4388,2.2338
asym_up0.1_down0.5,0.8601037291146577,-9.960334486849886,-2.6464654935458385,1.0878088207360346,True,True,True,True,True,0.7574,-13.5475,-3.4388,2.2338
asym_up0.2_down0.3,0.8114465955688728,-11.312721616106492,-3.0288446925330645,1.2361110101078094,True,True,True,True,True,0.7574,-13.5475,-3.4388,2.2338
