method,strategy,signal_date,Date,hsi_state5,state_name_kr,state_reason,action,monthly_return,cumulative_return,running_max,drawdown
zscore,EW,2016-04-30,2016-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.0016575668434742998,1.0790245074693776,1.0882966327096737,-0.008519851078846119
zscore,EW,2016-05-31,2016-06-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.004566522344273567,1.0839518969927553,1.0882966327096737,-0.00399223482489397
zscore,EW,2016-06-30,2016-07-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.010949224439235666,1.0958203295942643,1.0958203295942643,0.0
zscore,EW,2016-07-31,2016-08-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.0059072074060047,1.102293567560894,1.102293567560894,0.0
zscore,EW,2016-08-31,2016-09-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.002252867473113733,1.1047768888850744,1.1047768888850744,0.0
zscore,EW,2016-09-30,2016-10-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.0031884063998721666,1.1012544111821223,1.1047768888850744,-0.003188406399872279
zscore,EW,2016-10-31,2016-11-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.004094266744982608,1.096745581868654,1.1047768888850744,-0.007269618958562263
zscore,EW,2016-11-30,2016-12-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.014063980571360166,1.11217019042378,1.11217019042378,0.0
zscore,EW,2016-12-31,2017-01-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.011872406235655667,1.1253743267276777,1.1253743267276777,0.0
zscore,EW,2017-01-31,2017-02-28,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.0023961963800120997,1.128070944615541,1.128070944615541,0.0
zscore,EW,2017-02-28,2017-03-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.0155926511412925,1.1456605613175594,1.1456605613175594,0.0
zscore,EW,2017-03-31,2017-04-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.008539160716373333,1.1554435409770607,1.1554435409770607,0.0
zscore,EW,2017-04-30,2017-05-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.02245401536909887,1.1813878880042856,1.1813878880042856,0.0
zscore,EW,2017-05-31,2017-06-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.008253107690499535,1.1911380094682367,1.1911380094682367,0.0
zscore,EW,2017-06-30,2017-07-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.0032537876304274,1.1950137195895765,1.1950137195895765,0.0
zscore,EW,2017-07-31,2017-08-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.0063331708368011995,1.1874454935510945,1.1950137195895765,-0.006333170836801183
zscore,EW,2017-08-31,2017-09-30,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,0.009120356248264102,1.1982754194776761,1.1982754194776761,0.0
zscore,EW,2017-09-30,2017-10-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.015820820822352782,1.217233120185062,1.217233120185062,0.0
zscore,EW,2017-10-31,2017-11-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.006830430282880965,1.208918894219624,1.217233120185062,-0.006830430282881106
zscore,EW,2017-11-30,2017-12-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,0.0031843140637014666,1.2127684716563623,1.217233120185062,-0.0036678664543903228
zscore,EW,2017-12-31,2018-01-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.008668670782875566,1.2232815622730024,1.2232815622730024,0.0
zscore,EW,2018-01-31,2018-02-28,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.0182275999083302,1.200984075380653,1.2232815622730024,-0.018227599908330117
zscore,EW,2018-02-28,2018-03-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,0.004445858158675966,1.206323480230624,1.2232815622730024,-0.013862779073419818
zscore,EW,2018-03-31,2018-04-30,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,0.009523105192286035,1.2178114256287846,1.2232815622730024,-0.004471690584507471
zscore,EW,2018-04-30,2018-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.011237720807092167,1.2041260008318815,1.2232815622730024,-0.0156591597812753
zscore,EW,2018-05-31,2018-06-30,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,-0.009507304334660701,1.1926780084846949,1.2232815622730024,-0.02501758771827034
zscore,EW,2018-06-30,2018-07-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,-0.0007704603413472332,1.1917590973791605,1.2232815622730024,-0.025768773000444334
zscore,EW,2018-07-31,2018-08-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0045705422064022325,1.1972060826335957,1.2232815622730024,-0.021316008058647862
zscore,EW,2018-08-31,2018-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0019349264164053998,1.1995225883087648,1.2232815622730024,-0.019422326549327407
zscore,EW,2018-09-30,2018-10-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.03864777457644564,1.153163709716453,1.2232815622730024,-0.057319471427544455
zscore,EW,2018-10-31,2018-11-30,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,0.011308464881085233,1.1662042210299237,1.2232815622730024,-0.046659201776099946
zscore,EW,2018-11-30,2018-12-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.005633539493796566,1.1596343634929194,1.2232815622730024,-0.052029884813941774
zscore,EW,2018-12-31,2019-01-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.03188421499145957,1.196608394850012,1.2232815622730024,-0.021804601855870853
zscore,EW,2019-01-31,2019-02-28,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.0016789742386959666,1.1945993201812513,1.2232815622730024,-0.023446966729765983
zscore,EW,2019-02-28,2019-03-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.005060258396885832,1.1885543389403899,1.2232815622730024,-0.028388577416376015
zscore,EW,2019-03-31,2019-04-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.010081192387361701,1.2005363838940812,1.2232815622730024,-0.01859357573955256
zscore,EW,2019-04-30,2019-05-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.022823155562683304,1.1731363552458054,1.2232815622730024,-0.04099236723066546
zscore,EW,2019-05-31,2019-06-30,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.020165614650540536,1.196793370918232,1.2232815622730024,-0.021653388861311962
zscore,EW,2019-06-30,2019-07-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.010353801654958033,1.184402009733776,1.2232815622730024,-0.03178299562284226
zscore,EW,2019-07-31,2019-08-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.008134378738862733,1.1747676352075314,1.2232815622730024,-0.03965883943785309
zscore,EW,2019-08-31,2019-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0191980596606677,1.1973208943556672,1.2232815622730024,-0.02122215254278592
zscore,EW,2019-09-30,2019-10-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,0.0024147636299969005,1.2002121413047928,1.2232815622730024,-0.018858635394899514
zscore,EW,2019-10-31,2019-11-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.0018935060731308333,1.2024847502833989,1.2232815622730024,-0.017000838262419826
zscore,EW,2019-11-30,2019-12-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.025667474462761533,1.2333494969031582,1.2333494969031582,0.0
zscore,EW,2019-12-31,2020-01-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,-0.007945620575954,1.2235497697632218,1.2333494969031582,-0.007945620575954049
zscore,EW,2020-01-31,2020-02-29,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.01699805855731313,1.2027517991289995,1.2333494969031582,-0.024808619009442978
zscore,EW,2020-02-29,2020-03-31,accident_zone,강한 위험 악화,위험 악화 방향성과 신호 강도가 모두 높음,강한 방어전환,-0.03749300357409343,1.1576570216255087,1.2333494969031582,-0.06137147294234713
zscore,EW,2020-03-31,2020-04-30,accident_zone,강한 위험 악화,위험 악화 방향성과 신호 강도가 모두 높음,강한 방어전환,0.03151413453496893,1.1941395807503665,1.2333494969031582,-0.03179140726229235
zscore,EW,2020-04-30,2020-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.014604187082227433,1.2115790185899373,1.2333494969031582,-0.017651507839330893
zscore,EW,2020-05-31,2020-06-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.016216021926894947,1.2312260105215576,1.2333494969031582,-0.001721723150601262
zscore,EW,2020-06-30,2020-07-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.023920227566852463,1.260677216879461,1.260677216879461,0.0
zscore,EW,2020-07-31,2020-08-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.007706614673417599,1.2703927704175075,1.2703927704175075,0.0
zscore,EW,2020-08-31,2020-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0051224595310537325,1.2769003059725144,1.2769003059725144,0.0
zscore,EW,2020-09-30,2020-10-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.010039635455116767,1.2640806923880232,1.2769003059725144,-0.010039635455116769
zscore,EW,2020-10-31,2020-11-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.04991651644617113,1.3271791970588975,1.3271791970588975,0.0
zscore,EW,2020-11-30,2020-12-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,0.04653084914378933,1.3889339720640204,1.3889339720640204,0.0
zscore,EW,2020-12-31,2021-01-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,0.014718536986045232,1.4093770481030192,1.4093770481030192,0.0
zscore,EW,2021-01-31,2021-02-28,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0046913747380715335,1.4159889639829075,1.4159889639829075,0.0
zscore,EW,2021-02-28,2021-03-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0033800253938123,1.4207750426385277,1.4207750426385277,0.0
zscore,EW,2021-03-31,2021-04-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.006587145499318899,1.4301338945661888,1.4301338945661888,0.0
zscore,EW,2021-04-30,2021-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0032613036807721666,1.4347979955005348,1.4347979955005348,0.0
zscore,EW,2021-05-31,2021-06-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.0076107497691589665,1.44571788401358,1.44571788401358,0.0
zscore,EW,2021-06-30,2021-07-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.008608709598475501,1.4332721185887847,1.44571788401358,-0.008608709598475484
zscore,EW,2021-07-31,2021-08-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.00325871455887205,1.428601493869114,1.44571788401358,-0.011839370830045826
zscore,EW,2021-08-31,2021-09-30,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.016147104662231633,1.405533716026989,1.44571788401358,-0.027795303932349746
zscore,EW,2021-09-30,2021-10-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.01474164724187088,1.3848138337987632,1.44571788401358,-0.04212720260866931
zscore,EW,2021-10-31,2021-11-30,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,-0.008332674265660965,1.373274631203137,1.44571788401358,-0.05010884461726872
zscore,EW,2021-11-30,2021-12-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.023084689289412864,1.4049762493734943,1.44571788401358,-0.02818090243649707
zscore,EW,2021-12-31,2022-01-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.03257462855275983,1.3592096699247032,1.44571788401358,-0.05983754856010637
zscore,EW,2022-01-31,2022-02-28,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,0.0038493363536262664,1.3644417251193446,1.44571788401358,-0.05621854705746454
zscore,EW,2022-02-28,2022-03-31,risk_warning,위험 악화 우세,위험 악화 방향 우세,방어 강화,0.0012446881767540334,1.3661400296024706,1.44571788401358,-0.05504383344154706
zscore,EW,2022-03-31,2022-04-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.011996279825962266,1.349751431525911,1.44571788401358,-0.06637979203885092
zscore,EW,2022-04-30,2022-05-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.00025175386922626666,1.3500912366712912,1.44571788401358,-0.06614474953910898
zscore,EW,2022-05-31,2022-06-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.04718608738698007,1.2863857135973236,1.44571788401358,-0.11020972499414683
zscore,EW,2022-06-30,2022-07-31,accident_zone,강한 위험 악화,위험 악화 방향성과 신호 강도가 모두 높음,강한 방어전환,0.023262076374693897,1.3163097163143396,1.44571788401358,-0.08951135565950075
zscore,EW,2022-07-31,2022-08-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.007096623387256267,1.3069683619966705,1.44571788401358,-0.09597275066675881
zscore,EW,2022-08-31,2022-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.043957409242405036,1.2495174188415072,1.44571788401358,-0.13571144643198574
zscore,EW,2022-09-30,2022-10-31,conflict,충돌 상태,ETF별 신호가 buy와 caution으로 동시에 나타남,소폭 방어,0.023500036315461333,1.2788811235610842,1.44571788401358,-0.1154006340360999
zscore,EW,2022-10-31,2022-11-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.030778394789242703,1.3182430316705573,1.44571788401358,-0.08817408552014927
zscore,EW,2022-11-30,2022-12-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.025298711481919166,1.2848931815492735,1.44571788401358,-0.11124210625231212
zscore,EW,2022-12-31,2023-01-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.035925584703609396,1.3310537203781119,1.44571788401358,-0.07931295925947823
zscore,EW,2023-01-31,2023-02-28,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.005501050290780399,1.3237315269225816,1.44571788401358,-0.08437770497266162
zscore,EW,2023-02-28,2023-03-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,0.016250581390964164,1.3452429338406222,1.44571788401358,-0.0694983103439385
zscore,EW,2023-03-31,2023-04-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.005560058487580967,1.352722563232781,1.44571788401358,-0.06432466652665791
zscore,EW,2023-04-30,2023-05-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.013570271997565834,1.3710793763530944,1.44571788401358,-0.051627297750011514
zscore,EW,2023-05-31,2023-06-30,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,-0.0007711314449240665,1.3700220939325016,1.44571788401358,-0.05235861776222406
zscore,EW,2023-06-30,2023-07-31,risk_relief,위험 완화 우세,위험 완화 방향 우세,기본 동일비중 유지,0.007302697717808299,1.3800269511512095,1.44571788401358,-0.04543827920285548
zscore,EW,2023-07-31,2023-08-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.007052710367669199,1.3702940207651626,1.44571788401358,-0.0521705265477016
zscore,EW,2023-08-31,2023-09-30,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.007256568362887466,1.3603503885262243,1.44571788401358,-0.05904851591816784
zscore,EW,2023-09-30,2023-10-31,neutral_watch,관찰·중립,방향성이 뚜렷하지 않아 관찰 상태,기본 동일비중 유지,-0.021647797709956864,1.3309017985007474,1.44571788401358,-0.07941804330045499
