Date,R_ew,R_bm,R_base_gross,R_lambda_gross,R_lambda_net,saa_effect,timing_effect,lambda_effect,cost_effect,total_excess_vs_ew,residual_check
2014-08-31,-0.004711666666666666,-0.0124669,-0.0124669,-0.010780467148090965,-0.01081417636712136,-0.0077552333333333326,0.0,0.0016864328519090343,-3.3709219030393905e-05,-0.006102509700454693,-1.734723475976807e-18
2014-09-30,-0.007346666666666667,-0.0209865,-0.0131049,-0.01647489264194613,-0.016511296188624854,-0.013639833333333334,0.007881599999999997,-0.003369992641946126,-3.64035466787242e-05,-0.009164629521958186,0.0
2014-10-31,-0.005075333333333333,-0.0158659,0.0039073,-0.007412023294706956,-0.007587505777382063,-0.010790566666666664,0.019773199999999998,-0.011319323294706956,-0.000175482482675107,-0.00251217244404873,-4.336808689942018e-19
2014-11-30,0.005783333333333333,0.0096114,0.0020848999999999998,0.005212321758165436,0.005089484020292861,0.0038280666666666665,-0.0075265,0.003127421758165436,-0.0001228377378725748,-0.0006938493130404719,7.589415207398531e-19
2014-12-31,-0.007305999999999999,-0.0166756,-0.0166756,-0.009272861125698181,-0.009396874709187378,-0.009369599999999999,0.0,0.007402738874301818,-0.0001240135834891975,-0.0020908747091873793,-1.3010426069826053e-18
2015-01-31,0.012228666666666665,0.021000299999999996,0.009347300000000001,0.012528064369265535,0.012464873877707974,0.00877163333333333,-0.011652999999999998,0.003180764369265534,-6.319049155756159e-05,0.00023620721104130812,3.63207727782644e-18
2015-02-28,0.001101,0.0017144,0.0017144,0.0013113433268818824,0.0012055766709721757,0.0006134000000000001,0.0,-0.0004030566731181175,-0.0001057666559097068,0.00010457667097217571,-4.0657581468206416e-20
2015-03-31,0.011063666666666668,0.0164077,0.0164077,0.013857449203424,0.013783412544287206,0.005344033333333333,0.0,-0.0025502507965760005,-7.403665913679471e-05,0.002719745877620538,0.0
2015-04-30,0.012825999999999999,0.027669499999999996,0.027669499999999996,0.02278723696312992,0.022735411301734162,0.014843499999999999,0.0,-0.004882263036870079,-5.18256613957563e-05,0.009909411301734164,-1.734723475976807e-18
2015-05-31,-0.005711666666666667,-0.014807999999999997,-0.014807999999999997,-0.012713899208061345,-0.012750177171038374,-0.009096333333333331,0.0,0.002094100791938652,-3.62779629770294e-05,-0.007038510504371707,1.734723475976807e-18
2015-06-30,-0.010995999999999999,-0.0239396,-0.00641885,-0.016588968018429812,-0.016713573444345892,-0.0129436,0.017520749999999995,-0.010170118018429817,-0.0001246054259160793,-0.0057175734443458935,7.806255641895632e-18
2015-07-31,-0.009907666666666667,-0.022885,-0.015728950000000002,-0.015540571144672943,-0.015559808965243484,-0.01297733333333333,0.007156049999999998,0.00018837885532705723,-1.9237820570540802e-05,-0.005652142298576817,-8.673617379884035e-19
2015-08-31,-0.014367,-0.0322789,0.0016174999999999998,-0.014999931154146787,-0.015151464679747408,-0.017911899999999998,0.0338964,-0.016617431154146788,-0.0001515335256006213,-0.000784464679747408,-1.3010426069826053e-18
2015-09-30,0.009507,0.0159186,0.0029311999999999997,0.0076123488738536055,0.0075062754059331705,0.0064116,-0.0129874,0.0046811488738536045,-0.0001060734679204349,-0.0020007245940668293,8.673617379884035e-19
2015-10-31,0.020307666666666665,0.042442499999999994,0.012146000000000002,0.014062757926542118,0.014019461591323971,0.02213483333333333,-0.030296499999999994,0.0019167579265421159,-4.3296335218146095e-05,-0.006288205075342694,8.673617379884035e-19
2015-11-30,-0.008640666666666665,-0.016903599999999998,-0.016903599999999998,-0.009420992011858751,-0.009562208577925035,-0.008262933333333332,0.0,0.007482607988141248,-0.0001412165660662845,-0.0009215419112583705,-2.6020852139652106e-18
2015-12-31,0.000397,-0.0028978999999999993,0.0018406,0.0005571709278038582,0.0005060225240502575,-0.0032949,0.0047385,-0.0012834290721961419,-5.11484037536008e-05,0.00010902252405025747,3.7947076036992655e-19
2016-01-31,-0.009655999999999998,-0.022764599999999992,-0.015451099999999999,-0.011030322756448968,-0.011085119516801271,-0.013108599999999996,0.007313499999999997,0.00442077724355103,-5.47967603523035e-05,-0.0014291195168012732,-4.336808689942018e-19
2016-02-29,0.007982,0.0132524,0.0025982,0.006851640168273961,0.006724997900520573,0.0052704,-0.010654199999999999,0.0042534401682739606,-0.0001266422677533875,-0.0012570020994794266,-2.168404344971009e-19
2016-03-31,0.015012666666666667,0.030309399999999997,0.030309399999999997,0.017504939830645192,0.01737338373313268,0.015296733333333335,0.0,-0.012804460169354808,-0.0001315560975125149,0.0023607170664660115,0.0
2016-04-30,-0.00011700000000000013,-0.0012897,-0.0012897,-0.0005970979736558525,-0.000689187241914613,-0.0011727,0.0,0.0006926020263441476,-9.208926825876041e-05,-0.0005721872419146128,0.0
2016-05-31,-0.0016576666666666667,-0.004151599999999999,-0.004151599999999999,-0.003123068543292797,-0.0031875310310739294,-0.002493933333333333,0.0,0.0010285314567072025,-6.446248778113229e-05,-0.0015298643644072627,0.0
2016-06-30,0.004566333333333333,0.004608500000000001,0.004608500000000001,0.004560911530906047,0.004515787789459255,4.2166666666666915e-05,0.0,-4.7588469093952585e-05,-4.51237414467926e-05,-5.054554387407765e-05,6.2341624917916505e-19
2016-07-31,0.010949333333333333,0.0213165,0.0157354,0.017554230315124954,0.01751888370007902,0.010367166666666667,-0.005581099999999999,0.0018188303151249537,-3.5346615045933295e-05,0.006569550366745688,0.0
2016-08-31,0.005907000000000001,0.0128319,0.0128319,0.011032839322076854,0.010992728688767925,0.0069249,0.0,-0.0017990606779231461,-4.0110633308928303e-05,0.005085728688767924,-1.734723475976807e-18
2016-09-30,0.002253,0.0028212,0.0028212,0.002735888635187176,0.0027078111918709263,0.0005682000000000002,0.0,-8.531136481282377e-05,-2.80774433162498e-05,0.00045481119187092654,-5.421010862427522e-20
2016-10-31,-0.003188333333333333,-0.004592499999999999,-0.00423575,-0.004344188814291008,-0.004384534603969633,-0.0014041666666666666,0.0003567499999999999,-0.00010843881429100816,-4.0345789678625e-05,-0.0011962012706362999,0.0
2016-11-30,-0.004094,-0.0048163,-0.0050235,-0.004894049494636643,-0.004922291547411681,-0.0007223,-0.00020719999999999994,0.00012945050536335671,-2.82420527750375e-05,-0.0008282915474116803,4.336808689942018e-19
2016-12-31,0.014064,0.0262685,0.01981975,0.021292276843126588,0.02127250740618406,0.0122045,-0.006448749999999999,0.0014725268431265903,-1.97694369425262e-05,0.0072085074061840615,-4.336808689942018e-18
2017-01-31,0.011872666666666667,0.024362599999999998,0.024362599999999998,0.020620369856745646,0.020574208462605416,0.012489933333333331,0.0,-0.0037422301432543507,-4.61613941402315e-05,0.008701541795938749,0.0
2017-02-28,0.002396,0.0036073,0.0036073,0.003360945406032173,0.0033286324301340106,0.0012113000000000002,0.0,-0.00024635459396782697,-3.2312975898162104e-05,0.0009326324301340105,-5.421010862427522e-19
2017-03-31,0.015592666666666664,0.030709899999999995,0.030709899999999995,0.028562537370559235,0.02853991828743052,0.015117233333333332,0.0,-0.002147362629440762,-2.26190831287135e-05,0.012947251620763857,0.0
2017-04-30,0.008539333333333335,0.0169605,0.0169605,0.016105953582003674,0.016090120223813575,0.008421166666666667,0.0,-0.0008545464179963237,-1.58333581900994e-05,0.00755078689048024,-3.469446951953614e-18
2017-05-31,0.022454,0.045358499999999996,0.045358499999999996,0.04375176731741782,0.04374068396668475,0.022904499999999998,0.0,-0.001606732682582182,-1.10833507330695e-05,0.02128668396668475,3.469446951953614e-18
2017-06-30,0.008252999999999998,0.016954900000000002,0.016954900000000002,0.016516873008041333,0.016509114662528183,0.008701899999999999,0.0,-0.000438026991958666,-7.7583455131487e-06,0.008256114662528185,1.734723475976807e-18
2017-07-31,0.003254,0.0055483,0.0055483,0.005468298390162123,0.005462867548302919,0.0022943,0.0,-8.000160983787639e-05,-5.4308418592041e-06,0.0022088675483029193,0.0
2017-08-31,-0.006332999999999999,-0.014224499999999998,-0.009937199999999998,-0.012748089758029355,-0.012804288168727912,-0.0078915,0.004287299999999998,-0.0028108897580293576,-5.61984106985571e-05,-0.006471288168727913,2.6020852139652106e-18
2017-09-30,0.009120666666666666,0.019826700000000003,-0.0001006999999999999,0.012379953392265948,0.012190614504776959,0.010706033333333332,-0.0199274,0.012480653392265947,-0.0001893388874889899,0.003069947838110293,6.071532165918825e-18
2017-10-31,0.015821,0.036401499999999996,0.02470155,0.022866572391959314,0.022823890057746245,0.020580499999999998,-0.011699949999999997,-0.0018349776080406844,-4.26823342130688e-05,0.007002890057746243,-4.336808689942018e-18
2017-11-30,-0.006830666666666667,-0.0167868,-0.0167868,-0.012204324160945952,-0.012276548106076347,-0.009956133333333334,0.0,0.004582475839054048,-7.22239451303949e-05,-0.00544588143940968,0.0
2017-12-31,0.0031843333333333337,0.0055368,0.0011621,0.0034662109692597384,0.003306767730851015,0.002352466666666667,-0.0043747,0.0023041109692597387,-0.00015944323840872348,0.00012243439751768136,-1.1384122811097797e-18
2018-01-31,0.008669,0.0191409,1.6399999999999965e-05,0.007022106384510333,0.006910496117624226,0.010471900000000001,-0.0191245,0.007005706384510333,-0.0001116102668861065,-0.0017585038823757738,-1.951563910473908e-18
2018-02-28,-0.018227999999999998,-0.0409735,-0.0098065,-0.012655388399155046,-0.012705708614419877,-0.0227455,0.031166999999999997,-0.0028488883991550466,-5.0320215264832306e-05,0.00552229138558012,8.673617379884035e-19
2018-03-31,0.004445666666666666,0.0068128,0.0019034999999999998,0.003211783509046038,0.0031293186289572286,0.0023671333333333327,-0.0049093,0.0013082835090460383,-8.24648800888095e-05,-0.0013163480377094377,8.673617379884035e-19
2018-04-30,0.009523333333333333,0.0181937,0.0015907999999999999,0.004417514847267894,0.004359789431205728,0.008670366666666665,-0.0166029,0.0028267148472678944,-5.77254160621666e-05,-0.005163543902127606,1.734723475976807e-18
2018-05-31,-0.011238,-0.025462899999999993,-0.0176609,-0.0073739745687005625,-0.007498566777457046,-0.014224899999999999,0.007801999999999997,0.010286925431299436,-0.0001245922087564832,0.003739433222542954,2.6020852139652106e-18
2018-06-30,-0.009507333333333335,-0.022785,0.0020967,-0.003577722933131833,-0.0036555083870022944,-0.013277666666666667,0.0248817,-0.005674422933131833,-7.77854538704616e-05,0.00585182494633104,1.734723475976807e-18
2018-07-31,-0.0007706666666666667,-0.0035097,0.0015896999999999999,0.0007820551578044294,0.0007276053400951061,-0.002739033333333333,0.0050994000000000005,-0.0008076448421955706,-5.4449817709323206e-05,0.0014982720067617727,-1.0842021724855044e-18
2018-08-31,0.0045706666666666665,0.0051795999999999995,0.0049798,0.004070866347287272,0.003973981219683799,0.0006089333333333334,-0.00019979999999999965,-0.000908933652712728,-9.68851276034737e-05,-0.0005966854469828678,1.0842021724855044e-19
2018-09-30,0.0019346666666666666,0.0038155,0.0038155,0.0020229195271803313,0.0018684063189618842,0.0018808333333333333,0.0,-0.0017925804728196686,-0.000154513208218447,-6.626034770478234e-05,-5.421010862427522e-20
2018-10-31,-0.038648,-0.0839755,-0.05905135,-0.04536125293775732,-0.04542522665028302,-0.0453275,0.024924149999999992,0.013690097062242671,-6.39737125257021e-05,-0.006777226650283019,1.9081958235744878e-17
2018-11-30,0.011308,0.021240199999999997,0.0019565,0.00953134964992043,0.009411131248688422,0.0099322,-0.019283699999999997,0.00757484964992043,-0.0001202184012320084,-0.0018968687513115784,-2.8189256484623115e-18
2018-12-31,-0.005633333333333332,-0.014210599999999999,-0.00942445,-0.005801083064974238,-0.005881930184111832,-0.008577266666666666,0.0047861499999999986,0.0036233669350257606,-8.0847119137594e-05,-0.00024859685077849997,1.1926223897340549e-18
2019-01-31,0.031883999999999996,0.0649635,0.019887,0.02869887550997333,0.02865689413126658,0.0330795,-0.04507649999999999,0.008811875509973326,-4.1981378706750804e-05,-0.003227105868733416,2.6020852139652106e-18
2019-02-28,-0.0016789999999999997,-0.0049172,-0.0049172,-0.0024303405234111157,-0.00255095355831639,-0.0032382,0.0,0.0024868594765888835,-0.0001206130349052743,-0.0008719535583163903,6.505213034913027e-19
2019-03-31,-0.005060333333333333,-0.0141212,-0.0141212,-0.009228000259608826,-0.009312429384042519,-0.009060866666666665,0.0,0.004893199740391173,-8.442912443369211e-05,-0.0042520960507091855,-8.673617379884035e-19
2019-04-30,0.010081333333333333,0.019948499999999997,0.019948499999999997,0.016234069747021285,0.0161749693599177,0.009867166666666666,0.0,-0.0037144302529787143,-5.91003871035844e-05,0.006093636026584368,0.0
2019-05-31,-0.02282333333333333,-0.0512429,-0.0512429,-0.043751731441343186,-0.043793101712315693,-0.028419566666666663,0.0,0.007491168558656806,-4.1370270972509105e-05,-0.020969768378982363,6.938893903907228e-18
2019-06-30,0.020165999999999996,0.039534299999999994,0.013268550000000002,0.02809022350454839,0.027969182694229145,0.019368299999999998,-0.026265749999999994,0.014821673504548384,-0.00012104081031924361,0.007803182694229149,3.469446951953614e-18
2019-07-31,-0.010353666666666666,-0.026023199999999996,-0.026023199999999996,-0.019452873035037205,-0.019518144467813733,-0.015669533333333333,0.0,0.006570326964962797,-6.527143277652941e-05,-0.009164477801147068,-3.469446951953614e-18
2019-08-31,-0.008134333333333332,-0.0199482,-0.013338599999999999,-0.014506459773576617,-0.014530062863165561,-0.011813866666666666,0.006609599999999998,-0.00116785977357662,-2.3603089588944503e-05,-0.0063957295298322295,2.6020852139652106e-18
2019-09-30,0.019197999999999996,0.04153719999999999,0.0108637,0.02515526411249903,0.02505524711455953,0.0223392,-0.030673499999999992,0.014291564112499029,-0.0001000169979395005,0.005857247114559535,-8.673617379884035e-19
2019-10-31,0.0024146666666666665,0.006833899999999999,0.006833899999999999,0.004420557538424174,0.004340569436981824,0.004419233333333333,0.0,-0.002413342461575826,-7.99881014423495e-05,0.0019259027703151573,-2.168404344971009e-19
2019-11-30,0.0018933333333333332,0.0017703,0.0017703,0.001867769962268581,0.0018117782912589362,-0.00012303333333333325,0.0,9.746996226858096e-05,-5.5991671009644705e-05,-8.1555042074397e-05,0.0
2019-12-31,0.02566766666666667,0.05284269999999999,0.038007900000000004,0.04161195192445557,0.04158774482264526,0.027175033333333334,-0.014834799999999997,0.003604051924455563,-2.42071018103055e-05,0.015920078155978592,-3.469446951953614e-18
2020-01-31,-0.007946,-0.019473,-0.019473,-0.016083329939859014,-0.016128765858653738,-0.011526999999999999,0.0,0.003389670060140984,-4.5435918794725795e-05,-0.008182765858653738,3.469446951953614e-18
2020-02-29,-0.016998,-0.039331200000000004,0.0025821,-0.02214895069267709,-0.022327145549520783,-0.022333199999999997,0.041913299999999994,-0.024731050692677094,-0.0001781948568436918,-0.0053291455495207835,6.071532165918825e-18
2020-03-31,-0.037493,-0.0797655,0.0012018999999999999,-0.032505705974582765,-0.03263044237437335,-0.0422725,0.0809674,-0.03370760597458276,-0.0001247363997905842,0.004862557625626651,1.734723475976807e-18
2020-04-30,0.031514,0.06371990000000001,0.0019584999999999997,0.019965233327692542,0.019877917847839134,0.032205899999999996,-0.0617614,0.01800673332769254,-8.7315479853409e-05,-0.011636082152160866,8.673617379884035e-18
2020-05-31,0.014604333333333332,0.0271191,0.0206086,0.013045284843909755,0.012937851692205883,0.012514766666666666,-0.006510499999999999,-0.007563315156090243,-0.0001074331517038717,-0.001666481641127449,-1.3010426069826053e-18
2020-06-30,0.016215666666666663,0.0338929,0.024242350000000003,0.0172527028120805,0.017177499605887787,0.01767723333333333,-0.009650549999999999,-0.006989647187919498,-7.520320619271021e-05,0.0009618329392211238,1.1926223897340549e-18
2020-07-31,0.02392033333333333,0.048402999999999995,0.048402999999999995,0.032259815339904,0.03215626454949372,0.02448266666666667,0.0,-0.016143184660096007,-0.00010355079041028071,0.008235931216160387,5.204170427930421e-18
2020-08-31,0.007706666666666667,0.018229199999999997,0.018229199999999997,0.01338773500013985,0.013315249446852653,0.010522533333333334,0.0,-0.0048414649998601515,-7.24855532871964e-05,0.005608582780185986,0.0
2020-09-30,0.005122333333333333,0.0085688,0.0085688,0.007448730088810064,0.007397990201509027,0.0034464666666666663,0.0,-0.0011200699111899354,-5.07398873010375e-05,0.0022756568681756937,0.0
2020-10-31,-0.010039666666666665,-0.0205035,-0.0205035,-0.018135159784171448,-0.018170677705282173,-0.010463833333333334,0.0,0.0023683402158285495,-3.55179211107262e-05,-0.008131011038615507,3.469446951953614e-18
2020-11-30,0.04991633333333334,0.1053234,0.07498275,0.08745641152274798,0.08742003316466068,0.055407066666666664,-0.030340649999999997,0.01247366152274797,-3.63783580873004e-05,0.03750369983132734,0.0
2020-12-31,0.046530999999999996,0.09729499999999998,0.09729499999999998,0.0858594325534052,0.08582402877206094,0.050764,0.0,-0.011435567446594786,-3.54037813442559e-05,0.039293028772060944,-6.938893903907228e-18
2021-01-31,0.014718666666666666,0.029939999999999998,0.029939999999999998,0.02754424303141325,0.027519460384472273,0.015221333333333333,0.0,-0.0023957569685867488,-2.47826469409791e-05,0.012800793717805606,0.0
2021-02-28,0.004691666666666667,0.0098183,0.0098183,0.009244704478147962,0.009227356625289276,0.005126633333333333,0.0,-0.0005735955218520389,-1.73478528586853e-05,0.004535689958622609,0.0
2021-03-31,0.0033796666666666662,0.007738499999999999,0.0051874,0.006624359755988518,0.006576503252989598,0.004358833333333333,-0.0025510999999999997,0.001436959755988518,-4.78565029989202e-05,0.003196836586322932,8.673617379884035e-19
2021-04-30,0.006587333333333332,0.013066699999999999,0.009568199999999999,0.010933695762822361,0.010900196210723117,0.006479366666666666,-0.0034984999999999994,0.0013654957628223613,-3.34995520992441e-05,0.004312862877389785,1.734723475976807e-18
2021-05-31,0.003261,0.0074196,0.0033125,0.005163103629594655,0.005094653943125184,0.0041586,-0.0041071,0.0018506036295946548,-6.84496864694709e-05,0.001833653943125184,-2.168404344971009e-19
2021-06-30,0.007610666666666667,0.017916200000000004,0.0037162000000000007,0.009834009550233929,0.0097410947697053,0.010305533333333332,-0.014199999999999999,0.00611780955023393,-9.29147805286296e-05,0.0021304281030386334,4.336808689942018e-19
2021-07-31,-0.008608666666666666,-0.0206797,-0.00889575,-0.010475098959835795,-0.010495139306205836,-0.012071033333333332,0.01178395,-0.0015793489598357946,-2.00403463700407e-05,-0.00188647263953917,-2.8189256484623115e-18
2021-08-31,-0.0032586666666666662,-0.0078494,0.0006366999999999999,-0.0025683392979717586,-0.002708935552915227,-0.004590733333333333,0.008486099999999998,-0.003205039297971758,-0.00014059625494346832,0.0005497311137514392,3.2526065174565133e-19
2021-09-30,-0.016146999999999998,-0.031078099999999997,-0.0014505,-0.010136751704468835,-0.010235169082929263,-0.014931099999999997,0.029627599999999997,-0.008686251704468835,-9.841737846042781e-05,0.005911830917070735,-1.734723475976807e-18
2021-10-31,-0.014741666666666669,-0.024839800000000002,-0.0037035999999999996,-0.008342926441226917,-0.008411818606149216,-0.010098133333333334,0.0211362,-0.004639326441226915,-6.88921649222994e-05,0.006329848060517453,0.0
2021-11-30,-0.008332666666666665,-0.023032599999999997,0.0035516,0.00022927632228051086,0.00018105180683490127,-0.01469993333333333,0.026584199999999995,-0.0033223236777194893,-4.82245154456096e-05,0.008513718473501566,-1.734723475976807e-18
2021-12-31,0.023084666666666663,0.046333099999999995,0.0016665999999999999,0.005961220507948128,0.005927463347136201,0.023248433333333332,-0.04466649999999999,0.004294620507948128,-3.3757160811926704e-05,-0.01715720331953046,-3.469446951953614e-18
2022-01-31,-0.03257466666666667,-0.06424379999999999,-0.047695549999999996,-0.020212219626686918,-0.02035358961411857,-0.031669133333333335,0.016548249999999997,0.027483330373313086,-0.0001413699874316512,0.012221077052548098,1.734723475976807e-18
2022-02-28,0.0038489999999999996,0.007108999999999999,0.0009138,0.0021256224208634437,0.0020595814120655995,0.00326,-0.0061952,0.0012118224208634435,-6.60410087978441e-05,-0.0017894185879344,4.336808689942018e-19
2022-03-31,0.001244666666666666,0.0071912,-0.0025982,-0.001505944687295974,-0.0015521733934544648,0.005946533333333332,-0.009789399999999998,0.0010922553127040262,-4.62287061584908e-05,-0.002796840060121131,4.336808689942018e-19
2022-04-30,-0.011996333333333333,-0.0215197,-0.01699965,-0.008529197793792562,-0.008661837699481619,-0.009523366666666666,0.0045200499999999985,0.00847045220620744,-0.0001326399056890563,0.003334495633851714,-1.734723475976807e-18
2022-05-31,0.00025199999999999995,-0.0009116999999999999,-0.00018585000000000005,0.0003348042012005306,0.0002419562672181912,-0.0011636999999999997,0.0007258499999999999,0.0005206542012005307,-9.28479339823394e-05,-1.0043732781808755e-05,-2.168404344971009e-19
2022-06-30,-0.047186,-0.09267260000000001,-0.09267260000000001,-0.05801800331830869,-0.058137336565066026,-0.0454866,0.0,0.03465459668169132,-0.0001193332467573353,-0.010951336565066028,-6.938893903907228e-18
2022-07-31,0.023261999999999998,0.038313999999999994,0.0066505,0.02068822590181496,0.020561759174545096,0.015052000000000001,-0.0316635,0.014037725901814964,-0.0001264667272698652,-0.002700240825454902,-6.071532165918825e-18
2022-08-31,-0.007096666666666666,-0.0067331000000000005,-0.0067331000000000005,-0.006341108660141655,-0.006462581951052749,0.00036356666666666627,0.0,0.0003919913398583458,-0.0001214732909110943,0.0006340847156139171,-6.505213034913027e-19
2022-09-30,-0.043957333333333334,-0.0878704,-0.0878704,-0.06379815898336574,-0.06388319028700351,-0.04391306666666667,0.0,0.024072241016634258,-8.503130363776599e-05,-0.019925856953670176,0.0
2022-10-31,0.023499999999999997,0.0472326,0.0017783999999999999,0.024589776296218425,0.02443929820876486,0.0237326,-0.0454542,0.022811376296218426,-0.0001504780874535637,0.0009392982087648646,2.927345865710862e-18
