arm,months,CAGR_pct,MDD_pct,Sharpe,Calmar,avg_turnover_pct,total_turnover_pct
"A. EW (HSI×,방어×)",148,7.451120075653228,-13.507129972516696,0.8939596579027702,0.5516434720635852,0.0,0.0
"B. FixedBM 70/20/10 (HSI×,방어×)",148,13.098798045702488,-25.561174699897638,0.789615168440054,0.5124489855998262,0.0,0.0
C. HSI + λ0.3 (HSI만),148,6.281196716208637,-11.849727002277744,0.9286212011095943,0.5300710062772983,1.5049550302436856,222.73334447606547
"D. HSI + λ0.1 (HSI만,느린)",148,6.439405892514705,-11.539285804639688,0.9264037890078034,0.5580419795067009,0.5205312701839592,77.03862798722596
"E. VolOnly de-risk + λ0.3 (HSI×,vol방어O)",148,7.320906807731231,-16.17006777845853,0.7767601606035542,0.4527443488817041,4.039158200234136,597.7954136346522
F. dynamic_v1 = HSI + 동적λ (풀),148,6.420332902358883,-11.532441703426322,0.9333647273706789,0.5567193025958573,0.8943689405905895,132.36660320740725
