strategy,CAGR_pct,vol_pct,MDD_pct,Sharpe,Calmar,avg_daily_turnover_pct,total_turnover_pct
EW (BM),7.539404636719826,7.014144632824339,-13.77108529661032,1.071493488799838,0.5474807885022404,0.1895620239015883,568.4965096808634
FixedBM 70/20/10 (BM),13.43260566484361,14.52691452225953,-26.90632190866047,0.9404429250647968,0.49923604238600866,0.1780668694617732,534.0225415158578
overlay λ=1.0 (즉시반영),5.9915685205197855,5.727780649049725,-14.209928832193464,1.044668364993571,0.42164662408058795,0.4220940692070685,1265.8601135519984
overlay λ=0.3 (평활),6.347453728194896,5.716243216023919,-12.132352692778914,1.1053111740955295,0.5231840755810581,0.23677749095527253,710.0956953748623
overlay λ=0.1 (강평활),6.508398456844433,5.858442307052059,-11.82167936841737,1.1057018921012713,0.5505477059572582,0.18999126007732017,569.7837889718832
dynamic_v1 (규칙형 λ),6.489265790951904,5.792014949914096,-11.815770356579591,1.1146137783715806,0.5492037840205964,0.20740263729887004,622.0005092593112
