strategy_name,lambda_value,months,final_cumulative_return,CAGR_pct,annual_volatility_pct,MDD_pct,Sharpe,Sortino,Calmar,WinRate_pct
EW,,172,2.4694437257892248,6.510061939431955,7.97233104941412,-13.571143569546962,0.8317791325459929,1.5383921387649833,0.4796988482267804,60.46511627906976
lambda_0.1,0.1,172,3.2863904844570073,8.65511461758417,11.258048656511953,-14.744158471123846,0.7934711329195613,1.5753750671052211,0.5870199126342169,59.30232558139535
lambda_0.3,0.3,172,3.477832296815674,9.085171513870293,12.048560174964717,-15.219711332556995,0.7817903292508775,1.4116970484431601,0.5969345485834477,60.46511627906976
lambda_0.5,0.5,172,3.2528319351936634,8.577336332356778,12.200406026749356,-17.51927764825414,0.7353042946562626,1.1983196328946948,0.4895941776007837,61.627906976744185
lambda_0.7,0.7,172,3.039477921176757,8.06464986717559,12.511137708926254,-19.964589909007124,0.6819081228704503,1.048237181794363,0.4039476845721324,61.627906976744185
lambda_1.0,1.0,172,2.908213386185535,7.732321577748946,13.666069038573308,-23.459418269768417,0.6111175601315223,0.9502180262896346,0.3296041482713747,65.11627906976744
