Date,signal_date,method,strategy,069500_weight,114260_weight,153130_weight,rule_signal,rule_description,strategy_return,cumulative_return,portfolio_value
2012-04-30,2012-03-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.0015006768828879,0.001500676882887797,1.0015006768828878
2012-05-31,2012-04-30,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,-0.0226497180898505,-0.021183031115304063,0.9788169688846959
2012-06-30,2012-05-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.0029937000336713662,-0.018252746722595914,0.9817472532774041
2012-07-31,2012-06-30,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.012929218886426567,-0.005559521593824335,0.9944404784061757
2012-08-31,2012-07-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.0024376468962339997,-0.0031354268481481595,0.9968645731518518
2012-09-30,2012-08-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.017588847642714633,0.01439827224943957,1.0143982722494396
2012-10-31,2012-09-30,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,-0.013575138818670132,0.0006276748862343862,1.0006276748862344
2012-11-30,2012-10-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.006960021770225432,0.007592065287332694,1.0075920652873327
2012-12-31,2012-11-30,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.015110596956189633,0.0228173828821443,1.0228173828821443
2013-01-31,2012-12-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,-0.005105456570753767,0.017595433154027562,1.0175954331540276
2013-02-28,2013-01-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.015983739854600734,0.033860413834791325,1.0338604138347913
2013-03-31,2013-02-28,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,-0.003404690053070667,0.03034043956754462,1.0303404395675446
2013-04-30,2013-03-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,-0.008376797057387099,0.021709486805268297,1.0217094868052683
2013-05-31,2013-04-30,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.005842287639656967,0.027678607511350872,1.0276786075113509
2013-06-30,2013-05-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,-0.0253800016945285,0.0015961227112821774,1.0015961227112822
2013-07-31,2013-06-30,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.010102584369738533,0.011714832045375712,1.0117148320453757
2013-08-31,2013-07-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.005953039605501233,0.01773761051001488,1.0177376105100149
2013-09-30,2013-08-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.015636409030746964,0.03365137207392466,1.0336513720739247
2013-10-31,2013-09-30,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.009636739528166198,0.043612401109532684,1.0436124011095327
2013-11-30,2013-10-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.0023225552066738,0.04603624852547905,1.046036248525479
2013-12-31,2013-11-30,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,-0.0007731302831468331,0.04522752622447457,1.0452275262244746
2014-01-31,2013-12-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,-0.012654091485433934,0.032001121484536155,1.0320011214845362
2014-02-28,2014-01-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.0078089783081393,0.04005999585618425,1.0400599958561842
2014-03-31,2014-02-28,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,0.0015961368006335334,0.04172007389043708,1.041720073890437
2014-04-30,2014-03-31,zscore,EW,0.3333333333333333,0.3333333333333333,0.3333333333333333,none,기본 동일비중,-0.0017131378380782997,0.03993546381516966,1.0399354638151697
