window_id,train_start,train_end,test_start,test_end,selected_lambda,selection_reason,train_selected_cagr,train_selected_mdd,train_selected_calmar,train_selected_turnover_ann,test_cum_return,test_cagr,test_ann_vol,test_mdd,test_sharpe,test_calmar,test_monthly_win_rate,test_turnover_ann
1,2012-04-30,2018-03-31,2018-04-30,2019-03-31,0.1,all candidates exceeded turnover cap; selected max Calmar without turnover filter,0.03507920693111055,-0.06335474016774789,0.553695064303466,0.24279056597510112,-0.021415004858298614,-0.021415004858298614,0.058795032034955785,-0.056384826035756674,-0.3642315365278926,-0.3798008500499443,0.4166666666666667,0.35123167158672874
2,2013-04-30,2019-03-31,2019-04-30,2020-03-31,0.3,all candidates exceeded turnover cap; selected max Calmar without turnover filter,0.025531295831278555,-0.05883475759323775,0.43394919730599907,0.8400996508173906,-0.03524305777566605,-0.03524305777566605,0.09148093274809067,-0.06948316160438461,-0.38525031082394184,-0.5072172446085427,0.5,0.9189570383916059
3,2014-04-30,2020-03-31,2020-04-30,2021-03-31,0.3,all candidates exceeded turnover cap; selected max Calmar without turnover filter,0.02229786935898459,-0.07194348087989755,0.3099359259000639,0.8683970774056188,0.3397923056018033,0.3397923056018033,0.10846589589564606,-0.018170677705282134,3.1327110037307397,18.700034809545226,0.9166666666666666,0.6940151320893728
4,2015-04-30,2021-03-31,2021-04-30,2022-03-31,0.3,all candidates exceeded turnover cap; selected max Calmar without turnover filter,0.06935675675386888,-0.07194348087989744,0.9640450518324677,0.8380408833584649,-0.020144453057198586,-0.020144453057198586,0.03229250303241003,-0.04540784919180485,-0.6238120667506268,-0.4436337200669313,0.5,0.8584315424391037
5,2016-04-30,2022-03-31,2022-04-30,2023-03-31,0.3,all candidates exceeded turnover cap; selected max Calmar without turnover filter,0.06806146871564112,-0.07194348087989799,0.9460408070783024,0.8080777846168415,-0.03726369169388488,-0.03726369169388488,0.1263714853846165,-0.10599253704272782,-0.29487420821612875,-0.35156901356991865,0.5,1.1336695077986245
6,2017-04-30,2023-03-31,2023-04-30,2024-03-31,0.3,all candidates exceeded turnover cap; selected max Calmar without turnover filter,0.04461995054233303,-0.1533482376291937,0.2909713944690193,0.914579216383159,0.08718972050941631,0.08718972050941631,0.09261425341070899,-0.062041322466395266,0.9414287466397107,1.4053491615470108,0.5833333333333334,0.7850058638569397
7,2018-04-30,2024-03-31,2024-04-30,2025-03-31,0.1,all candidates exceeded turnover cap; selected max Calmar without turnover filter,0.043708450795639786,-0.14787873431449194,0.2955695489162461,0.32740925739363325,-0.02137155731553142,-0.02137155731553142,0.05403585484423294,-0.059451352339607744,-0.39550697175307725,-0.3594797506615041,0.3333333333333333,0.37682971950494326
8,2019-04-30,2025-03-31,2025-04-30,2026-03-31,0.1,all candidates exceeded turnover cap; selected max Calmar without turnover filter,0.043716173805379954,-0.14787873431449172,0.2956217742059474,0.3316755987133357,0.5026096206595412,0.5026096206595412,0.2340416418958987,-0.10912468003251641,2.147522195571936,4.605829043528707,0.75,0.30574114288956544
