strategy,num_windows,negative_cum_return_windows,negative_cum_return_ratio_pct,avg_3y_cumulative_return_pct,min_3y_cumulative_return_pct,avg_3y_cagr_pct,min_3y_cagr_pct,avg_3y_vol_pct,avg_3y_mdd_pct,worst_3y_mdd_pct,avg_3y_sharpe,min_3y_sharpe
asym_up0.1_down0.3,136,1,0.7352941176470588,14.749653781162062,-1.0523247157151028,4.572189152311374,-0.3520125798392115,5.467976771047719,-5.264502970914439,-8.975747640980403,0.8271463072734854,-0.05897159362959844
EW,136,1,0.7352941176470588,12.704495923913127,-0.7540948088757271,3.936944577299048,-0.251999440039663,5.719974101536723,-6.815661197878135,-13.571143569546983,0.7141812707305051,-0.0005133687328145506
lambda_0.1,136,3,2.2058823529411766,17.01361329644718,-1.5943610035490607,5.131746718253275,-0.534303384483481,7.605806446000135,-8.449313707632017,-14.744180174515353,0.6613683146211154,-0.07173576417152998
dynamic_v1_macro,136,5,3.6764705882352944,18.846072137104148,-2.956987553325119,5.599528256160199,-0.9955406400520173,7.36524029685236,-7.319426294766755,-12.75554906403259,0.7309603076576018,-0.16311282636766156
dynamic_v1,136,5,3.6764705882352944,18.761627812793957,-2.8035967595332223,5.567999334611105,-0.9434043834494421,7.292295525463387,-7.162907030978203,-12.62964176972936,0.7266482606801672,-0.15152821471840405
lambda_0.3,136,9,6.61764705882353,18.275021291097385,-3.261812727287261,5.442895830687888,-1.0993114830552764,8.005302481009645,-8.334795901447272,-15.21971133255703,0.663901618621732,-0.18435668267894476
FixedBM_70_20_10,136,21,15.441176470588236,20.908332336521656,-7.316246049125352,5.950010589879431,-2.5007656598808436,11.752509440708423,-14.515109746204622,-25.674223780608905,0.512266160031452,-0.11968873454619211
