date,year,strategy,buy_turnover,sell_turnover,oneway_turnover_from_weights,double_sided_turnover,turnover_from_backtest,turnover_diff
2019-01-31,2019,asym_up0.1_down0.3,0.016652145633378412,0.016652145633378412,0.016652145633378412,0.033304291266756825,0.016652145633378412,0.0
2019-02-28,2019,asym_up0.1_down0.3,0.05261750182093203,0.052617501820932,0.052617501820932014,0.10523500364186403,0.052617501820932014,0.0
2019-03-31,2019,asym_up0.1_down0.3,0.04735575163883882,0.04735575163883882,0.04735575163883882,0.09471150327767763,0.04735575163883882,0.0
2019-04-30,2019,asym_up0.1_down0.3,0.04262017647495492,0.04262017647495492,0.04262017647495492,0.08524035294990984,0.04262017647495492,0.0
2019-05-31,2019,asym_up0.1_down0.3,0.038358158827459465,0.03835815882745941,0.03835815882745944,0.07671631765491888,0.03835815882745944,0.0
2019-06-30,2019,asym_up0.1_down0.3,0.05013924759102034,0.0501392475910204,0.05013924759102037,0.10027849518204074,0.05013924759102037,0.0
2019-07-31,2019,asym_up0.1_down0.3,0.03916564006129947,0.03916564006129947,0.03916564006129947,0.07833128012259893,0.03916564006129947,0.0
2019-08-31,2019,asym_up0.1_down0.3,0.01827831804928376,0.01827831804928376,0.01827831804928376,0.03655663609856752,0.01827831804928376,0.0
2019-09-30,2019,asym_up0.1_down0.3,0.04882749465104236,0.04882749465104236,0.04882749465104236,0.09765498930208472,0.04882749465104236,0.0
2019-10-31,2019,asym_up0.1_down0.3,0.03860691791475679,0.03860691791475679,0.03860691791475679,0.07721383582951358,0.03860691791475679,0.0
2019-11-30,2019,asym_up0.1_down0.3,0.0347462261232811,0.034746226123281154,0.034746226123281126,0.06949245224656225,0.034746226123281126,0.0
2019-12-31,2019,asym_up0.1_down0.3,0.013237425700549532,0.013237425700549532,0.013237425700549532,0.026474851401099064,0.013237425700549532,0.0
2020-01-31,2020,asym_up0.1_down0.3,0.030144443159857703,0.030144443159857703,0.030144443159857703,0.06028888631971541,0.030144443159857703,0.0
2020-02-29,2020,asym_up0.1_down0.3,0.13433305554766467,0.13433305554766467,0.13433305554766467,0.26866611109532934,0.13433305554766467,0.0
2020-03-31,2020,asym_up0.1_down0.3,0.09403313888336529,0.09403313888336531,0.0940331388833653,0.1880662777667306,0.0940331388833653,0.0
2020-04-30,2020,asym_up0.1_down0.3,0.06582319721835572,0.0658231972183557,0.06582319721835571,0.13164639443671142,0.06582319721835571,0.0
2020-05-31,2020,asym_up0.1_down0.3,0.03964125398238366,0.039641253982383606,0.039641253982383634,0.07928250796476727,0.039641253982383634,0.0
2020-06-30,2020,asym_up0.1_down0.3,0.03567712858414532,0.03567712858414529,0.035677128584145304,0.07135425716829061,0.035677128584145304,0.0
2020-07-31,2020,asym_up0.1_down0.3,0.04858942757879295,0.048589427578792976,0.04858942757879296,0.09717885515758592,0.04858942757879296,0.0
2020-08-31,2020,asym_up0.1_down0.3,0.04373048482091363,0.043730484820913684,0.043730484820913657,0.08746096964182731,0.043730484820913657,0.0
2020-09-30,2020,asym_up0.1_down0.3,0.03935743633882227,0.03935743633882227,0.03935743633882227,0.07871487267764454,0.03935743633882227,0.0
2020-10-31,2020,asym_up0.1_down0.3,0.035421692704940055,0.035421692704940055,0.035421692704940055,0.07084338540988011,0.035421692704940055,0.0
2020-11-30,2020,asym_up0.1_down0.3,0.01934748765765193,0.019347487657651985,0.019347487657651957,0.038694975315303914,0.019347487657651957,0.0
2020-12-31,2020,asym_up0.1_down0.3,0.030691571091001513,0.030691571091001346,0.03069157109100143,0.06138314218200286,0.03069157109100143,0.0
2021-01-31,2021,asym_up0.1_down0.3,0.027622413981901295,0.02762241398190135,0.027622413981901323,0.055244827963802645,0.027622413981901323,0.0
2021-02-28,2021,asym_up0.1_down0.3,0.02486017258371115,0.02486017258371115,0.02486017258371115,0.0497203451674223,0.02486017258371115,0.0
2021-03-31,2021,asym_up0.1_down0.3,0.01133888665218541,0.011338886652185465,0.011338886652185437,0.022677773304370874,0.011338886652185437,0.0
2021-04-30,2021,asym_up0.1_down0.3,0.01020499798696689,0.01020499798696689,0.01020499798696689,0.02040999597393378,0.01020499798696689,0.0
2021-05-31,2021,asym_up0.1_down0.3,0.039230802559423655,0.03923080255942368,0.03923080255942367,0.07846160511884734,0.03923080255942367,0.0
2021-06-30,2021,asym_up0.1_down0.3,0.07246156179159655,0.07246156179159657,0.07246156179159656,0.14492312358319312,0.07246156179159656,0.0
2021-07-31,2021,asym_up0.1_down0.3,0.013524305590874863,0.013524305590874808,0.013524305590874836,0.02704861118174967,0.013524305590874836,0.0
2021-08-31,2021,asym_up0.1_down0.3,0.12953915136426997,0.12953915136426997,0.12953915136426997,0.25907830272853993,0.12953915136426997,0.0
2021-09-30,2021,asym_up0.1_down0.3,0.09067740595498897,0.09067740595498897,0.09067740595498897,0.18135481190997793,0.09067740595498897,0.0
2021-10-31,2021,asym_up0.1_down0.3,0.06347418416849226,0.06347418416849225,0.06347418416849226,0.12694836833698453,0.06347418416849226,0.0
2021-11-30,2021,asym_up0.1_down0.3,0.04443192891794456,0.04443192891794462,0.04443192891794459,0.08886385783588918,0.04443192891794459,0.0
2021-12-31,2021,asym_up0.1_down0.3,0.03110235024256125,0.031102350242561187,0.03110235024256122,0.06220470048512244,0.03110235024256122,0.0
2022-01-31,2022,asym_up0.1_down0.3,0.0477427849434024,0.04774278494340234,0.04774278494340237,0.09548556988680473,0.04774278494340237,0.0
2022-02-28,2022,asym_up0.1_down0.3,0.03609448065281351,0.036094480652813565,0.03609448065281354,0.07218896130562708,0.03609448065281354,0.0
2022-03-31,2022,asym_up0.1_down0.3,0.025266136456969512,0.0252661364569695,0.025266136456969505,0.05053227291393901,0.025266136456969505,0.0
2022-04-30,2022,asym_up0.1_down0.3,0.049104568160040454,0.049104568160040496,0.049104568160040475,0.09820913632008095,0.049104568160040475,0.0
2022-05-31,2022,asym_up0.1_down0.3,0.04419411134403639,0.04419411134403639,0.04419411134403639,0.08838822268807278,0.04419411134403639,0.0
2022-06-30,2022,asym_up0.1_down0.3,0.056334058275773924,0.05633405827577398,0.05633405827577395,0.1126681165515479,0.05633405827577395,0.0
2022-07-31,2022,asym_up0.1_down0.3,0.05910830943399159,0.059108309433991535,0.05910830943399156,0.11821661886798313,0.05910830943399156,0.0
2022-08-31,2022,asym_up0.1_down0.3,0.05649045671373759,0.05649045671373759,0.05649045671373759,0.11298091342747518,0.05649045671373759,0.0
2022-09-30,2022,asym_up0.1_down0.3,0.05084141104236381,0.05084141104236384,0.050841411042363824,0.10168282208472765,0.050841411042363824,0.0
2022-10-31,2022,asym_up0.1_down0.3,0.07272819018561777,0.07272819018561766,0.07272819018561771,0.14545638037123543,0.07272819018561771,0.0
2022-11-30,2022,asym_up0.1_down0.3,0.0530300889566892,0.0530300889566892,0.0530300889566892,0.1060601779133784,0.0530300889566892,0.0
2022-12-31,2022,asym_up0.1_down0.3,0.04772708006102025,0.04772708006102028,0.04772708006102026,0.09545416012204053,0.04772708006102026,0.0
