method,strategy,signal_date,Date,hsi_state5,state_name_kr,action,069500_weight,114260_weight,153130_weight
rank,EW,2020-04-30,2020-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2020-04-30,2020-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2020-05-31,2020-06-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2020-05-31,2020-06-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2020-06-30,2020-07-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2020-06-30,2020-07-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2020-07-31,2020-08-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2020-07-31,2020-08-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2020-08-31,2020-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2020-08-31,2020-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2020-09-30,2020-10-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2020-09-30,2020-10-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2020-10-31,2020-11-30,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2020-10-31,2020-11-30,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2020-11-30,2020-12-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2020-11-30,2020-12-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2020-12-31,2021-01-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2020-12-31,2021-01-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2021-01-31,2021-02-28,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-01-31,2021-02-28,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2021-02-28,2021-03-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-02-28,2021-03-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2021-03-31,2021-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-03-31,2021-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2021-04-30,2021-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-04-30,2021-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2021-05-31,2021-06-30,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-05-31,2021-06-30,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2021-06-30,2021-07-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-06-30,2021-07-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2021-07-31,2021-08-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-07-31,2021-08-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2021-08-31,2021-09-30,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-08-31,2021-09-30,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2021-09-30,2021-10-31,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-09-30,2021-10-31,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2021-10-31,2021-11-30,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-10-31,2021-11-30,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2021-11-30,2021-12-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-11-30,2021-12-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2021-12-31,2022-01-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2021-12-31,2022-01-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2022-01-31,2022-02-28,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-01-31,2022-02-28,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2022-02-28,2022-03-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-02-28,2022-03-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2022-03-31,2022-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-03-31,2022-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2022-04-30,2022-05-31,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-04-30,2022-05-31,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2022-05-31,2022-06-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-05-31,2022-06-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2022-06-30,2022-07-31,accident_zone,강한 위험 악화,강한 방어전환,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-06-30,2022-07-31,accident_zone,강한 위험 악화,강한 방어전환,0.1,0.45,0.45
rank,EW,2022-07-31,2022-08-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-07-31,2022-08-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2022-08-31,2022-09-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-08-31,2022-09-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2022-09-30,2022-10-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-09-30,2022-10-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2022-10-31,2022-11-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-10-31,2022-11-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2022-11-30,2022-12-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-11-30,2022-12-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2022-12-31,2023-01-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2022-12-31,2023-01-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2023-01-31,2023-02-28,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-01-31,2023-02-28,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2023-02-28,2023-03-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-02-28,2023-03-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2023-03-31,2023-04-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-03-31,2023-04-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2023-04-30,2023-05-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-04-30,2023-05-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2023-05-31,2023-06-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-05-31,2023-06-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2023-06-30,2023-07-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-06-30,2023-07-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2023-07-31,2023-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-07-31,2023-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2023-08-31,2023-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-08-31,2023-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2023-09-30,2023-10-31,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-09-30,2023-10-31,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2023-10-31,2023-11-30,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-10-31,2023-11-30,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2023-11-30,2023-12-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-11-30,2023-12-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2023-12-31,2024-01-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2023-12-31,2024-01-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2024-01-31,2024-02-29,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-01-31,2024-02-29,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2024-02-29,2024-03-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-02-29,2024-03-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2024-03-31,2024-04-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-03-31,2024-04-30,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2024-04-30,2024-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-04-30,2024-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2024-05-31,2024-06-30,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-05-31,2024-06-30,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2024-06-30,2024-07-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-06-30,2024-07-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2024-07-31,2024-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-07-31,2024-08-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2024-08-31,2024-09-30,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-08-31,2024-09-30,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2024-09-30,2024-10-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-09-30,2024-10-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2024-10-31,2024-11-30,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-10-31,2024-11-30,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2024-11-30,2024-12-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-11-30,2024-12-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2024-12-31,2025-01-31,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2024-12-31,2025-01-31,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2025-01-31,2025-02-28,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-01-31,2025-02-28,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2025-02-28,2025-03-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-02-28,2025-03-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2025-03-31,2025-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-03-31,2025-04-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2025-04-30,2025-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-04-30,2025-05-31,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2025-05-31,2025-06-30,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-05-31,2025-06-30,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2025-06-30,2025-07-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-06-30,2025-07-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2025-07-31,2025-08-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-07-31,2025-08-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2025-08-31,2025-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-08-31,2025-09-30,neutral_watch,관찰·중립,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2025-09-30,2025-10-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-09-30,2025-10-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2025-10-31,2025-11-30,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-10-31,2025-11-30,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2025-11-30,2025-12-31,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-11-30,2025-12-31,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2025-12-31,2026-01-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2025-12-31,2026-01-31,risk_relief,위험 완화 우세,기본 동일비중 유지,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,EW,2026-01-31,2026-02-28,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2026-01-31,2026-02-28,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2026-02-28,2026-03-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2026-02-28,2026-03-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2026-03-31,2026-04-30,risk_warning,위험 악화 우세,방어 강화,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2026-03-31,2026-04-30,risk_warning,위험 악화 우세,방어 강화,0.2,0.4,0.4
rank,EW,2026-04-30,2026-05-31,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2026-04-30,2026-05-31,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
rank,EW,2026-05-31,2026-06-30,conflict,충돌 상태,소폭 방어,0.3333333333333333,0.3333333333333333,0.3333333333333333
rank,HSI_state5_overlay,2026-05-31,2026-06-30,conflict,충돌 상태,소폭 방어,0.25,0.375,0.375
