file,column,min,max,max_abs,reason,n_rows,columns
output\tables\main_v3_signal_combo_turnover_summary.csv,total_turnover_pct,786.6666666666666,1006.6666666666669,1006.6666666666669,abs(value) > 100,5,"experiment_id, strategy_name, months, avg_turnover, max_turnover, total_turnover, avg_turnover_pct, max_turnover_pct, total_turnover_pct"
output\tables\main_v3_signal_input_availability_check.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,30,"ticker, signal_name, total_months, non_null_count, missing_count, missing_ratio, status, note"
output\tables\main_v3_signal_input_availability_check.csv,total_months,172.0,172.0,172.0,abs(value) > 100,30,"ticker, signal_name, total_months, non_null_count, missing_count, missing_ratio, status, note"
output\tables\main_v3_signal_input_availability_check.csv,non_null_count,0.0,169.0,169.0,abs(value) > 100,30,"ticker, signal_name, total_months, non_null_count, missing_count, missing_ratio, status, note"
output\tables\main_v3_signal_input_availability_check.csv,missing_count,3.0,172.0,172.0,abs(value) > 100,30,"ticker, signal_name, total_months, non_null_count, missing_count, missing_ratio, status, note"
output\tables\main_v3_signal_input_column_map.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,15,"source_column, ticker, signal_name, is_basic_signal, is_extended_candidate, note"
output\tables\missing_value_by_year.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,3,"ticker, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026"
output\tables\missing_value_summary.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,3,"ticker, name, total_rows, missing_count, missing_pct, ffill_applied"
output\tables\missing_value_summary.csv,total_rows,3486.0,3486.0,3486.0,abs(value) > 100,3,"ticker, name, total_rows, missing_count, missing_pct, ffill_applied"
output\tables\monthly_event_counts.csv,Ticker,69500.0,360750.0,360750.0,abs(value) > 100,1715,"Month, Ticker, large_down, large_up, medium_down, medium_up, small_down, small_flat, small_up, medium_flat, large_flat, risk_event_count, overheat_event_count, event_balance"
output\tables\monthly_hsi_state_summary.csv,Count,92.0,404.0,404.0,abs(value) > 100,8,"HSIStateLabel, Count"
output\tables\selected_etf_universe.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,3,"ticker, name, asset_class, risk_group, listing_date, data_years, data_over_10y, note, hsi_return, hsi_ma_pos, hsi_momentum, hsi_vol, hsi_rs"
