file,column,min,max,max_abs,reason,n_rows,columns
data\processed\main_v3_signal_combo_hsi_state_table.csv,score_return,-10.0,10.0,10.0,return abs > 1,860,"experiment_id, experiment_name, signal_set_type, year_month, risk_ticker, hsi_direction, hsi_intensity, positive_count, negative_count, neutral_count, valid_signal_count, min_valid_signals, state_valid, hsi_state, state_reason, active_signals, score_return, score_ma_pos, score_momentum, score_vol, score_ma20_gap, score_ma60_gap, score_vol20, score_drawdown_60, score_risk_vs_cash_ret20"
data\processed\main_v3_signal_combo_hsi_state_table.csv,score_drawdown_60,-1.844635763046525,4.495324912587766,4.495324912587766,drawdown < -1,860,"experiment_id, experiment_name, signal_set_type, year_month, risk_ticker, hsi_direction, hsi_intensity, positive_count, negative_count, neutral_count, valid_signal_count, min_valid_signals, state_valid, hsi_state, state_reason, active_signals, score_return, score_ma_pos, score_momentum, score_vol, score_ma20_gap, score_ma60_gap, score_vol20, score_drawdown_60, score_risk_vs_cash_ret20"
data\processed\main_v3_signal_combo_rebalance_weights.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,2505,"experiment_id, strategy_name, signal_month, return_month, ticker, weight, hsi_state, hsi_direction, hsi_intensity, allocation_rule"
data\processed\monthly_prices.csv,069500,18712.828125,136415.0,136415.0,abs(value) > 100,172,"year_month, 069500, 114260, 153130"
data\processed\monthly_prices.csv,114260,45770.8125,63085.0,63085.0,abs(value) > 100,172,"year_month, 069500, 114260, 153130"
data\processed\monthly_prices.csv,153130,85535.6328125,113255.0,113255.0,abs(value) > 100,172,"year_month, 069500, 114260, 153130"
data\processed\selected_etf_universe.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,3,"ticker, name, asset_class, underlying_asset, risk_group, listing_date, data_over_10y, note, discussion_note"
output\tables\daily_event_labels.csv,Ticker,69500.0,360750.0,360750.0,abs(value) > 100,34745,"Date, Ticker, Return, AbsReturn, Q60, Q90, SizeLabel, Direction, EventLabel"
output\tables\data_period_check.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,3,"ticker, name, listing_date, data_start_actual, data_end, trading_days, data_years_actual, status"
output\tables\data_period_check.csv,trading_days,3486.0,3486.0,3486.0,abs(value) > 100,3,"ticker, name, listing_date, data_start_actual, data_end, trading_days, data_years_actual, status"
output\tables\design_validation_state_summary.csv,Count,25.0,284.0,284.0,abs(value) > 100,16,"Period, HSIStateLabel, Count, Share"
output\tables\design_validation_wave_summary.csv,RowCount,42.0,106.0,106.0,abs(value) > 100,2,"Period, p_wave_avg, s_wave_avg, two_sided_shock_ratio_avg, vol_spike_share, high_vol_mixed_share, risk_score_avg, overheat_score_avg, recovery_score_avg, StartMonth, EndMonth, RowCount"
output\tables\event_calendar_overlap_summary.csv,ObsCount,0.0,5472.0,5472.0,abs(value) > 100,12,"Market, EventName, StartDate, EndDate, EventType, ExpectedHSIDirection, OverlapStatus, ObsCount, AssetCount, MeanReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount"
output\tables\event_calendar_overlap_summary.csv,LargeUpCount,0.0,288.0,288.0,abs(value) > 100,12,"Market, EventName, StartDate, EndDate, EventType, ExpectedHSIDirection, OverlapStatus, ObsCount, AssetCount, MeanReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount"
output\tables\event_calendar_overlap_summary.csv,LargeDownCount,0.0,277.0,277.0,abs(value) > 100,12,"Market, EventName, StartDate, EndDate, EventType, ExpectedHSIDirection, OverlapStatus, ObsCount, AssetCount, MeanReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount"
output\tables\event_calendar_overlap_summary.csv,MediumUpCount,0.0,880.0,880.0,abs(value) > 100,12,"Market, EventName, StartDate, EndDate, EventType, ExpectedHSIDirection, OverlapStatus, ObsCount, AssetCount, MeanReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount"
output\tables\event_calendar_overlap_summary.csv,MediumDownCount,0.0,583.0,583.0,abs(value) > 100,12,"Market, EventName, StartDate, EndDate, EventType, ExpectedHSIDirection, OverlapStatus, ObsCount, AssetCount, MeanReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount"
output\tables\event_count_summary.csv,Ticker,69500.0,360750.0,360750.0,abs(value) > 100,13,"Ticker, FirstDate, LastDate, ObsCount, MeanReturn, StdReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount, LargeEventBalance, TotalLargeEvents"
output\tables\event_count_summary.csv,ObsCount,1375.0,2939.0,2939.0,abs(value) > 100,13,"Ticker, FirstDate, LastDate, ObsCount, MeanReturn, StdReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount, LargeEventBalance, TotalLargeEvents"
output\tables\event_count_summary.csv,LargeUpCount,83.0,251.0,251.0,abs(value) > 100,13,"Ticker, FirstDate, LastDate, ObsCount, MeanReturn, StdReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount, LargeEventBalance, TotalLargeEvents"
output\tables\event_count_summary.csv,LargeDownCount,42.0,196.0,196.0,abs(value) > 100,13,"Ticker, FirstDate, LastDate, ObsCount, MeanReturn, StdReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount, LargeEventBalance, TotalLargeEvents"
output\tables\event_count_summary.csv,MediumUpCount,227.0,657.0,657.0,abs(value) > 100,13,"Ticker, FirstDate, LastDate, ObsCount, MeanReturn, StdReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount, LargeEventBalance, TotalLargeEvents"
output\tables\event_count_summary.csv,MediumDownCount,62.0,410.0,410.0,abs(value) > 100,13,"Ticker, FirstDate, LastDate, ObsCount, MeanReturn, StdReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount, LargeEventBalance, TotalLargeEvents"
output\tables\event_count_summary.csv,LargeEventBalance,-42.0,209.0,209.0,abs(value) > 100,13,"Ticker, FirstDate, LastDate, ObsCount, MeanReturn, StdReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount, LargeEventBalance, TotalLargeEvents"
output\tables\event_count_summary.csv,TotalLargeEvents,163.0,362.0,362.0,abs(value) > 100,13,"Ticker, FirstDate, LastDate, ObsCount, MeanReturn, StdReturn, LargeUpCount, LargeDownCount, MediumUpCount, MediumDownCount, LargeEventBalance, TotalLargeEvents"
output\tables\event_period_state_check.csv,ObsCount,0.0,279.0,279.0,abs(value) > 100,12,"Market, EventName, EventType, ExpectedHSIDirection, StartMonth, EndMonth, OverlapStatus, ObsCount, AssetCount, MeanRiskScore, MeanOverheatScore, MeanRecoveryScore, MostCommonState, MostCommonStateCount"
output\tables\flex_available_period_check.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,9,"dataset, ticker, start_date, end_date, observation_count, missing_count, missing_ratio"
output\tables\flex_available_period_check.csv,observation_count,171.0,3485.0,3485.0,abs(value) > 100,9,"dataset, ticker, start_date, end_date, observation_count, missing_count, missing_ratio"
output\tables\flex_data_quality_summary.csv,rows,172.0,3485.0,3485.0,abs(value) > 100,3,"dataset, rows, columns, start_date, end_date, is_date_sorted, has_duplicate_dates, numeric_column_count, non_numeric_column_count, non_numeric_columns, missing_cells, missing_ratio"
output\tables\flex_drawdown_timeseries.csv,index,0.0,683.0,683.0,abs(value) > 100,684,"index, Date, signal_date, 069500_weight, 114260_weight, 153130_weight, rule_signal, rule_description, strategy_return, cumulative_return, portfolio_value, running_max, drawdown"
output\tables\flex_hsi_return_alignment_check.csv,aligned_rows,171.0,172.0,172.0,abs(value) > 100,3,"method, aligned_rows, aligned_columns, start_return_date, end_return_date, signal_column_count, return_column_count, missing_return_cells, missing_signal_cells"
output\tables\flex_hsi_return_alignment_check.csv,return_column_count,3.0,3.0,3.0,return abs > 1,3,"method, aligned_rows, aligned_columns, start_return_date, end_return_date, signal_column_count, return_column_count, missing_return_cells, missing_signal_cells"
output\tables\flex_hsi_return_alignment_check.csv,missing_return_cells,0.0,3.0,3.0,return abs > 1,3,"method, aligned_rows, aligned_columns, start_return_date, end_return_date, signal_column_count, return_column_count, missing_return_cells, missing_signal_cells"
output\tables\flex_missing_value_check.csv,column,69500.0,153130.0,153130.0,abs(value) > 100,9,"dataset, column, missing_count, missing_ratio"
output\tables\flex_monthly_return_check.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,3,"ticker, count, mean_return, std_return, min_return, max_return, extreme_abs_return_count"
output\tables\flex_monthly_return_check.csv,count,171.0,171.0,171.0,abs(value) > 100,3,"ticker, count, mean_return, std_return, min_return, max_return, extreme_abs_return_count"
output\tables\flex_monthly_return_check.csv,extreme_abs_return_count,0.0,2.0,2.0,return abs > 1,3,"ticker, count, mean_return, std_return, min_return, max_return, extreme_abs_return_count"
output\tables\flex_performance_summary.csv,months,171.0,171.0,171.0,abs(value) > 100,4,"method, strategy, months, start_date, end_date, total_return, cagr, annual_volatility, sharpe, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew"
output\tables\flex_performance_summary.csv,total_return,1.461787879062701,1.5089714987615248,1.5089714987615248,return abs > 1,4,"method, strategy, months, start_date, end_date, total_return, cagr, annual_volatility, sharpe, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew"
output\tables\grid_search_summary_preliminary.csv,return_window,10.0,20.0,20.0,return abs > 1,24,"return_window, vol_window, standardize, direction_threshold, score"
output\tables\liquidity_check.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,3,"ticker, name, underlying_asset, volume_available, avg_daily_volume, avg_daily_turnover_krw, meets_volume_criterion, meets_turnover_criterion, criterion_applicable, overall_pass, status"
output\tables\liquidity_check.csv,avg_daily_volume,39859.0,21330477.0,21330477.0,abs(value) > 100,3,"ticker, name, underlying_asset, volume_available, avg_daily_volume, avg_daily_turnover_krw, meets_volume_criterion, meets_turnover_criterion, criterion_applicable, overall_pass, status"
output\tables\liquidity_check.csv,avg_daily_turnover_krw,3025783305.0,2489592713010.0,2489592713010.0,abs(value) > 100,3,"ticker, name, underlying_asset, volume_available, avg_daily_volume, avg_daily_turnover_krw, meets_volume_criterion, meets_turnover_criterion, criterion_applicable, overall_pass, status"
output\tables\main_final_baseline_performance_summary.csv,months,172.0,172.0,172.0,abs(value) > 100,2,"strategy_name, months, final_cumulative_return, CAGR_pct, annual_volatility_pct, MDD_pct, Sharpe, Sortino, Calmar, WinRate_pct, avg_monthly_return_pct, best_month_pct, worst_month_pct"
output\tables\main_final_baseline_turnover_summary.csv,months,172.0,172.0,172.0,abs(value) > 100,2,"strategy_name, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_baseline_turnover_summary.csv,total_turnover_pct,0.0,3800.0,3800.0,abs(value) > 100,2,"strategy_name, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_bundle_load_summary.csv,rows,3.0,10461.0,10461.0,abs(value) > 100,10,"item, rows, columns, output_path, status, note"
output\tables\main_final_bundle_return_unit_check.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,3,"ticker, name, rows_compared, max_abs_decimal, p95_abs_decimal, max_abs_diff_decimal_vs_pct_div_100, status, note"
output\tables\main_final_bundle_return_unit_check.csv,rows_compared,171.0,171.0,171.0,abs(value) > 100,3,"ticker, name, rows_compared, max_abs_decimal, p95_abs_decimal, max_abs_diff_decimal_vs_pct_div_100, status, note"
output\tables\main_final_bundle_sheet_map.csv,rows,3.0,10461.0,10461.0,abs(value) > 100,18,"sheet_name, rows, columns, status, note"
output\tables\main_final_event_balance_filter_adjustment_detail.csv,months,172.0,172.0,172.0,abs(value) > 100,1,"adjustment_label, months, avg_adjustment, min_adjustment, max_adjustment, avg_event_balance, avg_event_intensity"
output\tables\main_final_event_balance_filter_performance_summary.csv,months,172.0,172.0,172.0,abs(value) > 100,3,"strategy_name, months, final_cumulative_return, CAGR_pct, annual_volatility_pct, MDD_pct, Sharpe, Sortino, Calmar, WinRate_pct"
output\tables\main_final_event_balance_filter_turnover_summary.csv,months,172.0,172.0,172.0,abs(value) > 100,3,"strategy_name, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_event_balance_filter_turnover_summary.csv,total_turnover_pct,0.0,3800.0,3800.0,abs(value) > 100,3,"strategy_name, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_event_balance_state_diagnostic_summary.csv,value,0.4358974358974359,165.0,165.0,abs(value) > 100,4,"diagnostic_item, value, months, interpretation, status"
output\tables\main_final_event_balance_state_diagnostic_summary.csv,months,4.0,165.0,165.0,abs(value) > 100,4,"diagnostic_item, value, months, interpretation, status"
output\tables\main_final_lambda_performance_summary.csv,months,172.0,172.0,172.0,abs(value) > 100,6,"strategy_name, lambda_value, months, final_cumulative_return, CAGR_pct, annual_volatility_pct, MDD_pct, Sharpe, Sortino, Calmar, WinRate_pct"
output\tables\main_final_lambda_turnover_summary.csv,months,172.0,172.0,172.0,abs(value) > 100,6,"strategy_name, lambda_value, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_lambda_turnover_summary.csv,total_turnover_pct,0.0,3800.0,3800.0,abs(value) > 100,6,"strategy_name, lambda_value, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_lambda_turnover_summary.csv,nonzero_turnover_months,0.0,171.0,171.0,abs(value) > 100,6,"strategy_name, lambda_value, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_monthly_signal_availability_check.csv,ticker,69500.0,153130.0,153130.0,abs(value) > 100,75,"ticker, ticker_name, column_name, valid_count, total_count, valid_ratio, first_valid_month, last_valid_month, status"
output\tables\main_final_monthly_signal_availability_check.csv,valid_count,0.0,172.0,172.0,abs(value) > 100,75,"ticker, ticker_name, column_name, valid_count, total_count, valid_ratio, first_valid_month, last_valid_month, status"
output\tables\main_final_monthly_signal_availability_check.csv,total_count,172.0,172.0,172.0,abs(value) > 100,75,"ticker, ticker_name, column_name, valid_count, total_count, valid_ratio, first_valid_month, last_valid_month, status"
output\tables\main_final_relative_speed_rank_table.csv,ticker,69500.0,69500.0,69500.0,abs(value) > 100,669,"year_month, hsi_state, state_kr, ticker, signal_name, signal_family, signal_speed_type, signal_score, signal_velocity, centroid_velocity, relative_velocity, relative_speed_abs, direction_label, speed_rank, interpretation"
output\tables\main_final_relative_speed_state_summary.csv,observations,8.0,243.0,243.0,abs(value) > 100,25,"hsi_state, state_kr, signal_name, signal_family, signal_speed_type, observations, mean_signal_score, mean_signal_velocity, mean_centroid_velocity, mean_relative_velocity, mean_relative_speed_abs, risk_accelerating_ratio, relief_accelerating_ratio, moving_with_centroid_ratio"
output\tables\main_final_signal_combo_performance_summary.csv,months,172.0,172.0,172.0,abs(value) > 100,6,"strategy_name, combo_id, combo_name, months, final_cumulative_return, CAGR_pct, annual_volatility_pct, MDD_pct, Sharpe, Sortino, Calmar, WinRate_pct"
output\tables\main_final_signal_combo_state_distribution.csv,total_months,172.0,172.0,172.0,abs(value) > 100,30,"combo_id, combo_name, hsi_state, state_kr, months, total_months, ratio"
output\tables\main_final_signal_combo_turnover_summary.csv,months,172.0,172.0,172.0,abs(value) > 100,6,"strategy_name, combo_id, combo_name, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_signal_combo_turnover_summary.csv,total_turnover_pct,0.0,4389.999999999999,4389.999999999999,abs(value) > 100,6,"strategy_name, combo_id, combo_name, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_signal_combo_turnover_summary.csv,nonzero_turnover_months,0.0,109.0,109.0,abs(value) > 100,6,"strategy_name, combo_id, combo_name, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_theta_performance_summary.csv,months,172.0,172.0,172.0,abs(value) > 100,6,"strategy_name, theta_id, theta_common, months, final_cumulative_return, CAGR_pct, annual_volatility_pct, MDD_pct, Sharpe, Sortino, Calmar, WinRate_pct"
output\tables\main_final_theta_state_distribution.csv,total_months,172.0,172.0,172.0,abs(value) > 100,28,"theta_id, theta_common, hsi_state, state_kr, months, total_months, ratio"
output\tables\main_final_theta_turnover_summary.csv,months,172.0,172.0,172.0,abs(value) > 100,6,"strategy_name, theta_id, theta_common, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_theta_turnover_summary.csv,total_turnover_pct,0.0,3980.0,3980.0,abs(value) > 100,6,"strategy_name, theta_id, theta_common, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_final_theta_turnover_summary.csv,nonzero_turnover_months,0.0,106.0,106.0,abs(value) > 100,6,"strategy_name, theta_id, theta_common, months, avg_turnover_pct, max_turnover_pct, total_turnover_pct, nonzero_turnover_months"
output\tables\main_v2b_performance_summary.csv,months,171.0,171.0,171.0,abs(value) > 100,4,"method, strategy, months, total_return, cagr, annual_volatility, sharpe, sortino, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, months_turnover, avg_turnover, max_turnover, total_turnover, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, sortino_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew, avg_turnover_diff_vs_ew, max_turnover_diff_vs_ew, total_turnover_diff_vs_ew"
output\tables\main_v2b_performance_summary.csv,total_return,1.169415580759778,1.4617878790627006,1.4617878790627006,return abs > 1,4,"method, strategy, months, total_return, cagr, annual_volatility, sharpe, sortino, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, months_turnover, avg_turnover, max_turnover, total_turnover, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, sortino_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew, avg_turnover_diff_vs_ew, max_turnover_diff_vs_ew, total_turnover_diff_vs_ew"
output\tables\main_v2b_performance_summary.csv,months_turnover,171.0,171.0,171.0,abs(value) > 100,4,"method, strategy, months, total_return, cagr, annual_volatility, sharpe, sortino, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, months_turnover, avg_turnover, max_turnover, total_turnover, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, sortino_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew, avg_turnover_diff_vs_ew, max_turnover_diff_vs_ew, total_turnover_diff_vs_ew"
output\tables\main_v2b_signal_return_alignment_check.csv,rows,171.0,171.0,171.0,abs(value) > 100,2,"method, rows, first_signal_date, last_signal_date, first_return_date, last_return_date, missing_next_return_cells, alignment_rule, alignment_flag"
output\tables\main_v2b_turnover_summary.csv,months,171.0,171.0,171.0,abs(value) > 100,4,"method, strategy, months, avg_turnover, max_turnover, total_turnover"
output\tables\main_v2_experiment_output_index.csv,size_kb,0.6494140625,118.25390625,118.25390625,abs(value) > 100,21,"step, file_name, relative_path, role, exists, size_kb, modified_time"
output\tables\main_v2_fig1_hsi_state5_distribution_plot_data.csv,total_months,172.0,172.0,172.0,abs(value) > 100,10,"method, hsi_state5, state_label, months, total_months, ratio, ratio_pct"
output\tables\main_v2_fig3_drawdown_plot_data.csv,drawdown_pct,-13.91928327621681,0.0,13.91928327621681,drawdown < -1,1026,"Date, method, strategy, experiment, display_name, monthly_return, cumulative_return, drawdown, drawdown_pct"
output\tables\main_v2_fig5_turnover_plot_data.csv,months,171.0,171.0,171.0,abs(value) > 100,6,"method, strategy, months, avg_turnover, max_turnover, total_turnover, experiment, display_name"
output\tables\main_v2_fig6_rule_comparison_plot_data.csv,months,171.0,171.0,171.0,abs(value) > 100,6,"method, strategy, months, total_return, cagr, annual_volatility, sharpe, sortino, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, months_turnover, avg_turnover, max_turnover, total_turnover, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, sortino_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew, avg_turnover_diff_vs_ew, max_turnover_diff_vs_ew, total_turnover_diff_vs_ew, experiment, rule_description, months_x, months_y, experiment_order, total_return_diff_vs_main_v2, cagr_diff_vs_main_v2, annual_volatility_diff_vs_main_v2, sharpe_diff_vs_main_v2, mdd_diff_vs_main_v2, calmar_diff_vs_main_v2, win_rate_diff_vs_main_v2, avg_turnover_diff_vs_main_v2, total_turnover_diff_vs_main_v2, experiment_label, total_return_pct, cagr_pct, annual_volatility_pct, mdd_pct"
output\tables\main_v2_fig6_rule_comparison_plot_data.csv,total_return,1.0181542305387477,1.4617878790626997,1.4617878790626997,return abs > 1,6,"method, strategy, months, total_return, cagr, annual_volatility, sharpe, sortino, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, months_turnover, avg_turnover, max_turnover, total_turnover, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, sortino_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew, avg_turnover_diff_vs_ew, max_turnover_diff_vs_ew, total_turnover_diff_vs_ew, experiment, rule_description, months_x, months_y, experiment_order, total_return_diff_vs_main_v2, cagr_diff_vs_main_v2, annual_volatility_diff_vs_main_v2, sharpe_diff_vs_main_v2, mdd_diff_vs_main_v2, calmar_diff_vs_main_v2, win_rate_diff_vs_main_v2, avg_turnover_diff_vs_main_v2, total_turnover_diff_vs_main_v2, experiment_label, total_return_pct, cagr_pct, annual_volatility_pct, mdd_pct"
output\tables\main_v2_fig6_rule_comparison_plot_data.csv,months_turnover,171.0,171.0,171.0,abs(value) > 100,6,"method, strategy, months, total_return, cagr, annual_volatility, sharpe, sortino, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, months_turnover, avg_turnover, max_turnover, total_turnover, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, sortino_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew, avg_turnover_diff_vs_ew, max_turnover_diff_vs_ew, total_turnover_diff_vs_ew, experiment, rule_description, months_x, months_y, experiment_order, total_return_diff_vs_main_v2, cagr_diff_vs_main_v2, annual_volatility_diff_vs_main_v2, sharpe_diff_vs_main_v2, mdd_diff_vs_main_v2, calmar_diff_vs_main_v2, win_rate_diff_vs_main_v2, avg_turnover_diff_vs_main_v2, total_turnover_diff_vs_main_v2, experiment_label, total_return_pct, cagr_pct, annual_volatility_pct, mdd_pct"
output\tables\main_v2_fig6_rule_comparison_plot_data.csv,months_x,171.0,171.0,171.0,abs(value) > 100,6,"method, strategy, months, total_return, cagr, annual_volatility, sharpe, sortino, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, months_turnover, avg_turnover, max_turnover, total_turnover, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, sortino_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew, avg_turnover_diff_vs_ew, max_turnover_diff_vs_ew, total_turnover_diff_vs_ew, experiment, rule_description, months_x, months_y, experiment_order, total_return_diff_vs_main_v2, cagr_diff_vs_main_v2, annual_volatility_diff_vs_main_v2, sharpe_diff_vs_main_v2, mdd_diff_vs_main_v2, calmar_diff_vs_main_v2, win_rate_diff_vs_main_v2, avg_turnover_diff_vs_main_v2, total_turnover_diff_vs_main_v2, experiment_label, total_return_pct, cagr_pct, annual_volatility_pct, mdd_pct"
output\tables\main_v2_fig6_rule_comparison_plot_data.csv,months_y,171.0,171.0,171.0,abs(value) > 100,6,"method, strategy, months, total_return, cagr, annual_volatility, sharpe, sortino, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, months_turnover, avg_turnover, max_turnover, total_turnover, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, sortino_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew, avg_turnover_diff_vs_ew, max_turnover_diff_vs_ew, total_turnover_diff_vs_ew, experiment, rule_description, months_x, months_y, experiment_order, total_return_diff_vs_main_v2, cagr_diff_vs_main_v2, annual_volatility_diff_vs_main_v2, sharpe_diff_vs_main_v2, mdd_diff_vs_main_v2, calmar_diff_vs_main_v2, win_rate_diff_vs_main_v2, avg_turnover_diff_vs_main_v2, total_turnover_diff_vs_main_v2, experiment_label, total_return_pct, cagr_pct, annual_volatility_pct, mdd_pct"
output\tables\main_v2_fig6_rule_comparison_plot_data.csv,total_return_pct,101.81542305387477,146.17878790626995,146.17878790626995,abs(value) > 100 / return abs > 1,6,"method, strategy, months, total_return, cagr, annual_volatility, sharpe, sortino, mdd, calmar, win_rate, mean_monthly_return, std_monthly_return, min_monthly_return, max_monthly_return, months_turnover, avg_turnover, max_turnover, total_turnover, total_return_diff_vs_ew, cagr_diff_vs_ew, annual_volatility_diff_vs_ew, sharpe_diff_vs_ew, sortino_diff_vs_ew, mdd_diff_vs_ew, calmar_diff_vs_ew, win_rate_diff_vs_ew, mean_monthly_return_diff_vs_ew, avg_turnover_diff_vs_ew, max_turnover_diff_vs_ew, total_turnover_diff_vs_ew, experiment, rule_description, months_x, months_y, experiment_order, total_return_diff_vs_main_v2, cagr_diff_vs_main_v2, annual_volatility_diff_vs_main_v2, sharpe_diff_vs_main_v2, mdd_diff_vs_main_v2, calmar_diff_vs_main_v2, win_rate_diff_vs_main_v2, avg_turnover_diff_vs_main_v2, total_turnover_diff_vs_main_v2, experiment_label, total_return_pct, cagr_pct, annual_volatility_pct, mdd_pct"
output\tables\main_v2_hsi_state5_distribution.csv,total_months,172.0,172.0,172.0,abs(value) > 100,10,"method, hsi_state5, state_name_kr, months, total_months, ratio"
output\tables\main_v2_hsi_state5_table_rank.csv,primary_ticker,69500.0,69500.0,69500.0,abs(value) > 100,172,"Date, 069500_direction, 069500_intensity, 069500_signal, 114260_direction, 114260_intensity, 114260_signal, 153130_direction, 153130_intensity, 153130_signal, method, primary_ticker, primary_direction, primary_intensity, hsi_state5, state_reason, cross_asset_conflict, high_intensity_cutoff, accident_direction_cutoff, state_name_kr, 069500_weight, 114260_weight, 153130_weight, action, weight_sum"
