method,strategy,rebalance,trading_days,final_cumulative_return,CAGR_pct,annual_volatility_pct,MDD_pct,Sharpe,Calmar,WinRate_pct,avg_daily_turnover_pct,total_turnover_pct
rank,EW,daily,2999,2.3750886506903637,7.539404636719826,7.014144632824339,-13.77108529661032,1.071493488799838,0.5474807885022404,54.951650550183395,0.1895620239015883,568.4965096808634
rank,HSI_state5_overlay,daily,2999,1.9987052545059105,5.9915685205197855,5.727780649049725,-14.209928832193464,1.044668364993571,0.42164662408058795,55.118372790930316,0.4220940692070685,1265.8601135519984
zscore,EW,daily,2999,2.3750886506903637,7.539404636719826,7.014144632824339,-13.77108529661032,1.071493488799838,0.5474807885022404,54.951650550183395,0.1895620239015883,568.4965096808634
zscore,HSI_state5_overlay,daily,2999,1.9614763591250843,5.824243763242198,5.597835781915507,-14.184889425766023,1.0393842220466214,0.41059493580984846,55.01833944648216,0.403170566603214,1209.108529243039
