method,strategy,Date,hsi_state5,069500_weight,069500_daily_return,069500_contribution,069500_cum_return,114260_weight,114260_daily_return,114260_contribution,114260_cum_return,153130_weight,153130_daily_return,153130_contribution,153130_cum_return,strategy_daily_return
rank,EW,2014-04-16,risk_relief,0.3333333333333333,0.004352662378488192,0.0014508874594960641,1.0122836948574216,0.3333333333333333,0.0008406462724515062,0.00028021542415050205,1.00127176878423,0.3333333333333333,5.5270604881529906e-05,1.842353496050997e-05,1.0012506087033517,0.001749526418607076
rank,EW,2014-04-17,risk_relief,0.3333333333333333,-0.0016372128858285206,-0.0005457376286095068,1.010626370948087,0.3333333333333333,0.0,0.0,1.00127176878423,0.3333333333333333,0.00022107020084227713,7.36900669474257e-05,1.0014719553765112,-0.0004720475616620811
rank,EW,2014-04-18,risk_relief,0.3333333333333333,0.0075724690107557,0.0025241563369185665,1.018279307823544,0.3333333333333333,8.194538340200452e-05,2.7315127800668172e-05,1.0013538183832127,0.3333333333333333,8.840853584413111e-05,2.9469511948043703e-05,1.001560494045775,0.002580940976667278
rank,EW,2014-04-21,risk_relief,0.3333333333333333,-0.0014360938247965915,-0.0004786979415988638,1.0168169631976605,0.3333333333333333,0.0001638773378127567,5.46257792709189e-05,1.001517917581178,0.3333333333333333,0.0,0.0,1.001560494045775,-0.0004240721623279449
rank,EW,2014-04-22,risk_relief,0.3333333333333333,-0.00023969319271333056,-7.989773090444352e-05,1.0165732390933466,0.3333333333333333,0.0,0.0,1.001517917581178,0.3333333333333333,5.525045029108888e-05,1.8416816763696293e-05,1.0016158307140648,-6.148091414074723e-05
rank,EW,2014-04-23,risk_relief,0.3333333333333333,-0.0011987532965715975,-0.00039958443219053247,1.015354618571777,0.3333333333333333,-0.00016385048643108302,-5.461682881036101e-05,1.0013538183832127,0.3333333333333333,4.419791827814379e-05,1.4732639426047928e-05,1.0016601000486969,-0.00043946862157484556
rank,EW,2014-04-24,risk_relief,0.3333333333333333,-0.0008161305808929153,-0.0002720435269643051,1.0145259566171096,0.3333333333333333,0.0006145400167973936,0.00020484667226579784,1.001969190375582,0.3333333333333333,0.0001878328508606586,6.26109502868862e-05,1.0018482447208823,-4.585904411621086e-06
rank,EW,2014-04-25,risk_relief,0.3333333333333333,-0.014558208811800366,-0.004852736270600122,0.9997562758956863,0.3333333333333333,-0.0006141625893094638,-0.00020472086310315457,1.0013538183832127,0.3333333333333333,0.0,0.0,1.0018482447208823,-0.005057457133703276
rank,EW,2014-04-28,risk_relief,0.3333333333333333,0.00024378352023401995,8.126117341133998e-05,1.0000000000000002,0.3333333333333333,0.001290534035274682,0.0004301780117582273,1.0026460995671884,0.3333333333333333,9.942224628001206e-05,3.3140748760004016e-05,1.0019478507238042,0.0005445799339295713
rank,EW,2014-04-29,risk_relief,0.3333333333333333,-0.004143309773336545,-0.0013811032577788485,0.9958566902266637,0.3333333333333333,-0.00020458265139111642,-6.819421713037213e-05,1.002440975569732,0.3333333333333333,0.0002209163610658038,7.36387870219346e-05,1.0021691973969638,-0.001375658687887286
rank,EW,2014-04-30,risk_relief,0.3333333333333333,-0.0005384238864415414,-0.00017947462881384713,0.995320497197173,0.3333333333333333,-0.0003887865766318832,-0.00012959552554396106,1.002051239974565,0.3333333333333333,0.00028712783814821563,9.570927938273854e-05,1.002456948072071,-0.00021336087497506962
rank,EW,2014-05-02,neutral_watch,0.3333333333333333,-0.003575101621039245,-0.001191700540346415,0.9917621252741897,0.3333333333333333,0.0009416388610263837,0.0003138796203421279,1.0029948103628645,0.3333333333333333,0.00014352270970885428,4.784090323628476e-05,1.0026008234096249,-0.0008299800167680023
rank,EW,2014-05-07,neutral_watch,0.3333333333333333,-0.009682492873292037,-0.003227497624430679,0.9821593955642214,0.3333333333333333,-0.005337750782256623,-0.0017792502607522076,0.9976410740292508,0.3333333333333333,5.519312072932436e-05,1.8397706909774787e-05,1.0026561600779147,-0.0049883501782731115
rank,EW,2014-05-08,neutral_watch,0.3333333333333333,0.0045659834234950125,0.0015219944744983374,0.9866439190835975,0.3333333333333333,0.006188831318364896,0.0020629437727882984,1.0038153063526902,0.3333333333333333,0.00024283632831467727,8.094544277155909e-05,1.0028996414183902,0.003665883690058195
rank,EW,2014-05-09,neutral_watch,0.3333333333333333,0.0013833308630997188,0.00046111028769990625,0.9880087740677554,0.3333333333333333,0.0006743363916872358,0.0002247787972290786,1.0044922155442966,0.3333333333333333,5.5176675715751244e-05,1.8392225238583748e-05,1.0029549780866802,0.0007042813101675686
rank,EW,2014-05-12,neutral_watch,0.3333333333333333,0.006315062410577665,0.002105020803525888,0.9942481111381917,0.3333333333333333,-0.00028588931999184997,-9.529643999728332e-05,1.0042050419478574,0.3333333333333333,0.0,0.0,1.0029549780866802,0.002009724363528605
rank,EW,2014-05-13,neutral_watch,0.3333333333333333,0.01367848212972489,0.00455949404324163,1.0078479161589082,0.3333333333333333,0.0003881036032356011,0.00012936786774520037,1.0045947775430248,0.3333333333333333,0.0001544861679705356,5.1495389323511866e-05,1.0031099207578917,0.004740357300310342
