tail_event_type,strategy_name,tail_months,avg_tail_month_return_pct,median_tail_month_return_pct,worst_tail_month_return_pct,best_tail_month_return_pct,win_rate_in_tail_pct,avg_weight_069500_pct,avg_turnover_pct
069500_bottom_10pct,Fixed 70/20/10 BM,18,-5.860916111111111,-5.195935,-14.13022,-2.91245,0.0,69.99999999999999,0.0
069500_bottom_10pct,EW Benchmark,18,-2.754087037037037,-2.27365,-6.984999999999999,-1.1727666666666663,0.0,33.33333333333333,0.0
069500_bottom_10pct,HSI baseline,18,-4.0754680555555565,-3.9638725,-14.13022,0.3802499999999999,22.22222222222222,44.44444444444444,22.22222222222222
069500_bottom_10pct,Lambda 0.1,18,-3.684708021142782,-3.172803701939674,-10.9106442775065,-1.6753679721918744,0.0,45.15734673381481,2.863987018632276
069500_bottom_10pct,Lambda 0.3,18,-3.832764575282469,-3.2995083399482343,-12.552501831151805,-1.2007354601714986,0.0,45.41324622046248,8.355265849570594
