strategy,CAGR_pct,MDD_pct,Sharpe,Calmar,avg_turnover_pct,CAGR_net10bp_pct,Calmar_net10bp
EW,7.557353941582967,-13.507129972516829,0.9005089732585385,0.5595084934371725,0.0,7.557353941582967,0.5595084934371725
HSI_baseline,6.01705222706308,-13.74874952288937,0.8878310588634923,0.4376435992993904,5.331050228310503,5.949665893637013,0.4292185148098842
lambda_0.1,6.527397858037709,-11.539319090801436,0.9322377767488262,0.565665773402611,0.5221854431350577,6.5207569629186946,0.5646884168329902
lambda_0.3,6.370406839820042,-11.84972700227781,0.9353984158006021,0.5375994601897152,1.5130299464774721,6.3511950240487725,0.5347889101978746
dynamic_v1,6.544402491520196,-11.506535017641895,0.9326992361228056,0.568755275283678,0.9359174773581882,6.5324936046971205,0.5670654575785578
asym_up0.1_down0.3,6.010074905054541,-10.496629786202883,0.9533639095991009,0.5725718661578769,0.8991171860799806,5.998694950424821,0.5707206668504429
asym_up0.1_down0.5,5.788006737098184,-9.941932764575224,0.968543388191417,0.5821812392175719,1.1502970101606094,5.773472947884062,0.5796464923448603
asym_up0.2_down0.3,6.234838817629873,-11.29180143148314,0.9431913490417567,0.5521562573927541,1.2599205966116391,6.218860431222328,0.549722749507799
