method,strategy,months,total_return,cagr,annual_volatility,sharpe,sortino,mdd,calmar,win_rate,mean_monthly_return,std_monthly_return,min_monthly_return,max_monthly_return,months_turnover,avg_turnover,max_turnover,total_turnover,total_return_diff_vs_ew,cagr_diff_vs_ew,annual_volatility_diff_vs_ew,sharpe_diff_vs_ew,sortino_diff_vs_ew,mdd_diff_vs_ew,calmar_diff_vs_ew,win_rate_diff_vs_ew,mean_monthly_return_diff_vs_ew,avg_turnover_diff_vs_ew,max_turnover_diff_vs_ew,total_turnover_diff_vs_ew,experiment,rule_description,months_x,months_y,experiment_order,total_return_diff_vs_main_v2,cagr_diff_vs_main_v2,annual_volatility_diff_vs_main_v2,sharpe_diff_vs_main_v2,mdd_diff_vs_main_v2,calmar_diff_vs_main_v2,win_rate_diff_vs_main_v2,avg_turnover_diff_vs_main_v2,total_turnover_diff_vs_main_v2,experiment_label,total_return_pct,cagr_pct,annual_volatility_pct,mdd_pct
rank,EW,171.0,1.4617878790626997,0.0652613851653682,0.0799314117706843,0.8317116681289747,1.5422821560498592,-0.1357114464319853,0.4808834249517444,0.6081871345029239,0.0055399906516416,0.0230742110512557,-0.0698501779600078,0.1170629968579534,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW,기본 동일비중,,,0,,,,,,,,,,EW,146.17878790626997,6.52613851653682,7.993141177068431,-13.57114464319853
rank,HSI_state5_overlay,171.0,1.0584449672726803,0.0519685474044322,0.0649015301422021,0.8139972987667963,1.3348615636388907,-0.1376571810520291,0.3775215140050711,0.6081871345029239,0.0044024725184653,0.0187354579492095,-0.0537594183260747,0.0898419572075724,171.0,0.0501949317738791,0.2333333333333333,8.583333333333334,-0.4033429117900193,-0.0132928377609359,-0.0150298816284822,-0.0177143693621784,-0.2074205924109684,-0.0019457346200437,-0.1033619109466733,0.0,-0.0011375181331762,0.0501949317738791,0.2333333333333333,8.583333333333334,main_v2_conflict_defense,conflict를 소폭 방어로 처리,,,1,,,,,,,,,,"main_v2
conflict 방어",105.84449672726804,5.19685474044322,6.490153014220209,-13.76571810520291
rank,HSI_state5_overlay_v2b,,1.2265089140339356,0.0577784073208604,0.0736243842356362,0.8005197247234426,1.3493329895153514,-0.1351204703698362,0.4276066177294682,0.6081871345029239,0.004911480983437,0.0212535290286825,-0.0698501779600078,0.1170629968579534,,0.037037037037037,0.2333333333333333,6.333333333333334,-0.2352789650287641,-0.0074829778445077,-0.006307027535048,-0.0311919434055321,,0.000590976062149,-0.0532768072222762,0.0,,0.037037037037037,,6.333333333333334,main_v2b_conflict_watch,conflict를 관찰로 처리,171.0,171.0,2,0.1680639467612552,0.0058098599164282,0.0087228540934341,-0.0134775740433537,0.0025367106821928,0.050085103724397,0.0,-0.013157894736842,-2.25,"main_v2b
conflict 관찰",122.65089140339356,5.77784073208604,7.362438423563621,-13.51204703698362
zscore,EW,171.0,1.4617878790626997,0.0652613851653682,0.0799314117706843,0.8317116681289747,1.5422821560498592,-0.1357114464319853,0.4808834249517444,0.6081871345029239,0.0055399906516416,0.0230742110512557,-0.0698501779600078,0.1170629968579534,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW,기본 동일비중,,,0,,,,,,,,,,EW,146.17878790626997,6.52613851653682,7.993141177068431,-13.57114464319853
zscore,HSI_state5_overlay,171.0,1.0181542305387477,0.050510277100394,0.0636375714266276,0.807059509109326,1.325012209243285,-0.1391928327621681,0.3628798703069606,0.6081871345029239,0.0042799422630403,0.0183705844968687,-0.0537594183260747,0.0898419572075724,171.0,0.0466861598440545,0.2333333333333333,7.983333333333334,-0.443633648523952,-0.0147511080649741,-0.0162938403440567,-0.0246521590196486,-0.2172699468065742,-0.0034813863301828,-0.1180035546447837,0.0,-0.0012600483886013,0.0466861598440545,0.2333333333333333,7.983333333333334,main_v2_conflict_defense,conflict를 소폭 방어로 처리,,,1,,,,,,,,,,"main_v2
conflict 방어",101.81542305387477,5.0510277100394,6.3637571426627595,-13.91928327621681
zscore,HSI_state5_overlay_v2b,,1.169415580759778,0.0558518868138624,0.0714835771578467,0.7967526969488252,1.3528688067514705,-0.1385552269625142,0.403101983507075,0.6023391812865497,0.0047462277406719,0.02063553125736,-0.0698501779600078,0.1170629968579534,,0.0413255360623781,0.2333333333333333,7.066666666666667,-0.2923722983029218,-0.0094094983515057,-0.0084478346128375,-0.0349589711801494,,-0.0028437805305289,-0.0777814414446694,-0.0058479532163742,,0.0413255360623781,,7.066666666666667,main_v2b_conflict_watch,conflict를 관찰로 처리,171.0,171.0,2,0.1512613502210302,0.0053416097134684,0.0078460057312191,-0.0103068121605007,0.0006376057996538,0.0402221132001143,-0.0058479532163742,-0.0053606237816763,-0.916666666666667,"main_v2b
conflict 관찰",116.9415580759778,5.5851886813862395,7.14835771578467,-13.855522696251422
