strategy,window_start,window_end,months,cumulative_return_pct,cagr_pct,vol_pct,mdd_pct,sharpe,negative_cum_return
FixedBM_70_20_10,2013-09-30,2016-08-31,36,7.573021776121336,2.463170357683442,6.624893438450304,-9.072874760062478,0.39980165084027447,False
FixedBM_70_20_10,2013-10-31,2016-09-30,36,4.823990259211741,1.5828116457942576,6.429716237582153,-9.072874760062488,0.2755958844615639,False
FixedBM_70_20_10,2013-11-30,2016-10-31,36,2.5437936194127486,0.840841250172919,6.366790307393439,-9.072874760062499,0.16243611250486847,False
FixedBM_70_20_10,2013-12-31,2016-11-30,36,1.4713022863065195,0.48804830895712303,6.368335286691042,-9.072874760062488,0.10734045385904677,False
FixedBM_70_20_10,2014-01-31,2016-12-31,36,4.752030817813568,1.5595615110187033,6.525283005921111,-9.072874760062499,0.2689492545239068,False
FixedBM_70_20_10,2014-02-28,2017-01-31,36,10.508317618144236,3.386775173782164,6.3973038580120765,-9.072874760062488,0.552354045562673,False
FixedBM_70_20_10,2014-03-31,2017-02-28,36,9.439696264470566,3.052443292114071,6.36730412350919,-9.072874760062478,0.5036542841042405,False
FixedBM_70_20_10,2014-04-30,2017-03-31,36,12.704193766273853,4.067077587132895,6.568222887904997,-9.072874760062478,0.6397585371843194,False
FixedBM_70_20_10,2014-05-31,2017-04-30,36,15.295367908933134,4.858575408304899,6.588635459748132,-9.072874760062488,0.7534068873076022,False
FixedBM_70_20_10,2014-06-30,2017-05-31,36,18.80805019760483,5.912842261785234,6.984292401517646,-9.072874760062478,0.8582344001945714,False
FixedBM_70_20_10,2014-07-31,2017-06-30,36,20.642165284531956,6.45507602497255,7.014696150443757,-9.072874760062499,0.9279826990446147,False
FixedBM_70_20_10,2014-08-31,2017-07-31,36,17.95206079542906,5.657868304238867,6.879913502593861,-9.072874760062488,0.835050227181974,False
FixedBM_70_20_10,2014-09-30,2017-08-31,36,17.742131080613422,5.5951481956393545,6.895756646877568,-9.072874760062488,0.82463563577777,False
FixedBM_70_20_10,2014-10-31,2017-09-30,36,22.650575289216523,7.042570561676209,6.775273823089928,-9.072874760062488,1.0400947401787592,False
FixedBM_70_20_10,2014-11-30,2017-10-31,36,29.164552072331396,8.90499031518679,6.871642871236347,-9.072874760062478,1.2790497844588922,False
FixedBM_70_20_10,2014-12-31,2017-11-30,36,25.78730050948672,7.947419681089851,7.009162486027773,-9.072874760062488,1.1284134658170335,False
FixedBM_70_20_10,2015-01-31,2017-12-31,36,28.628720730358758,8.754186330865043,6.872348261793711,-9.072874760062499,1.2586158816708561,False
FixedBM_70_20_10,2015-02-28,2018-01-31,36,28.394467867430162,8.688126795943596,6.860382022819484,-9.072874760062478,1.251776743350701,False
FixedBM_70_20_10,2015-03-31,2018-02-28,36,22.922958019036123,7.1217521185809485,7.398107438446607,-9.072874760062478,0.9684553416232976,False
FixedBM_70_20_10,2015-04-30,2018-03-31,36,21.762563927278556,6.783609006912994,7.372392684111382,-9.072874760062499,0.9284511772437831,False
FixedBM_70_20_10,2015-05-31,2018-04-30,36,20.63983166436516,6.45438962229985,7.295493943011802,-7.706187991845748,0.8949423736991382,False
FixedBM_70_20_10,2015-06-30,2018-05-31,36,19.33510594348984,6.069227930642396,7.421730352558657,-5.442519737350004,0.8318657563737646,False
FixedBM_70_20_10,2015-07-31,2018-06-30,36,19.476269659712987,6.111035204240078,7.406500901860472,-6.373617546050825,0.8387725975216567,False
FixedBM_70_20_10,2015-08-31,2018-07-31,36,21.84537520771692,6.807811529066221,7.237354827143223,-6.7022180605494475,0.9476132505776911,False
FixedBM_70_20_10,2015-09-30,2018-08-31,36,26.56175990493834,8.168506927847673,6.8773063003992645,-6.702218060549459,1.1787798370314486,False
FixedBM_70_20_10,2015-10-31,2018-09-30,36,25.05397213896434,7.737236197179764,6.857490139257045,-6.70221806054947,1.1233546351359296,False
FixedBM_70_20_10,2015-11-30,2018-10-31,36,9.88855721213282,3.1931391076072124,8.31082092197464,-13.766508244150055,0.4198694729149463,False
FixedBM_70_20_10,2015-12-31,2018-11-30,36,14.152195191671947,4.51086025013685,8.290822288711432,-13.766508244150021,0.5742397839696005,False
FixedBM_70_20_10,2016-01-31,2018-12-31,36,12.85707251712851,4.114110609630206,8.348466203854112,-13.766508244150021,0.5251060366006134,False
FixedBM_70_20_10,2016-02-29,2019-01-31,36,22.98844571901,7.140771922694156,8.913975410009353,-13.766508244150044,0.8198474489613081,False
FixedBM_70_20_10,2016-03-31,2019-02-28,36,20.783022012798046,6.496490737240701,8.925639551698989,-13.766508244150033,0.7509206066237416,False
FixedBM_70_20_10,2016-04-30,2019-03-31,36,15.574429198016638,4.943107258574364,8.872130942647425,-13.76650824415001,0.5885200185186404,False
FixedBM_70_20_10,2016-05-31,2019-04-30,36,18.032191816659072,5.681789198639242,8.91048499956871,-13.766508244150044,0.6654370291800796,False
FixedBM_70_20_10,2016-06-30,2019-05-31,36,12.450730467224936,3.989006008469209,9.472320930035446,-13.766508244150044,0.46025221261695065,False
FixedBM_70_20_10,2016-07-31,2019-06-30,36,16.360145649509583,5.180384007039818,9.696623871740838,-13.766508244150044,0.5696673474257696,False
FixedBM_70_20_10,2016-08-31,2019-07-31,36,10.966661468059492,3.529513538058282,9.801494030165575,-13.766508244150021,0.40257740175691786,False
FixedBM_70_20_10,2016-09-30,2019-08-31,36,7.3752478686367695,2.4003387022376366,9.874505556929492,-13.76650824415001,0.2889451004458402,False
FixedBM_70_20_10,2016-10-31,2019-09-30,36,11.520692835777568,3.701527371287394,10.130155023282523,-13.766508244150021,0.4090483634070411,False
FixedBM_70_20_10,2016-11-30,2019-10-31,36,12.800852011410457,4.096819357810966,10.120516625750975,-13.766508244150044,0.44707236800745764,False
FixedBM_70_20_10,2016-12-31,2019-11-30,36,13.54742180737707,4.325968679022196,10.108493587827114,-13.766508244150044,0.46932380432824244,False
FixedBM_70_20_10,2017-01-31,2019-12-31,36,16.487619130586005,5.218778643818478,10.421224386091472,-13.766508244150021,0.5402401027701963,False
FixedBM_70_20_10,2017-02-28,2020-01-31,36,11.502758616193208,3.6959681468967442,10.44482080599562,-13.76650824415001,0.3991238092159199,False
FixedBM_70_20_10,2017-03-31,2020-02-29,36,6.732206228978166,2.1955131949549234,10.733160934339448,-13.766508244150033,0.25505005935157965,False
FixedBM_70_20_10,2017-04-30,2020-03-31,36,-4.707756825639708,-1.5945428016252872,11.590834916559595,-16.502927373451925,-0.08153165900498413,True
FixedBM_70_20_10,2017-05-31,2020-04-30,36,-0.3262610689340639,-0.10887217814047334,12.13780224756768,-16.502927373451914,0.050555006100023794,True
