strategy_name,months,avg_turnover,max_turnover,total_turnover,avg_turnover_pct,max_turnover_pct,total_turnover_pct
HSI_main_v2b_baseline,167,0.06027944111776448,0.23333333333333334,10.066666666666668,6.027944111776448,23.333333333333332,1006.6666666666669
EW_1_3,167,0.0,0.0,0.0,0.0,0.0,0.0
