Date,r_strategy,r_fixed_bm,excess_return,exposure_effect,timing_effect,identity_check_residual,period
2016-03-31,0.017466361755731265,0.030309399999999997,-0.012843038244268737,-0.010560300991517982,-0.0022827372527507547,0.0,FULL
2016-04-30,-0.00040743451277221046,-0.0012897,0.0008822654872277896,0.0008128311918598798,6.943429536790968e-05,1.0842021724855044e-19,FULL
2016-05-31,-0.002836421230459916,-0.004151599999999999,0.0013151787695400835,0.0017264778210441729,-0.00041129905150408914,-2.168404344971009e-19,FULL
2016-06-30,0.004618022607778785,0.004608500000000001,9.522607778785343e-06,-7.212365319704951e-05,8.164626097583477e-05,8.131516293641283e-20,FULL
2016-07-31,0.01695825424469671,0.0213165,-0.004358245755303289,-0.007164621427746832,0.002806375672443543,0.0,FULL
2016-08-31,0.010738751181128454,0.0128319,-0.002093148818871546,-0.004763376305092178,0.002670227486220631,8.673617379884035e-19,FULL
2016-09-30,0.0027259605189294796,0.0028212,-9.523948107052023e-05,-0.00040524856277716784,0.00031000908170664756,5.421010862427522e-20,FULL
2016-10-31,-0.00432944574971798,-0.004592499999999999,0.00026305425028201937,0.0010086578918764558,-0.0007456036415944365,1.0842021724855044e-19,FULL
2016-11-30,-0.004897609735533727,-0.0048163,-8.130973553372719e-05,0.0005562957228546761,-0.0006376054583884033,-5.421010862427522e-20,FULL
2016-12-31,0.02117628921798342,0.0262685,-0.00509221078201658,-0.0084460209083395,0.0033538101263229196,0.0,FULL
2017-01-31,0.020533241788349747,0.024362599999999998,-0.0038293582116502496,-0.008608761066280982,0.004779402854630732,4.336808689942018e-19,FULL
2017-02-28,0.003355205665298124,0.0036073,-0.00025209433470187593,-0.0008370518471414278,0.0005849575124395516,2.168404344971009e-19,FULL
2017-03-31,0.029140331448080977,0.030709899999999995,-0.00156956855191902,-0.010448481171472188,0.008878912619553168,-4.336808689942018e-19,FULL
2017-04-30,0.0165143530674953,0.0169605,-0.00044614693250469935,-0.005810567583733322,0.005364420651228623,-3.2526065174565133e-19,FULL
2017-05-31,0.04475931535941111,0.045358499999999996,-0.0005991846405888845,-0.01582054119649685,0.015221356555907966,4.336808689942018e-19,FULL
2017-06-30,0.016838223250858455,0.016954900000000002,-0.00011667674914154279,-0.005998041058268527,0.0058813643091269845,-1.3552527156068805e-19,FULL
2017-07-31,0.005533078534621506,0.0055483,-1.5221465378493305e-05,-0.0015828141372590688,0.0015675926718805753,1.8973538018496328e-19,FULL
2017-08-31,-0.012902117607332191,-0.014224499999999998,0.0013223823926678062,0.005449984848487209,-0.004127602455819402,-4.336808689942018e-19,FULL
2017-09-30,0.012532591599815606,0.019826700000000003,-0.007294108400184393,-0.007367007162553985,7.289876236959228e-05,0.0,FULL
2017-10-31,0.023071690402175472,0.036401499999999996,-0.013329809597824524,-0.014163457589559392,0.0008336479917348664,1.734723475976807e-18,FULL
2017-11-30,-0.01227346495004816,-0.0167868,0.004513335049951839,0.006854529477427658,-0.002341194427475819,0.0,FULL
2017-12-31,0.0034777307229441716,0.0055368,-0.002059069277055828,-0.0016185812664103847,-0.00044048801064544346,0.0,FULL
2018-01-31,0.0070589587853241995,0.0191409,-0.012081941214675799,-0.0071883050321100645,-0.004893636182565736,1.734723475976807e-18,FULL
2018-02-28,-0.012708462023886794,-0.0409735,0.028265037976113204,0.015687298368337065,0.012577739607776136,3.469446951953614e-18,FULL
2018-03-31,0.003589815299434762,0.0068128,-0.0032229847005652377,-0.0016529826677686658,-0.001570002032796572,0.0,FULL
2018-04-30,0.0062796398875413035,0.0181937,-0.011914060112458694,-0.005988489431119546,-0.005925570681339149,1.734723475976807e-18,FULL
2018-05-31,-0.007146730328197409,-0.025462899999999993,0.018316169671802586,0.009816842174996848,0.008499327496805742,-3.469446951953614e-18,FULL
2018-06-30,-0.0034292299806041315,-0.022785,0.019355770019395868,0.009144626467061628,0.010211143552334241,0.0,FULL
2018-07-31,0.0008034987334370967,-0.0035097,0.0043131987334370965,0.0018848324251640545,0.002428366308273041,8.673617379884035e-19,FULL
2018-08-31,0.0038069003077812816,0.0051795999999999995,-0.001372699692218718,-0.000459253561040698,-0.0009134461311780196,-4.336808689942018e-19,FULL
2018-09-30,0.0018849642180305342,0.0038155,-0.0019305357819694657,-0.0012861051183599326,-0.0006444306636095329,-2.168404344971009e-19,FULL
2018-10-31,-0.04239225492351651,-0.0839755,0.041583245076483484,0.03127521566269393,0.010308029413789558,-6.938893903907228e-18,FULL
2018-11-30,0.011069634782039131,0.021240199999999997,-0.01017056521796087,-0.006872693422954992,-0.003297871795005878,1.734723475976807e-18,FULL
2018-12-31,-0.005916698404606077,-0.014210599999999999,0.008293901595393921,0.005911482443687335,0.002382419151706586,0.0,FULL
2019-01-31,0.031561137381081246,0.0649635,-0.033402362618918754,-0.022841758894990506,-0.010560603723928249,0.0,FULL
2019-02-28,-0.0019763627797090505,-0.0049172,0.002940837220290949,0.0022345848559586195,0.00070625236433233,-4.336808689942018e-19,FULL
2019-03-31,-0.006745783396136371,-0.0141212,0.007375416603863627,0.006228278260244543,0.0011471383436190837,0.0,FULL
2019-04-30,0.012692390181050393,0.019948499999999997,-0.007256109818949606,-0.006806947337591862,-0.00044916248135774345,-8.673617379884035e-19,FULL
2019-05-31,-0.03243891234727625,-0.0512429,0.018803987652723744,0.019600295662672552,-0.0007963080099488051,-3.469446951953614e-18,FULL
2019-06-30,0.025346724932206886,0.039534299999999994,-0.01418757506779311,-0.013387805986637273,-0.0007997690811558384,0.0,FULL
2019-07-31,-0.015692570725151553,-0.026023199999999996,0.010330629274848447,0.010789646965946961,-0.00045901769109851266,-1.734723475976807e-18,FULL
2019-08-31,-0.012277479737171028,-0.0199482,0.00767072026282897,0.008140489688194785,-0.00046976942536581444,0.0,FULL
2019-09-30,0.0254222469904671,0.04153719999999999,-0.016114953009532897,-0.015400210172535152,-0.000714742836997745,0.0,FULL
2019-10-31,0.003906961701877177,0.006833899999999999,-0.002926938298122823,-0.0030120981676720945,8.51598695492709e-05,8.673617379884035e-19,FULL
2019-11-30,0.0018474727188598362,0.0017703,7.717271885983616e-05,6.672528982537717e-05,1.0447429034458991e-05,0.0,FULL
2019-12-31,0.039769134271150856,0.05284269999999999,-0.013073565728849143,-0.018760657214103617,0.005687091485254474,0.0,FULL
2020-01-31,-0.014428208886878473,-0.019473,0.005044791113121528,0.007942686941791979,-0.0028978958286704506,0.0,FULL
2020-02-29,-0.019904461823710577,-0.039331200000000004,0.019426738176289416,0.01538434472516405,0.0040423934511253645,3.469446951953614e-18,FULL
2020-03-31,-0.029528910176597502,-0.0797655,0.050236589823402504,0.029197912975510686,0.02103867684789181,6.938893903907228e-18,FULL
2020-04-30,0.023068770666813284,0.06371990000000001,-0.04065112933318671,-0.022248447192268976,-0.01840268214091774,6.938893903907228e-18,FULL
2020-05-31,0.0120232018712405,0.0271191,-0.0150958981287595,-0.008670532091297516,-0.006425366037461981,-3.469446951953614e-18,FULL
2020-06-30,0.014052309368368866,0.0338929,-0.01984059063163113,-0.01220366492548699,-0.007636925706144142,3.469446951953614e-18,FULL
2020-07-31,0.023563444097484947,0.048402999999999995,-0.024839555902515055,-0.01692133673643768,-0.007918219166077375,0.0,FULL
2020-08-31,0.008820488965758055,0.018229199999999997,-0.009408711034241945,-0.007232934269554131,-0.0021757767646878143,0.0,FULL
2020-09-30,0.005626848640370309,0.0085688,-0.0029419513596296897,-0.0024063146594951457,-0.0005356367001345439,0.0,FULL
2020-10-31,-0.012725577420894321,-0.0205035,0.007777922579105676,0.007241632216390941,0.0005362903627147349,0.0,FULL
2020-11-30,0.06560037102419505,0.1053234,-0.039723028975804944,-0.03824201681344471,-0.0014810121623602306,0.0,FULL
2020-12-31,0.06451407368240988,0.09729499999999998,-0.032780926317590095,-0.03504844867538058,0.002267522357790481,6.938893903907228e-18,FULL
2021-01-31,0.021087274235054458,0.029939999999999998,-0.008852725764945541,-0.010512147094249503,0.0016594213293039623,0.0,FULL
2021-02-28,0.0071510589727828405,0.0098183,-0.00266724102721716,-0.0035320318419992482,0.0008647908147820885,0.0,FULL
2021-03-31,0.00546009393210846,0.007738499999999999,-0.0022784060678915394,-0.0029927328161103973,0.0007143267482188578,0.0,FULL
2021-04-30,0.00963312188629769,0.013066699999999999,-0.0034335781137023094,-0.00447681652449155,0.0010432384107892396,8.673617379884035e-19,FULL
2021-05-31,0.004614687472184784,0.0074196,-0.002804912527815217,-0.0028571194497821217,5.220692196690527e-05,-4.336808689942018e-19,FULL
2021-06-30,0.00885361299672439,0.017916200000000004,-0.00906258700327561,-0.007099038081807635,-0.001963548921467975,0.0,FULL
2021-07-31,-0.009679868788533212,-0.0206797,0.010999831211466787,0.008307278872146433,0.0026925523393203535,0.0,FULL
2021-08-31,-0.002359061817512852,-0.0078494,0.005490338182487147,0.0031561483099981874,0.00233418987248896,-8.673617379884035e-19,FULL
2021-09-30,-0.009608605826269134,-0.031078099999999997,0.021469494173730858,0.010362325985628166,0.011107168188102697,-3.469446951953614e-18,FULL
2021-10-31,-0.008073284222974418,-0.024839800000000002,0.016766515777025582,0.007060843933995289,0.009705671843030294,0.0,FULL
2021-11-30,-0.0004338954131842328,-0.023032599999999997,0.022598704586815763,0.010078039573510245,0.01252066501330552,-3.469446951953614e-18,FULL
2021-12-31,0.008320778852639477,0.046333099999999995,-0.03801232114736052,-0.016064430350959332,-0.021947890796401182,-6.938893903907228e-18,FULL
2022-01-31,-0.0225659323072021,-0.06424379999999999,0.041677867692797896,0.02193412762377014,0.019743740069027755,0.0,FULL
2022-02-28,0.0026743343365166934,0.007108999999999999,-0.004434665663483306,-0.002249361705989734,-0.002185303957493572,0.0,FULL
2022-03-31,-0.0005793950889150662,0.0071912,-0.007770595088915066,-0.004030623809128563,-0.003739971279786502,-8.673617379884035e-19,FULL
2022-04-30,-0.008399767362968836,-0.0215197,0.013119932637031163,0.006639634916260628,0.006480297720770536,-1.734723475976807e-18,FULL
2022-05-31,0.0005003541714474129,-0.0009116999999999999,0.001412054171447413,0.0007946945755156434,0.0006173595959317693,4.336808689942018e-19,FULL
2022-06-30,-0.04099902995794611,-0.09267260000000001,0.051673570042053876,0.03149220301440158,0.020181367027652306,-1.3877787807814457e-17,FULL
2022-07-31,0.019292293309378143,0.038313999999999994,-0.01902170669062185,-0.010532293102908605,-0.008489413587713247,0.0,FULL
2022-08-31,-0.006368228386087173,-0.0067331000000000005,0.0003648716139128275,-0.00011662730504476024,0.00048149891895758756,1.6263032587282567e-19,FULL
2022-09-30,-0.04455085898498737,-0.0878704,0.04331954101501263,0.030406425638991964,0.012913115376020662,6.938893903907228e-18,FULL
2022-10-31,0.021803462002687915,0.0472326,-0.025429137997312085,-0.01639215551721446,-0.009036982480097624,0.0,FULL
2022-11-30,0.030899900369733526,0.053396,-0.022496099630266476,-0.015736125295173795,-0.006759974335092677,-3.469446951953614e-18,FULL
2022-12-31,-0.028976238093767717,-0.0541315,0.025155261906232282,0.019939196811882547,0.005216065094349733,3.469446951953614e-18,FULL
2023-01-31,0.040541611631813655,0.06564079999999999,-0.025099188368186334,-0.02059699736133827,-0.00450219100684806,-3.469446951953614e-18,FULL
2023-02-28,-0.005656591714403699,-0.0073551,0.0016985082855963006,0.001369200213112574,0.0003293080724837265,2.168404344971009e-19,FULL
2023-03-31,0.017644641416294057,0.0215621,-0.003917458583705944,-0.003773509666900017,-0.0001439489168059285,8.673617379884035e-19,FULL
2023-04-30,0.006882986716307592,0.008929299999999998,-0.0020463132836924065,-0.0023252081970048443,0.0002788949133124375,4.336808689942018e-19,FULL
2023-05-31,0.020440780540300355,0.028599299999999998,-0.008158519459699639,-0.010349187891393356,0.002190668431693717,0.0,FULL
2023-06-30,-0.0007046252332717941,-0.0008925999999999999,0.00018797476672820576,0.00014082073466817975,4.715403206002604e-05,-2.710505431213761e-20,FULL
2023-07-31,0.010214841305534236,0.0117695,-0.0015546586944657635,-0.0030930680570487408,0.0015384093625829772,0.0,FULL
2023-08-31,-0.013383454152399785,-0.017664799999999998,0.004281345847600215,0.0073346138303350145,-0.0030532679827348,0.0,FULL
2023-09-30,-0.012906983891231698,-0.0150497,0.002142716108768299,0.0054273471244194295,-0.0032846310156511315,8.673617379884035e-19,FULL
2023-10-31,-0.031112513059698043,-0.0453993,0.014286786940301957,0.016436184299444982,-0.002149397359143024,-1.734723475976807e-18,FULL
2023-11-30,0.05285863121665124,0.07931389999999999,-0.026455268783348754,-0.025001031897605785,-0.0014542368857429705,0.0,FULL
2023-12-31,0.038045509657390585,0.0489046,-0.010859090342609408,-0.014697205254464728,0.0038381149118553197,0.0,FULL
2024-01-31,-0.034777887934384855,-0.0432374,0.00845951206561515,0.016218682216495185,-0.007759170150880034,-1.734723475976807e-18,FULL
2024-02-29,0.027350742821682837,0.0415363,-0.014185557178317161,-0.014686209434658547,0.0005006522563413877,-1.734723475976807e-18,FULL
2024-03-31,0.03287543695319084,0.04235749999999999,-0.009482063046809154,-0.01416361356548336,0.004681550518674205,1.734723475976807e-18,FULL
2024-04-30,-0.013606147782217115,-0.0162419,0.002635752217782886,0.00580879221274467,-0.0031730399949617843,0.0,FULL
2024-05-31,-0.005715140463163388,-0.010791199999999997,0.00507605953683661,0.00540720262194972,-0.0003311430851131099,0.0,FULL
2024-06-30,0.03146813867683531,0.051537,-0.020068861323164686,-0.01649117131216812,-0.003577690010996564,-3.469446951953614e-18,FULL
2024-07-31,-0.0004948113790652092,-0.0031607999999999996,0.00266598862093479,0.0029411432692259456,-0.00027515464829115535,-4.336808689942018e-19,FULL
2024-08-31,-0.02134466930738311,-0.0323561,0.011011430692616892,0.012976857776877324,-0.0019654270842604333,1.734723475976807e-18,FULL
2024-09-30,-0.012099638727277002,-0.0291245,0.017024861272723,0.011997218955403365,0.005027642317319635,0.0,FULL
2024-10-31,-0.0030964602909111516,-0.0106153,0.007518839709088849,0.004011695643682557,0.0035071440654062917,0.0,FULL
2024-11-30,-0.0041705802849609265,-0.0270593,0.022888719715039075,0.012184755887668043,0.01070396382737103,3.469446951953614e-18,FULL
2024-12-31,-0.0028813265765674375,-0.012552500000000001,0.009671173423432562,0.004715767061165815,0.004955406362266748,0.0,FULL
2025-01-31,0.011234607978117145,0.0340242,-0.02278959202188285,-0.0108686093773045,-0.011920982644578353,3.469446951953614e-18,FULL
2025-02-28,0.00393040590985126,0.0076488,-0.00371839409014874,-0.001990364030900936,-0.0017280300592478037,0.0,FULL
2025-03-31,0.0020768671953320605,0.0023081,-0.00023123280466793932,-0.00014186939423785534,-8.936341043008398e-05,0.0,FULL
2025-04-30,0.008580484536424635,0.0127296,-0.004149115463575364,-0.0023447112504863606,-0.0018044042130890034,0.0,FULL
2025-05-31,0.02274501943044104,0.045475999999999996,-0.02273098056955895,-0.01620123898500887,-0.006529741584550081,0.0,FULL
2025-06-30,0.06983519723845123,0.1078165,-0.03798130276154877,-0.03867619577172047,0.000694893010171704,-6.938893903907228e-18,FULL
2025-07-31,0.031338689579133654,0.0409774,-0.009638710420866347,-0.014021946020871458,0.004383235600005113,-3.469446951953614e-18,FULL
2025-08-31,-0.008592851243610753,-0.010863699999999999,0.002270848756389245,0.00471899567197858,-0.0024481469155893353,4.336808689942018e-19,FULL
2025-09-30,0.06512673584861768,0.07138599999999999,-0.006259264151382305,-0.02601317816380106,0.019753914012418754,1.734723475976807e-18,FULL
2025-10-31,0.14684521538875947,0.15635839999999998,-0.009513184611240509,-0.05648506018318255,0.04697187557194203,8.673617379884035e-18,FULL
2025-11-30,-0.02946000113245647,-0.031062999999999993,0.0016029988675435227,0.010580794942979772,-0.008977796075436249,0.0,FULL
2025-12-31,0.05424752848732262,0.0641291,-0.009881571512677371,-0.024342146727023773,0.014460575214346405,-3.469446951953614e-18,FULL
2026-01-31,0.16374007447599068,0.18915829999999997,-0.0254182255240093,-0.06853617871684188,0.043117953192832584,-3.469446951953614e-18,FULL
2026-02-28,0.13558034507296454,0.1537535,-0.01817315492703544,-0.05418675887925333,0.0360136039522179,-6.938893903907228e-18,FULL
2026-03-31,-0.1262964176972936,-0.1413022,0.015005782302706383,0.049427746342649036,-0.03442196403994265,0.0,FULL
2026-04-30,0.18637768393014015,0.231857,-0.045479316069859846,-0.08309168922709123,0.037612373157231364,2.0816681711721685e-17,FULL
2026-05-31,0.2013819432810837,0.2448107,-0.04342875671891627,-0.08818962559059731,0.04476086887168104,0.0,FULL
2026-06-30,0.017847875816462362,0.0206837,-0.0028358241835376346,-0.006272902640472376,0.003437078456934741,4.336808689942018e-19,FULL
2012-04-30,0.00017489999999999997,-0.0021038999999999993,0.0022787999999999992,0.002264603923745198,1.4196076254801421e-05,0.0,IS
2012-05-31,-0.036040050000000004,-0.0526758,0.016635749999999998,0.01885928893284239,-0.0022235389328423903,0.0,IS
2012-06-30,0.0031889500000000003,0.00338,-0.00019104999999999993,-0.00024283232509463362,5.178232509463361e-05,8.131516293641283e-20,IS
2012-07-31,0.0159082,0.0175747,-0.0016664999999999996,-0.002916297588093552,0.001249797588093552,6.505213034913027e-19,IS
2012-08-31,0.0018204249999999999,0.0012214,0.0005990249999999999,0.0007641783495677917,-0.00016515334956779184,0.0,IS
2012-09-30,0.030310846,0.0349779,-0.004667053999999998,-0.01092195615638183,0.0062549021563818325,-8.673617379884035e-19,IS
2012-10-31,-0.028036656050000008,-0.0313801,0.003343443949999995,0.011183150307820145,-0.00783970635782015,0.0,IS
2012-11-30,0.011166225735,0.0130202,-0.0018539742649999978,-0.003806278825402459,0.0019523045604024607,2.168404344971009e-19,IS
2012-12-31,0.026516925766,0.0294909,-0.002973974233999998,-0.009032236740608305,0.0060582625066083065,0.0,IS
2013-01-31,-0.0126885209349,-0.014003799999999999,0.0013152790651000004,0.005588934496273423,-0.004273655431173422,-4.336808689942018e-19,IS
2013-02-28,0.027673104567194996,0.028926599999999997,-0.0012534954328050007,-0.008128645307924733,0.006875149875119733,-1.0842021724855044e-18,IS
2013-03-31,-0.010888986633636,-0.011500600000000001,0.0006116133663640001,0.005085334641793867,-0.004473721275429866,-2.168404344971009e-19,IS
2013-04-30,-0.017299010752851306,-0.019715600000000003,0.002416589247148697,0.007121803738268257,-0.00470521449111956,4.336808689942018e-19,IS
2013-05-31,0.011043455236940546,0.013935799999999998,-0.0028923447630594527,-0.0050844385643231274,0.002192093801263675,-4.336808689942018e-19,IS
2013-06-30,-0.04709739371280217,-0.0530037,0.0059063062871978315,0.01734973610841345,-0.011443429821215621,3.469446951953614e-18,IS
2013-07-31,0.01254136430629648,0.018993399999999997,-0.0064520356937035174,-0.005584140995584762,-0.0008678946981187554,0.0,IS
2013-08-31,0.007093534150023041,0.009404799999999998,-0.0023112658499769585,-0.0021678828725480567,-0.0001433829774289014,-4.336808689942018e-19,IS
2013-09-30,0.020654450476187747,0.029120399999999998,-0.008465949523812253,-0.00846881505681891,2.86553300665805e-06,0.0,IS
2013-10-31,0.014042220007506195,0.0175417,-0.0034994799924938057,-0.004964772009630794,0.0014652920171369871,8.673617379884035e-19,IS
2013-11-30,0.004575567417000509,0.0057022,-0.0011266325829994907,-0.0021232320706030205,0.0009965994876035295,2.168404344971009e-19,IS
2013-12-31,-0.004728401582990057,-0.0058731999999999986,0.001144798417009942,0.003203963403009658,-0.0020591649859997164,4.336808689942018e-19,IS
2014-01-31,-0.026506913783728495,-0.028995599999999996,0.0024886862162715045,0.010263505566639304,-0.007774819350367801,1.734723475976807e-18,IS
2014-02-28,0.010565983683460676,0.013406999999999999,-0.0028410163165393243,-0.003515825153387466,0.0006748088368481417,0.0,IS
2014-03-31,0.0011334741178206534,0.0008552000000000001,0.0002782741178206532,0.0004655583883380571,-0.00018728427051740388,0.0,IS
2014-04-30,-0.004169403950405463,-0.0058949,0.0017254960495945366,0.0026263308169442103,-0.0009008347673496738,2.168404344971009e-19,IS
2014-05-31,0.012805639700674418,0.014451400000000001,-0.0016457602993255795,-0.003706055242548819,0.0020602949432232394,0.0,IS
2014-06-30,0.0018444650506365904,0.0014942000000000002,0.0003502650506365905,0.0008538810778224131,-0.0005036160271858227,1.0842021724855044e-19,IS
2014-07-31,0.024761804586212813,0.028481599999999996,-0.0037197954137871856,-0.007860090938575794,0.00414029552478861,-1.734723475976807e-18,IS
2014-08-31,-0.010780578356659309,-0.0124669,0.0016863216433406906,0.004871036059846308,-0.0031847144165056173,-2.168404344971009e-19,IS
2014-09-30,-0.016475022428726702,-0.0209865,0.0045114775712732985,0.008567561902364908,-0.00405608433109161,0.0,IS
2014-10-31,-0.00741209415662725,-0.0158659,0.008453805843372747,0.0067779443507095215,0.0016758614926632254,0.0,IS
2014-11-30,0.00521234218142606,0.0096114,-0.004399057818573939,-0.002404200285215432,-0.001994857533358507,0.0,IS
2014-12-31,-0.009272894173763585,-0.0166756,0.007402705826236415,0.005884876194697578,0.0015178296315388376,-8.673617379884035e-19,IS
2015-01-31,0.012528087837263915,0.021000299999999996,-0.008472212162736083,-0.005508850994672071,-0.002963361168064013,1.734723475976807e-18,IS
2015-02-28,0.0013113438977616519,0.0017144,-0.00040305610223834816,-0.0003854403590838638,-1.761574315448424e-05,-1.0842021724855044e-19,IS
2015-03-31,0.013857457252045853,0.0164077,-0.0025502427479541473,-0.0033556819580544367,0.0008054392101002891,4.336808689942018e-19,IS
2015-04-30,0.022787248837315473,0.027669499999999996,-0.004882251162684522,-0.00932344178951437,0.004441190626829848,8.673617379884035e-19,IS
