strategy_name,year_month,return_year_month,hsi_state,state_kr,allocation_rule_name,strategy_return,turnover,cumulative_return,running_max,drawdown,weight_069500,weight_114260,weight_153130,return_069500,return_114260,return_153130
EW,2014-01,2014-02,EW,동일가중,equal_weight,0.007809,0.0,1.040061016514456,1.0460373765708488,-0.0057133331850766,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.017822,0.003711,0.001894
EW,2014-02,2014-03,risk_relief,위험 완화 우세,equal_weight,0.0015963333333333,0.0,1.0417213005838186,1.0460373765708488,-0.0041261202359511,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.000193,0.002605,0.001991
EW,2014-02,2014-03,EW,동일가중,,0.0015963333333333,0.0,1.0417213005838186,1.0460373765708488,-0.0041261202359511,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.000193,0.002605,0.001991
EW,2014-02,2014-03,EW,동일가중,equal_weight,0.0015963333333333,0.0,1.0417213005838186,1.0460373765708488,-0.0041261202359511,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.000193,0.002605,0.001991
EW,2014-03,2014-04,neutral_watch,중립 관찰,equal_weight,-0.0017133333333333,0.0,1.039936484755485,1.0460373765708488,-0.0058323841499468,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.009277,0.001853,0.002284
EW,2014-03,2014-04,EW,동일가중,,-0.0017133333333333,0.0,1.039936484755485,1.0460373765708488,-0.0058323841499468,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.009277,0.001853,0.002284
EW,2014-03,2014-04,EW,동일가중,equal_weight,-0.0017133333333333,0.0,1.039936484755485,1.0460373765708488,-0.0058323841499468,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.009277,0.001853,0.002284
EW,2014-04,2014-05,risk_relief,위험 완화 우세,equal_weight,0.0085503333333333,0.0,1.0488282883456397,1.0488282883456397,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.019009,0.004809,0.001833
EW,2014-04,2014-05,EW,동일가중,,0.0085503333333333,0.0,1.0488282883456397,1.0488282883456397,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.019009,0.004809,0.001833
EW,2014-04,2014-05,EW,동일가중,equal_weight,0.0085503333333333,0.0,1.0488282883456397,1.0488282883456397,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.019009,0.004809,0.001833
EW,2014-05,2014-06,risk_relief,위험 완화 우세,equal_weight,0.0028529999999999,0.0,1.0518205954522897,1.0518205954522897,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.006383,0.002176
EW,2014-05,2014-06,EW,동일가중,,0.0028529999999999,0.0,1.0518205954522897,1.0518205954522897,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.006383,0.002176
EW,2014-05,2014-06,EW,동일가중,equal_weight,0.0028529999999999,0.0,1.0518205954522897,1.0518205954522897,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.006383,0.002176
EW,2014-06,2014-07,neutral_watch,중립 관찰,equal_weight,0.0159666666666666,0.0,1.068614664293011,1.068614664293011,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.038425,0.006366,0.003109
EW,2014-06,2014-07,EW,동일가중,,0.0159666666666666,0.0,1.068614664293011,1.068614664293011,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.038425,0.006366,0.003109
EW,2014-06,2014-07,EW,동일가중,equal_weight,0.0159666666666666,0.0,1.068614664293011,1.068614664293011,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.038425,0.006366,0.003109
EW,2014-07,2014-08,risk_relief,위험 완화 우세,equal_weight,-0.0047116666666666,0.0,1.0635797081997505,1.068614664293011,-0.0047116666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.018896,0.002842,0.001919
EW,2014-07,2014-08,EW,동일가중,,-0.0047116666666666,0.0,1.0635797081997505,1.068614664293011,-0.0047116666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.018896,0.002842,0.001919
EW,2014-07,2014-08,EW,동일가중,equal_weight,-0.0047116666666666,0.0,1.0635797081997505,1.068614664293011,-0.0047116666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.018896,0.002842,0.001919
EW,2014-08,2014-09,neutral_watch,중립 관찰,equal_weight,-0.0073466666666666,0.0,1.0557659426101764,1.068614664293011,-0.0120237182888887,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.032666,0.008171,0.002455
EW,2014-08,2014-09,EW,동일가중,,-0.0073466666666666,0.0,1.0557659426101764,1.068614664293011,-0.0120237182888887,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.032666,0.008171,0.002455
EW,2014-08,2014-09,EW,동일가중,equal_weight,-0.0073466666666666,0.0,1.0557659426101764,1.068614664293011,-0.0120237182888887,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.032666,0.008171,0.002455
EW,2014-09,2014-10,accident_zone,강한 위험 구간,equal_weight,-0.0050753333333333,0.0,1.0504075785294489,1.068614664293011,-0.0170380272439998,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.025181,0.007653,0.002302
EW,2014-09,2014-10,EW,동일가중,,-0.0050753333333333,0.0,1.0504075785294489,1.068614664293011,-0.0170380272439998,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.025181,0.007653,0.002302
EW,2014-09,2014-10,EW,동일가중,equal_weight,-0.0050753333333333,0.0,1.0504075785294489,1.068614664293011,-0.0170380272439998,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.025181,0.007653,0.002302
EW,2014-10,2014-11,accident_zone,강한 위험 구간,equal_weight,0.0057833333333333,0.0,1.056482435691944,1.068614664293011,-0.0113532305015612,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.012615,0.003074,0.001661
EW,2014-10,2014-11,EW,동일가중,,0.0057833333333333,0.0,1.056482435691944,1.068614664293011,-0.0113532305015612,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.012615,0.003074,0.001661
EW,2014-10,2014-11,EW,동일가중,equal_weight,0.0057833333333333,0.0,1.056482435691944,1.068614664293011,-0.0113532305015612,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.012615,0.003074,0.001661
EW,2014-11,2014-12,risk_relief,위험 완화 우세,equal_weight,-0.0073059999999999,0.0,1.0487637750167786,1.068614664293011,-0.0185762837995168,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.024323,0.0011,0.001305
EW,2014-11,2014-12,EW,동일가중,,-0.0073059999999999,0.0,1.0487637750167786,1.068614664293011,-0.0185762837995168,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.024323,0.0011,0.001305
